date,net_issuance_private_v2_daily
2024-01-19,2770.635
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-29,-2701.652
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,-1974.042
2024-02-05,0.0
2024-02-06,-790.96
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,1250.52
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,-203.192
2024-02-16,-2630.603
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,2259.514
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,-146.508
2024-03-01,-1976.35
2024-03-04,0.0
2024-03-05,-783.746
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,1258.947
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,-155.332
2024-03-15,-1976.403
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,277.61
2024-03-22,1314.481
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-04-01,0.0
2024-04-02,-2822.864
2024-04-03,0.0
2024-04-04,1214.234
2024-04-05,-2220.541
2024-04-08,0.0
2024-04-09,-749.926
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,3183.616
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,-2703.522
2024-04-22,17513.479
2024-04-23,0.0
2024-04-24,-738.496
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,-2741.725
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,2245.812
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,-173.465
2024-05-17,-2673.153
2024-05-20,0.0
2024-05-21,2810.461
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,2710.278
2024-05-27,0.0
2024-05-28,-855.693
2024-05-29,0.0
2024-05-30,-152.556
2024-05-31,-2483.089
2024-06-03,0.0
2024-06-04,-654.642
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,2023.856
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,-180.134
2024-06-14,-8948.271
2024-06-17,0.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,2713.61
2024-06-24,0.0
2024-06-25,-590.657
2024-06-26,-878.265
2024-06-27,-101.816
2024-06-28,-2538.754
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,-2539.631
2024-07-08,0.0
2024-07-09,-842.52
2024-07-10,0.0
2024-07-11,-93.259
2024-07-12,2354.253
2024-07-15,0.0
2024-07-16,-752.156
2024-07-17,-164.631
2024-07-18,0.0
2024-07-19,-2432.565
2024-07-22,0.0
2024-07-23,-676.685
2024-07-24,0.0
2024-07-25,-150.761
2024-07-26,2026.042
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,-12237.394
2024-08-01,0.0
2024-08-02,-1977.7
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,-592.683
2024-08-08,0.0
2024-08-09,1323.427
2024-08-12,0.0
2024-08-13,-729.648
2024-08-14,0.0
2024-08-15,-117.543
2024-08-16,-2751.286
2024-08-19,0.0
2024-08-20,-671.634
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,2275.521
2024-08-26,0.0
2024-08-27,-683.244
2024-08-28,0.0
2024-08-29,-105.211
2024-08-30,-2747.892
2024-09-02,0.0
2024-09-03,-676.224
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,-3219.838
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,-122.885
2024-09-13,2039.421
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,-2966.496
2024-09-23,279.61
2024-09-24,-501.034
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,3032.529
2024-09-30,0.0
2024-10-01,-482.814
2024-10-02,0.0
2024-10-03,-188.197
2024-10-04,-2693.525
2024-10-07,0.0
2024-10-08,-690.34
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,1588.005
2024-10-14,0.0
2024-10-15,-972.064
2024-10-16,-164.051
2024-10-17,-103.106
2024-10-18,-2653.851
2024-10-21,2566.501
2024-10-22,-510.629
2024-10-23,-681.88
2024-10-24,0.0
2024-10-25,-2766.687
2024-10-28,0.0
2024-10-29,-301.092
2024-10-30,-676.91
2024-10-31,0.0
2024-11-01,-1973.236
2024-11-04,0.0
2024-11-05,-742.902
2024-11-06,-683.406
2024-11-07,0.0
2024-11-08,3028.32
2024-11-11,0.0
2024-11-12,-686.034
2024-11-13,0.0
2024-11-14,-152.875
2024-11-15,-2701.816
2024-11-18,0.0
2024-11-19,-711.601
2024-11-20,-228.245
2024-11-21,30997.836
2024-11-22,1236.368
2024-11-25,0.0
2024-11-26,-665.368
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,-2725.612
2024-12-02,0.0
2024-12-03,1517.245
2024-12-04,-305.157
2024-12-05,0.0
2024-12-06,-2653.481
2024-12-09,0.0
2024-12-10,-758.865
2024-12-11,-952.802
2024-12-12,0.0
2024-12-13,4029.596
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,-2668.059
2024-12-23,1978.44
2024-12-24,-663.207
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,-3684.544
2025-01-20,0.0
2025-01-21,-681.558
2025-01-22,-296.1
2025-01-23,0.0
2025-01-24,-3646.164
2025-01-27,0.0
2025-01-28,-102.832
2025-01-29,-595.907
2025-01-30,-292.739
2025-01-31,3543.197
2025-02-03,0.0
2025-02-04,-749.033
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,-3942.217
2025-02-10,0.0
2025-02-11,-14977.65
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,736.57
2025-02-17,-228.267
2025-02-18,-600.092
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,-3649.38
2025-02-24,0.0
2025-02-25,-652.369
2025-02-26,-298.258
2025-02-27,0.0
2025-02-28,-722.897
2025-03-03,-201.865
2025-03-04,-591.61
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,-3773.351
2025-03-10,0.0
2025-03-11,-592.583
2025-03-12,0.0
2025-03-13,-236.588
2025-03-14,303.429
2025-03-17,-154.381
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,-3166.443
2025-03-24,0.0
2025-03-25,-673.881
2025-03-26,-292.797
2025-03-27,0.0
2025-03-28,284.922
2025-03-31,-123.555
2025-04-01,-575.598
2025-04-02,-580.239
2025-04-03,0.0
2025-04-04,-3744.007
2025-04-07,0.0
2025-04-08,-501.763
2025-04-09,0.0
2025-04-10,-407.463
2025-04-11,2030.061
2025-04-14,-103.127
2025-04-15,-524.348
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,0.0
2025-04-21,23954.751
2025-04-22,-2929.863
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,0.0
2025-04-28,-2971.697
2025-04-29,0.0
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,-1978.512
2025-05-05,0.0
2025-05-06,-1065.814
2025-05-07,0.0
2025-05-08,-295.587
2025-05-09,4578.445
2025-05-12,-104.63
2025-05-13,-685.971
2025-05-14,0.0
2025-05-15,0.0
2025-05-16,-3108.511
2025-05-19,0.0
2025-05-20,-753.809
2025-05-21,3162.521
2025-05-22,0.0
2025-05-23,6317.07
2025-05-26,-131.689
2025-05-27,-781.202
2025-05-28,0.0
2025-05-29,-408.424
2025-05-30,-1982.043
2025-06-02,0.0
2025-06-03,-1201.923
2025-06-04,0.0
2025-06-05,-1135.237
2025-06-06,-1979.662
2025-06-09,0.0
2025-06-10,-158.175
2025-06-11,-709.207
2025-06-12,0.0
2025-06-13,4669.041
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,0.0
2025-06-19,-290.75
2025-06-20,-3762.062
2025-06-23,2081.928
2025-06-24,-696.721
2025-06-25,-861.94
2025-06-26,0.0
2025-06-27,5064.578
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,-4040.455
2025-07-07,0.0
2025-07-08,-974.202
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,826.597
2025-07-14,-202.664
2025-07-15,-972.049
2025-07-16,0.0
2025-07-17,-287.274
2025-07-18,-2779.166
2025-07-21,0.0
2025-07-22,-926.625
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,4021.405
2025-07-28,-231.829
2025-07-29,0.0
2025-07-30,-16029.92
2025-07-31,-973.299
2025-08-01,-1980.017
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,-1056.159
2025-08-07,-305.192
2025-08-08,2104.53
2025-08-11,0.0
2025-08-12,-931.914
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,-3186.531
2025-08-18,-206.463
2025-08-19,-978.735
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,1752.436
2025-08-25,0.0
2025-08-26,-288.697
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,-3036.505
2025-09-01,-160.933
2025-09-02,-988.568
2025-09-03,0.0
2025-09-04,-303.146
2025-09-05,-2984.096
2025-09-08,0.0
2025-09-09,-796.665
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,6171.71
2025-09-15,-114.099
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,-3191.663
2025-09-22,676.985
2025-09-23,-877.497
2025-09-24,0.0
2025-09-25,-291.723
2025-09-26,1084.32
2025-09-29,-206.282
2025-09-30,-877.379
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,-3120.856
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,-849.178
2025-10-09,0.0
2025-10-10,1834.552
2025-10-13,-201.269
2025-10-14,0.0
2025-10-15,0.0
2025-10-16,-353.052
2025-10-17,-2788.341
2025-10-20,0.0
2025-10-21,1991.026
2025-10-22,0.0
2025-10-23,-301.506
2025-10-24,2209.129
2025-10-27,-109.823
2025-10-28,-787.93
2025-10-29,0.0
2025-10-30,-1145.19
2025-10-31,-2966.191
2025-11-03,0.0
2025-11-04,-791.131
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,-150.154
2025-11-10,0.0
2025-11-11,-748.603
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,-5164.867
2025-11-17,-207.114
2025-11-18,-682.018
2025-11-19,0.0
2025-11-20,-291.918
2025-11-21,17643.622
2025-11-24,0.0
2025-11-25,-587.183
2025-11-26,0.0
2025-11-27,-405.478
2025-11-28,-4627.897
2025-12-01,-107.629
2025-12-02,-837.911
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,-4942.111
2025-12-08,0.0
2025-12-09,-966.213
2025-12-10,-284.582
2025-12-11,0.0
2025-12-12,1202.423
2025-12-15,-201.111
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,-4913.164
2025-12-22,2577.69
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,0.0
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,0.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,0.0
2026-01-15,-281.238
2026-01-16,-5905.092
2026-01-19,0.0
2026-01-20,-687.519
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,-3945.134
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,-15897.288
2026-01-30,2060.515
2026-02-02,0.0
2026-02-03,-971.795
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,-4103.662
2026-02-09,0.0
2026-02-10,-684.395
2026-02-11,0.0
2026-02-12,-228.463
2026-02-13,4415.924
2026-02-16,-202.209
2026-02-17,-937.115
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,-4121.617
2026-02-23,0.0
2026-02-24,-784.409
2026-02-25,0.0
2026-02-26,-1179.612
2026-02-27,5040.079
2026-03-02,-233.767
2026-03-03,-776.964
2026-03-04,0.0
2026-03-05,-222.192
2026-03-06,-2879.47
2026-03-09,0.0
2026-03-10,-691.238
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,4560.468
2026-03-16,-159.159
2026-03-17,0.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,-2925.354
2026-03-23,795.985
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,-905.642
2026-03-27,3524.458
2026-03-30,-231.736
2026-03-31,-816.381
2026-04-01,0.0
2026-04-02,-992.118
2026-04-03,0.0
2026-04-06,0.0
2026-04-07,-1977.937
2026-04-08,0.0
2026-04-09,0.0
2026-04-10,5315.851
2026-04-13,-161.697
2026-04-14,-851.825
2026-04-15,0.0
2026-04-16,0.0
2026-04-17,-2919.524
2026-04-20,0.0
2026-04-21,22438.407
2026-04-22,0.0
2026-04-23,0.0
2026-04-24,-3864.181
2026-04-27,0.0
2026-04-28,-203.653
2026-04-29,-930.678
2026-04-30,-956.942
2026-05-01,-1973.99
2026-05-04,0.0
2026-05-05,-980.608
2026-05-06,0.0
2026-05-07,0.0
2026-05-08,3574.941
2026-05-11,-162.488
2026-05-12,-824.844
2026-05-13,0.0
2026-05-14,0.0
2026-05-15,-2247.364
2026-05-18,0.0
2026-05-19,-852.705
2026-05-20,0.0
2026-05-21,3420.629
2026-05-22,6024.573
2026-05-25,-234.832
2026-05-26,-7622.325
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,-1973.783
2026-06-01,0.0
2026-06-02,-946.225
2026-06-03,0.0
2026-06-04,0.0
2026-06-05,-2866.613
2026-06-08,0.0
2026-06-09,-108.319
2026-06-10,0.0
2026-06-11,0.0
2026-06-12,4038.132
2026-06-15,0.0
2026-06-16,0.0
2026-06-17,0.0
2026-06-18,0.0
2026-06-19,-2250.462
2026-06-22,2666.875
2026-06-23,-583.178
2026-06-24,0.0
2026-06-25,-961.531
2026-06-26,4023.686
2026-06-29,0.0
2026-06-30,0.0
2026-07-01,0.0
2026-07-02,0.0
2026-07-03,-2738.405
2026-07-06,0.0
2026-07-07,-609.708
2026-07-08,0.0
2026-07-09,0.0
2026-07-10,2164.216
2026-07-13,-163.987
2026-07-14,-761.521
2026-07-15,0.0
2026-07-16,-403.819
2026-07-17,-2667.578
2026-07-20,0.0
2026-07-21,-654.225
2026-07-22,0.0
2026-07-23,0.0
2026-07-24,4280.192
2026-07-27,-235.208
2026-07-28,-875.245
2026-07-29,-213.273
2026-07-30,-759.548
2026-07-31,-1967.109
2026-08-03,0.0
2026-08-04,0.0
2026-08-05,-871.216
2026-08-06,0.0
2026-08-07,1127.749
2026-08-10,-136.304
2026-08-11,-868.9
2026-08-12,0.0
2026-08-13,0.0
2026-08-14,-3905.419
2026-08-17,0.0
2026-08-18,-846.505
2026-08-19,0.0
2026-08-20,0.0
2026-08-21,2065.156
2026-08-24,-108.997
2026-08-25,-12975.82
2026-08-26,0.0
2026-08-27,-1002.707
2026-08-28,-5893.842
2026-08-31,0.0
2026-09-01,-759.371
2026-09-02,0.0
2026-09-03,-264.63
2026-09-04,-4670.87
2026-09-07,-134.367
2026-09-08,-783.514
2026-09-09,0.0
2026-09-10,-398.703
2026-09-11,370.551
