date,AESAT
2024-05-06,329796.0
2024-05-07,333498.0
2024-05-08,334755.0
2024-05-09,335285.0
2024-05-10,336703.0
2024-05-13,332448.0
2024-05-14,330065.0
2024-05-15,332138.0
2024-05-16,332009.0
2024-05-17,327256.0
2024-05-20,319247.0
2024-05-21,315133.0
2024-05-22,315200.0
2024-05-23,313879.0
2024-05-24,314969.0
2024-05-27,303636.0
2024-05-28,297768.0
2024-05-29,297228.0
2024-05-30,293648.0
2024-05-31,289811.0
2024-06-03,279770.0
2024-06-04,275563.0
2024-06-05,275605.0
2024-06-06,276286.0
2024-06-07,282723.0
2024-06-11,274224.0
2024-06-12,275673.0
2024-06-13,275806.0
2024-06-14,266363.0
2024-06-17,262234.0
2024-06-18,257899.0
2024-06-19,256688.0
2024-06-20,253068.0
2024-06-21,244113.0
2024-06-24,226252.0
2024-06-25,221748.0
2024-06-26,220838.0
2024-06-27,221862.0
2024-06-28,223499.0
2024-07-01,220436.0
2024-07-02,225402.0
2024-07-03,227829.0
2024-07-04,229566.0
2024-07-05,227766.0
2024-07-08,234603.0
2024-07-09,235790.0
2024-07-10,238078.0
2024-07-11,238017.0
2024-07-12,241885.0
2024-07-15,241698.0
2024-07-16,243790.0
2024-07-17,245219.0
2024-07-18,246823.0
2024-07-19,242798.0
2024-07-22,233871.0
2024-07-23,233774.0
2024-07-24,237930.0
2024-07-25,238279.0
2024-07-26,242581.0
2024-07-29,241550.0
2024-07-30,242483.0
2024-07-31,234322.0
2024-08-01,234557.0
2024-08-02,236821.0
2024-08-05,236838.0
2024-08-06,237817.0
2024-08-07,244526.0
2024-08-08,245570.0
2024-08-09,248293.0
2024-08-12,246298.0
2024-08-13,248875.0
2024-08-14,249654.0
2024-08-15,251999.0
2024-08-16,250032.0
2024-08-19,247047.0
2024-08-20,242290.0
2024-08-21,235261.0
2024-08-22,232622.0
2024-08-23,234663.0
2024-08-26,229889.0
2024-08-27,229608.0
2024-08-28,226021.0
2024-08-29,226107.0
2024-08-30,223964.0
2024-09-02,223344.0
2024-09-03,225307.0
2024-09-04,220739.0
2024-09-05,220472.0
2024-09-06,218932.0
2024-09-09,220036.0
2024-09-10,224412.0
2024-09-11,224698.0
2024-09-12,226766.0
2024-09-13,229948.0
2024-09-16,228729.0
2024-09-17,230117.0
2024-09-18,231594.0
2024-09-19,230127.0
2024-09-20,224775.0
2024-09-23,225031.0
2024-09-24,220729.0
2024-09-25,226909.0
2024-09-26,228216.0
2024-09-27,233441.0
2024-09-30,232617.0
2024-10-01,229747.0
2024-10-02,235145.0
2024-10-03,234619.0
2024-10-04,232724.0
2024-10-07,232264.0
2024-10-08,241561.0
2024-10-09,242303.0
2024-10-10,244360.0
2024-10-11,246387.0
2024-10-14,245780.0
2024-10-15,246577.0
2024-10-16,246394.0
2024-10-17,246561.0
2024-10-18,242529.0
2024-10-21,237654.0
2024-10-22,237388.0
2024-10-23,232097.0
2024-10-24,232879.0
2024-10-25,230990.0
2024-10-28,229031.0
2024-10-29,229704.0
2024-10-30,230451.0
2024-10-31,229620.0
2024-11-01,228736.0
2024-11-04,230287.0
2024-11-05,231157.0
2024-11-06,233803.0
2024-11-07,238227.0
2024-11-08,242190.0
2024-11-11,240032.0
2024-11-12,242225.0
2024-11-13,242157.0
2024-11-14,242639.0
2024-11-15,240797.0
2024-11-18,238980.0
2024-11-19,237537.0
2024-11-20,234903.0
2024-11-21,257356.0
2024-11-22,256531.0
2024-11-25,251420.0
2024-11-26,250819.0
2024-11-27,249342.0
2024-11-28,247301.0
2024-11-29,241730.0
2024-12-02,232523.0
2024-12-03,237497.0
2024-12-04,238077.0
2024-12-05,241579.0
2024-12-06,239535.0
2024-12-09,241592.0
2024-12-10,244218.0
2024-12-11,241838.0
2024-12-12,240773.0
2024-12-13,245306.0
2024-12-16,244293.0
2024-12-17,247229.0
2024-12-18,249595.0
2024-12-19,246923.0
2024-12-20,239571.0
2024-12-23,247685.0
2024-12-24,247953.0
2024-12-27,246840.0
2024-12-30,247244.0
2024-12-31,246247.0
2025-01-02,245932.0
2025-01-03,245894.0
2025-01-06,243867.0
2025-01-07,261465.0
2025-01-08,261829.0
2025-01-09,263604.0
2025-01-10,264531.0
2025-01-13,263783.0
2025-01-14,265952.0
2025-01-15,265128.0
2025-01-16,265551.0
2025-01-17,262354.0
2025-01-20,261112.0
2025-01-21,255632.0
2025-01-22,255645.0
2025-01-23,255689.0
2025-01-24,254072.0
2025-01-28,254158.0
2025-01-29,255497.0
2025-01-30,256412.0
2025-01-31,260194.0
2025-02-03,259376.0
2025-02-04,262692.0
2025-02-05,265690.0
2025-02-06,265268.0
2025-02-07,265932.0
2025-02-10,265472.0
2025-02-11,252811.0
2025-02-12,252390.0
2025-02-13,253986.0
2025-02-14,254560.0
2025-02-17,252890.0
2025-02-18,252500.0
2025-02-19,249555.0
2025-02-20,243568.0
2025-02-21,234840.0
2025-02-24,233028.0
2025-02-25,232605.0
2025-02-26,231666.0
2025-02-27,229278.0
2025-02-28,222229.0
2025-03-03,219490.0
2025-03-04,222921.0
2025-03-05,223822.0
2025-03-06,223168.0
2025-03-07,224539.0
2025-03-10,224180.0
2025-03-11,225880.0
2025-03-12,226542.0
2025-03-13,226876.0
2025-03-14,227238.0
2025-03-17,225866.0
2025-03-18,226219.0
2025-03-19,225342.0
2025-03-20,221835.0
2025-03-21,213551.0
2025-03-24,214116.0
2025-03-25,214582.0
2025-03-26,216809.0
2025-03-27,217925.0
2025-03-28,218417.0
2025-03-31,216815.0
2025-04-01,214300.0
2025-04-02,215095.0
2025-04-03,214311.0
2025-04-04,211259.0
2025-04-07,214656.0
2025-04-08,217309.0
2025-04-09,219810.0
2025-04-10,220167.0
2025-04-11,223034.0
2025-04-14,220408.0
2025-04-15,221986.0
2025-04-16,222446.0
2025-04-17,219177.0
2025-04-22,231259.0
2025-04-23,229413.0
2025-04-24,230338.0
2025-04-28,223511.0
2025-04-29,224789.0
2025-04-30,222866.0
2025-05-01,222316.0
2025-05-02,222576.0
2025-05-05,222036.0
2025-05-06,220941.0
2025-05-07,223764.0
2025-05-08,224082.0
2025-05-09,229782.0
2025-05-12,227987.0
2025-05-13,230434.0
2025-05-14,227717.0
2025-05-15,230832.0
2025-05-16,227369.0
2025-05-19,225456.0
2025-05-20,221840.0
2025-05-21,216707.0
2025-05-22,214040.0
2025-05-23,220170.0
2025-05-26,214149.0
2025-05-27,213929.0
2025-05-28,212702.0
2025-05-29,210198.0
2025-05-30,207364.0
2025-06-02,205030.0
2025-06-03,205663.0
2025-06-04,204243.0
2025-06-05,204483.0
2025-06-06,202202.0
2025-06-10,209332.0
2025-06-11,209339.0
2025-06-12,207377.0
2025-06-13,212480.0
2025-06-16,210252.0
2025-06-17,210908.0
2025-06-18,211893.0
2025-06-19,210647.0
2025-06-20,205126.0
2025-06-23,202877.0
2025-06-24,199965.0
2025-06-25,201986.0
2025-06-26,202838.0
2025-06-27,209369.0
2025-06-30,212424.0
2025-07-01,211037.0
2025-07-02,216689.0
2025-07-03,219155.0
2025-07-04,215653.0
2025-07-07,223200.0
2025-07-08,224505.0
2025-07-09,226993.0
2025-07-10,226895.0
2025-07-11,229369.0
2025-07-14,227705.0
2025-07-15,229761.0
2025-07-16,227321.0
2025-07-17,229643.0
2025-07-18,225203.0
2025-07-21,212676.0
2025-07-22,212327.0
2025-07-23,210757.0
2025-07-24,211098.0
2025-07-25,217254.0
2025-07-28,215204.0
2025-07-29,216514.0
2025-07-30,199756.0
2025-07-31,198951.0
2025-08-01,198442.0
2025-08-04,200548.0
2025-08-05,201038.0
2025-08-06,200598.0
2025-08-07,203330.0
2025-08-08,208309.0
2025-08-11,207164.0
2025-08-12,209703.0
2025-08-13,212255.0
2025-08-14,213946.0
2025-08-15,212822.0
2025-08-18,211265.0
2025-08-19,210058.0
2025-08-20,203185.0
2025-08-21,194555.0
2025-08-22,195904.0
2025-08-25,190530.0
2025-08-26,190499.0
2025-08-27,194316.0
2025-08-28,195172.0
2025-08-29,191978.0
2025-09-01,190811.0
2025-09-02,192906.0
2025-09-03,192868.0
2025-09-04,191640.0
2025-09-05,189964.0
2025-09-08,192453.0
2025-09-09,195336.0
2025-09-10,196590.0
2025-09-11,197755.0
2025-09-12,204549.0
2025-09-15,203128.0
2025-09-16,204883.0
2025-09-17,206094.0
2025-09-18,204792.0
2025-09-19,199454.0
2025-09-22,200584.0
2025-09-23,200825.0
2025-09-24,201886.0
2025-09-25,203258.0
2025-09-26,206588.0
2025-09-29,205361.0
2025-09-30,204976.0
2025-10-01,204050.0
2025-10-02,204226.0
2025-10-03,203793.0
2025-10-06,204017.0
2025-10-07,215104.0
2025-10-08,215549.0
2025-10-09,216563.0
2025-10-10,219367.0
2025-10-13,217232.0
2025-10-14,219827.0
2025-10-15,219394.0
2025-10-16,220659.0
2025-10-17,217881.0
2025-10-20,213080.0
2025-10-21,209605.0
2025-10-22,208135.0
2025-10-23,208890.0
2025-10-24,212548.0
2025-10-27,210888.0
2025-10-28,210415.0
2025-10-29,212878.0
2025-10-30,211091.0
2025-10-31,208193.0
2025-11-03,208255.0
2025-11-04,210410.0
2025-11-05,212773.0
2025-11-06,214060.0
2025-11-07,218556.0
2025-11-10,217199.0
2025-11-11,219547.0
2025-11-12,219777.0
2025-11-13,220831.0
2025-11-14,216787.0
2025-11-17,215161.0
2025-11-18,215034.0
2025-11-19,214521.0
2025-11-20,206100.0
2025-11-21,216964.0
2025-11-24,211451.0
2025-11-25,208906.0
2025-11-26,206768.0
2025-11-27,206027.0
2025-11-28,199107.0
2025-12-01,191176.0
2025-12-02,192612.0
2025-12-03,194410.0
2025-12-04,196950.0
2025-12-05,193592.0
2025-12-08,194290.0
2025-12-09,199313.0
2025-12-10,200429.0
2025-12-11,200145.0
2025-12-12,201618.0
2025-12-15,200088.0
2025-12-16,201869.0
2025-12-17,204478.0
2025-12-18,202358.0
2025-12-19,194507.0
2025-12-22,199327.0
2025-12-23,201327.0
2025-12-24,204110.0
2025-12-29,203862.0
2025-12-30,204396.0
2025-12-31,202538.0
2026-01-02,202641.0
2026-01-05,198884.0
2026-01-06,199512.0
2026-01-07,213483.0
2026-01-08,216070.0
2026-01-09,216488.0
2026-01-12,216790.0
2026-01-13,219045.0
2026-01-14,219671.0
2026-01-15,219806.0
2026-01-16,214113.0
2026-01-19,213085.0
2026-01-20,210068.0
2026-01-21,202813.0
2026-01-22,201607.0
2026-01-23,199760.0
2026-01-27,199676.0
2026-01-28,199410.0
2026-01-29,185880.0
2026-01-30,188484.0
2026-02-02,186658.0
2026-02-03,189411.0
2026-02-04,191170.0
2026-02-05,190267.0
2026-02-06,187385.0
2026-02-09,190682.0
2026-02-10,193596.0
2026-02-11,193304.0
2026-02-12,193717.0
2026-02-13,198994.0
2026-02-16,197885.0
2026-02-17,198453.0
2026-02-18,198989.0
2026-02-19,196272.0
2026-02-20,188807.0
2026-02-23,183141.0
2026-02-24,182160.0
2026-02-25,182889.0
2026-02-26,180902.0
2026-02-27,184741.0
2026-03-02,175990.0
2026-03-03,173670.0
2026-03-04,172440.0
2026-03-05,171770.0
2026-03-06,169143.0
2026-03-09,169816.0
2026-03-10,174327.0
2026-03-11,174557.0
2026-03-12,174650.0
2026-03-13,180294.0
2026-03-16,178998.0
2026-03-17,181166.0
2026-03-18,181670.0
2026-03-19,178508.0
2026-03-20,171594.0
2026-03-23,168418.0
2026-03-24,168663.0
2026-03-25,171797.0
2026-03-26,170694.0
2026-03-27,176819.0
2026-03-30,175230.0
2026-03-31,174500.0
2026-04-01,174802.0
2026-04-02,173313.0
2026-04-07,175215.0
2026-04-08,176292.0
2026-04-09,177710.0
2026-04-10,184304.0
2026-04-13,183381.0
2026-04-14,185639.0
2026-04-15,183669.0
2026-04-16,184202.0
2026-04-17,179971.0
2026-04-20,173964.0
2026-04-21,189193.0
2026-04-22,187871.0
2026-04-23,187640.0
2026-04-24,184969.0
2026-04-27,183742.0
2026-04-28,183446.0
2026-04-29,184122.0
2026-04-30,181826.0
2026-05-01,180426.0
2026-05-04,181965.0
2026-05-05,181625.0
2026-05-06,181615.0
2026-05-07,187407.0
2026-05-08,192077.0
2026-05-11,190673.0
2026-05-12,192329.0
2026-05-13,191780.0
2026-05-14,191570.0
2026-05-15,189426.0
2026-05-18,187692.0
2026-05-19,185556.0
2026-05-20,181251.0
2026-05-21,178455.0
2026-05-22,183458.0
2026-05-25,178368.0
2026-05-26,169022.0
2026-05-27,168364.0
2026-05-28,166477.0
2026-05-29,163699.0
2026-06-01,158875.0
2026-06-02,159539.0
2026-06-03,160349.0
2026-06-04,160077.0
2026-06-05,156641.0
2026-06-09,164266.0
2026-06-10,166469.0
2026-06-11,165461.0
2026-06-12,170350.0
2026-06-15,169500.0
2026-06-16,170985.0
2026-06-17,172889.0
2026-06-18,172795.0
2026-06-19,169312.0
2026-06-22,165680.0
2026-06-23,162385.0
2026-06-24,165154.0
2026-06-25,165824.0
2026-06-26,171854.0
2026-06-29,173286.0
2026-06-30,183300.0
2026-07-01,184590.0
2026-07-02,191620.0
2026-07-03,189947.0
2026-07-06,189702.0
2026-07-07,199341.0
2026-07-08,199451.0
2026-07-09,198789.0
2026-07-10,202690.0
2026-07-13,201566.0
2026-07-14,205154.0
2026-07-15,204967.0
2026-07-16,207971.0
2026-07-17,204832.0
2026-07-20,198586.0
2026-07-21,190236.0
2026-07-22,190667.0
2026-07-23,189771.0
2026-07-24,196280.0
2026-07-27,195500.0
2026-07-28,195137.0
2026-07-29,199071.0
2026-07-30,199715.0
2026-07-31,198827.0
2026-08-03,198700.0
2026-08-04,202449.0
2026-08-05,201479.0
2026-08-06,201480.0
2026-08-07,206895.0
2026-08-10,206725.0
2026-08-11,209647.0
2026-08-12,210226.0
2026-08-13,212827.0
2026-08-14,210741.0
2026-08-17,209809.0
2026-08-18,209549.0
2026-08-19,205733.0
2026-08-20,199113.0
2026-08-21,194842.0
2026-08-24,190365.0
2026-08-25,174200.0
2026-08-26,173657.0
2026-08-27,174907.0
2026-08-28,169481.0
2026-08-31,168193.0
2026-09-01,168181.0
2026-09-02,169961.0
2026-09-03,169767.0
2026-09-04,166211.0
2026-09-07,168149.0
