date,maturity,coupon,face
2003-09-30,2009-09-15,7.5,5709.049
2003-09-30,2011-06-15,5.75,5796.687
2003-09-30,2013-05-15,6.5,4800.4
2003-09-30,2015-04-15,6.25,3798.0
2003-10-31,2004-02-15,5.25,66.57
2003-10-31,2004-02-15,5.25,-53.849
2003-10-31,2004-05-15,5.4,18.532
2003-10-31,2004-05-15,5.4,-33.131
2003-10-31,2004-09-15,9.0,4951.649
2003-10-31,2005-07-15,6.0,-97.062
2003-10-31,2005-07-15,7.0,-28.819
2003-10-31,2005-07-15,6.0,49.367
2003-10-31,2005-07-15,7.0,17.852
2003-10-31,2005-07-15,7.5,5502.387
2003-10-31,2006-02-15,10.0,1143.171
2003-10-31,2006-11-15,6.75,6102.852
2003-10-31,2007-10-15,10.0,2906.302
2003-10-31,2008-08-15,8.75,4494.005
2003-10-31,2009-09-15,7.5,5709.049
2003-10-31,2011-06-15,5.75,5796.687
2003-10-31,2013-05-15,6.5,4800.4
2003-10-31,2015-04-15,6.25,3798.0
2003-11-30,2004-02-15,5.25,66.57
2003-11-30,2004-02-15,5.25,-53.849
2003-11-30,2004-05-15,5.4,18.51
2003-11-30,2004-05-15,5.4,-33.131
2003-11-30,2004-09-15,9.0,4951.649
2003-11-30,2005-07-15,6.0,-97.062
2003-11-30,2005-07-15,7.0,-28.819
2003-11-30,2005-07-15,6.0,43.916
2003-11-30,2005-07-15,7.0,14.427
2003-11-30,2005-07-15,7.5,5502.387
2003-11-30,2006-02-15,10.0,1143.171
2003-11-30,2006-11-15,6.75,6102.852
2003-11-30,2007-10-15,10.0,2906.302
2003-11-30,2008-08-15,8.75,4494.005
2003-11-30,2009-09-15,7.5,5709.049
2003-11-30,2011-06-15,5.75,5796.687
2003-11-30,2013-05-15,6.5,4800.4
2003-11-30,2015-04-15,6.25,4097.0
2003-12-31,2004-02-15,5.25,66.57
2003-12-31,2004-02-15,5.25,-53.849
2003-12-31,2004-05-15,5.4,18.51
2003-12-31,2004-05-15,5.4,-33.131
2003-12-31,2004-09-15,9.0,4951.649
2003-12-31,2005-07-15,6.0,-97.062
2003-12-31,2005-07-15,7.0,-28.819
2003-12-31,2005-07-15,6.0,43.916
2003-12-31,2005-07-15,7.0,14.427
2003-12-31,2005-07-15,7.5,5502.387
2003-12-31,2006-02-15,10.0,1143.171
2003-12-31,2006-11-15,6.75,6102.852
2003-12-31,2007-10-15,10.0,2906.302
2003-12-31,2008-08-15,8.75,4494.005
2003-12-31,2009-09-15,7.5,5709.049
2003-12-31,2011-06-15,5.75,5796.687
2003-12-31,2013-05-15,6.5,4800.4
2003-12-31,2015-04-15,6.25,4097.0
2004-01-31,2004-02-15,5.25,66.57
2004-01-31,2004-02-15,5.25,-53.849
2004-01-31,2004-05-15,5.4,18.51
2004-01-31,2004-05-15,5.4,-33.131
2004-01-31,2004-09-15,9.0,4951.649
2004-01-31,2005-07-15,6.0,-97.062
2004-01-31,2005-07-15,7.0,-28.819
2004-01-31,2005-07-15,6.0,43.916
2004-01-31,2005-07-15,7.0,14.427
2004-01-31,2005-07-15,7.5,5502.387
2004-01-31,2006-02-15,10.0,1143.171
2004-01-31,2006-11-15,6.75,6102.852
2004-01-31,2007-10-15,10.0,2906.302
2004-01-31,2008-08-15,8.75,4494.005
2004-01-31,2009-09-15,7.5,5709.049
2004-01-31,2011-06-15,5.75,5796.687
2004-01-31,2013-05-15,6.5,4800.4
2004-01-31,2015-04-15,6.25,4397.0
2004-02-29,2004-05-15,5.4,18.51
2004-02-29,2004-05-15,5.4,-33.131
2004-02-29,2004-09-15,9.0,4951.649
2004-02-29,2005-07-15,6.0,-97.062
2004-02-29,2005-07-15,7.0,-28.819
2004-02-29,2005-07-15,6.0,43.916
2004-02-29,2005-07-15,7.0,14.427
2004-02-29,2005-07-15,7.5,5502.387
2004-02-29,2006-02-15,10.0,1143.171
2004-02-29,2006-11-15,6.75,6102.852
2004-02-29,2007-10-15,10.0,2906.302
2004-02-29,2008-08-15,8.75,4494.005
2004-02-29,2009-09-15,7.5,5709.049
2004-02-29,2011-06-15,5.75,5796.687
2004-02-29,2013-05-15,6.5,4800.4
2004-02-29,2015-04-15,6.25,4397.0
2004-03-31,2004-05-15,5.4,18.51
2004-03-31,2004-05-15,5.4,-33.131
2004-03-31,2004-09-15,9.0,4951.649
2004-03-31,2005-07-15,6.0,-97.062
2004-03-31,2005-07-15,7.0,-28.819
2004-03-31,2005-07-15,6.0,43.916
2004-03-31,2005-07-15,7.0,14.419
2004-03-31,2005-07-15,7.5,5502.387
2004-03-31,2006-02-15,10.0,1143.171
2004-03-31,2006-11-15,6.75,6102.852
2004-03-31,2007-10-15,10.0,2906.302
2004-03-31,2008-08-15,8.75,4494.005
2004-03-31,2009-09-15,7.5,5709.049
2004-03-31,2011-06-15,5.75,5796.687
2004-03-31,2013-05-15,6.5,4800.4
2004-03-31,2015-04-15,6.25,4696.0
2004-04-30,2004-05-15,5.4,18.51
2004-04-30,2004-05-15,5.4,-33.131
2004-04-30,2004-09-15,9.0,4951.649
2004-04-30,2005-07-15,6.0,-97.062
2004-04-30,2005-07-15,7.0,-28.819
2004-04-30,2005-07-15,6.0,43.916
2004-04-30,2005-07-15,7.0,14.419
2004-04-30,2005-07-15,7.5,5502.387
2004-04-30,2006-02-15,10.0,1143.171
2004-04-30,2006-11-15,6.75,6102.852
2004-04-30,2007-10-15,10.0,2906.302
2004-04-30,2008-08-15,8.75,4494.005
2004-04-30,2009-09-15,7.5,5709.049
2004-04-30,2011-06-15,5.75,5796.687
2004-04-30,2013-05-15,6.5,4800.4
2004-04-30,2015-04-15,6.25,4696.0
2004-05-31,2004-09-15,9.0,4951.649
2004-05-31,2005-07-15,6.0,-97.062
2004-05-31,2005-07-15,7.0,-28.819
2004-05-31,2005-07-15,6.0,43.916
2004-05-31,2005-07-15,7.0,14.419
2004-05-31,2005-07-15,7.5,5502.387
2004-05-31,2006-02-15,10.0,1143.171
2004-05-31,2006-11-15,6.75,6102.852
2004-05-31,2007-10-15,10.0,2906.302
2004-05-31,2008-08-15,8.75,4794.005
2004-05-31,2009-09-15,7.5,5709.049
2004-05-31,2011-06-15,5.75,5796.687
2004-05-31,2013-05-15,6.5,4800.4
2004-05-31,2015-04-15,6.25,4998.0
2004-06-30,2004-09-15,9.0,4951.649
2004-06-30,2005-07-15,6.0,-97.062
2004-06-30,2005-07-15,7.0,-28.819
2004-06-30,2005-07-15,6.0,43.916
2004-06-30,2005-07-15,7.0,14.394
2004-06-30,2005-07-15,7.5,5502.387
2004-06-30,2006-02-15,10.0,1143.171
2004-06-30,2006-11-15,6.75,6102.852
2004-06-30,2007-10-15,10.0,2906.302
2004-06-30,2008-08-15,8.75,5094.005
2004-06-30,2009-09-15,7.5,5709.049
2004-06-30,2011-06-15,5.75,5796.687
2004-06-30,2013-05-15,6.5,4800.4
2004-06-30,2015-04-15,6.25,4998.0
2004-06-30,2017-02-15,6.0,800.0
2004-07-31,2004-09-15,9.0,4951.649
2004-07-31,2005-07-15,6.0,-97.062
2004-07-31,2005-07-15,7.0,-28.819
2004-07-31,2005-07-15,6.0,43.916
2004-07-31,2005-07-15,7.0,14.394
2004-07-31,2005-07-15,7.5,5502.387
2004-07-31,2006-02-15,10.0,1143.171
2004-07-31,2006-11-15,6.75,6102.852
2004-07-31,2007-10-15,10.0,2906.302
2004-07-31,2008-08-15,8.75,5094.005
2004-07-31,2009-09-15,7.5,5709.049
2004-07-31,2011-06-15,5.75,5796.687
2004-07-31,2013-05-15,6.5,4800.4
2004-07-31,2015-04-15,6.25,4998.0
2004-07-31,2017-02-15,6.0,1800.0
2004-08-31,2004-09-15,9.0,4951.649
2004-08-31,2005-07-15,6.0,-97.062
2004-08-31,2005-07-15,7.0,-28.819
2004-08-31,2005-07-15,6.0,43.916
2004-08-31,2005-07-15,7.0,14.394
2004-08-31,2005-07-15,7.5,5502.387
2004-08-31,2006-02-15,10.0,1143.171
2004-08-31,2006-11-15,6.75,6102.852
2004-08-31,2007-10-15,10.0,2906.302
2004-08-31,2008-08-15,8.75,5094.005
2004-08-31,2009-09-15,7.5,5709.049
2004-08-31,2011-06-15,5.75,5796.687
2004-08-31,2013-05-15,6.5,4800.4
2004-08-31,2015-04-15,6.25,4998.0
2004-08-31,2017-02-15,6.0,2199.0
2004-09-30,2005-07-15,6.0,-97.062
2004-09-30,2005-07-15,7.0,-28.819
2004-09-30,2005-07-15,6.0,43.897
2004-09-30,2005-07-15,7.0,14.371
2004-09-30,2005-07-15,7.5,5502.387
2004-09-30,2006-02-15,10.0,1143.171
2004-09-30,2006-11-15,6.75,6102.852
2004-09-30,2007-10-15,10.0,2906.302
2004-09-30,2008-08-15,8.75,5094.005
2004-09-30,2009-09-15,7.5,5709.049
2004-09-30,2011-06-15,5.75,5796.687
2004-09-30,2013-05-15,6.5,4800.4
2004-09-30,2015-04-15,6.25,4998.0
2004-09-30,2017-02-15,6.0,2597.0
2004-10-31,2005-07-15,6.0,-97.062
2004-10-31,2005-07-15,7.0,-28.819
2004-10-31,2005-07-15,6.0,43.897
2004-10-31,2005-07-15,7.0,14.371
2004-10-31,2005-07-15,7.5,5502.387
2004-10-31,2006-02-15,10.0,1143.171
2004-10-31,2006-11-15,6.75,6102.852
2004-10-31,2007-10-15,10.0,2906.302
2004-10-31,2008-08-15,8.75,5094.005
2004-10-31,2009-09-15,7.5,5709.049
2004-10-31,2011-06-15,5.75,5796.687
2004-10-31,2013-05-15,6.5,4800.4
2004-10-31,2015-04-15,6.25,4998.0
2004-10-31,2017-02-15,6.0,2898.0
2004-11-30,2005-07-15,6.0,-97.062
2004-11-30,2005-07-15,7.0,-28.819
2004-11-30,2005-07-15,6.0,43.897
2004-11-30,2005-07-15,7.0,14.371
2004-11-30,2005-07-15,7.5,5502.387
2004-11-30,2006-02-15,10.0,1143.171
2004-11-30,2006-11-15,6.75,6102.852
2004-11-30,2007-10-15,10.0,2906.302
2004-11-30,2008-08-15,8.75,5094.005
2004-11-30,2009-09-15,7.5,5709.049
2004-11-30,2011-06-15,5.75,5796.687
2004-11-30,2013-05-15,6.5,4800.4
2004-11-30,2015-04-15,6.25,4998.0
2004-11-30,2017-02-15,6.0,3197.0
2004-12-31,2005-07-15,6.0,-97.062
2004-12-31,2005-07-15,7.0,-28.819
2004-12-31,2005-07-15,6.0,43.896
2004-12-31,2005-07-15,7.0,14.35
2004-12-31,2005-07-15,7.5,5502.387
2004-12-31,2006-02-15,10.0,1143.171
2004-12-31,2006-11-15,6.75,6102.852
2004-12-31,2007-10-15,10.0,2906.302
2004-12-31,2008-08-15,8.75,5094.005
2004-12-31,2009-09-15,7.5,5709.049
2004-12-31,2011-06-15,5.75,5796.687
2004-12-31,2013-05-15,6.5,4800.4
2004-12-31,2015-04-15,6.25,4998.0
2004-12-31,2017-02-15,6.0,3197.0
2005-01-31,2005-07-15,6.0,-97.062
2005-01-31,2005-07-15,7.0,-28.819
2005-01-31,2005-07-15,6.0,43.896
2005-01-31,2005-07-15,7.0,14.35
2005-01-31,2005-07-15,7.5,5502.387
2005-01-31,2006-02-15,10.0,1143.171
2005-01-31,2006-11-15,6.75,6102.852
2005-01-31,2007-10-15,10.0,2906.302
2005-01-31,2008-08-15,8.75,5094.005
2005-01-31,2009-09-15,7.5,5709.049
2005-01-31,2010-08-15,5.25,799.0
2005-01-31,2011-06-15,5.75,5796.687
2005-01-31,2013-05-15,6.5,4800.4
2005-01-31,2015-04-15,6.25,4998.0
2005-01-31,2017-02-15,6.0,3197.0
2005-02-28,2005-07-15,6.0,-97.062
2005-02-28,2005-07-15,7.0,-28.819
2005-02-28,2005-07-15,6.0,43.896
2005-02-28,2005-07-15,7.0,14.35
2005-02-28,2005-07-15,7.5,5502.387
2005-02-28,2006-02-15,10.0,1143.171
2005-02-28,2006-11-15,6.75,6102.852
2005-02-28,2007-10-15,10.0,2906.302
2005-02-28,2008-08-15,8.75,5094.005
2005-02-28,2009-09-15,7.5,5709.049
2005-02-28,2010-08-15,5.25,1801.0
2005-02-28,2011-06-15,5.75,5796.687
2005-02-28,2013-05-15,6.5,4800.4
2005-02-28,2015-04-15,6.25,4998.0
2005-02-28,2017-02-15,6.0,3197.0
2005-03-31,2005-07-15,6.0,-97.062
2005-03-31,2005-07-15,7.0,-28.819
2005-03-31,2005-07-15,6.0,43.894
2005-03-31,2005-07-15,7.0,14.323
2005-03-31,2005-07-15,7.5,5502.387
2005-03-31,2006-02-15,10.0,1143.171
2005-03-31,2006-11-15,6.75,6102.852
2005-03-31,2007-10-15,10.0,2906.302
2005-03-31,2008-08-15,8.75,5094.005
2005-03-31,2009-09-15,7.5,5709.049
2005-03-31,2010-08-15,5.25,2201.0
2005-03-31,2011-06-15,5.75,5796.687
2005-03-31,2013-05-15,6.5,4800.4
2005-03-31,2015-04-15,6.25,4998.0
2005-03-31,2017-02-15,6.0,3197.0
2005-04-30,2005-07-15,6.0,-97.062
2005-04-30,2005-07-15,7.0,-28.819
2005-04-30,2005-07-15,6.0,43.894
2005-04-30,2005-07-15,7.0,14.323
2005-04-30,2005-07-15,7.5,5502.387
2005-04-30,2006-02-15,10.0,1143.171
2005-04-30,2006-11-15,6.75,6102.852
2005-04-30,2007-10-15,10.0,2906.302
2005-04-30,2008-08-15,8.75,5094.005
2005-04-30,2009-09-15,7.5,5709.049
2005-04-30,2010-08-15,5.25,2600.0
2005-04-30,2011-06-15,5.75,5796.687
2005-04-30,2013-05-15,6.5,4800.4
2005-04-30,2015-04-15,6.25,4998.0
2005-04-30,2017-02-15,6.0,3197.0
2005-05-31,2005-07-15,6.0,-97.062
2005-05-31,2005-07-15,7.0,-28.819
2005-05-31,2005-07-15,6.0,43.894
2005-05-31,2005-07-15,7.0,14.323
2005-05-31,2005-07-15,7.5,5502.387
2005-05-31,2006-02-15,10.0,1143.171
2005-05-31,2006-11-15,6.75,6102.852
2005-05-31,2007-10-15,10.0,2906.302
2005-05-31,2008-08-15,8.75,5094.005
2005-05-31,2009-09-15,7.5,5709.049
2005-05-31,2010-08-15,5.25,2899.0
2005-05-31,2011-06-15,5.75,5796.687
2005-05-31,2013-05-15,6.5,4800.4
2005-05-31,2015-04-15,6.25,4998.0
2005-05-31,2017-02-15,6.0,3197.0
2005-06-30,2005-07-15,6.0,-97.062
2005-06-30,2005-07-15,7.0,-28.819
2005-06-30,2005-07-15,6.0,43.884
2005-06-30,2005-07-15,7.0,14.321
2005-06-30,2005-07-15,7.5,5502.387
2005-06-30,2006-02-15,10.0,1143.171
2005-06-30,2006-11-15,6.75,6102.852
2005-06-30,2007-10-15,10.0,2906.302
2005-06-30,2008-08-15,8.75,5094.005
2005-06-30,2009-09-15,7.5,5709.049
2005-06-30,2010-08-15,5.25,3200.5
2005-06-30,2011-06-15,5.75,5796.687
2005-06-30,2013-05-15,6.5,4800.4
2005-06-30,2015-04-15,6.25,4998.0
2005-06-30,2017-02-15,6.0,3197.0
2005-07-31,2006-02-15,10.0,1143.171
2005-07-31,2006-11-15,6.75,6102.852
2005-07-31,2007-10-15,10.0,2906.302
2005-07-31,2008-08-15,8.75,5094.005
2005-07-31,2009-09-15,7.5,5709.049
2005-07-31,2010-08-15,5.25,4000.5
2005-07-31,2011-06-15,5.75,5796.687
2005-07-31,2013-05-15,6.5,4800.4
2005-07-31,2015-04-15,6.25,4998.0
2005-07-31,2017-02-15,6.0,3597.0
2005-08-31,2006-02-15,10.0,1143.171
2005-08-31,2006-11-15,6.75,6102.852
2005-08-31,2007-10-15,10.0,2906.302
2005-08-31,2008-08-15,8.75,5094.005
2005-08-31,2009-09-15,7.5,5709.049
2005-08-31,2010-08-15,5.25,4400.5
2005-08-31,2011-06-15,5.75,5796.687
2005-08-31,2013-05-15,6.5,4800.4
2005-08-31,2015-04-15,6.25,4998.0
2005-08-31,2017-02-15,6.0,3996.0
2005-09-30,2006-02-15,10.0,1143.171
2005-09-30,2006-11-15,6.75,6102.852
2005-09-30,2007-10-15,10.0,2906.302
2005-09-30,2008-08-15,8.75,5094.005
2005-09-30,2009-09-15,7.5,5709.049
2005-09-30,2010-08-15,5.25,4701.5
2005-09-30,2011-06-15,5.75,5796.687
2005-09-30,2013-05-15,6.5,4800.4
2005-09-30,2015-04-15,6.25,4998.0
2005-09-30,2017-02-15,6.0,3996.0
2005-10-31,2006-02-15,10.0,1143.171
2005-10-31,2006-11-15,6.75,6102.852
2005-10-31,2007-10-15,10.0,2906.302
2005-10-31,2008-08-15,8.75,5094.005
2005-10-31,2009-09-15,7.5,5709.049
2005-10-31,2010-08-15,5.25,4701.5
2005-10-31,2011-06-15,5.75,5796.687
2005-10-31,2013-05-15,6.5,4800.4
2005-10-31,2015-04-15,6.25,4998.0
2005-10-31,2017-02-15,6.0,4396.0
2005-11-30,2006-02-15,10.0,1143.171
2005-11-30,2006-11-15,6.75,6102.852
2005-11-30,2007-10-15,10.0,2906.302
2005-11-30,2008-08-15,8.75,5094.005
2005-11-30,2009-09-15,7.5,5709.049
2005-11-30,2010-08-15,5.25,5001.5
2005-11-30,2011-06-15,5.75,5796.687
2005-11-30,2013-05-15,6.5,4800.4
2005-11-30,2015-04-15,6.25,4998.0
2005-11-30,2017-02-15,6.0,4396.0
2005-12-31,2006-02-15,10.0,1143.171
2005-12-31,2006-11-15,6.75,6102.852
2005-12-31,2007-10-15,10.0,2906.302
2005-12-31,2008-08-15,8.75,5094.005
2005-12-31,2009-09-15,7.5,5709.049
2005-12-31,2010-08-15,5.25,5001.5
2005-12-31,2011-06-15,5.75,5796.687
2005-12-31,2013-05-15,6.5,4800.4
2005-12-31,2015-04-15,6.25,4998.0
2005-12-31,2017-02-15,6.0,4995.0
2006-01-31,2006-02-15,10.0,1143.171
2006-01-31,2006-11-15,6.75,6102.852
2006-01-31,2007-10-15,10.0,2906.302
2006-01-31,2008-08-15,8.75,5094.005
2006-01-31,2009-09-15,7.5,5709.049
2006-01-31,2010-08-15,5.25,5001.5
2006-01-31,2011-06-15,5.75,5796.687
2006-01-31,2013-05-15,6.5,4800.4
2006-01-31,2015-04-15,6.25,4998.0
2006-01-31,2017-02-15,6.0,4995.0
2006-01-31,2019-03-15,5.25,799.5
2006-02-28,2006-11-15,6.75,6102.852
2006-02-28,2007-10-15,10.0,2906.302
2006-02-28,2008-08-15,8.75,5094.005
2006-02-28,2009-09-15,7.5,5709.049
2006-02-28,2010-08-15,5.25,5001.5
2006-02-28,2011-06-15,5.75,5796.687
2006-02-28,2013-05-15,6.5,4800.4
2006-02-28,2015-04-15,6.25,4998.0
2006-02-28,2017-02-15,6.0,4995.0
2006-02-28,2019-03-15,5.25,1397.5
2006-03-31,2006-11-15,6.75,6102.852
2006-03-31,2007-10-15,10.0,2906.302
2006-03-31,2008-08-15,8.75,5094.005
2006-03-31,2009-09-15,7.5,5709.049
2006-03-31,2010-08-15,5.25,5001.5
2006-03-31,2011-06-15,5.75,5796.687
2006-03-31,2013-05-15,6.5,4800.4
2006-03-31,2015-04-15,6.25,4998.0
2006-03-31,2017-02-15,6.0,4995.0
2006-03-31,2019-03-15,5.25,1798.5
2006-04-30,2006-11-15,6.75,6102.852
2006-04-30,2007-10-15,10.0,2906.302
2006-04-30,2008-08-15,8.75,5094.005
2006-04-30,2009-09-15,7.5,5709.049
2006-04-30,2010-08-15,5.25,5001.5
2006-04-30,2011-06-15,5.75,5796.687
2006-04-30,2013-05-15,6.5,4800.4
2006-04-30,2015-04-15,6.25,4998.0
2006-04-30,2017-02-15,6.0,4995.0
2006-04-30,2019-03-15,5.25,2198.5
2006-05-31,2006-11-15,6.75,6102.852
2006-05-31,2007-10-15,10.0,2906.302
2006-05-31,2008-08-15,8.75,5094.005
2006-05-31,2009-09-15,7.5,5709.049
2006-05-31,2010-08-15,5.25,5001.5
2006-05-31,2011-06-15,5.75,5796.687
2006-05-31,2013-05-15,6.5,4800.4
2006-05-31,2015-04-15,6.25,4998.0
2006-05-31,2017-02-15,6.0,4995.0
2006-05-31,2019-03-15,5.25,2599.5
2006-06-30,2006-11-15,6.75,6102.852
2006-06-30,2007-10-15,10.0,2906.302
2006-06-30,2008-08-15,8.75,5094.005
2006-06-30,2009-09-15,7.5,5709.049
2006-06-30,2010-08-15,5.25,5001.5
2006-06-30,2011-06-15,5.75,5796.687
2006-06-30,2013-05-15,6.5,4800.4
2006-06-30,2015-04-15,6.25,4998.0
2006-06-30,2017-02-15,6.0,4995.0
2006-06-30,2019-03-15,5.25,2599.5
2006-07-31,2006-11-15,6.75,6102.852
2006-07-31,2007-10-15,10.0,2906.302
2006-07-31,2008-08-15,8.75,5094.005
2006-07-31,2009-09-15,7.5,5709.049
2006-07-31,2010-08-15,5.25,5001.5
2006-07-31,2011-06-15,5.75,5796.687
2006-07-31,2013-05-15,6.5,4800.4
2006-07-31,2015-04-15,6.25,4998.0
2006-07-31,2017-02-15,6.0,4995.0
2006-07-31,2019-03-15,5.25,2999.5
2006-08-31,2006-11-15,6.75,6102.852
2006-08-31,2007-10-15,10.0,2906.302
2006-08-31,2008-08-15,8.75,5094.005
2006-08-31,2009-09-15,7.5,5709.049
2006-08-31,2010-08-15,5.25,5001.5
2006-08-31,2011-06-15,5.75,5796.687
2006-08-31,2013-05-15,6.5,4800.4
2006-08-31,2015-04-15,6.25,4998.0
2006-08-31,2017-02-15,6.0,4995.0
2006-08-31,2019-03-15,5.25,3399.5
2006-09-30,2006-11-15,6.75,6102.852
2006-09-30,2007-10-15,10.0,2906.302
2006-09-30,2008-08-15,8.75,5094.005
2006-09-30,2009-09-15,7.5,5709.049
2006-09-30,2010-08-15,5.25,5001.5
2006-09-30,2011-06-15,5.75,5796.687
2006-09-30,2013-05-15,6.5,4800.4
2006-09-30,2015-04-15,6.25,4998.0
2006-09-30,2017-02-15,6.0,4995.0
2006-09-30,2019-03-15,5.25,3798.5
2006-10-31,2006-11-15,6.75,6102.852
2006-10-31,2007-10-15,10.0,2906.302
2006-10-31,2008-08-15,8.75,5094.005
2006-10-31,2009-09-15,7.5,5709.049
2006-10-31,2010-08-15,5.25,5001.5
2006-10-31,2011-06-15,5.75,5796.687
2006-10-31,2013-05-15,6.5,4800.4
2006-10-31,2015-04-15,6.25,4998.0
2006-10-31,2017-02-15,6.0,4995.0
2006-10-31,2019-03-15,5.25,4598.5
2006-11-30,2007-10-15,10.0,2906.302
2006-11-30,2008-08-15,8.75,5094.005
2006-11-30,2009-09-15,7.5,5709.049
2006-11-30,2010-08-15,5.25,5001.5
2006-11-30,2011-06-15,5.75,5796.687
2006-11-30,2013-05-15,6.5,4800.4
2006-11-30,2015-04-15,6.25,4998.0
2006-11-30,2017-02-15,6.0,4995.0
2006-11-30,2019-03-15,5.25,4996.5
2006-12-31,2007-10-15,10.0,2906.302
2006-12-31,2008-08-15,8.75,5094.005
2006-12-31,2009-09-15,7.5,5709.049
2006-12-31,2010-08-15,5.25,5001.5
2006-12-31,2011-06-15,5.75,5796.687
2006-12-31,2012-04-15,5.75,800.0
2006-12-31,2013-05-15,6.5,4800.4
2006-12-31,2015-04-15,6.25,4998.0
2006-12-31,2017-02-15,6.0,4995.0
2006-12-31,2019-03-15,5.25,4996.5
2007-01-31,2007-10-15,10.0,2906.302
2007-01-31,2008-08-15,8.75,5094.005
2007-01-31,2009-09-15,7.5,5709.049
2007-01-31,2010-08-15,5.25,5001.5
2007-01-31,2011-06-15,5.75,5796.687
2007-01-31,2012-04-15,5.75,1400.0
2007-01-31,2013-05-15,6.5,4800.4
2007-01-31,2015-04-15,6.25,4998.0
2007-01-31,2017-02-15,6.0,4995.0
2007-01-31,2019-03-15,5.25,4996.5
2007-02-28,2007-10-15,10.0,2906.302
2007-02-28,2008-08-15,8.75,5094.005
2007-02-28,2009-09-15,7.5,5709.049
2007-02-28,2010-08-15,5.25,5001.5
2007-02-28,2011-06-15,5.75,5796.687
2007-02-28,2012-04-15,5.75,1801.0
2007-02-28,2013-05-15,6.5,4800.4
2007-02-28,2015-04-15,6.25,4998.0
2007-02-28,2017-02-15,6.0,4995.0
2007-02-28,2019-03-15,5.25,4996.5
2007-03-31,2007-10-15,10.0,2906.302
2007-03-31,2008-08-15,8.75,5094.005
2007-03-31,2009-09-15,7.5,5709.049
2007-03-31,2010-08-15,5.25,5001.5
2007-03-31,2011-06-15,5.75,5796.687
2007-03-31,2012-04-15,5.75,2201.0
2007-03-31,2013-05-15,6.5,4800.4
