"nid","list_date","title","plazo","denominacion","auction","maturity","settlement","nominal_bid","nominal_alloc","nominal_2nd","cash_alloc","cash_2nd","btc","avg_yield","marginal_yield"
"35507","2023-07-20","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,90%","2023-07-20","2039-07-30","2023-07-25","2225.94","1575.66","10.02","1632.29","10.37","1.41","3.726","3.739"
"35508","2023-07-20","Subasta de Obligaciones a 30 años","30 AÑOS","O 1,00% (VR 27a 3m)","2023-07-20","2050-10-31","2023-07-25","2578.65","1501.64","9.28","813.34","5.02","1.72","3.755","3.762"
"35643","2023-08-03","Subasta de Bonos a 5 años","5 AÑOS","O 0,60% (VR 6a 3m)","2023-08-03","2029-10-31","2023-08-08","2528.12","1553.12","0.00","1328.64","0.00","1.63","3.281","3.295"
"35648","2023-08-03","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,55%","2023-08-03","2033-10-31","2023-08-08","3402.61","2252.49","0.00","2253.53","0.00","1.51","3.605","3.613"
"35650","2023-08-03","Subasta de Bonos €i a 5 añoos","","O€i 0,65% (VR 4a 4m)","2023-08-03","2027-11-30","2023-08-08","1058.21","535.20","97.89","651.02","119.03","1.98","0.866","0.879"
"35780","2023-08-08","Subasta de Letras a 6 meses","6 MESES","","2023-08-08","2024-02-09","2023-08-11","2734.21","1003.52","152.30","985.35","149.53","2.72","3.639","3.665"
"35781","2023-08-08","Subasta de Letras a 12 meses","12 MESES","","2023-08-08","2024-08-09","2023-08-11","6630.96","3835.28","803.11","3697.96","774.29","1.73","3.664","3.682"
"35863","2023-08-16","Subasta de Letras a 3 meses","3 MESES","","2023-08-16","2023-11-10","2023-08-18","1889.43","523.04","0.00","518.79","0.00","3.61","3.507","3.535"
"35864","2023-08-16","Subasta de Letras a 9 meses","9 MESES","","2023-08-16","2024-05-10","2023-08-18","3462.47","1524.98","0.00","1484.48","0.00","2.27","3.687","3.700"
"35946","2023-09-05","Subasta de Letras a 6 meses","6 MESES","","2023-09-05","2024-03-08","2023-09-08","2774.83","1124.55","0.00","1104.10","0.00","2.47","3.654","3.679"
"35947","2023-09-05","Subasta de Letras a 12 meses","12 MESES","","2023-09-05","2024-09-06","2023-09-08","6213.04","3816.43","0.00","3679.72","0.00","1.63","3.670","3.680"
"35950","2023-09-07","Subasta de Bonos a 3 años","3 AÑOS","O 1,30% (VR 3a 2m)","2023-09-07","2026-10-31","2023-09-12","3468.22","1944.21","386.62","1851.30","368.06","1.78","3.304","3.315"
"35952","2023-09-07","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,55%","2023-09-07","2033-10-31","2023-09-12","4488.03","2598.01","373.20","2595.99","372.79","1.73","3.663","3.668"
"35953","2023-09-07","Subasta de Obligaciones a 30 años","30 AÑOS","O 1,90%","2023-09-07","2052-10-31","2023-09-12","3710.36","1902.36","389.85","1208.46","247.44","1.95","4.187","4.193"
"35956","2023-09-07","Subasta de Obligaciones €i a 10 años","","O€i 1,00% (VR 7a 3m)","2023-09-07","2030-11-30","2023-09-12","927.66","482.66","78.31","595.47","96.56","1.92","1.025","1.035"
"36034","2023-09-12","Subasta de Letras a 3 meses","3 MESES","","2023-09-12","2023-12-08","2023-09-15","2231.40","550.25","0.00","545.84","0.00","4.06","3.452","3.490"
"36035","2023-09-12","Subasta de Letras a 9 meses","9 MESES","","2023-09-12","2024-06-07","2023-09-15","3428.35","1763.01","0.00","1715.74","0.00","1.94","3.724","3.737"
"36051","2023-09-21","Subasta de Bonos a 3 años","3 AÑOS","B 2,80%","2023-09-21","2026-05-31","2023-09-26","4277.79","2587.66","243.79","2563.06","241.44","1.65","3.527","3.533"
"36052","2023-09-21","Subasta de Bonos a 5 años","5 AÑOS","O 0,00% (VR 4a 4m)","2023-09-21","2028-01-31","2023-09-26","4368.48","1983.47","0.00","1713.08","0.00","2.20","3.426","3.430"
"36055","2023-09-21","Subasta de Obligaciones a 10 años","10 AÑOS","O 0,50% (VR 8a 1m)","2023-09-21","2031-10-31","2023-09-26","2962.73","1732.57","0.00","1369.54","0.00","1.71","3.591","3.598"
"36189","2023-10-03","Subasta de Letras a 6 meses","6 MESES","","2023-10-03","2024-04-12","2023-10-06","2818.01","1037.64","27.25","1017.22","26.71","2.72","3.823","3.830"
"36190","2023-10-03","Subasta de Letras a 12 meses","12 MESES","","2023-10-03","2024-10-04","2023-10-06","6340.45","3535.20","728.22","3402.09","700.76","1.79","3.862","3.876"
"36195","2023-10-05","Subasta de Obligaciones a 10 años","10 AÑOS","O 2,35% (VR 9a 10m)","2023-10-05","2033-07-30","2023-10-10","2999.46","1288.44","278.65","1126.10","243.49","2.33","3.980","3.985"
"36196","2023-10-05","Subasta de Obligaciones a 15 años","15 AÑOS","O 1,00% BV (VR 18a 10m)","2023-10-05","2042-07-30","2023-10-10","2494.19","1604.18","319.91","907.52","180.85","1.55","4.479","4.486"
"36283","2023-10-17","Subasta de Letras a 3 meses","3 MESES","","2023-10-17","2024-01-12","2023-10-20","2130.08","559.40","0.00","554.78","0.00","3.81","3.556","3.590"
"36284","2023-10-17","Subasta de Letras a 9 meses","9 MESES","","2023-10-17","2024-07-05","2023-10-20","3268.61","1478.15","0.00","1438.72","0.00","2.21","3.802","3.818"
"36289","2023-10-19","Subasta de Bonos a 3 años","3 AÑOS","O 2,15% (VR 2a)","2023-10-19","2025-10-31","2023-10-24","2755.99","1025.75","217.41","1020.60","216.27","2.69","3.508","3.521"
"36290","2023-10-19","Subasta de Bonos a 5 años","5 AÑOS","O 0,80% (7A)","2023-10-19","2029-07-30","2023-10-24","4256.18","2221.17","472.01","1898.20","403.33","1.92","3.679","3.683"
"36293","2023-10-19","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,55%","2023-10-19","2033-10-31","2023-10-24","3578.68","1668.66","359.65","1619.88","349.01","2.14","4.067","4.074"
"36450","2023-11-02","Subasta de Bonos a 5 años","5 AÑOS","B 3,50%","2023-11-02","2029-05-31","2023-11-07","4494.89","2400.00","53.12","2426.27","53.69","1.87","3.334","3.339"
"36454","2023-11-02","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 10a 1m)","2023-11-02","2033-11-30","2023-11-07","824.34","479.34","98.74","540.10","111.12","1.72","1.533","1.550"
"36458","2023-11-02","Subasta de Obligaciones a 10 años","10 AÑOS","O 0,70% (VR 8a 6m)","2023-11-02","2032-04-30","2023-11-07","2663.31","1337.29","286.25","1064.35","227.74","1.99","3.582","3.589"
"36459","2023-11-02","Subasta de Obligaciones a 30 años","30 AÑOS","O 1,90%","2023-11-02","2052-10-31","2023-11-07","2296.42","1666.25","361.09","979.06","211.92","1.38","4.465","4.473"
"36527","2023-11-07","Subasta de Letras a 6 meses","6 MESES","","2023-11-07","2024-05-10","2023-11-10","2736.34","1002.68","39.85","984.16","39.11","2.73","3.709","3.747"
"36528","2023-11-07","Subasta de Letras a 12 meses","12 MESES","","2023-11-07","2024-11-08","2023-11-10","6519.90","3269.64","483.71","3154.35","466.58","1.99","3.606","3.630"
"36547","2023-11-14","Subasta de Letras a 3 meses","3 MESES","","2023-11-14","2024-02-09","2023-11-17","1687.35","502.09","5.01","497.95","4.97","3.36","3.552","3.580"
"36548","2023-11-14","Subasta de Letras a 9 meses","9 MESES","","2023-11-14","2024-08-09","2023-11-17","3270.28","1473.98","84.83","1434.83","82.57","2.22","3.686","3.705"
"36555","2023-11-16","Subasta de Bonos a 3 años","3 AÑOS","B 2,80%","2023-11-16","2026-05-31","2023-11-21","4092.88","847.35","165.93","849.43","166.33","4.83","3.245","3.249"
"36557","2023-11-16","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,55%","2023-11-16","2033-10-31","2023-11-21","3398.11","1577.29","301.39","1572.29","300.34","2.15","3.610","3.616"
"36558","2023-11-16","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,45% (20A)","2023-11-16","2043-07-30","2023-11-21","2580.24","1924.40","373.98","1769.68","343.69","1.34","4.132","4.139"
"36705","2023-12-05","Subasta de Letras a 6 meses","6 MESES","","2023-12-05","2024-06-07","2023-12-08","2777.09","1159.52","0.00","1138.70","0.00","2.40","3.617","3.620"
"36706","2023-12-05","Subasta de Letras a 12 meses","12 MESES","","2023-12-05","2024-12-06","2023-12-08","5432.91","2817.80","412.87","2726.42","399.44","1.93","3.305","3.327"
"36709","2023-12-07","Subasta de Bonos a 5 años","5 AÑOS","O 0,60% (VR 5a 11m)","2023-12-07","2029-10-31","2023-12-12","2608.45","1198.28","0.00","1055.83","0.00","2.18","2.831","2.838"
"36711","2023-12-07","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 10a)","2023-12-07","2033-11-30","2023-12-12","890.20","505.20","0.00","585.79","0.00","1.76","1.199","1.213"
"36715","2023-12-07","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,90%","2023-12-07","2039-07-30","2023-12-12","2999.57","1726.90","0.00","1814.34","0.00","1.74","3.589","3.593"
"36793","2023-12-12","Subasta de Letras a 3 meses","3 MESES","","2023-12-12","2024-03-08","2023-12-15","1643.98","398.89","1.59","395.57","1.58","4.12","3.580","3.620"
"36794","2023-12-12","Subasta de Letras a 9 meses","9 MESES","","2023-12-12","2024-09-06","2023-12-15","3273.90","1343.10","118.36","1309.30","115.37","2.44","3.485","3.510"
"36877","2024-01-04","Subasta de Bonos a 3 años","3 AÑOS","B 2,50","2024-01-04","2027-05-31","2024-01-09","3694.23","2679.13","0.00","2671.99","0.00","1.38","2.582","2.592"
"36878","2024-01-04","Subasta de Bonos a 5 años","5 AÑOS","B 3,50","2024-01-04","2029-05-31","2024-01-09","3586.22","2155.78","0.00","2268.49","0.00","1.66","2.621","2.628"
"36881","2024-01-04","Subasta de Obligaciones a 30 años","30 AÑOS","O 1,90%","2024-01-04","2052-10-31","2024-01-09","2517.80","1457.76","0.00","1003.84","0.00","1.73","3.693","3.698"
"36885","2024-01-04","Subasta de Bonos €i a 5 años","","O€i 0,65% (VR 3a 11m)","2024-01-04","2027-11-30","2024-01-09","1564.20","599.20","0.00","734.38","0.00","2.61","0.830","0.836"
"36955","2024-01-09","Subasta de Letras a 6 meses","6 MESES","","2024-01-09","2024-07-05","2024-01-12","2572.66","1036.65","0.01","1018.84","0.01","2.48","3.580","3.635"
"36956","2024-01-09","Subasta de Letras a 12 meses","12 MESES","","2024-01-09","2025-01-10","2024-01-12","6151.33","4019.46","0.02","3889.65","0.02","1.53","3.293","3.314"
"36975","2024-01-16","Subasta de Letras a 3 meses","3 MESES","","2024-01-16","2024-04-12","2024-01-19","1658.03","502.41","0.00","498.32","0.00","3.30","3.506","3.538"
"36976","2024-01-16","Subasta de Letras a 9 meses","9 MESES","","2024-01-16","2024-10-04","2024-01-19","2915.97","1495.36","0.00","1458.80","0.00","1.95","3.478","3.492"
"37045","2024-01-18","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-01-18","2027-05-31","2024-01-23","3743.36","2293.24","395.13","2273.72","391.65","1.63","2.799","2.811"
"37046","2024-01-18","Subasta de Bonos a 5 años","5 AÑOS","O 1,25% (VR 6a 9m)","2024-01-18","2030-10-31","2024-01-23","2923.75","1648.57","334.25","1482.88","300.56","1.77","2.954","2.961"
"37049","2024-01-18","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,90%","2024-01-18","2039-07-30","2024-01-23","3383.06","2323.05","487.87","2439.03","511.93","1.46","3.630","3.637"
"37329","2024-02-01","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,25%","2024-02-01","2034-04-30","2024-02-06","4447.81","2527.47","0.00","2548.85","0.00","1.76","3.170","3.173"
"37331","2024-02-01","Subasta de Bonos a 5 años","5 AÑOS","O 1,45% (VR 5a 3m)","2024-02-01","2029-04-30","2024-02-06","2897.08","1751.08","0.00","1665.74","0.00","1.65","2.690","2.698"
"37332","2024-02-01","Subasta de Bonos a 5 años","5 AÑOS","O 0,10% (VR 7a 3m)","2024-02-01","2031-04-30","2024-02-06","2489.95","1774.95","0.00","1459.36","0.00","1.40","2.868","2.880"
"37335","2024-02-01","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2024-02-01","2039-11-30","2024-02-06","946.13","516.13","0.00","577.41","0.00","1.83","1.518","1.530"
"37402","2024-02-06","Subasta de Letras a 6 meses","6 MESES","","2024-02-06","2024-08-09","2024-02-09","2650.28","985.04","27.00","967.12","26.51","2.69","3.653","3.688"
"37403","2024-02-06","Subasta de Letras a 12 meses","12 MESES","","2024-02-06","2025-02-07","2024-02-09","6585.14","4050.00","35.00","3917.32","33.85","1.63","3.342","3.359"
"37652","2024-02-13","Subasta de Letras a 3 meses","3 MESES","","2024-02-13","2024-05-10","2024-02-16","2210.91","440.88","0.00","437.09","0.00","5.01","3.703","3.740"
"37653","2024-02-13","Subasta de Letras a 9 meses","9 MESES","","2024-02-13","2024-11-08","2024-02-16","4050.52","1595.41","51.00","1555.34","49.71","2.54","3.483","3.504"
"37656","2024-02-15","Subasta de Bonos a 3 años","3 AÑOS","O 2,50%","2024-02-15","2027-05-31","2024-02-20","3212.27","1862.22","0.00","1845.92","0.00","1.72","2.875","2.883"
"37657","2024-02-15","Subasta de Bonos a 5 años","5 AÑOS","O 3,50%","2024-02-15","2029-05-31","2024-02-20","3565.77","2185.70","0.00","2279.42","0.00","1.63","2.873","2.879"
"37660","2024-02-15","Subasta de Obligaciones a 10 años","10 AÑOS","O 2,35% (VR 9a 5m)","2024-02-15","2033-07-30","2024-02-20","3427.98","1847.82","0.00","1753.97","0.00","1.86","3.139","3.144"
"37810","2024-03-05","Subasta de Letras a 6 meses","6 MESES","","2024-03-05","2024-09-06","2024-03-08","3102.22","1231.85","38.00","1209.22","37.30","2.52","3.702","3.715"
"37811","2024-03-05","Subasta de Letras a 12 meses","12 MESES","","2024-03-05","2025-03-07","2024-03-08","6546.10","3885.88","746.46","3752.70","720.83","1.68","3.508","3.516"
"37818","2024-03-07","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,25%","2024-03-07","2034-04-30","2024-03-12","5104.19","2300.00","480.38","2327.92","486.10","2.22","3.162","3.166"
"37820","2024-03-07","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2024-03-07","2039-11-30","2024-03-12","1200.35","510.35","103.16","582.49","117.70","2.35","1.381","1.385"
"37822","2024-03-07","Subasta de Bonos a 5 años","5 AÑOS","O 0,50% (VR 7a 8m)","2024-03-07","2031-10-31","2024-03-12","4224.87","2049.85","409.64","1712.44","342.13","2.06","2.965","2.970"
"37823","2024-03-07","Subasta de Bonos a 5 años","5 AÑOS","O 3,50%","2024-03-07","2029-05-31","2024-03-12","3059.19","1708.09","370.06","1785.65","386.79","1.79","2.857","2.862"
"37906","2024-03-12","Subasta de Letras a 3 meses","3 MESES","","2024-03-12","2024-06-07","2024-03-15","1866.78","536.27","24.27","531.77","24.06","3.48","3.626","3.653"
"37907","2024-03-12","Subasta de Letras a 9 meses","9 MESES","","2024-03-12","2024-12-06","2024-03-15","2940.71","1455.34","50.72","1418.02","49.41","2.02","3.555","3.578"
"37926","2024-03-21","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-03-21","2027-05-31","2024-03-26","6721.33","2900.00","615.28","2880.72","611.16","2.32","2.896","2.899"
"37928","2024-03-21","Subasta de Obligaciones a 10 años","10 AÑOS","O 5,75% (VR 8a 4m)","2024-03-21","2032-07-30","2024-03-26","2635.30","1460.12","318.14","1810.03","394.14","1.80","2.976","2.987"
"37929","2024-03-21","Subasta de Obligaciones a 30 años","30 AÑOS","O 3,45% (20A)","2024-03-21","2043-07-30","2024-03-26","3240.72","1705.50","361.09","1696.87","359.18","1.90","3.650","3.652"
"38071","2024-04-04","Subasta de Bonos a 5 años","5 AÑOS","B 3,50%","2024-04-04","2029-05-31","2024-04-09","3775.62","2185.52","0.00","2290.56","0.00","1.73","2.848","2.853"
"38073","2024-04-04","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,25%","2024-04-04","2034-04-30","2024-04-09","3857.17","2132.17","0.00","2157.89","0.00","1.81","3.191","3.196"
"38074","2024-04-04","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,90%","2024-04-04","2039-07-30","2024-04-09","2725.18","1745.18","0.00","1866.78","0.00","1.56","3.531","3.536"
"38147","2024-04-09","Subasta de Letras a 6 meses","6 MESES","","2024-04-09","2024-10-04","2024-04-12","3412.53","1310.10","166.42","1287.44","163.54","2.60","3.621","3.623"
"38148","2024-04-09","Subasta de Letras a 12 meses","12 MESES","","2024-04-09","2025-04-11","2024-04-12","6915.79","3921.83","0.00","3790.13","0.00","1.76","3.423","3.449"
"38167","2024-04-16","Subasta de Letras a 3 meses","3 MESES","","2024-04-16","2024-07-05","2024-04-19","2039.97","490.60","11.34","486.85","11.26","4.16","3.597","3.632"
"38168","2024-04-16","Subasta de Letras a 9 meses","9 MESES","","2024-04-16","2025-01-10","2024-04-19","3420.38","1560.06","58.10","1520.60","56.63","2.19","3.507","3.519"
"38173","2024-04-18","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-04-18","2027-05-31","2024-04-23","3780.04","1500.00","0.00","1489.35","0.00","2.52","2.986","2.992"
"38174","2024-04-18","Subasta de Bonos a 5 años","5 AÑOS","O 1,95% (VR 6a 3m)","2024-04-18","2030-07-30","2024-04-23","3128.15","1533.15","0.00","1468.24","0.00","2.04","2.950","2.956"
"38177","2024-04-18","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,25%","2024-04-18","2034-04-30","2024-04-23","3824.83","2074.69","0.00","2091.86","0.00","1.84","3.251","3.255"
"38178","2024-04-18","Subasta de Obligaciones a 50 años","50 AÑOS","O 3,45% (VR 42a 3m)","2024-04-18","2066-07-30","2024-04-23","1824.95","1034.95","0.00","971.51","0.00","1.76","3.865","3.876"
"38394","2024-05-07","Subasta de Letras a 6 meses","6 MESES","","2024-05-07","2024-11-08","2024-05-10","3082.43","1373.97","0.00","1349.78","0.00","2.24","3.543","3.554"
"38395","2024-05-07","Subasta de Letras a 12 meses","12 MESES","","2024-05-07","2025-05-09","2024-05-10","6610.55","4079.60","0.00","3943.42","0.00","1.62","3.405","3.424"
"38398","2024-05-09","Subasta de Bonos a 5 años","5 AÑOS","B 3,50%","2024-05-09","2029-05-31","2024-05-14","3802.90","2407.88","0.00","2515.94","0.00","1.58","2.974","2.981"
"38400","2024-05-09","Subasta de Obligaciones a 10 años","10 AÑOS","O 0,70% (VR 8a)","2024-05-09","2032-04-30","2024-05-14","3147.60","1457.60","24.81","1214.24","20.66","2.16","3.100","3.106"
"38401","2024-05-09","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,90%","2024-05-09","2039-07-30","2024-05-14","3818.34","1911.25","189.58","2032.69","201.54","2.00","3.611","3.618"
"38404","2024-05-09","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 9a 7m)","2024-05-09","2033-11-30","2024-05-14","1240.18","470.18","0.00","556.84","0.00","2.64","1.042","1.049"
"38484","2024-05-14","Subasta de Letras a 3 meses","3 MESES","","2024-05-14","2024-08-09","2024-05-17","1682.09","346.74","16.30","343.86","16.17","4.85","3.584","3.630"
"38485","2024-05-14","Subasta de Letras a 9 meses","9 MESES","","2024-05-14","2025-02-07","2024-05-17","3294.27","1563.23","101.25","1524.57","98.74","2.11","3.427","3.439"
"38493","2024-05-16","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-05-16","2027-05-31","2024-05-21","4170.27","1850.00","0.00","1842.43","0.00","2.25","2.959","2.965"
"38494","2024-05-16","Subasta de Bonos a 5 años","5 AÑOS","B 3,50%","2024-05-16","2029-05-31","2024-05-21","4144.41","1750.00","0.00","1837.62","0.00","2.37","2.877","2.883"
"38652","2024-06-04","Subasta de Letras a 6 meses","6 MESES","","2024-06-04","2024-12-06","2024-06-07","3223.87","1355.00","0.00","1332.32","0.00","2.38","3.367","3.370"
"38653","2024-06-04","Subasta de Letras a 12 meses","12 MESES","","2024-06-04","2025-06-06","2024-06-07","6585.77","3780.05","617.88","3653.82","597.21","1.74","3.407","3.423"
"38722","2024-06-06","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-06-06","2027-05-31","2024-06-11","3579.75","1979.73","0.00","1951.12","0.00","1.81","3.039","3.051"
"38723","2024-06-06","Subasta de Bonos a 5 años","5 AÑOS","O 0,10% (VR 6a 11m)","2024-06-06","2031-04-30","2024-06-11","3446.26","2001.17","0.00","1644.64","0.00","1.72","3.003","3.007"
"38726","2024-06-06","Subasta de Obligaciones a 30 años","30 AÑOS","O 4,00%","2024-06-06","2054-10-31","2024-06-11","2878.63","1883.53","0.00","1956.12","0.00","1.53","3.853","3.860"
"38728","2024-06-06","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2024-06-06","2039-11-30","2024-06-11","995.46","510.46","0.00","591.30","0.00","1.95","1.392","1.399"
"38807","2024-06-11","Subasta de Letras a 3 meses","3 MESES","","2024-06-11","2024-09-06","2024-06-14","1911.22","500.00","0.00","496.08","0.00","3.82","3.374","3.400"
"38808","2024-06-11","Subasta de Letras a 9 meses","9 MESES","","2024-06-11","2025-03-07","2024-06-14","3080.92","1500.00","170.01","1462.25","165.73","2.05","3.488","3.500"
"38832","2024-06-20","Subasta de Bonos a 5 años","5 AÑOS","O 0,70% (VR 7a 10m)","2024-06-20","2032-04-30","2024-06-25","2391.39","1041.37","218.63","869.41","182.51","2.30","3.119","3.121"
"38833","2024-06-20","Subasta de Bonos a 5 años","5 AÑOS","B 3,50%","2024-06-20","2029-05-31","2024-06-25","3466.41","2351.39","493.03","2410.14","505.21","1.47","2.997","3.005"
"38836","2024-06-20","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,45%","2024-06-20","2034-10-31","2024-06-25","3533.82","2078.79","435.68","2101.34","440.26","1.70","3.345","3.351"
"38979","2024-07-02","Subasta de Letras a 6 meses","6 MESES","","2024-07-02","2025-01-10","2024-07-05","2678.89","1347.81","0.00","1324.01","0.00","1.99","3.411","3.456"
"38980","2024-07-02","Subasta de Letras a 12 meses","12 MESES","","2024-07-02","2025-07-04","2024-07-05","6438.45","3650.21","205.80","3529.52","198.98","1.76","3.372","3.392"
"38983","2024-07-04","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-07-04","2027-05-31","2024-07-09","3511.26","1731.25","344.30","1708.91","339.82","2.03","3.067","3.073"
"38984","2024-07-04","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2024-07-04","2031-07-30","2024-07-09","4578.67","2578.45","549.47","2573.13","548.26","1.78","3.132","3.135"
"38987","2024-07-04","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 9a 5m)","2024-07-04","2033-11-30","2024-07-09","1364.15","520.15","106.76","614.16","126.01","2.62","1.212","1.218"
"38989","2024-07-04","Subasta de Obligaciones a 10 años","10 AÑOS","O 1,85% (VR 11a 1m)","2024-07-04","2035-07-30","2024-07-09","3473.86","1596.81","332.74","1397.23","291.08","2.18","3.416","3.420"
"39069","2024-07-09","Subasta de Letras a 3 meses","3 MESES","","2024-07-09","2024-10-04","2024-07-12","1688.77","743.22","68.91","737.54","68.38","2.27","3.293","3.325"
"39070","2024-07-09","Subasta de Letras a 9 meses","9 MESES","","2024-07-09","2025-04-11","2024-07-12","3103.69","1288.31","116.75","1255.82","113.80","2.41","3.407","3.419"
"39086","2024-07-18","Subasta de Bonos a 5 años","5 AÑOS","O 1,25% (VR 6a 3m)","2024-07-18","2030-10-31","2024-07-23","3046.00","2015.88","0.00","1846.94","0.00","1.51","2.888","2.898"
"39088","2024-07-18","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,45%","2024-07-18","2034-10-31","2024-07-23","3680.58","2660.54","0.00","2731.45","0.00","1.38","3.192","3.198"
"39089","2024-07-18","Subasta de Obligaciones a 15 años","15 AÑOS","O 0,85% (VR 13a)","2024-07-18","2037-07-30","2024-07-23","2451.03","1771.02","0.00","1317.49","0.00","1.38","3.394","3.408"
"39224","2024-08-01","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-08-01","2027-05-31","2024-08-06","3127.35","1830.23","399.59","1828.56","399.19","1.71","2.701","2.706"
"39226","2024-08-01","Subasta de Bonos €i a 5 años","","O€i 0,65% (VR 3a 4m)","2024-08-01","2027-11-30","2024-08-06","1519.24","766.20","119.72","956.02","149.36","1.98","0.892","0.899"
"39228","2024-08-01","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,45%","2024-08-01","2034-10-31","2024-08-06","4312.28","2862.26","609.52","2963.36","630.92","1.51","3.107","3.112"
"39229","2024-08-01","Subasta de Obligaciones a 15 años","15 AÑOS","O 5,15% (VR 20a 3m)","2024-08-01","2044-10-31","2024-08-06","2035.86","1175.82","252.96","1486.81","319.64","1.73","3.566","3.573"
"39301","2024-08-06","Subasta de Letras a 6 meses","6 MESES","","2024-08-06","2025-02-07","2024-08-09","2770.77","1256.74","0.00","1236.40","0.00","2.20","3.252","3.267"
"39302","2024-08-06","Subasta de Letras a 12 meses","12 MESES","","2024-08-06","2025-08-08","2024-08-09","5901.36","3930.28","669.38","3815.94","649.83","1.50","2.954","2.975"
"39318","2024-08-13","Subasta de Letras a 3 meses","3 MESES","","2024-08-13","2024-11-08","2024-08-16","1496.16","490.76","9.28","487.13","9.21","3.05","3.190","3.215"
"39319","2024-08-13","Subasta de Letras a 9 meses","9 MESES","","2024-08-13","2025-05-09","2024-08-16","2683.43","1702.96","108.07","1664.34","105.61","1.58","3.137","3.150"
"39402","2024-09-03","Subasta de Letras a 6 meses","6 MESES","","2024-09-03","2025-03-07","2024-09-06","2936.98","1284.44","223.11","1263.74","219.52","2.29","3.238","3.242"
"39403","2024-09-03","Subasta de Letras a 12 meses","12 MESES","","2024-09-03","2025-09-05","2024-09-06","5377.38","4079.88","800.54","3961.33","777.20","1.32","2.954","2.970"
"39406","2024-09-05","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-09-05","2027-05-31","2024-09-10","4196.73","1300.00","281.27","1307.89","282.96","3.23","2.531","2.535"
"39407","2024-09-05","Subasta de Bonos a 5 años","5 AÑOS","B 3,50%","2024-09-05","2029-05-31","2024-09-10","4102.65","1500.00","183.32","1575.04","192.49","2.74","2.580","2.582"
"39410","2024-09-05","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,45%","2024-09-05","2034-10-31","2024-09-10","6665.63","3227.59","0.00","3370.93","0.00","2.07","3.040","3.042"
"39412","2024-09-05","Subasta de Bonos €i a 5 años","","O€i 1,00% (VR 6a 3m)","2024-09-05","2030-11-30","2024-09-10","1203.15","535.10","0.00","681.07","0.00","2.25","0.908","0.919"
"39494","2024-09-10","Subasta de Letras a 3 meses","3 MESES","","2024-09-10","2024-12-06","2024-09-13","1740.30","693.15","0.00","688.60","0.00","2.51","2.822","2.860"
"39495","2024-09-10","Subasta de Letras a 9 meses","9 MESES","","2024-09-10","2025-06-06","2024-09-13","3146.01","1440.50","145.84","1409.10","142.65","2.18","3.009","3.027"
"39511","2024-09-19","Subasta de Bonos a 3 años","3 AÑOS","O 5,15% (VR 4a 1m)","2024-09-19","2028-10-31","2024-09-24","2879.24","1404.13","293.69","1614.31","337.51","2.05","2.463","2.478"
"39512","2024-09-19","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2024-09-19","2031-07-30","2024-09-24","3799.30","2384.29","507.25","2455.24","522.11","1.59","2.692","2.701"
"39782","2024-10-01","Subasta de Letras a 6 meses","6 MESES","","2024-10-01","2025-04-11","2024-10-04","3118.12","1447.49","0.00","1425.94","0.00","2.15","2.869","2.919"
"39783","2024-10-01","Subasta de Letras a 12 meses","12 MESES","","2024-10-01","2025-10-10","2024-10-04","5375.16","3344.36","319.17","3257.44","310.84","1.61","2.579","2.598"
