bond_id,AUC_BOND_S_AUCTION_DATE,AUC_BOND_S_ISIN,AUC_BOND_S_MATURITY_DATE,AUC_BOND_S_COUPON_RATE,AUC_BOND_S_BID_DEADLINE,AUC_BOND_S_SETTLEMENT_DATE,AUC_BOND_S_CUTOFF_SPREAD,AUC_BOND_S_CONVERSION_RATIO,AUC_BOND_S_AMOUNT_REPURCHASED
HIST_BOND_S_749,2006-11-22,CA135087UT96,2023-06-01,8.000,10:30,2006-11-27,0.0,0.6997,
HIST_BOND_S_748,2006-11-22,CA135087VH40,2025-06-01,9.000,10:30,2006-11-27,0.0,0.6997,
HIST_BOND_S_747,2006-11-22,CA135087VW17,2027-06-01,8.000,10:30,2006-11-27,0.0,0.6997,
HIST_BOND_S_746,2006-11-22,CA135087WL43,2029-06-01,5.750,10:30,2006-11-27,0.0,0.6997,
HIST_BOND_S_62,2006-12-06,CA135087YG30,2012-06-01,3.750,10:30,,,,
HIST_BOND_S_765,2006-12-06,CA135087RQ94,2010-03-01,9.750,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_763,2006-12-06,CA135087WX80,2010-06-01,5.500,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_764,2006-12-06,CA135087RS50,2010-06-01,9.500,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_762,2006-12-06,CA135087RW62,2010-10-01,8.750,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_761,2006-12-06,CA135087RY29,2011-03-01,9.000,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_759,2006-12-06,CA135087XB51,2011-06-01,6.000,10:30,2006-12-11,-2.6,0.0000,341.608
HIST_BOND_S_760,2006-12-06,CA135087SH86,2011-06-01,8.500,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_758,2006-12-06,CA135087XM17,2013-06-01,5.250,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_757,2006-12-06,CA135087TH77,2014-03-15,10.250,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_756,2006-12-06,CA135087XS86,2014-06-01,5.000,10:30,2006-12-11,0.0,0.0000,
HIST_BOND_S_63,2006-12-14,CA135087YH13,2009-06-01,3.750,10:30,,,,
HIST_BOND_S_777,2006-12-14,CA135087XN99,2008-09-01,4.250,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_776,2006-12-14,CA135087QL17,2008-10-01,11.750,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_775,2006-12-14,CA135087QQ04,2009-03-01,11.500,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_774,2006-12-14,CA135087XT69,2009-09-01,4.250,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_773,2006-12-14,CA135087QV98,2009-10-01,10.750,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_772,2006-12-14,CA135087RQ94,2010-03-01,9.750,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_770,2006-12-14,CA135087WX80,2010-06-01,5.500,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_771,2006-12-14,CA135087RS50,2010-06-01,9.500,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_769,2006-12-14,CA135087RW62,2010-10-01,8.750,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_768,2006-12-14,CA135087RY29,2011-03-01,9.000,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_766,2006-12-14,CA135087XB51,2011-06-01,6.000,10:30,2006-12-18,-1.0,0.7070,163.088
HIST_BOND_S_767,2006-12-14,CA135087SH86,2011-06-01,8.500,10:30,2006-12-18,0.0,0.7070,
HIST_BOND_S_64,2007-02-14,CA135087YG30,2012-06-01,3.750,10:30,,,,
HIST_BOND_S_787,2007-02-14,CA135087RQ94,2010-03-01,9.750,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_785,2007-02-14,CA135087WX80,2010-06-01,5.500,10:30,2007-02-19,-3.1,0.0000,175.000
HIST_BOND_S_786,2007-02-14,CA135087RS50,2010-06-01,9.500,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_784,2007-02-14,CA135087RW62,2010-10-01,8.750,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_783,2007-02-14,CA135087RY29,2011-03-01,9.000,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_781,2007-02-14,CA135087XB51,2011-06-01,6.000,10:30,2007-02-19,-2.7,0.0000,107.000
HIST_BOND_S_782,2007-02-14,CA135087SH86,2011-06-01,8.500,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_780,2007-02-14,CA135087XM17,2013-06-01,5.250,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_779,2007-02-14,CA135087TH77,2014-03-15,10.250,10:30,2007-02-19,0.0,0.0000,
HIST_BOND_S_778,2007-02-14,CA135087XS86,2014-06-01,5.000,10:30,2007-02-19,3.6,0.0000,64.793
HIST_BOND_S_65,2007-03-07,CA135087YH13,2009-06-01,3.750,10:30,,,,
HIST_BOND_S_798,2007-03-07,CA135087QL17,2008-10-01,11.750,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_797,2007-03-07,CA135087QQ04,2009-03-01,11.500,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_796,2007-03-07,CA135087XT69,2009-09-01,4.250,10:30,2007-03-09,1.4,0.7668,170.083
HIST_BOND_S_795,2007-03-07,CA135087QV98,2009-10-01,10.750,10:30,2007-03-09,1.0,0.7668,2.468
HIST_BOND_S_794,2007-03-07,CA135087RQ94,2010-03-01,9.750,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_792,2007-03-07,CA135087WX80,2010-06-01,5.500,10:30,2007-03-09,0.5,0.7668,73.500
HIST_BOND_S_793,2007-03-07,CA135087RS50,2010-06-01,9.500,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_791,2007-03-07,CA135087RW62,2010-10-01,8.750,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_790,2007-03-07,CA135087RY29,2011-03-01,9.000,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_788,2007-03-07,CA135087XB51,2011-06-01,6.000,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_789,2007-03-07,CA135087SH86,2011-06-01,8.500,10:30,2007-03-09,0.0,0.7668,
HIST_BOND_S_66,2007-03-14,CA135087YF56,2017-06-01,4.000,10:30,,,,
HIST_BOND_S_808,2007-03-14,CA135087XM17,2013-06-01,5.250,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_807,2007-03-14,CA135087TH77,2014-03-15,10.250,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_806,2007-03-14,CA135087XS86,2014-06-01,5.000,10:30,2007-03-19,-7.1,0.6858,134.100
HIST_BOND_S_805,2007-03-14,CA135087TZ75,2021-03-15,10.500,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_804,2007-03-14,CA135087UE28,2021-06-01,9.750,10:30,2007-03-19,6.5,0.6858,3.000
HIST_BOND_S_803,2007-03-14,CA135087UM44,2022-06-01,9.250,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_802,2007-03-14,CA135087UT96,2023-06-01,8.000,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_801,2007-03-14,CA135087VH40,2025-06-01,9.000,10:30,2007-03-19,10.0,0.6858,25.000
HIST_BOND_S_800,2007-03-14,CA135087VW17,2027-06-01,8.000,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_799,2007-03-14,CA135087WL43,2029-06-01,5.750,10:30,2007-03-19,0.0,0.6858,
HIST_BOND_S_67,2007-04-11,CA135087YH13,2009-06-01,3.750,10:30,,,,
HIST_BOND_S_818,2007-04-11,CA135087QQ04,2009-03-01,11.500,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_817,2007-04-11,CA135087XT69,2009-09-01,4.250,10:30,2007-04-13,2.5,0.0000,446.315
HIST_BOND_S_816,2007-04-11,CA135087QV98,2009-10-01,10.750,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_815,2007-04-11,CA135087RQ94,2010-03-01,9.750,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_813,2007-04-11,CA135087WX80,2010-06-01,5.500,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_814,2007-04-11,CA135087RS50,2010-06-01,9.500,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_812,2007-04-11,CA135087RW62,2010-10-01,8.750,10:30,2007-04-13,-0.5,0.0000,0.744
HIST_BOND_S_811,2007-04-11,CA135087RY29,2011-03-01,9.000,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_809,2007-04-11,CA135087XB51,2011-06-01,6.000,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_810,2007-04-11,CA135087SH86,2011-06-01,8.500,10:30,2007-04-13,0.0,0.0000,
HIST_BOND_S_68,2007-06-06,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_825,2007-06-06,CA135087TZ75,2021-03-15,10.500,10:30,2007-06-11,0.0,0.7834,
HIST_BOND_S_824,2007-06-06,CA135087UE28,2021-06-01,9.750,10:30,2007-06-11,0.0,0.7834,
HIST_BOND_S_823,2007-06-06,CA135087UM44,2022-06-01,9.250,10:30,2007-06-11,0.0,0.7834,
HIST_BOND_S_822,2007-06-06,CA135087UT96,2023-06-01,8.000,10:30,2007-06-11,12.5,0.7834,259.085
HIST_BOND_S_821,2007-06-06,CA135087VH40,2025-06-01,9.000,10:30,2007-06-11,0.0,0.7834,
HIST_BOND_S_820,2007-06-06,CA135087VW17,2027-06-01,8.000,10:30,2007-06-11,10.0,0.7834,100.000
HIST_BOND_S_819,2007-06-06,CA135087WL43,2029-06-01,5.750,10:30,2007-06-11,0.0,0.7834,
HIST_BOND_S_69,2007-09-12,CA135087YF56,2017-06-01,4.000,10:30,,,,
HIST_BOND_S_837,2007-09-12,CA135087XM17,2013-06-01,5.250,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_836,2007-09-12,CA135087TH77,2014-03-15,10.250,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_835,2007-09-12,CA135087XS86,2014-06-01,5.000,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_833,2007-09-12,CA135087XX71,2015-06-01,4.500,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_834,2007-09-12,CA135087TU88,2015-06-01,11.250,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_832,2007-09-12,CA135087TZ75,2021-03-15,10.500,10:30,2007-09-17,4.0,0.6671,3.250
HIST_BOND_S_831,2007-09-12,CA135087UE28,2021-06-01,9.750,10:30,2007-09-17,4.5,0.6671,2.425
HIST_BOND_S_830,2007-09-12,CA135087UM44,2022-06-01,9.250,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_829,2007-09-12,CA135087UT96,2023-06-01,8.000,10:30,2007-09-17,6.9,0.6671,10.000
HIST_BOND_S_828,2007-09-12,CA135087VH40,2025-06-01,9.000,10:30,2007-09-17,7.8,0.6671,50.000
HIST_BOND_S_827,2007-09-12,CA135087VW17,2027-06-01,8.000,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_826,2007-09-12,CA135087WL43,2029-06-01,5.750,10:30,2007-09-17,0.0,0.6671,
HIST_BOND_S_70,2007-10-03,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_844,2007-10-03,CA135087TZ75,2021-03-15,10.500,10:30,2007-10-09,0.0,0.7892,
HIST_BOND_S_843,2007-10-03,CA135087UE28,2021-06-01,9.750,10:30,2007-10-09,0.0,0.7892,
HIST_BOND_S_842,2007-10-03,CA135087UM44,2022-06-01,9.250,10:30,2007-10-09,0.0,0.7892,
HIST_BOND_S_841,2007-10-03,CA135087UT96,2023-06-01,8.000,10:30,2007-10-09,0.3,0.7892,171.045
HIST_BOND_S_840,2007-10-03,CA135087VH40,2025-06-01,9.000,10:30,2007-10-09,1.9,0.7892,175.000
HIST_BOND_S_839,2007-10-03,CA135087VW17,2027-06-01,8.000,10:30,2007-10-09,0.0,0.7892,
HIST_BOND_S_838,2007-10-03,CA135087WL43,2029-06-01,5.750,10:30,2007-10-09,0.0,0.7892,
HIST_BOND_S_71,2007-10-10,CA135087YJ78,2009-12-01,4.250,10:30,,,,
HIST_BOND_S_852,2007-10-10,CA135087XT69,2009-09-01,4.250,10:30,2007-10-12,3.8,0.8874,83.400
HIST_BOND_S_851,2007-10-10,CA135087QV98,2009-10-01,10.750,10:30,2007-10-12,0.0,0.8874,
HIST_BOND_S_850,2007-10-10,CA135087RQ94,2010-03-01,9.750,10:30,2007-10-12,0.0,0.8874,
HIST_BOND_S_849,2007-10-10,CA135087XY54,2010-09-01,4.000,10:30,2007-10-12,4.2,0.8874,246.627
HIST_BOND_S_848,2007-10-10,CA135087RW62,2010-10-01,8.750,10:30,2007-10-12,0.0,0.8874,
HIST_BOND_S_847,2007-10-10,CA135087RY29,2011-03-01,9.000,10:30,2007-10-12,0.0,0.8874,
HIST_BOND_S_845,2007-10-10,CA135087XB51,2011-06-01,6.000,10:30,2007-10-12,0.0,0.8874,
HIST_BOND_S_846,2007-10-10,CA135087SH86,2011-06-01,8.500,10:30,2007-10-12,0.0,0.8874,
HIST_BOND_S_72,2007-11-07,CA135087YG30,2012-06-01,3.750,10:30,,,,
HIST_BOND_S_859,2007-11-07,CA135087XY54,2010-09-01,4.000,10:30,2007-11-13,-5.4,0.6434,156.522
HIST_BOND_S_858,2007-11-07,CA135087RW62,2010-10-01,8.750,10:30,2007-11-13,-5.5,0.6434,3.971
HIST_BOND_S_857,2007-11-07,CA135087RY29,2011-03-01,9.000,10:30,2007-11-13,-6.4,0.6434,45.433
HIST_BOND_S_855,2007-11-07,CA135087XB51,2011-06-01,6.000,10:30,2007-11-13,-3.9,0.6434,100.000
HIST_BOND_S_856,2007-11-07,CA135087SH86,2011-06-01,8.500,10:30,2007-11-13,0.0,0.6434,
HIST_BOND_S_854,2007-11-07,CA135087TH77,2014-03-15,10.250,10:30,2007-11-13,0.0,0.6434,
HIST_BOND_S_853,2007-11-07,CA135087XS86,2014-06-01,5.000,10:30,2007-11-13,0.0,0.6434,
HIST_BOND_S_73,2008-01-09,CA135087YM08,2010-06-01,3.750,10:30,,,,
HIST_BOND_S_867,2008-01-09,CA135087XT69,2009-09-01,4.250,10:30,2008-01-11,1.7,0.6975,240.000
HIST_BOND_S_866,2008-01-09,CA135087QV98,2009-10-01,10.750,10:30,2008-01-11,1.0,0.6975,8.100
HIST_BOND_S_865,2008-01-09,CA135087RQ94,2010-03-01,9.750,10:30,2008-01-11,0.0,0.6975,
HIST_BOND_S_864,2008-01-09,CA135087XY54,2010-09-01,4.000,10:30,2008-01-11,4.2,0.6975,0.001
HIST_BOND_S_863,2008-01-09,CA135087RW62,2010-10-01,8.750,10:30,2008-01-11,0.0,0.6975,
HIST_BOND_S_862,2008-01-09,CA135087RY29,2011-03-01,9.000,10:30,2008-01-11,5.2,0.6975,22.213
HIST_BOND_S_860,2008-01-09,CA135087XB51,2011-06-01,6.000,10:30,2008-01-11,7.0,0.6975,134.226
HIST_BOND_S_861,2008-01-09,CA135087SH86,2011-06-01,8.500,10:30,2008-01-11,0.0,0.6975,
HIST_BOND_S_74,2008-03-05,CA135087YN80,2013-06-01,3.500,10:30,,,,
HIST_BOND_S_876,2008-03-05,CA135087XY54,2010-09-01,4.000,10:30,2008-03-10,0.0,0.0000,
HIST_BOND_S_875,2008-03-05,CA135087RW62,2010-10-01,8.750,10:30,2008-03-10,0.0,0.0000,
HIST_BOND_S_874,2008-03-05,CA135087RY29,2011-03-01,9.000,10:30,2008-03-10,-28.0,0.0000,32.665
HIST_BOND_S_872,2008-03-05,CA135087XB51,2011-06-01,6.000,10:30,2008-03-10,0.0,0.0000,
HIST_BOND_S_873,2008-03-05,CA135087SH86,2011-06-01,8.500,10:30,2008-03-10,-26.6,0.0000,2.000
HIST_BOND_S_871,2008-03-05,CA135087TH77,2014-03-15,10.250,10:30,2008-03-10,7.0,0.0000,30.000
HIST_BOND_S_870,2008-03-05,CA135087XS86,2014-06-01,5.000,10:30,2008-03-10,0.0,0.0000,
HIST_BOND_S_868,2008-03-05,CA135087XX71,2015-06-01,4.500,10:30,2008-03-10,0.0,0.0000,
HIST_BOND_S_869,2008-03-05,CA135087TU88,2015-06-01,11.250,10:30,2008-03-10,0.0,0.0000,
HIST_BOND_S_75,2008-03-19,CA135087YL25,2018-06-01,4.250,10:30,,,,
HIST_BOND_S_887,2008-03-19,CA135087TH77,2014-03-15,10.250,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_886,2008-03-19,CA135087XS86,2014-06-01,5.000,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_884,2008-03-19,CA135087XX71,2015-06-01,4.500,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_885,2008-03-19,CA135087TU88,2015-06-01,11.250,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_883,2008-03-19,CA135087TZ75,2021-03-15,10.500,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_882,2008-03-19,CA135087UE28,2021-06-01,9.750,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_881,2008-03-19,CA135087UM44,2022-06-01,9.250,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_880,2008-03-19,CA135087UT96,2023-06-01,8.000,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_879,2008-03-19,CA135087VH40,2025-06-01,9.000,10:30,2008-03-25,31.2,0.0000,86.284
HIST_BOND_S_878,2008-03-19,CA135087VW17,2027-06-01,8.000,10:30,2008-03-25,35.9,0.0000,25.000
HIST_BOND_S_877,2008-03-19,CA135087WL43,2029-06-01,5.750,10:30,2008-03-25,0.0,0.0000,
HIST_BOND_S_76,2008-06-18,CA135087YL25,2018-06-01,4.250,10:30,,,,
HIST_BOND_S_897,2008-06-18,CA135087TH77,2014-03-15,10.250,10:30,2008-06-23,-36.0,0.7430,14.000
HIST_BOND_S_896,2008-06-18,CA135087XS86,2014-06-01,5.000,10:30,2008-06-23,0.0,0.7430,
HIST_BOND_S_894,2008-06-18,CA135087XX71,2015-06-01,4.500,10:30,2008-06-23,0.0,0.7430,
HIST_BOND_S_895,2008-06-18,CA135087TU88,2015-06-01,11.250,10:30,2008-06-23,0.0,0.7430,
HIST_BOND_S_893,2008-06-18,CA135087TZ75,2021-03-15,10.500,10:30,2008-06-23,0.0,0.7430,
HIST_BOND_S_892,2008-06-18,CA135087UE28,2021-06-01,9.750,10:30,2008-06-23,12.5,0.7430,7.200
HIST_BOND_S_891,2008-06-18,CA135087UM44,2022-06-01,9.250,10:30,2008-06-23,16.5,0.7430,15.000
HIST_BOND_S_890,2008-06-18,CA135087UT96,2023-06-01,8.000,10:30,2008-06-23,20.3,0.7430,104.150
HIST_BOND_S_889,2008-06-18,CA135087VW17,2027-06-01,8.000,10:30,2008-06-23,0.0,0.7430,
HIST_BOND_S_888,2008-06-18,CA135087WL43,2029-06-01,5.750,10:30,2008-06-23,29.5,0.7430,40.597
HIST_BOND_S_77,2008-09-10,CA135087YQ12,2041-06-01,4.000,10:30,,,,
HIST_BOND_S_903,2008-09-10,CA135087TZ75,2021-03-15,10.500,10:30,2008-09-15,-21.9,0.7540,1.000
HIST_BOND_S_902,2008-09-10,CA135087UE28,2021-06-01,9.750,10:30,2008-09-15,-20.9,0.7540,4.000
HIST_BOND_S_901,2008-09-10,CA135087UM44,2022-06-01,9.250,10:30,2008-09-15,-16.0,0.7540,26.336
HIST_BOND_S_900,2008-09-10,CA135087VW17,2027-06-01,8.000,10:30,2008-09-15,5.9,0.7540,291.714
HIST_BOND_S_899,2008-09-10,CA135087WL43,2029-06-01,5.750,10:30,2008-09-15,0.0,0.7540,
HIST_BOND_S_898,2008-09-10,CA135087XG49,2033-06-01,5.750,10:30,2008-09-15,0.0,0.7540,
HIST_BOND_S_78,2008-09-17,CA135087YP39,2010-12-01,2.750,10:30,,,,
HIST_BOND_S_914,2008-09-17,CA135087QV98,2009-10-01,10.750,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_913,2008-09-17,CA135087YJ78,2009-12-01,4.250,10:30,2008-09-19,1.0,0.0000,400.000
HIST_BOND_S_912,2008-09-17,CA135087RQ94,2010-03-01,9.750,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_911,2008-09-17,CA135087XY54,2010-09-01,4.000,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_910,2008-09-17,CA135087RW62,2010-10-01,8.750,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_909,2008-09-17,CA135087RY29,2011-03-01,9.000,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_907,2008-09-17,CA135087XB51,2011-06-01,6.000,10:30,2008-09-19,14.2,0.0000,85.611
HIST_BOND_S_908,2008-09-17,CA135087SH86,2011-06-01,8.500,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_906,2008-09-17,CA135087YC26,2011-09-01,3.750,10:30,2008-09-19,19.6,0.0000,50.000
HIST_BOND_S_904,2008-09-17,CA135087YG30,2012-06-01,3.750,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_905,2008-09-17,CA135087XH22,2012-06-01,5.250,10:30,2008-09-19,0.0,0.0000,
HIST_BOND_S_79,2008-11-05,CA135087YR94,2019-06-01,3.750,10:30,,,,
HIST_BOND_S_922,2008-11-05,CA135087XX71,2015-06-01,4.500,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_923,2008-11-05,CA135087TU88,2015-06-01,11.250,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_921,2008-11-05,CA135087YB43,2016-06-01,4.000,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_920,2008-11-05,CA135087TZ75,2021-03-15,10.500,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_919,2008-11-05,CA135087UE28,2021-06-01,9.750,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_918,2008-11-05,CA135087UM44,2022-06-01,9.250,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_917,2008-11-05,CA135087VW17,2027-06-01,8.000,10:30,2008-11-10,45.6,0.8745,156.145
HIST_BOND_S_916,2008-11-05,CA135087WL43,2029-06-01,5.750,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_915,2008-11-05,CA135087XG49,2033-06-01,5.750,10:30,2008-11-10,0.0,0.8745,
HIST_BOND_S_80,2008-12-17,CA135087YP39,2010-12-01,2.750,10:30,,,,
HIST_BOND_S_930,2008-12-17,CA135087RQ94,2010-03-01,9.750,10:30,2008-12-19,-14.0,0.6530,1.000
HIST_BOND_S_929,2008-12-17,CA135087XY54,2010-09-01,4.000,10:30,2008-12-19,0.0,0.6530,
HIST_BOND_S_928,2008-12-17,CA135087RW62,2010-10-01,8.750,10:30,2008-12-19,-4.0,0.6530,1.000
HIST_BOND_S_927,2008-12-17,CA135087RY29,2011-03-01,9.000,10:30,2008-12-19,9.0,0.6530,1.000
HIST_BOND_S_926,2008-12-17,CA135087YC26,2011-09-01,3.750,10:30,2008-12-19,23.6,0.6530,130.000
HIST_BOND_S_924,2008-12-17,CA135087YG30,2012-06-01,3.750,10:30,2008-12-19,0.0,0.6530,
HIST_BOND_S_925,2008-12-17,CA135087XH22,2012-06-01,5.250,10:30,2008-12-19,0.0,0.6530,
HIST_BOND_S_81,2009-01-07,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_938,2009-01-07,CA135087TZ75,2021-03-15,10.500,10:30,2009-01-12,0.0,0.0000,
HIST_BOND_S_937,2009-01-07,CA135087UE28,2021-06-01,9.750,10:30,2009-01-12,0.0,0.0000,
HIST_BOND_S_936,2009-01-07,CA135087UM44,2022-06-01,9.250,10:30,2009-01-12,-26.9,0.0000,5.680
HIST_BOND_S_935,2009-01-07,CA135087UT96,2023-06-01,8.000,10:30,2009-01-12,-12.9,0.0000,526.000
HIST_BOND_S_934,2009-01-07,CA135087VH40,2025-06-01,9.000,10:30,2009-01-12,-1.4,0.0000,436.427
HIST_BOND_S_933,2009-01-07,CA135087VW17,2027-06-01,8.000,10:30,2009-01-12,0.0,0.0000,
HIST_BOND_S_932,2009-01-07,CA135087WL43,2029-06-01,5.750,10:30,2009-01-12,0.0,0.0000,
HIST_BOND_S_931,2009-01-07,CA135087XG49,2033-06-01,5.750,10:30,2009-01-12,0.0,0.0000,
HIST_BOND_S_82,2009-03-05,CA135087YR94,2019-06-01,3.750,10:30,,,,
HIST_BOND_S_948,2009-03-05,CA135087XX71,2015-06-01,4.500,10:30,2009-03-10,0.0,0.8299,
HIST_BOND_S_949,2009-03-05,CA135087TU88,2015-06-01,11.250,10:30,2009-03-10,0.0,0.8299,
HIST_BOND_S_947,2009-03-05,CA135087YB43,2016-06-01,4.000,10:30,2009-03-10,-66.3,0.8299,12.600
HIST_BOND_S_946,2009-03-05,CA135087TZ75,2021-03-15,10.500,10:30,2009-03-10,0.0,0.8299,
HIST_BOND_S_945,2009-03-05,CA135087UE28,2021-06-01,9.750,10:30,2009-03-10,0.0,0.8299,
HIST_BOND_S_944,2009-03-05,CA135087UM44,2022-06-01,9.250,10:30,2009-03-10,48.0,0.8299,12.520
HIST_BOND_S_943,2009-03-05,CA135087UT96,2023-06-01,8.000,10:30,2009-03-10,56.0,0.8299,25.000
HIST_BOND_S_942,2009-03-05,CA135087VH40,2025-06-01,9.000,10:30,2009-03-10,69.2,0.8299,345.000
HIST_BOND_S_941,2009-03-05,CA135087VW17,2027-06-01,8.000,10:30,2009-03-10,0.0,0.8299,
HIST_BOND_S_940,2009-03-05,CA135087WL43,2029-06-01,5.750,10:30,2009-03-10,81.0,0.8299,21.226
HIST_BOND_S_939,2009-03-05,CA135087XG49,2033-06-01,5.750,10:30,2009-03-10,0.0,0.8299,
HIST_BOND_S_83,2009-04-08,CA135087YR94,2019-06-01,3.750,10:30,,,,
HIST_BOND_S_959,2009-04-08,CA135087XX71,2015-06-01,4.500,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_960,2009-04-08,CA135087TU88,2015-06-01,11.250,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_958,2009-04-08,CA135087YB43,2016-06-01,4.000,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_957,2009-04-08,CA135087TZ75,2021-03-15,10.500,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_956,2009-04-08,CA135087UE28,2021-06-01,9.750,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_955,2009-04-08,CA135087UM44,2022-06-01,9.250,10:30,2009-04-14,43.5,0.0000,2.476
HIST_BOND_S_954,2009-04-08,CA135087UT96,2023-06-01,8.000,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_953,2009-04-08,CA135087VH40,2025-06-01,9.000,10:30,2009-04-14,66.3,0.0000,317.465
HIST_BOND_S_952,2009-04-08,CA135087VW17,2027-06-01,8.000,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_951,2009-04-08,CA135087WL43,2029-06-01,5.750,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_950,2009-04-08,CA135087XG49,2033-06-01,5.750,10:30,2009-04-14,0.0,0.0000,
HIST_BOND_S_84,2009-07-09,CA135087YQ12,2041-06-01,4.000,10:30,,,,
HIST_BOND_S_968,2009-07-09,CA135087TZ75,2021-03-15,10.500,10:30,2009-07-14,0.0,0.7155,
HIST_BOND_S_967,2009-07-09,CA135087UE28,2021-06-01,9.750,10:30,2009-07-14,0.0,0.7155,
HIST_BOND_S_966,2009-07-09,CA135087UM44,2022-06-01,9.250,10:30,2009-07-14,0.0,0.7155,
