KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2015-11,2.14,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2015-12,2.1,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-01,2.11,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-02,2.03,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-03,2.05,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-04,2.01,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-05,1.92,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-06,1.9,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-07,1.87,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-08,1.84,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-09,1.86,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-10,1.84,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-11,1.83,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2016-12,1.81,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-01,1.79,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-02,1.77,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-03,1.83,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-04,1.82,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-05,1.76,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-06,1.76,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-07,1.74,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-08,1.75,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-09,1.73,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-10,1.73,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-11,1.72,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2017-12,1.71,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-01,1.65,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-02,1.71,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-03,1.73,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-04,1.7,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-05,1.62,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-06,1.68,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
