KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,CONSOLIDATION,ACCOUNTING_ENTRY,STO,INSTR_ASSET,MATURITY,EXPENDITURE,UNIT_MEASURE,CURRENCY_DENOM,VALUATION,PRICES,TRANSFORMATION,CUST_BREAKDOWN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,EMBARGO_DATE,OBS_EDP_WBB,TIME_FORMAT,COLL_PERIOD,COMMENT_TS,COMPILING_ORG,CURRENCY,CUST_BREAKDOWN_LB,DATA_COMP,DECIMALS,DISS_ORG,GFS_ECOFUNC,GFS_TAXCAT,LAST_UPDATE,REF_PERIOD_DETAIL,REF_YEAR_PRICE,REPYEAREND,REPYEARSTART,TABLE_IDENTIFIER,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT,COMMENT_DSET
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2023-Q1,-1.884,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2023-Q2,-2.0847,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2023-Q3,-1.9485,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2023-Q4,-1.7742,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2024-Q1,-1.6615,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2024-Q2,-1.572,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2024-Q3,-1.3314,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2024-Q4,-1.1454,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2025-Q1,-1.0666,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2025-Q2,-1.0091,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2025-Q3,-1.0951,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2025-Q4,-1.0509,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2026-Q1,-1.1563,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
