date,RRPONTTLD
2023-07-31,1821124.0
2023-08-01,1739554.0
2023-08-02,1770186.0
2023-08-03,1776774.0
2023-08-04,1793804.0
2023-08-07,1810583.0
2023-08-08,1778351.0
2023-08-09,1796519.0
2023-08-10,1759897.0
2023-08-11,1773236.0
2023-08-14,1799311.0
2023-08-15,1743784.0
2023-08-16,1796725.0
2023-08-17,1794120.0
2023-08-18,1819201.0
2023-08-21,1824788.0
2023-08-22,1812294.0
2023-08-23,1816533.0
2023-08-24,1731623.0
2023-08-25,1687379.0
2023-08-28,1708605.0
2023-08-29,1693278.0
2023-08-30,1696819.0
2023-08-31,1651602.0
2023-09-01,1574065.0
2023-09-05,1568490.0
2023-09-06,1606244.0
2023-09-07,1535289.0
2023-09-08,1525403.0
2023-09-11,1549111.0
2023-09-12,1493781.0
2023-09-13,1546225.0
2023-09-14,1492427.0
2023-09-15,1401403.0
2023-09-18,1452942.0
2023-09-19,1453324.0
2023-09-20,1486984.0
2023-09-21,1454115.0
2023-09-22,1427575.0
2023-09-25,1437310.0
2023-09-26,1438301.0
2023-09-27,1442805.0
2023-09-28,1453366.0
2023-09-29,1557569.0
2023-10-02,1365739.0
2023-10-03,1348465.0
2023-10-04,1342031.0
2023-10-05,1265132.0
2023-10-06,1283461.0
2023-10-10,1222440.0
2023-10-11,1239382.0
2023-10-12,1157319.0
2023-10-13,1151818.0
2023-10-16,1108819.0
2023-10-17,1082502.0
2023-10-18,1150781.0
2023-10-19,1114179.0
2023-10-20,1138756.0
2023-10-23,1157976.0
2023-10-24,1097875.0
2023-10-25,1100617.0
2023-10-26,1089850.0
2023-10-27,1091858.0
2023-10-30,1138035.0
2023-10-31,1137697.0
2023-11-01,1079462.0
2023-11-02,1054986.0
2023-11-03,1071139.0
2023-11-06,1062878.0
2023-11-07,1008685.0
2023-11-08,1024451.0
2023-11-09,993314.0
2023-11-10,1032720.0
2023-11-13,1020272.0
2023-11-14,988298.0
2023-11-15,944241.0
2023-11-16,912010.0
2023-11-17,935803.0
2023-11-20,953088.0
2023-11-21,931155.0
2023-11-22,931604.0
2023-11-24,865907.0
2023-11-27,867220.0
2023-11-28,873344.0
2023-11-29,914187.0
2023-11-30,887822.0
2023-12-01,768543.0
2023-12-04,815847.0
2023-12-05,834428.0
2023-12-06,846498.0
2023-12-07,825734.0
2023-12-08,821408.0
2023-12-11,838507.0
2023-12-12,837803.0
2023-12-13,823329.0
2023-12-14,769346.0
2023-12-15,683254.0
2023-12-18,724704.0
2023-12-19,773082.0
2023-12-20,779143.0
2023-12-21,778402.0
2023-12-22,772258.0
2023-12-26,793937.0
2023-12-27,818869.0
2023-12-28,829573.0
2023-12-29,1018483.0
2024-01-02,704864.0
2024-01-03,719897.0
2024-01-04,664899.0
2024-01-05,694478.0
2024-01-08,691485.0
2024-01-09,676050.0
2024-01-10,679961.0
2024-01-11,626370.0
2024-01-12,603116.0
2024-01-16,583103.0
2024-01-17,590191.0
2024-01-18,618234.0
2024-01-19,625182.0
2024-01-22,647103.0
2024-01-23,621195.0
2024-01-24,639560.0
2024-01-25,557687.0
2024-01-26,570828.0
2024-01-29,581410.0
2024-01-30,577755.0
2024-01-31,615379.0
2024-02-01,503548.0
2024-02-02,513422.0
2024-02-05,552289.0
2024-02-06,532439.0
2024-02-07,553055.0
2024-02-08,535705.0
2024-02-09,569175.0
2024-02-12,581568.0
2024-02-13,553684.0
2024-02-14,575332.0
2024-02-15,493065.0
2024-02-16,532125.0
2024-02-20,530879.0
2024-02-21,574882.0
2024-02-22,553245.0
2024-02-23,520107.0
2024-02-26,524959.0
2024-02-27,519725.0
2024-02-28,569855.0
2024-02-29,502074.0
2024-03-01,441265.0
2024-03-04,439793.0
2024-03-05,444474.0
2024-03-06,456847.0
2024-03-07,436754.0
2024-03-08,444803.0
2024-03-11,478728.0
2024-03-12,476862.0
2024-03-13,521738.00000000006
2024-03-14,483573.0
2024-03-15,413877.0
2024-03-18,440596.0
2024-03-19,446978.0
2024-03-20,496245.0
2024-03-21,460631.0
2024-03-22,478531.0
2024-03-25,473787.0
2024-03-26,496062.0
2024-03-27,518357.0
2024-03-28,594428.0
2024-04-01,441903.0
2024-04-02,448424.0
2024-04-03,436631.0
2024-04-04,438764.0
2024-04-05,438319.0
2024-04-08,448597.0
2024-04-09,441792.0
2024-04-10,445816.0
2024-04-11,455361.0
2024-04-12,407322.0
2024-04-15,327066.0
2024-04-16,371554.0
2024-04-17,440508.0
2024-04-18,433006.0
2024-04-19,397234.0
2024-04-22,409816.0
2024-04-23,435880.0
2024-04-24,441215.0
2024-04-25,443928.0
2024-04-26,464912.0
2024-04-29,505530.0
2024-04-30,534234.0
2024-05-01,438148.0
2024-05-02,428680.0
2024-05-03,450165.0
2024-05-06,468970.0
2024-05-07,475325.0
2024-05-08,493427.0
2024-05-09,458550.0
2024-05-10,486434.0
2024-05-13,492068.0
2024-05-14,468344.0
2024-05-15,443779.0
2024-05-16,410121.0
2024-05-17,449373.0
2024-05-20,489728.0
2024-05-21,491720.0
2024-05-22,496382.0
2024-05-23,467398.0
2024-05-24,431239.0
2024-05-28,417836.0
2024-05-29,459314.0
2024-05-30,452034.0
2024-05-31,439806.0
2024-06-03,387069.0
2024-06-04,377825.0
2024-06-05,371841.0
2024-06-06,378125.0
2024-06-07,395462.0
2024-06-10,416481.0
2024-06-11,410449.0
2024-06-12,447574.0
2024-06-13,429864.0
2024-06-14,386885.0
2024-06-17,333429.0
2024-06-18,375542.0
2024-06-20,388841.0
2024-06-21,421040.0
2024-06-24,435916.0
2024-06-25,466310.0
2024-06-26,490156.0
2024-06-27,531692.0
2024-06-28,664570.0
2024-07-01,451783.0
2024-07-02,443369.0
2024-07-03,425898.0
2024-07-05,390632.0
2024-07-08,415257.0
2024-07-09,423152.0
2024-07-10,422147.0
2024-07-11,403708.0
2024-07-12,406590.0
2024-07-15,413280.0
2024-07-16,409594.0
2024-07-17,399401.0
2024-07-18,391652.0
2024-07-19,379801.0
2024-07-22,395901.0
2024-07-23,389837.0
2024-07-24,399121.0
2024-07-25,377433.0
2024-07-26,381257.0
2024-07-29,385281.0
2024-07-30,367054.0
2024-07-31,413200.0
2024-08-01,348885.0
2024-08-02,338473.0
2024-08-05,316246.0
2024-08-06,291958.0
2024-08-07,286660.0
2024-08-08,303159.0
2024-08-09,312198.0
2024-08-12,328641.0
2024-08-13,324494.0
2024-08-14,328472.0
2024-08-15,307141.0
2024-08-16,330317.0
2024-08-19,333583.0
2024-08-20,310819.0
2024-08-21,321329.0
2024-08-22,316777.0
2024-08-23,312896.0
2024-08-26,353557.0
2024-08-27,344045.0
2024-08-28,388890.0
2024-08-29,383434.0
2024-08-30,433130.0
2024-09-03,349808.0
2024-09-04,337312.0
2024-09-05,291091.0
2024-09-06,299271.0
2024-09-09,292158.0
2024-09-10,281392.0
2024-09-11,279215.0
2024-09-12,294464.0
2024-09-13,284951.0
2024-09-16,239386.0
2024-09-17,256337.0
2024-09-18,305831.0
2024-09-19,311777.0
2024-09-20,339316.0
2024-09-23,380372.0
2024-09-24,388977.0
2024-09-25,416193.0
2024-09-26,424916.0
2024-09-27,436518.0
2024-09-30,465638.0
2024-10-01,375221.0
2024-10-02,383398.0
2024-10-03,341248.0
2024-10-04,330012.0
2024-10-07,322948.0
2024-10-08,325355.0
2024-10-09,343448.0
2024-10-10,322587.0
2024-10-11,331735.0
2024-10-15,286398.0
2024-10-16,272072.0
2024-10-17,262210.0
2024-10-18,259892.0
2024-10-21,261043.99999999997
2024-10-22,237760.0
2024-10-23,270839.0
2024-10-24,202798.0
2024-10-25,227000.0
2024-10-28,251032.0
2024-10-29,244841.0
2024-10-30,228946.0
2024-10-31,201278.0
2024-11-01,155476.0
2024-11-04,171885.0
2024-11-05,144243.0
2024-11-06,177871.0
2024-11-07,159002.0
2024-11-08,163621.0
2024-11-12,178814.0
2024-11-13,238106.0
2024-11-14,214509.0
2024-11-15,172400.0
2024-11-18,200030.0
2024-11-19,200664.0
2024-11-20,217793.0
2024-11-21,188567.0
2024-11-22,204254.0
2024-11-25,186749.0
2024-11-26,148823.0
2024-11-27,169815.0
2024-11-29,197627.0
2024-12-02,135858.0
2024-12-03,161572.0
2024-12-04,162866.0
2024-12-05,131964.0
2024-12-06,130014.00000000001
2024-12-09,153029.0
2024-12-10,174842.0
2024-12-11,180120.0
2024-12-12,165025.0
2024-12-13,135777.0
2024-12-16,110753.0
2024-12-17,118093.0
2024-12-18,131651.0
2024-12-19,112417.0
2024-12-20,98356.0
2024-12-23,116004.0
2024-12-24,180989.0
2024-12-26,196818.0
2024-12-27,268739.0
2024-12-30,260743.0
2024-12-31,473460.0
2025-01-02,239858.0
2025-01-03,237377.0
2025-01-06,231926.0
2025-01-07,208296.0
2025-01-08,185144.0
2025-01-09,168225.0
2025-01-10,178800.0
2025-01-13,183669.0
2025-01-14,160219.0
2025-01-15,119977.0
2025-01-16,94489.0
2025-01-17,118327.0
2025-01-21,96015.0
2025-01-22,123981.0
2025-01-23,132031.0
2025-01-24,104972.0
2025-01-27,92863.0
2025-01-28,112760.0
2025-01-29,121842.0
2025-01-30,125965.0
2025-01-31,187913.0
2025-02-03,97781.0
2025-02-04,85654.0
2025-02-05,78788.0
2025-02-06,79983.0
2025-02-07,95248.0
2025-02-10,99653.0
2025-02-11,76446.0
2025-02-12,67670.0
2025-02-13,67820.0
2025-02-14,58770.0
2025-02-18,77817.0
2025-02-19,73196.0
2025-02-20,63207.0
2025-02-21,68983.0
2025-02-24,76818.0
2025-02-25,96000.0
2025-02-26,126058.0
2025-02-27,182148.0
2025-02-28,234422.0
2025-03-03,119987.0
2025-03-04,135257.0
2025-03-05,139493.0
2025-03-06,129269.0
2025-03-07,136305.0
2025-03-10,129054.0
2025-03-11,137310.0
2025-03-12,131055.0
2025-03-13,113435.0
2025-03-14,126234.0
2025-03-17,89496.0
2025-03-18,149503.0
2025-03-19,193378.0
2025-03-20,192640.0
2025-03-21,200850.0
2025-03-24,196565.0
2025-03-25,214786.0
2025-03-26,241371.0
2025-03-27,291785.0
2025-03-28,286575.0
2025-03-31,399167.0
2025-04-01,230063.0
2025-04-02,233488.0
2025-04-03,196265.0
2025-04-04,184499.0
2025-04-07,148146.0
2025-04-08,156911.0
2025-04-09,168115.0
2025-04-10,129949.99999999999
2025-04-11,98531.0
2025-04-14,102838.0
2025-04-15,88878.0
2025-04-16,54772.0
2025-04-17,58600.0
2025-04-21,114114.0
2025-04-22,137951.0
2025-04-23,171780.0
2025-04-24,130003.99999999999
2025-04-25,94021.0
2025-04-28,148649.0
2025-04-29,157537.0
2025-04-30,250601.0
2025-05-01,157353.0
2025-05-02,147882.0
2025-05-05,124690.0
2025-05-06,129858.0
2025-05-07,154859.0
2025-05-08,139768.0
2025-05-09,142272.0
2025-05-12,147505.0
2025-05-13,144214.0
2025-05-14,165024.0
2025-05-15,109436.0
2025-05-16,136799.0
2025-05-19,180417.0
2025-05-20,136033.0
2025-05-21,162802.0
2025-05-22,173018.0
2025-05-23,154841.0
2025-05-27,138066.0
2025-05-28,173641.0
2025-05-29,165660.0
2025-05-30,315657.0
2025-06-02,135841.0
2025-06-03,153177.0
2025-06-04,168882.0
2025-06-05,152727.0
2025-06-06,149284.0
2025-06-09,179315.0
2025-06-10,182725.0
2025-06-11,204625.0
2025-06-12,181417.0
2025-06-13,168645.0
2025-06-16,140759.0
2025-06-17,168939.0
2025-06-18,205050.0
2025-06-20,138283.0
2025-06-23,165319.0
2025-06-24,187367.0
2025-06-25,210879.0
2025-06-26,252432.0
2025-06-27,285742.0
2025-06-30,460731.0
2025-07-01,245530.0
2025-07-02,237307.0
2025-07-03,214665.0
2025-07-07,218030.0
2025-07-08,219415.0
2025-07-09,227273.0
2025-07-10,183339.0
2025-07-11,181637.0
2025-07-14,217841.0
2025-07-15,198277.0
2025-07-16,197086.0
2025-07-17,193660.0
2025-07-18,199298.0
2025-07-21,213666.0
2025-07-22,196374.0
2025-07-23,189632.0
2025-07-24,132186.0
2025-07-25,150509.0
2025-07-28,170463.0
2025-07-29,171018.0
2025-07-30,155481.0
2025-07-31,214445.0
2025-08-01,97426.0
2025-08-04,125730.0
2025-08-05,84356.0
2025-08-06,91966.0
2025-08-07,77961.0
2025-08-08,80303.0
2025-08-11,82214.0
2025-08-12,57492.0
2025-08-13,57202.0
2025-08-14,28818.0
2025-08-15,33757.0
2025-08-18,38240.0
2025-08-19,22344.0
2025-08-20,34999.0
2025-08-21,25358.0
2025-08-22,36275.0
2025-08-25,47567.0
2025-08-26,28574.0
2025-08-27,34744.0
2025-08-28,31966.0
2025-08-29,77898.0
2025-09-02,21066.0
2025-09-03,17923.0
2025-09-04,20128.0
2025-09-05,20997.0
2025-09-08,19416.0
2025-09-09,22915.0
2025-09-10,29400.0
2025-09-11,26897.0
2025-09-12,17331.0
2025-09-15,16954.0
2025-09-16,18817.0
2025-09-17,13963.0
2025-09-18,13707.0
2025-09-19,11363.0
2025-09-22,14173.0
2025-09-23,14402.0
2025-09-24,29172.0
2025-09-25,25369.0
2025-09-26,48073.0
2025-09-29,56220.0
2025-09-30,49071.0
2025-10-01,10179.0
2025-10-02,8436.0
2025-10-03,25392.0
2025-10-06,21776.0
2025-10-07,4622.0
2025-10-08,5231.0
2025-10-09,4496.0
2025-10-10,4124.0
2025-10-14,3516.0
2025-10-15,5484.0
2025-10-16,6960.0
2025-10-17,4102.0
2025-10-20,5931.0
2025-10-21,4699.0
2025-10-22,4005.0
2025-10-23,6941.0
2025-10-24,2435.0
2025-10-27,10642.0
2025-10-28,14096.0
2025-10-29,19504.0
2025-10-30,19166.0
2025-10-31,51802.0
2025-11-03,23792.0
2025-11-04,16983.0
2025-11-05,12814.0
2025-11-06,10754.0
2025-11-07,4903.0
2025-11-10,7152.0
2025-11-12,5886.0
2025-11-13,3761.0
2025-11-14,1559.0
2025-11-17,3172.0
2025-11-18,905.0
2025-11-19,1129.0
2025-11-20,6520.0
2025-11-21,2503.0
2025-11-24,1077.0
2025-11-25,2314.0
2025-11-26,2217.0
2025-11-28,7561.0
2025-12-01,3240.0
2025-12-02,5620.0
2025-12-03,2514.0
2025-12-04,2233.0
2025-12-05,1485.0
2025-12-08,1703.0
2025-12-09,3211.0
2025-12-10,5045.0
2025-12-11,2874.0
2025-12-12,838.0
2025-12-15,2601.0
2025-12-16,1554.0
2025-12-17,10361.0
2025-12-18,11708.0
2025-12-19,3047.0
2025-12-22,1523.0
2025-12-23,5893.0
2025-12-24,4803.0
2025-12-26,20339.0
2025-12-29,10551.0
2025-12-30,12605.0
2025-12-31,105993.0
2026-01-02,5667.0
2026-01-05,6485.0
2026-01-06,2582.0
2026-01-07,4582.0
2026-01-08,3083.0
2026-01-09,3280.0
2026-01-12,3402.0
2026-01-13,3277.0
2026-01-14,3223.0
2026-01-15,2003.0
2026-01-16,1222.0
2026-01-20,3506.0
2026-01-21,3344.0
2026-01-22,2058.0
2026-01-23,927.0
2026-01-26,1489.0
2026-01-27,1253.0
2026-01-28,1103.0
2026-01-29,2852.0
2026-01-30,9629.0
2026-02-02,10415.0
2026-02-03,1785.0
2026-02-04,2414.0
2026-02-05,1748.0
2026-02-06,3111.0
2026-02-09,1306.0
2026-02-10,1447.0
2026-02-11,1048.0
2026-02-12,2844.0
2026-02-13,377.0
2026-02-17,441.0
2026-02-18,856.0
2026-02-19,632.0
2026-02-20,496.0
2026-02-23,877.0
2026-02-24,917.0
2026-02-25,1159.0
2026-02-26,3796.0
2026-02-27,16318.000000000002
2026-03-02,627.0
2026-03-03,1203.0
2026-03-04,877.0
2026-03-05,2793.0
2026-03-06,1512.0
2026-03-09,332.0
2026-03-10,278.0
2026-03-11,552.0
2026-03-12,137.0
2026-03-13,427.0
2026-03-16,582.0
2026-03-17,797.0
2026-03-18,698.0
2026-03-19,637.0
2026-03-20,822.0
2026-03-23,857.0
2026-03-24,1123.0
2026-03-25,777.0
2026-03-26,885.0
2026-03-27,992.0
2026-03-30,752.0
2026-03-31,15782.0
2026-04-01,2107.0
2026-04-02,327.0
2026-04-06,227.0
2026-04-07,15345.0
2026-04-08,177.0
2026-04-09,402.0
2026-04-10,507.0
2026-04-13,227.0
2026-04-14,306.0
2026-04-15,223.0
2026-04-16,158.0
2026-04-17,137.0
2026-04-20,503.0
2026-04-21,807.0
2026-04-22,538.0
2026-04-23,114.0
2026-04-24,82.0
2026-04-27,363.0
2026-04-28,643.0
2026-04-29,747.0
2026-04-30,8261.0
2026-05-01,607.0
2026-05-04,618.0
2026-05-05,1122.0
2026-05-06,1633.0
2026-05-07,773.0
2026-05-08,787.0
2026-05-11,1133.0
2026-05-12,1199.0
2026-05-13,3719.0
2026-05-14,2033.9999999999998
2026-05-15,647.0
2026-05-18,7193.0
2026-05-19,12911.0
2026-05-20,24867.0
2026-05-21,3281.0
2026-05-22,965.0
2026-05-26,1787.0
2026-05-27,1853.0
2026-05-28,1163.0
2026-05-29,11677.0
2026-06-01,1302.0
2026-06-02,2502.0
2026-06-03,2062.0
2026-06-04,1122.0
2026-06-05,761.0
2026-06-08,1832.0
2026-06-09,577.0
2026-06-10,387.0
2026-06-11,460.0
2026-06-12,454.0
2026-06-15,581.0
2026-06-16,10721.0
2026-06-17,6828.0
2026-06-18,251.0
2026-06-22,3925.0
2026-06-23,6484.0
2026-06-24,4534.0
2026-06-25,5718.0
2026-06-26,6426.0
2026-06-29,3546.0
2026-06-30,26900.0
2026-07-01,1000.9999999999999
2026-07-02,2175.0
2026-07-06,2719.0
2026-07-07,4484.0
2026-07-08,3347.0
2026-07-09,5772.0
2026-07-10,545.0
2026-07-13,795.0
2026-07-14,278.0
2026-07-15,151.0
2026-07-16,125.0
2026-07-17,100.0
2026-07-20,30.0
2026-07-21,275.0
2026-07-22,376.0
2026-07-23,904.0
2026-07-24,675.0
2026-07-27,1380.0
2026-07-28,1126.0
2026-07-29,2576.0
2026-07-30,1076.0
2026-07-31,2151.0
2026-08-03,2127.0
2026-08-04,2251.0
2026-08-05,1650.0
2026-08-06,1429.0
2026-08-07,1450.0
2026-08-10,975.0
2026-08-11,1250.0
2026-08-12,725.0
2026-08-13,450.0
2026-08-14,250.0
2026-08-17,255.0
2026-08-18,155.0
2026-08-19,317.0
2026-08-20,225.0
2026-08-21,200.0
2026-08-24,380.0
2026-08-25,405.0
2026-08-26,702.0
2026-08-27,456.0
2026-08-28,175.0
2026-08-31,6726.0
2026-09-01,725.0
2026-09-02,525.0
2026-09-03,702.0
2026-09-04,675.0
2026-09-08,626.0
2026-09-09,432.0
