date,FXERD01
2025-06-06,143.57
2025-06-09,144.69
2025-06-10,144.57
2025-06-11,144.83
2025-06-12,144.18
2025-06-13,143.1
2025-06-16,144.57
2025-06-17,144.72
2025-06-18,145.39
2025-06-19,144.96
2025-06-20,145.24
2025-06-23,146.21
2025-06-24,145.9
2025-06-25,144.94
2025-06-26,144.91
2025-06-27,144.68
2025-06-30,144.51
2025-07-01,143.81
2025-07-02,143.37
2025-07-03,143.53
2025-07-04,144.72
2025-07-07,144.5
2025-07-08,145.88
2025-07-09,146.86
2025-07-10,146.11
2025-07-11,146.28
2025-07-14,147.3
2025-07-15,147.78
2025-07-16,148.78
2025-07-17,148
2025-07-18,148.44
2025-07-22,147.4
2025-07-23,146.78
2025-07-24,146.35
2025-07-25,147.01
2025-07-28,147.78
2025-07-29,148.46
2025-07-30,148.43
2025-07-31,149.23
2025-08-01,150.81
2025-08-04,147.35
2025-08-05,146.78
2025-08-06,147.53
2025-08-07,147.19
2025-08-08,146.81
2025-08-12,148.16
2025-08-13,147.77
2025-08-14,147.12
2025-08-15,147.7
2025-08-18,147.23
2025-08-19,147.92
2025-08-20,147.74
2025-08-21,147.31
2025-08-22,148.39
2025-08-25,147.27
2025-08-26,147.82
2025-08-27,147.49
2025-08-28,147.34
2025-08-29,146.83
2025-09-01,147.13
2025-09-02,147.1
2025-09-03,148.59
2025-09-04,147.97
2025-09-05,148.43
2025-09-08,148.31
2025-09-09,147.38
2025-09-10,147.4
2025-09-11,147.36
2025-09-12,147.24
2025-09-16,147.41
2025-09-17,146.41
2025-09-18,146.88
2025-09-19,147.96
2025-09-22,148.11
2025-09-24,147.59
2025-09-25,148.8
2025-09-26,149.88
2025-09-29,149.42
2025-09-30,148.64
2025-10-01,148.03
2025-10-02,147.11
2025-10-03,147.16
2025-10-06,149.58
2025-10-07,150.37
2025-10-08,152.07
2025-10-09,152.73
2025-10-10,153.03
2025-10-14,152.46
2025-10-15,151.72
2025-10-16,151
2025-10-17,150.14
2025-10-20,150.92
2025-10-21,150.83
2025-10-22,151.87
2025-10-23,152
2025-10-24,152.61
2025-10-27,153.08
2025-10-28,152.7
2025-10-29,151.75
2025-10-30,152.72
2025-10-31,153.91
2025-11-04,154.22
2025-11-05,153.55
2025-11-06,154.09
2025-11-07,152.94
2025-11-10,153.83
2025-11-11,154.15
2025-11-12,154.09
2025-11-13,154.71
2025-11-14,154.64
2025-11-17,154.61
2025-11-18,155.29
2025-11-19,155.52
2025-11-20,157.01
2025-11-21,157.39
2025-11-25,156.91
2025-11-26,156.18
2025-11-27,156.22
2025-11-28,156.3
2025-12-01,155.91
2025-12-02,155.57
2025-12-03,155.76
2025-12-04,155.1
2025-12-05,155.13
2025-12-08,155.31
2025-12-09,155.86
2025-12-10,156.8
2025-12-11,155.75
2025-12-12,155.49
2025-12-15,155.87
2025-12-16,155.03
2025-12-17,154.78
2025-12-18,155.49
2025-12-19,155.58
2025-12-22,157.65
2025-12-23,156.91
2025-12-24,156.11
2025-12-25,155.95
2025-12-26,156.13
2025-12-29,156.48
2025-12-30,155.98
2026-01-05,157
2026-01-06,156.61
2026-01-07,156.66
2026-01-08,156.7
2026-01-09,156.87
2026-01-13,158
2026-01-14,159.2
2026-01-15,158.44
2026-01-16,158.6
2026-01-19,157.57
2026-01-20,158.16
2026-01-21,158.21
2026-01-22,158.46
2026-01-23,158.49
2026-01-26,155.17
2026-01-27,154.4
2026-01-28,152.5
2026-01-29,153.09
2026-01-30,153.14
2026-02-02,155.2
2026-02-03,155.47
2026-02-04,155.81
2026-02-05,156.9
2026-02-06,156.81
2026-02-09,157.24
2026-02-10,156.13
2026-02-12,153.27
2026-02-13,152.78
2026-02-16,152.79
2026-02-17,153.55
2026-02-18,153.14
2026-02-19,154.7
2026-02-20,155.2
2026-02-24,154.67
2026-02-25,155.91
2026-02-26,156.18
2026-02-27,155.87
2026-03-02,156.65
2026-03-03,157.28
2026-03-04,157.77
2026-03-05,156.98
2026-03-06,157.55
2026-03-09,158.42
2026-03-10,157.87
2026-03-11,158.11
2026-03-12,159.08
2026-03-13,159.24
2026-03-16,159.56
2026-03-17,159.14
2026-03-18,158.91
2026-03-19,159.82
2026-03-23,159.15
2026-03-24,158.49
2026-03-25,158.7
2026-03-26,159.4
2026-03-27,159.73
2026-03-30,160.23
2026-03-31,159.84
2026-04-01,158.59
2026-04-02,158.72
2026-04-03,159.49
2026-04-06,159.79
2026-04-07,159.7
2026-04-08,158.71
2026-04-09,158.65
2026-04-10,159.1
2026-04-13,159.68
2026-04-14,159.23
2026-04-15,158.81
2026-04-16,158.82
2026-04-17,159.22
2026-04-20,159.17
2026-04-21,158.84
2026-04-22,159.37
2026-04-23,159.49
2026-04-24,159.76
2026-04-27,159.58
2026-04-28,159.36
2026-04-30,160.19
2026-05-01,156.98
2026-05-07,156.53
2026-05-08,156.86
2026-05-11,156.86
2026-05-12,157.25
2026-05-13,157.68
2026-05-14,157.86
2026-05-15,158.39
2026-05-18,158.85
2026-05-19,158.88
2026-05-20,159.05
2026-05-21,158.89
2026-05-22,159.03
2026-05-25,158.95
2026-05-26,158.97
2026-05-27,159.25
2026-05-28,159.58
2026-05-29,159.27
2026-06-01,159.37
2026-06-02,159.65
2026-06-03,159.98
2026-06-04,159.95
2026-06-05,160
2026-06-08,160.34
2026-06-09,160.19
2026-06-10,160.39
2026-06-11,160.53
2026-06-12,160.14
2026-06-15,159.96
2026-06-16,160.25
2026-06-17,160.43
2026-06-18,160.6
2026-06-19,161.3
2026-06-22,161.43
2026-06-23,161.57
2026-06-24,161.6
2026-06-25,161.77
2026-06-26,161.8
2026-06-29,161.79
2026-06-30,161.93
2026-07-01,162.64
2026-07-02,162.55
2026-07-03,161.45
2026-07-06,161.47
2026-07-07,162.1
2026-07-08,162.38
2026-07-09,162.53
2026-07-10,162.37
2026-07-13,161.92
2026-07-14,162.42
2026-07-15,162.19
2026-07-16,162.08
2026-07-17,162.37
2026-07-21,162.48
2026-07-22,163.19
2026-07-23,163.1
2026-07-24,163.85
2026-07-27,163.62
2026-07-28,163.79
2026-07-29,163.87
2026-07-30,163.31
2026-07-31,160.18
2026-08-03,157.58
2026-08-04,157.55
2026-08-05,157.71
2026-08-06,157.62
2026-08-07,158.44
2026-08-10,157.91
2026-08-12,159.27
2026-08-13,159.34
2026-08-14,159.44
2026-08-17,159.22
2026-08-18,159.34
2026-08-19,159.55
2026-08-20,158.26
2026-08-21,158.88
2026-08-24,158.87
2026-08-25,159.13
2026-08-26,159.22
2026-08-27,159.25
2026-08-28,159.31
2026-08-31,160.12
2026-09-01,159.77
2026-09-02,160.21
2026-09-03,158.91
2026-09-04,155.65
2026-09-07,156.21
