A3 MONETARY POLICY OPERATIONS – ES BALANCES AND REPO AGREEMENTS
Title,Total ES Balances,Surplus ES Balances,Margin applied on ES Balances,SF Repos at the Rate on Surplus ESA Balances,SF Repos at Margin,OMO Reverse Repos,OMO Triparty Reverse Repos,OMO Repos,AGS Collateral Securities,Semi Collateral Securities,Other Government Collateral Securities,ADI Collateral Securities,ABS Collateral Securities,Other Collateral Securities
30-Oct-2019,28811,2321,,27392,,52666,22178,,25304,12450,2884,13939,37015,402
31-Oct-2019,29321,2969,,27393,,53214,20786,,26665,12333,2597,13571,37013,327
01-Nov-2019,29560,2736,,27381,,53326,20976,,26663,13452,2582,13718,35873,328
04-Nov-2019,29809,2235,,27382,,53169,21151,600,27040,13371,2519,13178,35874,327
05-Nov-2019,29607,2607,,27383,,53170,21020,600,26972,13461,2721,12884,35896,332
06-Nov-2019,29089,2432,,27383,,52107,20557,,26402,13090,2539,12847,35896,327
07-Nov-2019,28777,2358,,27384,,52571,21482,,26212,13707,2692,12782,35896,389
08-Nov-2019,29364,2501,,27385,,52356,20694,,24844,14887,2655,12779,35870,348
11-Nov-2019,28766,2389,,27386,,52348,20416,,25122,15371,2549,11899,35914,456
12-Nov-2019,29565,2332,,27387,,51386,20866,,24628,15228,2543,11558,35903,403
13-Nov-2019,28898,2140,,27387,,50809,20440,,24200,15410,2552,11373,35753,400
14-Nov-2019,28811,2365,,27388,,50623,20339,,23154,16132,2483,11702,35751,457
15-Nov-2019,29232,2496,,27388,,49878,19939,,22650,15698,2510,11725,35731,459
18-Nov-2019,28560,2400,,27390,,49661,19635,,21867,16404,2559,11628,35713,462
19-Nov-2019,28507,2304,,27391,,49386,19895,,22941,15723,2535,11194,35582,461
20-Nov-2019,27958,2840,,27391,,49522,19814,,23874,14914,2606,11258,35764,462
21-Nov-2019,23713,2926,,27392,,49939,20280,,23791,14928,2604,11882,35677,462
22-Nov-2019,28304,2534,,27392,,49404,19086,,23386,15039,2663,11474,35720,463
25-Nov-2019,27181,2274,,27394,,49844,18351,,23463,16236,2542,10914,35581,399
26-Nov-2019,28475,2330,,27395,,50146,17160,,23088,16776,2658,10968,35605,363
27-Nov-2019,28459,2045,,27395,,49494,17677,,22445,16774,2759,11085,35551,306
28-Nov-2019,28476,2335,,27396,,48399,16209,,21928,16676,2454,11005,35553,203
29-Nov-2019,28904,2706,,27396,,48232,16434,300,21933,16235,2669,11035,35447,276
02-Dec-2019,27489,2323,,27399,,48608,17036,300,22442,15918,2772,11028,34742,337
03-Dec-2019,30005,2320,,27399,,48260,16559,300,22399,15656,2815,10752,34742,332
04-Dec-2019,29047,2462,,27400,,47437,16694,300,23061,15553,2879,9402,34742,331
05-Dec-2019,28940,2161,,27401,,47486,17589,300,23426,15260,2822,9264,34744,330
06-Dec-2019,29228,2347,,27401,,47273,17328,,23813,14695,2848,9269,34744,333
09-Dec-2019,29158,2347,,27403,,47678,17708,,24174,14618,2682,9539,34743,342
10-Dec-2019,29260,2296,,27403,,46871,18338,,22867,15228,2755,9299,34838,339
11-Dec-2019,29289,2439,,27404,,47300,17834,,22798,15383,2739,9625,34838,339
12-Dec-2019,28727,2189,,27405,,46416,16652,,22060,15698,2869,8978,34837,338
13-Dec-2019,28951,2118,,27405,,46859,18126,,23833,14966,2770,8249,35006,339
16-Dec-2019,28735,2155,,27407,,47093,18637,,24666,14557,2847,8132,34985,336
17-Dec-2019,28912,2211,,27407,,46984,18617,,23840,15431,2821,7990,34971,337
18-Dec-2019,28587,2272,,27408,,46688,18811,,24308,14765,2839,7877,34962,279
19-Dec-2019,27183,2298,,27408,,48413,18305,,27355,14340,2613,7067,34962,279
20-Dec-2019,28203,2301,,27409,,50103,18585,,28498,14217,2472,8014,34903,286
23-Dec-2019,27267,3061,,27411,,49702,19106,,27508,14701,2563,7996,34939,281
24-Dec-2019,29730,2952,,27411,,47806,19042,,25179,14232,2609,9054,35540,251
27-Dec-2019,28990,2034,,27413,,47382,18497,,25254,13609,2601,9200,35560,273
30-Dec-2019,29139,2346,,27415,,47491,18329,,25900,13241,2640,9016,35555,246
31-Dec-2019,29911,2736,,27415,,48865,18070,,26601,13560,2641,9347,35543,166
02-Jan-2020,29338,2485,,27402,,49387,16801,,26125,13673,2644,10681,35445,165
03-Jan-2020,29621,2477,,27402,,49741,17310,,26832,13663,2328,10860,35445,133
06-Jan-2020,29111,2328,,27404,,50620,18182,,27202,14218,2492,10656,35479,173
07-Jan-2020,30215,3190,,27405,,48446,17310,,24545,14885,2556,10325,35476,174
08-Jan-2020,29730,2778,,27405,,47990,16250,,24169,15088,2376,10260,35488,158
09-Jan-2020,29347,2510,,27406,,46875,16040,,24646,13334,2382,10255,35529,165
10-Jan-2020,29418,2348,,27406,,46000,14689,,23456,13271,2673,10281,35549,167
13-Jan-2020,28973,2159,,27408,,46074,15355,,23992,12256,2713,10773,35587,275
14-Jan-2020,29086,2237,,27408,,45257,16329,,23157,12098,2650,10903,35601,284
15-Jan-2020,28924,2258,,27409,,45126,16436,,22967,12385,2644,10726,35881,285
16-Jan-2020,28665,2111,,27410,,44227,16706,,22211,12004,2610,11066,35832,290
17-Jan-2020,29032,2315,,27410,,44546,16836,,22152,12374,2626,11080,35822,294
20-Jan-2020,28352,2760,,27412,,46168,17512,,24488,13247,2626,9484,35708,294
21-Jan-2020,24646,2214,,27412,,45554,16850,,24603,12919,2555,9154,35711,276
22-Jan-2020,28821,2300,,27413,,44631,17130,,24304,12401,2570,9055,35715,276
23-Jan-2020,28562,2040,,27414,,43449,16554,,23125,12851,2489,8655,35605,283
24-Jan-2020,29437,2573,,27414,,43036,17724,,23551,11900,2650,8621,35662,288
28-Jan-2020,28916,2361,,27416,,43189,18384,,23684,11584,2791,8991,35661,289
29-Jan-2020,28903,2186,,27417,,42931,18915,,23108,11827,2795,8918,35794,227
30-Jan-2020,28795,2189,,27417,,41806,18516,,22841,11853,2656,8241,35647,230
31-Jan-2020,29213,2303,,27418,,41695,18083,,22113,12365,2722,8212,35741,199
03-Feb-2020,29237,2305,,27652,,41819,18428,,22830,12003,2843,8102,35732,220
04-Feb-2020,30725,2529,,27652,,41381,18840,,22293,12040,2760,8217,35727,220
05-Feb-2020,29277,2156,,27653,,40721,18945,,21915,11375,2853,8406,35727,217
06-Feb-2020,29217,2308,,27654,,40852,18628,,21637,12102,2891,7961,35728,209
07-Feb-2020,29595,2364,,27654,,42009,19604,,24356,10319,3011,8125,35704,221
10-Feb-2020,29271,2269,,27656,,42507,20165,,24427,10412,3059,8411,35705,253
11-Feb-2020,29562,2331,,27656,,42637,20013,,25154,10103,2808,8411,35626,246
12-Feb-2020,29053,2052,,27657,,42574,20433,,25650,9686,2838,8264,35537,251
13-Feb-2020,28961,2193,,27658,,42167,20222,,25969,9566,2622,7791,35611,244
14-Feb-2020,28988,2053,,27658,,42461,19730,,25528,9924,2548,8285,35611,240
17-Feb-2020,29298,2573,,27660,,43122,19906,75,25830,9802,2640,8577,35813,242
18-Feb-2020,29186,2398,,27670,,42549,20010,75,25549,9565,2489,8709,35811,257
19-Feb-2020,28409,1990,,27671,,42491,19460,,24511,10039,3021,8678,35898,257
20-Feb-2020,27178,2429,,27672,,42948,20752,,25556,9656,3067,8365,35978,258
21-Feb-2020,24898,2282,,27672,,42055,20390,,24903,9483,3062,8319,35978,271
24-Feb-2020,29079,2338,,28674,,42624,20586,,25088,9599,3131,8390,37750,275
25-Feb-2020,29567,2349,,28664,,43803,19986,,26548,9853,3074,7977,37750,274
26-Feb-2020,28823,2331,,28665,,45632,21179,,28333,10079,3126,7769,37748,272
27-Feb-2020,28040,2375,,28666,,44498,19939,,26736,10726,2971,7844,37700,267
28-Feb-2020,26762,2428,,28666,,43746,19779,,26550,10552,2988,7157,37699,271
02-Mar-2020,29954,2766,,28975,,44270,19485,,27386,10313,3098,7206,37742,295
03-Mar-2020,32927,3574,,28976,,43564,19765,220,26700,10360,3038,7193,37743,295
04-Mar-2020,31659,3457,,28977,,42728,19303,415,26184,10326,2969,7083,37743,296
05-Mar-2020,31783,3658,,28977,,42278,18188,565,25400,11262,2879,6361,37752,309
06-Mar-2020,32034,3624,,28978,,44143,19113,840,26281,12175,2832,6616,37790,294
09-Mar-2020,31471,3119,,28979,,45171,20855,690,27367,11696,3061,6794,37837,295
10-Mar-2020,32217,4711,,28020,,44671,20972,690,26141,11996,3139,6851,36363,303
11-Mar-2020,32387,4984,,28020,,46681,21252,1025,26158,11339,3177,7520,36369,327
12-Mar-2020,33789,6693,,28021,,46777,21252,1111,27352,11667,3296,7686,36429,427
13-Mar-2020,38117,10737,,28021,,53791,23782,1881,30679,11616,3433,11496,36431,445
16-Mar-2020,40284,12942,,28022,,56880,24732,3094,31269,12353,3443,13287,36826,457
17-Mar-2020,41792,14352,,28023,,63737,26611,8650,33828,13599,3458,16821,36910,453
18-Mar-2020,45862,18825,,28023,,72106,28962,13555,37775,16429,3555,17973,37366,477
19-Mar-2020,56366,30121,,28023,,81808,31075,13405,39641,19295,3538,22147,38132,952
20-Mar-2020,69296,43004,,28000,,84444,31638,,41077,19811,3574,23460,38625,958
23-Mar-2020,68457,43624,,28001,,87152,32740,,41839,20119,3652,25621,39101,926
24-Mar-2020,81000,53565,,28001,,93489,34245,,43203,21796,3709,28687,39665,935
25-Mar-2020,86598,59329,,28001,,94739,34465,,43041,21939,3784,29798,39668,962
26-Mar-2020,90701,63581,,28001,,95635,34005,,42819,21799,3802,31172,39848,959
27-Mar-2020,91041,63516,,28001,,95431,34460,,41460,21966,3799,32283,39849,1043
30-Mar-2020,94787,66847,,28002,,94754,34131,,40627,22651,3821,31961,39799,1046
31-Mar-2020,99466,72189,,28002,,95183,34282,,39950,22688,3662,33299,40034,1057
01-Apr-2020,102549,75088,,28067,,94843,34733,,39017,23210,3765,33464,39358,1060
02-Apr-2020,106691,78221,,28067,,93565,33832,,38029,22817,3731,33440,39357,1061
03-Apr-2020,109401,81680,,28068,,92593,33732,,37359,22620,3769,33870,39943,1054
06-Apr-2020,112330,84800,,28068,,91380,32801,,35067,23510,3717,34146,41014,1060
07-Apr-2020,114767,87018,,28068,,90841,32624,,33838,23226,3693,34978,42563,1061
08-Apr-2020,116590,89049,,28069,,90190,32158,,33397,22920,3609,35129,42534,1057
09-Apr-2020,114146,86768,,28069,,88480,30909,,30795,23250,3619,35752,42595,1018
14-Apr-2020,110639,83516,,28070,,86182,29841,,29926,22390,3567,35955,42855,1017
15-Apr-2020,114439,86986,,28070,,84743,29151,,29436,22024,3448,35666,40771,1017
16-Apr-2020,114524,87251,,28070,,83191,28754,,27922,22231,3443,35534,41125,1017
17-Apr-2020,113119,85757,,28070,,84710,29535,,29043,22060,3462,36054,41143,1056
20-Apr-2020,109861,83742,,28071,,82953,28758,,27463,21910,3356,36059,41310,1047
21-Apr-2020,95554,71338,,28071,,83220,29403,,28738,21279,3315,36055,41262,1014
22-Apr-2020,94209,67275,,28071,,83771,30026,,28867,21851,3408,35792,41263,1059
23-Apr-2020,96388,69599,,28071,,85154,30452,,29690,22050,3404,36243,41256,1021
24-Apr-2020,93895,66399,,28072,,85404,30662,,31082,21242,3403,36093,41249,1084
27-Apr-2020,96448,69797,,28072,,87921,31550,,31382,23133,3261,36488,41376,1207
28-Apr-2020,94157,67697,,28072,,86777,31321,,30722,22858,3202,36560,41610,1226
29-Apr-2020,93603,66433,,28073,,85169,30597,,30412,22422,3101,35861,41554,1251
30-Apr-2020,90887,63743,,28073,,84434,31178,,29959,21776,3172,36316,41501,1274
01-May-2020,88202,60584,,28163,,84501,31178,,30652,21373,3177,36238,39813,1287
04-May-2020,90588,61876,,28163,,85494,31809,,31594,21596,3171,36044,39813,1387
05-May-2020,90286,62551,,28164,,87057,32409,,31354,22635,3219,36754,40286,1388
06-May-2020,91158,63611,,28164,,88220,32537,,32817,21981,3250,36994,40376,1388
07-May-2020,93279,65896,,28164,,88361,32497,,32806,22203,3199,37099,40390,1320
08-May-2020,90610,62910,,28164,,89811,33198,,34151,22178,3246,37273,40486,1362
11-May-2020,93583,66173,,28165,,90599,33248,,34583,22263,3339,37391,40480,1365
12-May-2020,95174,67551,,28165,,90805,33249,,34728,22214,3353,37589,40462,1357
13-May-2020,96789,69299,,28165,,91070,33399,,33710,23043,3280,38179,40442,1367
14-May-2020,99013,71919,,28165,,91703,33799,,33696,23648,3280,38470,40462,1383
15-May-2020,96352,69058,,28166,,92179,34199,,33659,24051,3332,38624,40976,1362
18-May-2020,96345,69217,,28166,,92381,34399,,33594,24187,3322,38733,41060,1389
19-May-2020,95921,68566,,28166,,92781,34699,,34432,23692,3319,38695,41049,1390
20-May-2020,95774,69351,,28167,,93675,35200,,34785,24005,3408,38920,41040,1387
21-May-2020,77364,53531,,28167,,94177,35402,,36088,24160,3454,37845,41293,1385
22-May-2020,77594,50746,,28167,,96017,35902,,37717,24702,3451,37736,41318,1387
25-May-2020,78402,51850,,28168,,96545,36403,,38134,24843,3457,37791,41405,1368
26-May-2020,77403,51051,,28168,,97823,36503,,39432,24717,3473,37835,41508,1394
27-May-2020,76981,49872,,28168,,98738,36753,,40513,24599,3472,37889,41442,1398
28-May-2020,80512,53598,,28168,,99388,36904,,41338,24599,3529,37892,41896,1394
29-May-2020,75992,48739,,28168,,101169,37554,,42768,24811,3680,38059,42406,1096
01-Jun-2020,72448,45904,,28011,,101198,37535,,43299,25074,3519,37646,41573,1130
02-Jun-2020,73537,45146,,28011,,101569,37771,,43399,25120,3604,37668,41635,1155
03-Jun-2020,74909,47741,,28011,,102203,38071,,43212,25792,3632,37627,41654,1208
04-Jun-2020,74425,47457,,28011,,101533,37822,,43214,24681,3654,38042,41735,1325
05-Jun-2020,69727,42686,,28012,,101543,37733,,42615,25079,3628,38174,41715,1289
09-Jun-2020,74423,47478,,28012,,97779,35962,,40817,24579,3417,36887,41708,1294
10-Jun-2020,77112,49722,,28013,,99511,36429,,42066,25103,3403,37028,41667,1296
11-Jun-2020,75609,48377,,28013,,98559,36518,,42249,24526,3342,36645,42021,1274
12-Jun-2020,77969,50689,,28013,,100571,37228,,44358,24403,3422,36637,47172,1303
15-Jun-2020,77347,50211,,28013,,99365,37059,,45071,24145,3461,35027,47175,1304
16-Jun-2020,75163,47670,,28014,,95553,37321,,44469,23599,3370,31804,47114,1219
17-Jun-2020,75410,48218,,28014,,93712,37198,,43793,22241,3390,31370,47374,1205
18-Jun-2020,74807,48227,,28014,,94208,37533,,44211,22763,3364,30897,47855,1296
19-Jun-2020,67434,41013,,28014,,93296,38342,,43605,22926,3349,30384,47792,1366
22-Jun-2020,67928,44240,,28015,,95217,38191,,44554,24399,3359,29873,48329,1368
23-Jun-2020,70237,43092,,28015,,97906,40189,,46853,24785,3306,29803,49295,1414
24-Jun-2020,65392,38015,,28015,,94514,39748,,46966,21869,3412,29093,49214,1434
25-Jun-2020,68960,41789,,28015,,96797,39137,,46896,24948,3435,28595,49173,1465
26-Jun-2020,69840,42595,,28016,,97363,39357,,47519,24823,3479,28163,49017,1462
29-Jun-2020,71136,44269,,28016,,97007,39551,,47694,24901,3446,27649,49029,1395
30-Jun-2020,73497,46426,,28016,,96701,39720,,47371,25302,3370,27756,50015,1438
01-Jul-2020,75497,48058,,27943,,98687,39751,,47389,27111,3362,27876,49940,1439
02-Jul-2020,78083,49728,,27943,,98492,39751,,47193,27186,3306,27929,50088,1417
03-Jul-2020,74947,47466,,27943,,98423,39851,,47526,27029,3307,27680,50087,1442
06-Jul-2020,77035,49795,,27944,,97923,39642,,47004,27189,3372,27440,51213,1513
07-Jul-2020,82764,55200,,27944,,97044,39573,,45283,27413,3456,27219,51229,1509
08-Jul-2020,84164,56696,,27944,,96830,39633,,45225,27450,3421,27031,51546,1507
09-Jul-2020,86865,59360,,27944,,96275,39623,,44841,27396,3423,26662,51681,1509
10-Jul-2020,83224,55721,,27945,,95836,39494,,45058,26947,3395,26699,51674,1468
13-Jul-2020,84850,57922,,27945,,95258,39267,,44690,26949,3344,26483,52768,1588
14-Jul-2020,87924,60615,,27945,,94156,38937,,44424,26383,3350,26125,58715,1607
15-Jul-2020,92952,65761,,27946,,92394,38938,,42674,26380,3397,26339,60816,1635
16-Jul-2020,92310,65274,,27946,,90093,36988,,40900,26225,3497,25804,60790,1664
17-Jul-2020,89241,62147,,27946,,87828,36561,,39552,25767,3420,25373,60824,1651
20-Jul-2020,86704,60556,,27947,,86757,36181,,38808,25807,3499,25004,62028,1657
21-Jul-2020,81329,58437,,27947,,83320,35581,,38433,23049,3407,24787,62076,1643
22-Jul-2020,78933,52015,,27947,,82727,35481,,37893,23005,3420,24759,62396,1638
23-Jul-2020,77754,50864,,27947,,80343,35017,,37727,20611,3287,24970,63023,1633
24-Jul-2020,69580,42440,,27947,,83328,35406,,40431,20669,3248,25431,63014,1667
27-Jul-2020,69001,42518,,27948,,82295,34657,,39754,20555,3267,25042,64254,1738
28-Jul-2020,67062,40501,,27948,,80458,34677,,39693,18536,3240,25366,64321,1727
29-Jul-2020,69709,42637,,27948,,80838,34797,,40051,18709,3203,25410,64353,1677
30-Jul-2020,69573,42598,,27948,,79429,33938,,39320,18433,3090,25150,66216,1658
31-Jul-2020,68050,40714,,27939,,79559,33958,,39632,18196,3131,25155,66227,1728
03-Aug-2020,68274,41096,,27943,,79296,33809,,39412,18199,3133,25025,66335,1730
04-Aug-2020,70419,41801,,27953,,78291,33627,,39084,17612,3122,24974,67579,1730
05-Aug-2020,57977,30543,,27953,,78579,33470,,39328,17670,3046,25015,67701,1733
06-Aug-2020,59457,32140,,27954,,76844,32529,,38373,17451,3031,24401,67694,1672
07-Aug-2020,59525,32039,,27954,,76845,32529,,38408,17456,3062,24397,67784,1659
10-Aug-2020,61707,34403,,27954,,75914,32635,,37591,17362,3045,24333,69223,1665
11-Aug-2020,63286,35845,,27955,,75914,32635,,37476,17520,2981,24321,69215,1664
12-Aug-2020,66593,39301,,27955,,76058,32597,,37728,17479,2931,24269,69104,1657
13-Aug-2020,67676,40672,,27955,,74531,32387,,37098,16806,2817,24279,71943,1660
14-Aug-2020,66694,39264,,27955,,74642,32498,,37093,16826,2853,24272,71959,1670
17-Aug-2020,71777,44700,,27956,,72775,30846,,35166,16818,2903,24325,76268,1667
18-Aug-2020,72769,45527,,27956,,73805,31883,,36309,16778,2946,24298,77000,1645
19-Aug-2020,72519,45710,,27956,,73028,31203,,35525,16955,2806,24189,77180,1663
20-Aug-2020,74317,48739,,27956,,69994,29614,,33286,16774,2812,23568,79769,1635
21-Aug-2020,77000,54469,,27956,,69995,29647,,32883,17169,2808,23563,80405,1623
24-Aug-2020,77100,51252,,27957,,70247,29761,,33323,16954,2783,23690,81712,1624
25-Aug-2020,74679,49046,,27957,,70007,29301,,33080,16932,2799,23636,81706,1664
26-Aug-2020,74162,46950,,27957,,69035,28901,,32582,16473,2807,23564,81757,1641
27-Aug-2020,75536,48645,,27958,,68735,28751,,32088,16675,2764,23624,84795,1668
28-Aug-2020,74765,47476,,27958,,68751,28713,,32090,16384,2888,23652,84816,1697
31-Aug-2020,84659,57552,,27958,,68317,28049,,31853,16200,2906,23815,95987,1693
01-Sep-2020,84443,56814,,28177,,68009,28324,,31957,16278,2910,23366,95980,1645
02-Sep-2020,65015,36325,,28177,,66876,27698,,32077,15320,2875,23153,96062,1649
03-Sep-2020,66260,38717,,28177,,65232,26977,,31450,14698,2895,22701,98908,1637
04-Sep-2020,63894,36198,,28177,,65682,27428,,31701,14857,2915,22663,98988,1682
07-Sep-2020,68436,40877,,28178,,63253,25527,,29972,14389,2943,22257,102713,1686
08-Sep-2020,74590,46829,,28178,,63845,26237,,30097,14818,2828,22408,103008,1683
09-Sep-2020,73896,46385,,28178,1,62810,26317,,29431,14406,2903,22545,103008,1694
10-Sep-2020,75626,48375,,28179,,60829,25577,,28374,14111,2923,22019,105947,1613
11-Sep-2020,77497,50106,,28179,,60851,25577,,28358,14154,2916,22043,106046,1622
14-Sep-2020,76781,50154,,28179,,57014,24675,,27502,14033,2895,18960,110191,1616
15-Sep-2020,77713,50152,,28180,,55974,24415,,26849,13556,2934,18930,110514,1667
16-Sep-2020,77850,50409,,28180,,54664,24035,,25031,14052,2983,18880,111102,1684
17-Sep-2020,75469,48303,,28180,,47484,22832,,23352,11759,2943,15513,113716,1689
18-Sep-2020,70751,43947,,28180,,47984,23333,,23669,12049,2945,15533,113785,1703
21-Sep-2020,70932,47277,,28181,,45032,22361,,23187,11244,3002,13859,125406,1645
22-Sep-2020,71185,43745,,28181,,45173,22361,,23080,11347,3011,13997,126522,1683
23-Sep-2020,71237,43698,,28181,,44080,21771,,23248,11043,2973,13245,126377,1695
24-Sep-2020,74163,47034,,28181,,43328,21656,,23388,10566,2969,12639,129887,1687
25-Sep-2020,86310,58544,,28181,,41784,20955,,22932,10455,2993,11694,132430,1654
28-Sep-2020,87371,59782,,28182,,40939,20414,,22648,10392,2934,11396,132685,1652
29-Sep-2020,63717,35924,,28182,,41149,20526,,23014,10192,2847,11789,132905,1661
30-Sep-2020,66005,38468,,28182,,40068,20376,,22447,9748,2842,11831,136388,1708
01-Oct-2020,64808,38176,,28146,,38547,19756,,21902,9125,2802,11398,136486,1701
02-Oct-2020,63098,34243,,28146,,39217,20406,,22309,9407,2825,11407,136479,1716
05-Oct-2020,64030,35901,,28146,,39218,20406,,22284,9432,2827,11407,136478,1717
06-Oct-2020,64269,36755,,28147,,37448,19277,,21846,9255,2750,10427,136285,1641
07-Oct-2020,72879,45282,,28147,,38077,20047,,21776,9928,2814,10458,135995,1651
08-Oct-2020,73086,45667,,28147,,36908,19997,,20696,9884,2661,10482,136042,1652
09-Oct-2020,70533,42747,,28147,,37858,20419,,21638,9973,2570,10548,136043,1633
12-Oct-2020,68923,41431,,28148,,36436,20259,,20844,9554,2522,10233,136054,1638
13-Oct-2020,71813,44124,,28148,,36743,20599,,20765,9921,2486,10304,136032,1648
14-Oct-2020,71563,44183,,28148,,35391,19949,,19737,9761,2427,10218,135961,1696
15-Oct-2020,69682,42409,,28148,,31749,18384,,18225,8667,2225,9409,136564,1640
16-Oct-2020,66378,38964,,28149,,32160,18821,,18466,8690,2297,9410,136407,1658
19-Oct-2020,65615,38785,,28149,,31357,18221,,18235,8700,1895,9199,136598,1630
20-Oct-2020,65043,38353,,28149,,31508,18221,,18653,8431,1922,9195,136579,1624
21-Oct-2020,62343,39375,,28150,,29885,17942,,16787,8773,1798,9310,136551,1492
22-Oct-2020,61475,34892,,28150,,30135,18192,,16599,8913,1950,9299,136729,1574
23-Oct-2020,70876,43374,,28150,,30315,18292,,16211,9308,1949,9379,136856,1562
26-Oct-2020,69561,42748,,28151,,29995,18222,,16378,9065,1854,9387,136838,1532
27-Oct-2020,69189,42282,,28151,,30210,18442,,15959,9667,1887,9404,136828,1537
28-Oct-2020,67708,40863,,28151,,29807,18122,,15716,9604,1887,9314,136825,1547
29-Oct-2020,67820,40610,,28151,,29592,17907,,15374,9797,1851,9318,136845,1475
30-Oct-2020,66490,39127,,28151,,29892,18207,,16073,9384,1843,9325,136867,1469
02-Nov-2020,65685,38412,,28022,,29696,18027,,15958,9566,1595,9284,136690,1477
03-Nov-2020,66619,37863,,28023,,29726,18057,,15909,9734,1563,9271,136690,1464
04-Nov-2020,63841,36527,,28023,,28602,17207,,15344,9521,1397,9009,136705,1450
05-Nov-2020,64467,37278,,28023,,28667,16547,,15539,9678,1564,8919,136187,1582
06-Nov-2020,64354,36803,,28023,,29138,16897,,15598,9885,1560,9052,136189,1576
09-Nov-2020,67551,40154,,28023,,27684,16180,,14791,9246,1529,9164,136774,1573
10-Nov-2020,68244,40681,,28023,,28104,16346,,14927,9259,1783,9121,136774,1573
11-Nov-2020,71991,44565,,28023,,27661,15795,,14489,9228,1768,9124,136680,1558
12-Nov-2020,71021,43690,,28023,,26765,15691,,13944,9225,1623,9042,136680,1527
13-Nov-2020,79288,51872,,28012,,27114,15692,,14868,9127,1197,9130,136697,1376
16-Nov-2020,84008,56801,,28012,,27237,15641,,15210,9010,1262,8947,136601,1375
17-Nov-2020,84880,57532,,28012,,27335,15641,,15109,9172,1269,8954,136536,1368
18-Nov-2020,88043,61189,,28012,,25843,15036,,14178,8626,1262,8978,136599,1354
19-Nov-2020,86105,60036,,28012,,25453,14686,,13794,8497,1347,8955,136693,1397
20-Nov-2020,83477,58022,,28012,,25839,15049,,14645,8088,1265,8983,136785,1396
23-Nov-2020,87580,65050,,28012,,21977,13538,,11549,8044,1171,8579,136652,1184
24-Nov-2020,80763,54585,,28012,,22379,13938,,12506,7496,1191,8571,136961,1096
25-Nov-2020,81153,55717,,28012,,21819,13311,,11770,7644,1225,8559,136944,1092
26-Nov-2020,81646,54995,,28012,,21896,13198,,11661,7781,1266,8554,136961,1099
27-Nov-2020,89300,62296,,28012,,22116,13198,,11686,7807,1461,8539,136956,1084
30-Nov-2020,89582,63295,,28012,,22564,13273,,11551,8526,1330,8481,137315,1094
01-Dec-2020,81738,56745,,27886,,22740,13373,,11960,8239,1356,8298,137142,1089
02-Dec-2020,86106,57869,,27886,,22840,13293,,11590,8444,1311,8635,137175,1061
03-Dec-2020,83764,56718,,27886,,21094,12095,,11252,7639,1229,8511,136748,995
04-Dec-2020,82680,55241,,27886,,21244,12195,,11285,7636,1347,8637,136671,986
07-Dec-2020,87413,60150,,27886,,20582,11625,,10979,7552,1259,8448,137301,960
08-Dec-2020,89243,61749,,27886,,21118,11731,,10985,7719,1404,8735,137308,948
09-Dec-2020,91953,64510,,27886,,21225,11838,,11253,7766,1305,8755,137307,814
10-Dec-2020,94084,66889,,27886,,21781,11088,,10559,7730,1407,9950,137614,820
11-Dec-2020,104422,76975,,27886,,22021,11088,,10599,7761,1342,10040,137609,876
14-Dec-2020,108558,81579,,27888,,22152,11074,,10125,8096,1255,10322,137787,830
15-Dec-2020,107733,80318,,27888,,20002,9893,,9134,7651,1254,9317,138219,779
16-Dec-2020,110763,83769,,27888,,19990,10093,,9120,7674,1253,9295,138269,779
17-Dec-2020,110223,83798,,27888,,20263,9943,,8792,7952,1211,9769,138270,755
18-Dec-2020,110170,84056,,27888,,20243,9944,,8944,7788,1161,9772,138329,769
21-Dec-2020,105641,82584,,27888,,19069,8643,,7934,7360,1406,9765,138323,735
22-Dec-2020,110805,82767,,27888,,19469,8878,,8047,7542,1449,9786,138351,778
23-Dec-2020,111652,83944,,27888,,19327,8791,,7891,7572,1440,9782,139116,774
24-Dec-2020,111494,84323,,27888,,19277,8870,,7894,7647,1398,9668,139125,779
29-Dec-2020,112246,84842,,27888,,19197,8870,,8104,7436,1413,9576,139125,771
30-Dec-2020,111943,84492,,27888,,18917,8670,,7940,7266,1469,9599,139091,773
31-Dec-2020,111158,83719,,27888,,19917,8670,,7862,7189,1578,10765,139091,783
04-Jan-2021,111299,84114,,27806,,20854,8607,,7882,7150,1555,11853,138968,773
05-Jan-2021,112430,84917,,27806,,21409,8426,,7874,6786,1367,13036,138968,828
06-Jan-2021,113095,85658,,27806,,21270,8491,,7370,6808,1406,13594,138750,812
07-Jan-2021,129357,102034,,,,19058,8005,,6644,6069,1240,13026,138650,764
08-Jan-2021,130732,103214,,27806,,18809,8005,,6640,5975,1170,13001,138637,702
11-Jan-2021,130452,103138,,27806,,18671,8025,,6675,5941,1209,12934,138390,796
12-Jan-2021,133669,106228,,27806,,18676,8022,,6671,6045,1205,12984,138377,671
13-Jan-2021,136619,109504,,27806,,18513,7992,,6733,5981,1135,12968,138355,636
14-Jan-2021,135792,108861,,27806,,17275,7399,,6157,5726,930,12889,138190,646
15-Jan-2021,138362,111230,,27806,,17747,7734,,6380,5802,1005,12996,138155,689
18-Jan-2021,140749,113715,,27806,,17612,7704,,6182,5889,973,13018,138111,697
