Series ID,DGFACHM,DGFACH12,DGFACOHM,DGFACOH12,DGFACIHM,DGFACIH12,DGFACOPM,DGFACOP12,DGFACBNFM,DGFACBNF12,DGFACBM,DGFACB12,DGFACBNWM,DGFACBNW12,DGFACNFM,DGFACNF12,DGFACM,DGFAC12,DGFACNWM,DGFACNW12,DGFAM3M,DGFAM312,DGFABMM,DGFABM12
31/12/2004,1.4,17.8,1.3,16.5,1.3,20.4,1.5,13.2,0.5,7.7,0.8,8.0,,,1.1,13.8,1.2,13.7,,,0.5,9.2,0.8,8.9
31/01/2005,1.0,17.1,1.2,16.2,1.0,19.0,1.0,13.2,1.1,8.3,0.9,8.4,,,1.1,13.6,1.0,13.5,,,0.8,9.8,0.6,9.0
28/02/2005,1.0,16.4,0.7,15.5,1.3,18.2,0.7,12.7,1.3,10.2,1.2,10.1,,,1.0,13.5,1.0,13.8,,,0.6,8.8,0.7,8.7
31/03/2005,1.0,15.6,1.1,14.9,0.9,17.0,0.9,12.6,0.9,10.0,1.0,10.9,,,1.0,13.3,1.0,13.6,,,0.3,8.0,1.0,9.3
30/04/2005,1.1,15.4,1.1,14.9,1.0,16.4,0.8,13.0,1.1,10.4,1.2,11.5,,,1.1,13.4,1.1,13.8,,,0.6,7.9,0.5,9.1
31/05/2005,1.0,15.0,1.1,14.8,0.7,15.5,0.5,12.8,1.7,11.3,1.6,12.1,,,1.1,13.5,1.2,13.8,,,1.1,9.0,1.2,10.2
30/06/2005,0.9,14.7,1.0,14.7,0.7,14.6,1.3,13.5,0.6,10.4,0.6,11.5,,,0.8,13.1,0.9,13.4,,,1.2,9.1,1.3,10.7
31/07/2005,0.8,14.0,0.8,14.2,0.8,13.8,0.8,13.5,0.9,11.1,0.8,11.8,,,0.9,13.0,0.8,13.2,,,0.1,8.4,0.2,9.9
31/08/2005,0.9,13.9,1.1,14.0,0.6,13.5,1.0,13.0,1.5,11.5,1.7,12.3,,,1.1,12.9,1.2,13.2,,,0.4,8.2,0.6,10.2
30/09/2005,1.0,13.3,1.1,14.0,0.7,12.2,0.9,12.9,1.1,12.0,1.2,13.1,,,1.0,12.8,1.0,13.2,,,0.8,8.7,1.1,10.8
31/10/2005,1.1,13.3,1.2,13.9,1.1,12.0,0.6,12.1,1.1,12.5,1.0,13.0,,,1.1,12.9,1.0,13.0,,,-0.1,7.6,-0.6,8.7
30/11/2005,1.2,13.1,1.2,13.7,1.2,11.9,0.6,11.2,1.2,13.6,1.2,14.1,,,1.1,13.1,1.1,13.3,,,0.6,7.1,0.9,8.6
31/12/2005,1.1,12.7,1.3,13.7,0.6,11.1,0.3,9.9,1.9,15.1,1.8,15.3,,,1.3,13.3,1.3,13.4,,,1.1,7.7,0.9,8.7
31/01/2006,1.1,12.8,1.3,13.7,1.0,11.0,0.8,9.7,0.9,14.9,1.3,15.7,,,1.0,13.2,1.2,13.5,,,1.1,8.1,0.8,9.0
28/02/2006,1.1,12.9,1.2,14.2,0.8,10.5,1.2,10.2,1.0,14.7,1.4,15.9,,,1.0,13.2,1.2,13.7,,,0.5,8.0,1.0,9.3
31/03/2006,0.9,12.8,1.0,14.1,0.7,10.4,0.8,10.0,1.5,15.4,1.5,16.5,,,1.1,13.4,1.1,13.9,,,1.4,9.2,1.4,9.8
30/04/2006,1.1,12.9,1.1,14.1,1.3,10.8,0.7,9.9,1.3,15.6,1.6,17.0,,,1.2,13.5,1.3,14.1,,,2.0,10.7,1.2,10.4
31/05/2006,1.3,13.3,1.2,14.2,1.4,11.5,0.7,10.0,1.4,15.2,1.3,16.7,,,1.2,13.7,1.3,14.2,,,0.5,10.1,0.7,9.9
30/06/2006,1.2,13.7,1.4,14.7,1.1,11.9,1.0,9.7,0.7,15.3,0.7,16.8,,,1.0,13.9,1.0,14.4,,,0.9,9.7,0.8,9.4
31/07/2006,1.3,14.2,1.4,15.4,0.9,12.0,1.1,10.0,1.6,16.2,1.7,17.8,,,1.5,14.5,1.4,15.1,,,1.0,10.6,0.8,10.1
31/08/2006,1.1,14.5,1.3,15.6,1.0,12.4,0.9,9.9,0.8,15.5,0.4,16.3,,,0.9,14.4,0.8,14.7,,,1.0,11.3,1.1,10.6
30/09/2006,1.0,14.5,1.1,15.6,0.8,12.5,2.1,11.2,1.2,15.5,1.1,16.2,,,1.1,14.5,1.1,14.8,,,0.8,11.3,1.3,10.9
31/10/2006,0.9,14.3,1.1,15.5,0.6,12.0,0.1,10.6,1.8,16.4,1.8,17.1,,,1.2,14.6,1.1,14.9,,,1.2,12.8,0.9,12.6
30/11/2006,0.8,13.9,0.9,15.2,0.8,11.5,0.7,10.8,0.8,16.0,1.0,16.9,,,0.8,14.4,0.9,14.7,,,0.6,12.8,0.6,12.3
31/12/2006,0.9,13.7,0.9,14.7,0.8,11.7,0.9,11.4,1.0,15.0,1.1,16.1,,,0.9,13.9,1.0,14.3,,,1.3,13.0,0.9,12.3
31/01/2007,0.9,13.5,1.0,14.4,0.8,11.5,1.2,11.9,1.3,15.4,1.3,16.1,,,1.1,14.0,1.1,14.3,,,0.9,12.8,1.2,12.7
28/02/2007,1.0,13.4,1.0,14.2,0.9,11.7,0.9,11.7,1.9,16.4,2.1,16.9,,,1.3,14.2,1.4,14.5,,,1.9,14.3,1.1,12.8
31/03/2007,1.0,13.5,1.1,14.3,0.9,11.8,0.9,11.8,1.7,16.6,1.5,16.8,,,1.3,14.4,1.2,14.5,,,1.4,14.4,1.1,12.5
30/04/2007,0.9,13.2,1.0,14.1,0.8,11.3,0.6,11.7,1.9,17.4,2.0,17.3,,,1.3,14.5,1.3,14.6,,,1.4,13.7,1.0,12.3
31/05/2007,1.1,12.9,1.1,14.0,1.0,10.8,1.5,12.5,1.7,17.7,1.8,17.9,,,1.3,14.5,1.4,14.7,,,1.1,14.4,1.3,12.9
30/06/2007,1.3,13.0,1.3,13.9,1.5,11.4,4.2,16.1,1.7,18.9,2.0,19.3,,,1.7,15.3,1.8,15.5,,,2.5,16.2,2.2,14.6
31/07/2007,0.8,12.5,0.8,13.2,0.6,11.0,0.1,15.0,1.0,18.2,1.5,19.1,,,0.9,14.7,1.0,15.1,,,1.5,16.8,1.2,15.0
31/08/2007,0.8,12.1,0.9,12.8,0.7,10.8,0.1,14.0,2.1,19.8,2.3,21.4,,,1.2,14.9,1.3,15.6,,,2.0,17.9,2.0,16.0
30/09/2007,0.8,11.9,0.9,12.6,0.7,10.6,0.1,11.8,1.9,20.6,1.8,22.2,,,1.1,14.9,1.1,15.6,,,1.5,18.7,0.4,15.0
31/10/2007,0.9,11.8,0.8,12.3,0.9,10.9,0.8,12.6,1.2,19.8,1.3,21.6,,,1.0,14.7,1.0,15.5,,,2.8,20.5,2.8,17.1
30/11/2007,0.9,11.9,1.0,12.3,0.8,10.9,1.7,13.6,2.2,21.4,2.3,23.2,,,1.4,15.4,1.5,16.2,,,2.5,22.8,1.7,18.4
31/12/2007,0.8,11.8,0.9,12.3,0.7,10.8,0.9,13.7,1.6,22.1,1.8,24.1,,,1.1,15.6,1.2,16.5,,,1.3,22.9,1.5,19.1
31/01/2008,0.8,11.7,0.9,12.2,0.6,10.6,-0.2,12.0,1.3,22.2,1.1,23.8,,,0.9,15.4,0.9,16.2,,,1.3,23.4,1.0,18.9
29/02/2008,0.8,11.5,0.8,12.0,0.7,10.4,0.3,11.4,0.9,21.0,0.7,22.1,,,0.9,15.0,0.7,15.4,,,0.8,22.1,0.5,18.1
31/03/2008,0.7,11.2,0.8,11.8,0.5,9.9,-0.2,10.2,1.1,20.3,1.1,21.6,,,0.7,14.3,0.8,15.0,,,1.0,21.6,0.7,17.7
30/04/2008,0.7,10.9,0.8,11.6,0.4,9.5,-0.1,9.4,0.7,18.8,0.3,19.5,,,0.6,13.6,0.5,14.0,,,0.7,20.8,0.6,17.2
31/05/2008,0.6,10.4,0.6,11.1,0.5,9.0,0.6,8.4,0.7,17.8,0.5,17.9,,,0.6,12.8,0.5,13.1,,,0.7,20.3,0.9,16.8
30/06/2008,0.6,9.6,0.7,10.5,0.5,7.8,-0.7,3.3,0.9,16.9,1.0,16.8,,,0.6,11.6,0.6,11.7,,,-0.2,17.2,-0.4,13.8
31/07/2008,0.5,9.2,0.5,10.1,0.2,7.5,-0.6,2.6,0.7,16.6,0.7,15.9,,,0.5,11.2,0.5,11.1,,,2.3,18.1,1.8,14.6
31/08/2008,0.4,8.8,0.5,9.6,0.4,7.1,-0.4,2.1,1.0,15.2,0.9,14.3,,,0.5,10.5,0.5,10.3,,,1.1,17.0,0.6,13.0
30/09/2008,0.5,8.5,0.6,9.3,0.3,6.7,0.2,2.1,0.9,14.2,1.4,13.8,,,0.6,10.0,0.8,10.0,,,1.4,17.0,1.2,13.9
31/10/2008,0.4,8.0,0.5,9.0,0.2,6.0,-1.5,-0.2,1.2,14.2,1.2,13.7,,,0.6,9.5,0.6,9.5,,,1.2,15.2,1.2,12.1
30/11/2008,0.5,7.6,0.8,8.8,0.1,5.2,-1.4,-3.2,0.7,12.6,0.6,11.8,,,0.5,8.5,0.4,8.3,,,1.3,13.8,0.8,11.1
31/12/2008,0.6,7.3,0.7,8.6,0.2,4.7,-0.9,-5.0,-0.4,10.3,-0.8,9.0,,,0.0,7.3,-0.1,6.9,,,0.7,13.1,0.5,10.0
31/01/2009,0.5,7.0,0.6,8.2,0.3,4.4,-0.3,-5.1,0.5,9.4,0.5,8.3,,,0.5,6.8,0.5,6.5,,,1.1,12.9,1.3,10.2
28/02/2009,0.4,6.6,0.6,8.0,0.0,3.6,-0.9,-6.3,-0.4,8.0,-0.4,7.2,,,0.0,5.8,0.0,5.7,,,1.5,13.7,1.1,10.9
31/03/2009,0.7,6.5,0.9,8.1,0.1,3.3,-0.6,-6.7,-0.7,6.1,-0.8,5.1,,,0.1,5.2,0.0,4.8,,,-0.1,12.5,0.2,10.3
30/04/2009,0.6,6.4,0.7,8.0,0.3,3.2,-0.4,-6.9,-0.5,4.8,-0.4,4.4,,,0.1,4.6,0.1,4.5,,,1.2,13.0,1.0,10.8
31/05/2009,0.6,6.4,0.8,8.1,0.2,2.9,-0.4,-7.8,-1.1,2.9,-1.0,2.8,,,-0.1,3.9,-0.1,3.8,,,0.8,13.1,0.4,10.2
30/06/2009,0.7,6.5,1.0,8.4,0.3,2.7,0.1,-7.1,-0.6,1.3,-0.7,1.2,,,0.2,3.4,0.1,3.3,,,0.8,14.2,0.8,11.5
31/07/2009,0.6,6.7,0.6,8.6,0.4,2.8,0.1,-6.4,-0.7,-0.1,-0.6,-0.2,,,0.1,3.1,0.1,2.9,,,0.4,12.1,0.1,9.6
31/08/2009,0.7,6.9,0.9,9.0,0.3,2.7,0.5,-5.6,0.0,-1.1,-0.4,-1.5,,,0.4,2.9,0.2,2.6,,,0.2,11.2,0.0,8.9
30/09/2009,0.7,7.1,0.8,9.2,0.6,3.0,0.2,-5.5,-1.1,-3.0,-1.1,-3.9,,,0.0,2.3,0.0,1.7,,,0.0,9.6,-0.3,7.3
31/10/2009,0.7,7.5,0.8,9.5,0.7,3.5,0.4,-3.7,-0.8,-5.0,-0.8,-5.8,,,0.2,1.9,0.1,1.3,,,-0.1,8.2,0.0,6.1
30/11/2009,0.7,7.6,0.6,9.3,0.8,4.2,0.4,-2.0,-1.4,-6.9,-1.2,-7.5,,,0.0,1.3,0.0,0.8,,,-0.3,6.5,-0.2,5.0
31/12/2009,0.6,7.7,0.6,9.3,0.5,4.5,0.8,-0.2,0.5,-6.0,0.2,-6.6,,,0.6,1.9,0.5,1.4,,,-0.1,5.7,-0.1,4.4
31/01/2010,0.6,7.8,0.6,9.3,0.7,4.9,0.4,0.4,-0.2,-6.7,-0.2,-7.2,,,0.3,1.8,0.4,1.3,,,0.3,4.9,0.2,3.3
28/02/2010,0.7,8.1,0.7,9.3,0.8,5.8,0.2,1.5,-0.2,-6.5,0.0,-6.9,,,0.3,2.1,0.3,1.7,,,0.9,4.3,1.0,3.3
31/03/2010,0.8,8.2,0.7,9.1,0.8,6.5,0.1,2.3,-0.1,-6.0,-0.1,-6.2,,,0.4,2.5,0.4,2.1,,,1.3,5.7,0.9,4.1
30/04/2010,0.5,8.2,0.5,8.8,0.7,6.9,0.4,3.2,-0.4,-5.9,-0.4,-6.1,,,0.2,2.6,0.2,2.2,,,0.0,4.4,0.1,3.1
31/05/2010,0.6,8.2,0.6,8.7,0.6,7.3,-0.4,3.1,0.2,-4.6,0.3,-4.9,,,0.4,3.2,0.5,2.8,,,0.6,4.2,0.3,3.1
30/06/2010,0.5,8.0,0.5,8.1,0.7,7.8,0.0,3.0,0.1,-3.9,0.1,-4.1,,,0.3,3.3,0.3,3.0,,,0.7,4.1,0.9,3.2
31/07/2010,0.5,8.0,0.5,8.0,0.5,7.9,0.2,3.2,-0.3,-3.5,-0.3,-3.9,,,0.3,3.5,0.2,3.1,,,1.0,4.7,0.8,4.0
31/08/2010,0.6,7.9,0.6,7.7,0.8,8.4,-0.1,2.5,-0.4,-3.9,-0.5,-3.9,,,0.2,3.3,0.2,3.0,,,0.7,5.1,0.7,4.7
30/09/2010,0.5,7.6,0.4,7.3,0.5,8.3,0.5,2.8,-0.5,-3.3,-0.7,-3.5,,,0.1,3.4,0.0,3.1,,,0.7,5.9,0.6,5.6
31/10/2010,0.5,7.4,0.5,7.0,0.6,8.2,0.0,2.5,-0.2,-2.7,-0.2,-2.9,,,0.3,3.5,0.2,3.3,,,1.0,7.1,0.7,6.3
30/11/2010,0.5,7.2,0.5,6.8,0.5,7.9,0.3,2.4,0.0,-1.4,-0.1,-1.8,,,0.3,3.8,0.3,3.6,,,1.4,8.9,1.2,7.7
31/12/2010,0.6,7.2,0.6,6.8,0.5,7.9,-0.3,1.3,-0.2,-2.1,-0.1,-2.2,,,0.3,3.5,0.3,3.4,,,0.7,9.7,0.5,8.4
31/01/2011,0.5,7.1,0.5,6.8,0.5,7.7,0.1,0.9,-0.1,-2.0,-0.3,-2.2,,,0.3,3.5,0.3,3.3,,,0.7,10.1,0.3,8.4
28/02/2011,0.4,6.8,0.5,6.6,0.4,7.3,0.0,0.8,0.5,-1.3,0.6,-1.6,,,0.4,3.6,0.4,3.4,,,0.8,10.0,0.9,8.3
31/03/2011,0.4,6.5,0.4,6.3,0.4,6.9,0.3,1.0,0.6,-0.6,0.7,-0.8,,,0.5,3.7,0.5,3.5,,,0.7,9.4,0.6,7.9
30/04/2011,0.4,6.3,0.5,6.3,0.3,6.4,0.0,0.7,-0.3,-0.5,-0.7,-1.1,,,0.1,3.6,0.0,3.3,,,0.5,9.9,0.4,8.2
31/05/2011,0.5,6.2,0.5,6.2,0.4,6.2,0.0,1.1,-0.1,-0.8,-0.2,-1.6,,,0.3,3.4,0.3,3.1,,,0.4,9.8,0.6,8.5
30/06/2011,0.4,6.1,0.5,6.1,0.4,5.9,-0.5,0.7,-0.5,-1.5,-0.9,-2.6,,,0.1,3.1,-0.2,2.6,,,-0.2,8.7,-0.3,7.2
31/07/2011,0.5,6.0,0.5,6.1,0.5,5.8,-0.2,0.2,0.3,-0.9,0.2,-2.1,,,0.4,3.3,0.3,2.7,,,0.9,8.6,0.8,7.2
31/08/2011,0.4,5.8,0.5,6.1,0.3,5.4,-0.7,-0.4,0.3,-0.1,0.2,-1.4,,,0.3,3.4,0.3,2.8,,,1.3,9.3,1.3,7.9
30/09/2011,0.5,5.8,0.4,6.0,0.5,5.3,0.2,-0.7,0.6,1.0,0.6,-0.1,,,0.5,3.7,0.5,3.3,,,0.8,9.5,0.9,8.2
31/10/2011,0.4,5.7,0.5,6.0,0.3,5.1,-0.1,-0.9,0.1,1.3,0.1,0.2,,,0.3,3.8,0.3,3.3,,,0.5,9.0,0.6,8.0
30/11/2011,0.4,5.6,0.4,6.0,0.4,5.0,0.1,-1.1,0.6,1.9,0.4,0.7,,,0.4,3.9,0.4,3.5,,,0.5,8.0,0.5,7.3
31/12/2011,0.4,5.4,0.3,5.7,0.4,4.8,-0.2,-0.9,0.2,2.4,0.2,1.0,,,0.3,4.0,0.3,3.4,,,0.9,8.2,0.8,7.5
31/01/2012,0.4,5.3,0.5,5.6,0.4,4.7,-0.1,-1.1,-0.2,2.3,-0.2,1.0,,,0.2,3.9,0.2,3.4,,,0.7,8.2,0.7,8.0
29/02/2012,0.4,5.3,0.4,5.5,0.5,4.9,0.2,-0.9,0.3,2.0,0.5,0.9,,,0.5,3.9,0.4,3.4,,,0.6,7.9,0.3,7.4
31/03/2012,0.4,5.3,0.3,5.4,0.5,5.0,-0.1,-1.4,0.7,2.1,0.7,1.0,,,0.4,3.8,0.5,3.3,,,0.7,7.9,0.7,7.4
30/04/2012,0.4,5.2,0.3,5.3,0.5,5.2,-0.1,-1.5,0.8,3.3,0.5,2.2,,,0.5,4.1,0.4,3.7,,,0.2,7.5,0.0,7.0
31/05/2012,0.4,5.1,0.3,5.1,0.4,5.2,0.2,-1.3,0.6,4.0,0.6,3.0,,,0.4,4.3,0.5,4.0,,,1.2,8.4,1.2,7.6
30/06/2012,0.3,5.0,0.3,4.9,0.4,5.2,-0.3,-1.2,0.4,4.9,0.4,4.4,,,0.3,4.5,0.3,4.4,,,0.6,9.3,0.7,8.7
31/07/2012,0.4,4.9,0.3,4.7,0.5,5.2,-0.1,-1.1,0.0,4.5,0.0,4.2,,,0.2,4.3,0.2,4.2,,,0.6,9.0,0.5,8.4
31/08/2012,0.4,4.8,0.3,4.5,0.5,5.3,-0.4,-0.8,0.2,4.4,0.4,4.4,,,0.3,4.3,0.3,4.3,,,0.6,8.2,0.6,7.6
30/09/2012,0.4,4.7,0.4,4.5,0.4,5.2,0.3,-0.7,0.2,3.9,0.2,4.0,,,0.3,4.1,0.3,4.1,,,0.4,7.7,0.5,7.1
31/10/2012,0.3,4.6,0.3,4.3,0.4,5.3,0.2,-0.4,-0.3,3.5,-0.2,3.6,,,0.1,3.9,0.1,4.0,,,0.5,7.7,0.3,6.9
30/11/2012,0.4,4.6,0.3,4.2,0.5,5.4,-0.2,-0.7,-0.2,2.7,-0.3,2.9,,,0.2,3.6,0.1,3.7,,,0.4,7.5,0.3,6.7
31/12/2012,0.3,4.5,0.3,4.1,0.5,5.5,0.2,-0.3,0.4,2.9,0.5,3.2,,,0.3,3.7,0.4,3.8,,,0.6,7.2,0.6,6.6
31/01/2013,0.4,4.4,0.3,3.9,0.5,5.6,-0.1,-0.3,-0.2,2.9,-0.2,3.3,,,0.2,3.6,0.2,3.7,,,0.6,7.2,0.4,6.3
28/02/2013,0.4,4.4,0.3,3.8,0.6,5.7,0.2,-0.3,-0.2,2.4,0.0,2.7,,,0.2,3.3,0.2,3.5,,,0.3,6.9,-0.1,5.9
31/03/2013,0.4,4.4,0.4,3.9,0.4,5.5,0.1,-0.1,0.1,1.8,0.1,2.0,,,0.3,3.3,0.3,3.3,,,0.7,6.9,0.8,6.0
30/04/2013,0.4,4.5,0.4,3.9,0.5,5.6,0.0,0.1,0.2,1.2,0.2,1.7,,,0.3,3.1,0.3,3.3,,,0.6,7.3,0.6,6.7
31/05/2013,0.4,4.5,0.4,4.0,0.5,5.7,0.0,-0.1,0.3,0.9,0.2,1.3,,,0.3,3.0,0.4,3.1,,,1.0,7.1,0.7,6.2
30/06/2013,0.4,4.6,0.4,4.0,0.5,5.8,0.1,0.3,0.6,1.1,0.4,1.3,,,0.5,3.2,0.3,3.2,,,0.1,6.5,0.1,5.5
31/07/2013,0.5,4.7,0.4,4.1,0.6,5.9,0.0,0.4,0.2,1.3,0.2,1.5,,,0.4,3.3,0.4,3.4,,,0.4,6.3,0.4,5.4
31/08/2013,0.4,4.8,0.4,4.2,0.6,6.1,-0.1,0.8,0.2,1.3,0.2,1.4,,,0.3,3.4,0.3,3.4,,,0.1,5.8,0.1,5.0
30/09/2013,0.5,4.9,0.4,4.2,0.6,6.3,0.2,0.7,-0.2,0.9,-0.1,1.0,,,0.2,3.3,0.2,3.3,,,0.7,6.0,0.7,5.2
31/10/2013,0.5,5.0,0.3,4.2,0.7,6.6,-0.1,0.4,0.1,1.3,0.0,1.3,,,0.3,3.5,0.3,3.5,,,0.7,6.3,0.7,5.6
30/11/2013,0.5,5.2,0.4,4.3,0.8,6.9,0.1,0.7,0.1,1.6,0.2,1.8,,,0.4,3.7,0.4,3.7,,,0.7,6.7,0.5,5.8
31/12/2013,0.6,5.4,0.4,4.4,0.8,7.3,0.2,0.7,0.2,1.4,0.3,1.6,,,0.4,3.8,0.5,3.8,,,0.6,6.7,0.6,5.8
31/01/2014,0.6,5.6,0.4,4.6,0.8,7.6,0.2,0.9,0.2,1.7,0.0,1.8,,,0.4,4.1,0.4,4.0,,,0.6,6.7,0.6,6.0
28/02/2014,0.5,5.8,0.4,4.7,0.7,7.8,-0.1,0.6,0.3,2.2,0.4,2.2,,,0.4,4.3,0.4,4.2,,,0.7,7.1,0.6,6.6
31/03/2014,0.5,5.9,0.4,4.7,0.7,8.1,-0.1,0.4,0.4,2.5,0.4,2.6,,,0.4,4.4,0.4,4.4,,,0.3,6.7,0.5,6.3
30/04/2014,0.6,6.1,0.5,4.8,0.8,8.4,0.2,0.6,0.2,2.6,0.4,2.7,,,0.5,4.6,0.5,4.6,,,0.7,6.8,0.6,6.3
31/05/2014,0.6,6.2,0.4,4.9,0.8,8.7,-0.1,0.4,0.1,2.4,0.3,2.8,,,0.4,4.6,0.5,4.7,,,0.7,6.5,0.8,6.4
30/06/2014,0.6,6.4,0.4,4.9,0.8,9.0,0.4,0.7,1.1,2.9,1.0,3.5,,,0.8,4.9,0.7,5.1,,,0.6,6.9,0.6,6.9
31/07/2014,0.5,6.5,0.4,4.9,0.8,9.3,0.2,0.9,0.2,2.9,0.2,3.4,,,0.4,5.0,0.4,5.1,,,0.6,7.2,0.6,7.1
31/08/2014,0.5,6.6,0.4,5.0,0.8,9.5,0.1,1.1,0.0,2.7,0.1,3.3,,,0.4,5.0,0.4,5.1,,,0.8,8.0,0.7,7.8
30/09/2014,0.6,6.8,0.4,5.0,0.9,9.8,0.2,1.1,0.3,3.3,0.3,3.8,,,0.5,5.3,0.5,5.4,,,0.7,8.1,0.6,7.7
31/10/2014,0.6,6.9,0.4,5.0,0.9,10.1,0.2,1.4,0.5,3.7,0.6,4.4,,,0.5,5.5,0.6,5.7,,,0.4,7.7,0.6,7.5
30/11/2014,0.6,7.0,0.4,5.1,0.9,10.2,0.0,1.3,0.5,4.0,0.4,4.6,,,0.5,5.6,0.5,5.8,,,0.2,7.3,0.2,7.2
31/12/2014,0.6,7.0,0.4,5.1,0.9,10.3,0.0,1.1,0.3,4.2,0.4,4.7,,,0.5,5.7,0.5,5.9,,,0.8,7.5,1.0,7.5
31/01/2015,0.6,7.0,0.4,5.1,0.9,10.4,0.1,1.0,0.7,4.7,0.8,5.5,,,0.6,5.9,0.6,6.1,,,0.2,7.1,0.2,7.1
28/02/2015,0.5,7.1,0.4,5.1,0.8,10.5,-0.1,0.9,0.5,4.8,0.5,5.6,,,0.5,6.0,0.5,6.2,,,1.2,7.6,1.1,7.7
31/03/2015,0.6,7.2,0.5,5.2,0.9,10.6,0.3,1.3,0.3,4.8,0.3,5.4,,,0.5,6.0,0.5,6.2,,,0.2,7.5,0.2,7.3
30/04/2015,0.6,7.2,0.4,5.1,0.9,10.8,-0.1,1.0,-0.2,4.3,0.0,5.0,,,0.3,5.9,0.3,6.1,,,0.5,7.4,0.6,7.4
31/05/2015,0.6,7.2,0.5,5.1,0.8,10.8,0.0,1.2,0.7,5.0,0.6,5.3,,,0.6,6.1,0.6,6.2,,,0.2,6.8,0.1,6.6
30/06/2015,0.6,7.3,0.5,5.2,0.8,10.8,0.1,0.9,0.1,4.0,0.2,4.5,,,0.5,5.8,0.5,6.0,,,0.5,6.8,0.7,6.7
31/07/2015,0.6,7.4,0.6,5.4,0.7,10.7,-0.1,0.6,0.7,4.5,0.7,5.0,,,0.6,6.0,0.6,6.2,,,0.7,6.8,0.8,7.0
31/08/2015,0.6,7.5,0.7,5.6,0.6,10.5,0.1,0.6,0.7,5.2,0.6,5.6,,,0.6,6.3,0.6,6.4,,,0.3,6.2,0.1,6.3
30/09/2015,0.6,7.5,0.8,6.0,0.3,9.8,0.0,0.4,1.0,5.9,1.1,6.4,,,0.7,6.5,0.7,6.7,,,0.7,6.2,0.7,6.4
31/10/2015,0.6,7.4,0.8,6.4,0.2,9.0,-0.3,-0.1,0.7,6.2,0.9,6.7,,,0.6,6.6,0.6,6.7,,,0.4,6.2,0.4,6.2
30/11/2015,0.6,7.5,0.9,6.9,0.1,8.2,0.0,0.0,-0.1,5.6,0.0,6.3,,,0.4,6.4,0.4,6.6,,,0.6,6.6,0.7,6.7
31/12/2015,0.5,7.4,0.9,7.5,-0.1,7.2,0.0,0.0,0.5,5.8,0.5,6.5,,,0.5,6.4,0.5,6.6,,,0.3,6.0,0.4,6.1
31/01/2016,0.5,7.3,0.7,7.8,0.1,6.4,-0.1,-0.2,0.6,5.7,0.6,6.2,,,0.5,6.3,0.5,6.5,,,0.6,6.5,0.6,6.5
29/02/2016,0.5,7.3,0.8,8.2,0.1,5.6,-0.1,-0.1,0.7,6.0,0.8,6.6,,,0.7,6.5,0.6,6.6,,,0.4,5.6,0.4,5.8
31/03/2016,0.4,7.1,0.6,8.4,0.1,4.7,0.0,-0.5,0.2,5.9,0.3,6.5,,,0.2,6.2,0.3,6.4,,,0.6,6.1,0.7,6.3
30/04/2016,0.5,7.0,0.7,8.7,0.2,4.0,0.0,-0.3,0.7,6.9,0.7,7.3,,,0.6,6.5,0.5,6.6,,,0.3,5.8,0.2,5.9
31/05/2016,0.5,6.9,0.7,8.9,0.2,3.3,0.0,-0.4,0.2,6.3,0.3,7.1,,,0.4,6.2,0.4,6.5,,,0.5,6.0,0.4,6.2
30/06/2016,0.5,6.7,0.6,9.0,0.3,2.8,-0.1,-0.6,-0.5,5.6,-0.1,6.7,,,0.2,5.9,0.3,6.2,,,0.4,5.9,0.4,6.0
31/07/2016,0.5,6.6,0.6,9.1,0.3,2.3,-0.2,-0.7,0.5,5.3,0.5,6.4,,,0.4,5.7,0.4,6.1,,,0.8,6.1,0.9,6.0
31/08/2016,0.5,6.5,0.6,9.0,0.4,2.1,0.0,-0.8,0.1,4.6,0.1,5.8,,,0.3,5.4,0.3,5.8,,,0.4,6.2,0.4,6.3
30/09/2016,0.5,6.4,0.6,8.9,0.4,2.2,-0.1,-0.9,0.2,3.9,0.2,4.9,,,0.4,5.2,0.4,5.5,,,0.3,5.8,0.3,5.9
31/10/2016,0.5,6.4,0.6,8.6,0.6,2.6,0.0,-0.7,0.6,3.7,0.6,4.5,,,0.5,5.1,0.5,5.4,,,0.7,6.1,0.6,6.1
30/11/2016,0.5,6.3,0.5,8.2,0.5,2.9,-0.1,-0.8,0.5,4.3,0.4,5.0,,,0.5,5.2,0.5,5.4,,,0.8,6.3,0.9,6.3
31/12/2016,0.5,6.3,0.5,7.9,0.6,3.6,-0.1,-0.9,1.2,5.0,1.1,5.6,,,0.7,5.5,0.7,5.6,,,1.0,7.0,1.0,7.0
31/01/2017,0.5,6.4,0.6,7.7,0.5,4.0,-0.1,-0.9,-0.4,4.1,-0.3,4.6,,,0.2,5.2,0.2,5.4,,,0.6,7.0,0.7,7.1
28/02/2017,0.5,6.4,0.6,7.5,0.4,4.4,-0.1,-0.9,-0.1,3.2,-0.1,3.7,,,0.3,4.8,0.3,5.0,,,0.6,7.1,0.5,7.2
31/03/2017,0.6,6.5,0.6,7.5,0.4,4.7,-0.2,-1.0,-0.1,2.9,-0.1,3.4,,,0.3,4.9,0.3,5.0,,,0.3,6.7,0.2,6.7
30/04/2017,0.5,6.5,0.6,7.4,0.4,4.9,0.0,-1.0,0.4,2.6,0.3,3.0,,,0.5,4.8,0.4,4.9,,,0.9,7.4,0.9,7.5
