tender_date,maturity,coupon,tender_no,offered,bids_n,success_n,bid,accepted,coverage,over_under,low_acc,high_acc,wavg,low_unacc,high_unacc,wavg_unacc
2024-11-14,2035-05-15,0.045,927,250,45,22,571,250,2.284,0,4.7725,4.7975,4.7875,4.7975,4.9075,4.839
2024-11-14,2037-04-15,0.0275,927,50,27,9,206,50,4.12,0,4.915,4.935,4.9252,4.935,4.995,4.9633
2024-11-07,2028-05-15,0.0025,926,200,32,18,490,200,2.45,0,3.9375,3.965,3.9485,3.965,4.045,3.9943
2024-11-07,2035-05-15,0.045,926,250,50,14,740,250,2.96,0,4.66,4.6675,4.6636,4.6675,4.7725,4.6979
2024-11-07,2054-05-15,0.05,926,50,28,10,180,50,3.6,0,5.1425,5.1575,5.149,5.16,5.2175,5.1777
2024-10-31,2029-04-20,0.03,925,175,35,9,559,175,3.1943,0,3.9775,3.9975,3.9931,3.9975,4.0775,4.0308
2024-10-31,2034-05-15,0.0425,925,250,45,10,779,250,3.116,0,4.5,4.51,4.5059,4.51,4.5825,4.5327
2024-10-31,2041-05-15,0.0175,925,75,25,9,223,75,2.9733,0,4.9125,4.9425,4.9263,4.95,5.0025,4.9667
2024-10-17,2031-05-15,0.015,924,175,30,13,402,175,2.2971,0,4.175,4.195,4.1892,4.195,4.275,4.216
2024-10-17,2034-05-15,0.0425,924,250,45,17,639,250,2.556,0,4.4,4.42,4.4117,4.42,4.5125,4.4466
2024-10-17,2041-05-15,0.0175,924,75,29,10,220,75,2.9333,0,4.84,4.85,4.8453,4.85,4.9,4.8722
2024-10-10,2028-05-15,0.0025,923,200,33,25,445,200,2.225,0,3.7975,3.84,3.8191,3.84,3.88,3.8573
2024-10-10,2034-05-15,0.0425,923,250,32,24,436,250,1.744,0,4.3375,4.39,4.3645,4.39,4.41,4.4005
2024-10-10,2041-05-15,0.0175,923,50,19,6,155,50,3.1,0,4.8025,4.82,4.811,4.82,4.8775,4.8449
2024-10-03,2031-05-15,0.015,922,250,24,16,411,250,1.644,0,4,4.04,4.0176,4.04,4.12,4.0737
2024-10-03,2034-05-15,0.0425,922,200,25,17,324,200,1.62,0,4.26,4.3,4.2709,4.3025,4.3725,4.3341
2024-10-03,2041-05-15,0.0175,922,50,23,6,148,50,2.96,0,4.735,4.755,4.7492,4.7575,4.82,4.7795
2024-09-26,2029-04-20,0.03,921,250,46,26,544,250,2.176,0,3.755,3.7875,3.7739,3.7875,3.87,3.8144
2024-09-26,2035-05-15,0.045,921,225,41,29,365,225,1.6222,0,4.3275,4.3625,4.3423,4.365,4.42,4.3896
2024-09-26,2037-04-15,0.0275,921,25,22,3,121,25,4.84,0,4.525,4.53,4.527,4.53,4.6025,4.5501
2024-09-19,2031-05-15,0.015,920,250,40,28,436,250,1.744,0,4.0075,4.0425,4.0292,4.0425,4.1125,4.0763
2024-09-19,2034-05-15,0.0425,920,200,53,16,642,200,3.21,0,4.2275,4.2425,4.2368,4.2425,4.3425,4.2668
2024-09-19,2037-04-15,0.0275,920,50,32,12,150,50,3,0,4.5025,4.52,4.5092,4.52,4.6025,4.5374
2024-09-12,2029-04-20,0.03,919,300,35,23,604,300,2.0133,0,3.735,3.76,3.7496,3.76,3.83,3.7846
2024-09-12,2035-05-15,0.045,919,150,59,19,685,150,4.5667,0,4.2075,4.225,4.2191,4.225,4.3325,4.256
2024-09-12,2037-04-15,0.0275,919,50,32,11,162,50,3.24,0,4.3925,4.405,4.3996,4.405,4.4525,4.4202
2024-09-05,2030-05-15,0.045,918,225,42,14,588,225,2.6133,0,3.8625,3.8825,3.8728,3.8825,3.94,3.9095
2024-09-05,2034-05-15,0.0425,918,225,38,19,411,225,1.8267,0,4.1725,4.205,4.1884,4.21,4.245,4.2227
2024-09-05,2041-05-15,0.0175,918,50,24,12,107,50,2.14,0,4.585,4.615,4.6014,4.615,4.665,4.6405
2024-08-29,2030-05-15,0.045,917,250,40,23,591,250,2.364,0,3.955,3.98,3.9693,3.98,4.0575,3.9973
2024-08-29,2035-05-15,0.045,917,200,33,24,348,200,1.74,0,4.3375,4.3675,4.3536,4.3675,4.4075,4.3879
2024-08-29,2051-05-15,0.0275,917,50,17,11,76,50,1.52,0,4.7125,4.745,4.7246,4.745,4.805,4.7577
2024-08-15,2027-04-15,0.045,916,225,37,8,675,225,3,0,3.71,3.7175,3.7129,3.7175,3.85,3.7511
2024-08-15,2034-05-15,0.0425,916,200,30,24,318,200,1.59,0,4.1425,4.1925,4.1687,4.1925,4.2325,4.2116
2024-08-15,2041-05-15,0.0175,916,75,29,6,280,75,3.7333,0,4.4975,4.5075,4.504,4.5075,4.58,4.532
2024-08-08,2031-05-15,0.015,915,275,36,24,485,275,1.7636,0,4.1,4.1425,4.1213,4.1425,4.2325,4.1798
2024-08-08,2035-05-15,0.045,915,175,33,21,326,175,1.8629,0,4.355,4.3825,4.3705,4.3825,4.4375,4.4063
2024-08-08,2041-05-15,0.0175,915,50,28,4,203,50,4.06,0,4.655,4.665,4.662,4.6675,4.73,4.6862
2024-08-01,2030-05-15,0.045,914,300,46,19,715,300,2.3833,0,4.0075,4.0225,4.0164,4.0225,4.0775,4.0423
2024-08-01,2034-05-15,0.0425,914,150,43,9,482,150,3.2133,0,4.275,4.285,4.2821,4.2875,4.365,4.3124
2024-08-01,2037-04-15,0.0275,914,50,31,2,315,50,6.3,0,4.485,4.485,4.485,4.485,4.565,4.5065
2024-07-25,2029-04-20,0.03,913,300,49,24,777,300,2.59,0,4.07,4.0925,4.0813,4.0925,4.21,4.1258
2024-07-25,2035-05-15,0.045,913,200,48,22,433,200,2.165,0,4.4675,4.4925,4.4779,4.4925,4.605,4.5444
2024-07-18,2029-04-20,0.03,912,225,52,11,748,225,3.3244,0,4.0775,4.09,4.0837,4.09,4.21,4.1168
2024-07-18,2034-05-15,0.0425,912,225,62,30,564,225,2.5067,0,4.3575,4.375,4.3671,4.375,4.445,4.3997
2024-07-18,2037-04-15,0.0275,912,50,27,7,158,50,3.16,0,4.535,4.545,4.5398,4.5475,4.62,4.5766
2024-07-11,2029-04-20,0.03,911,225,46,17,711,225,3.16,0,4.3125,4.33,4.3231,4.33,4.435,4.354
2024-07-11,2034-05-15,0.0425,911,225,49,16,694,225,3.0844,0,4.575,4.5875,4.5811,4.5875,4.7225,4.6152
2024-07-11,2037-04-15,0.0275,911,50,30,8,238,50,4.76,0,4.745,4.76,4.7545,4.76,4.85,4.78
2024-07-04,2031-05-15,0.015,910,225,22,21,242,225,1.0756,0,4.55,4.6,4.5786,4.6,4.62,4.6118
2024-07-04,2034-05-15,0.0425,910,175,29,15,314,175,1.7943,0,4.69,4.72,4.7049,4.72,4.7625,4.7338
2024-07-04,2041-05-15,0.0175,910,100,17,17,94,94,0.94,-6,5.015,5.11,5.0529,0,0,0
2024-06-27,2030-05-15,0.045,909,250,24,19,318,250,1.272,0,4.525,4.55,4.5365,4.55,4.575,4.5612
2024-06-27,2033-04-14,0.035,909,200,23,19,260,200,1.3,0,4.6375,4.66,4.6478,4.66,4.69,4.6767
2024-06-27,2037-04-15,0.0275,909,50,21,5,160,50,3.2,0,4.8225,4.83,4.8268,4.83,4.865,4.8428
2024-06-20,2031-05-15,0.015,908,250,25,20,311,250,1.244,0,4.4375,4.4775,4.4576,4.4775,4.535,4.4986
2024-06-20,2034-05-15,0.0425,908,200,26,15,371,200,1.855,0,4.555,4.57,4.5624,4.57,4.66,4.5935
2024-06-20,2054-05-15,0.05,908,50,20,15,75,50,1.5,0,4.905,4.94,4.9292,4.94,4.985,4.9512
2024-06-13,2029-04-20,0.03,907,250,27,19,400,250,1.6,0,4.49,4.5125,4.5019,4.5125,4.5725,4.5337
2024-06-13,2032-05-15,0.02,907,200,27,16,415,200,2.075,0,4.5775,4.6125,4.5993,4.615,4.6675,4.6423
2024-06-13,2037-04-15,0.0275,907,50,19,5,160,50,3.2,0,4.7975,4.8175,4.8118,4.8175,4.865,4.8355
2024-05-31,2031-05-15,0.015,906,275,24,1,675,275,2.4545,0,4.6725,4.6725,4.6725,4.6875,4.7525,4.7099
2024-05-31,2034-05-15,0.0425,906,175,29,2,455,175,2.6,0,4.8075,4.8075,4.8075,4.8075,4.9125,4.8383
2024-05-31,2037-04-15,0.0275,906,50,14,4,152,50,3.04,0,4.93,4.94,4.9342,4.94,4.9775,4.9511
2024-05-23,2029-04-20,0.03,905,250,27,8,471,250,1.884,0,4.555,4.56,4.559,4.56,4.5975,4.5766
2024-05-23,2032-05-15,0.02,905,175,20,16,227,175,1.2971,0,4.66,4.7,4.6748,4.7,4.7125,4.7078
2024-05-23,2041-05-15,0.0175,905,75,18,5,150,75,2,0,4.97,4.9775,4.9718,4.98,5.03,4.9943
2024-05-16,2031-05-15,0.015,904,250,29,15,615,250,2.46,0,4.445,4.465,4.4559,4.4675,4.5,4.4801
2024-05-16,2034-05-15,0.0425,904,250,25,22,355,250,1.42,0,4.555,4.59,4.5684,4.59,4.62,4.5993
2024-05-09,2030-05-15,0.045,903,250,30,12,465,250,1.86,0,4.58,4.6,4.5944,4.605,4.665,4.6264
2024-05-09,2032-05-15,0.02,903,225,34,13,482,225,2.1422,0,4.655,4.6725,4.6611,4.6725,4.74,4.6942
2024-05-09,2041-05-15,0.0175,903,25,17,6,85,25,3.4,0,5.02,5.03,5.0265,5.03,5.09,5.0504
2024-05-02,2030-05-15,0.045,902,250,27,6,635,250,2.54,0,4.695,4.705,4.7031,4.705,4.7525,4.72
2024-05-02,2033-04-14,0.035,902,250,39,16,743,250,2.972,0,4.815,4.835,4.8258,4.835,4.8775,4.8464
2024-04-24,2029-04-20,0.03,901,275,21,8,540,275,1.9636,0,4.7225,4.7375,4.7313,4.7375,4.8,4.7584
2024-04-24,2034-05-15,0.0425,901,225,39,11,935,225,4.1556,0,4.9325,4.9425,4.9369,4.9425,4.99,4.9572
2024-04-18,2030-05-15,0.045,900,275,28,11,695,275,2.5273,0,4.72,4.7325,4.7271,4.7325,4.7925,4.7451
2024-04-18,2032-05-15,0.02,900,175,34,11,607,175,3.4686,0,4.815,4.825,4.8196,4.825,4.895,4.836
2024-04-18,2051-05-15,0.0275,900,50,19,11,101,50,2.02,0,5.15,5.175,5.1598,5.175,5.195,5.1878
2024-04-11,2029-04-20,0.03,899,275,29,22,489,275,1.7782,0,4.5875,4.625,4.6031,4.625,4.65,4.6382
2024-04-11,2032-05-15,0.02,899,175,34,10,557,175,3.1829,0,4.7175,4.725,4.722,4.725,4.7725,4.7408
2024-04-11,2051-05-15,0.0275,899,50,20,8,131,50,2.62,0,5.0275,5.0475,5.04,5.0475,5.08,5.0576
2024-03-28,2029-04-20,0.03,898,275,31,13,619,275,2.2509,0,4.3525,4.365,4.358,4.365,4.4425,4.3793
2024-03-28,2034-05-15,0.0425,898,225,35,8,656,225,2.9156,0,4.57,4.58,4.5745,4.58,4.6675,4.5994
2024-03-21,2031-05-15,0.015,897,250,25,19,395,250,1.58,0,4.3675,4.405,4.3869,4.405,4.4275,4.4197
2024-03-21,2033-04-14,0.035,897,250,32,21,525,250,2.1,0,4.485,4.51,4.4996,4.51,4.5425,4.5321
2024-03-14,2028-05-15,0.0025,896,275,27,20,563,275,2.0473,0,4.45,4.475,4.461,4.475,4.515,4.4908
2024-03-14,2032-05-15,0.02,896,225,31,9,684,225,3.04,0,4.5525,4.565,4.5606,4.565,4.59,4.5752
2024-03-07,2027-04-15,0.045,895,300,26,17,507,300,1.69,0,4.5325,4.5575,4.5426,4.5575,4.5875,4.5724
2024-03-07,2032-05-15,0.02,895,150,27,6,577,150,3.8467,0,4.545,4.5525,4.5494,4.555,4.6075,4.5655
2024-03-07,2041-05-15,0.0175,895,50,18,6,155,50,3.1,0,4.8275,4.8425,4.8348,4.8475,4.9,4.8696
2024-02-29,2028-05-15,0.0025,894,300,36,6,783,300,2.61,0,4.55,4.5575,4.5528,4.5575,4.62,4.5774
2024-02-29,2033-04-14,0.035,894,150,24,16,278,150,1.8533,0,4.68,4.73,4.7152,4.73,4.775,4.7443
2024-02-29,2041-05-15,0.0175,894,50,19,7,135,50,2.7,0,4.9525,4.965,4.9569,4.965,5.03,4.9931
2024-02-15,2027-04-15,0.045,893,275,31,7,1046,275,3.8036,0,4.7975,4.8025,4.7996,4.8025,4.8925,4.8147
2024-02-15,2033-04-14,0.035,893,150,33,10,472,150,3.1467,0,4.8075,4.82,4.8129,4.82,4.9025,4.8341
2024-02-15,2051-05-15,0.0275,893,75,28,7,271,75,3.6133,0,5.0675,5.08,5.075,5.08,5.16,5.1005
2024-02-08,2031-05-15,0.015,892,275,46,17,904,275,3.2873,0,4.65,4.68,4.672,4.68,4.815,4.6995
2024-02-08,2033-04-14,0.035,892,150,40,23,424,150,2.8267,0,4.715,4.755,4.7454,4.755,4.805,4.7717
2024-02-08,2037-04-15,0.0275,892,75,30,18,165,75,2.2,0,4.9375,4.9575,4.9499,4.9575,5.0075,4.9743
2024-02-01,2030-05-15,0.045,891,250,34,19,393,250,1.572,0,4.3525,4.4,4.3768,4.4,4.445,4.4173
2024-02-01,2033-04-14,0.035,891,175,25,14,231,175,1.32,0,4.4975,4.5425,4.5127,4.5475,4.5775,4.5593
2024-02-01,2051-05-15,0.0275,891,75,23,10,141,75,1.88,0,4.8025,4.8275,4.8099,4.8275,4.8775,4.8444
2024-01-25,2027-04-15,0.045,890,250,33,18,448,250,1.792,0,4.48,4.5175,4.4992,4.5175,4.5575,4.5362
2024-01-25,2034-05-15,0.0425,890,175,28,17,265,175,1.5143,0,4.7375,4.775,4.7593,4.775,4.8175,4.7953
2024-01-25,2037-04-15,0.0275,890,75,36,13,253,75,3.3733,0,4.91,4.9325,4.9223,4.9325,4.9925,4.9482
2024-01-18,2028-05-15,0.0025,889,275,33,30,336,275,1.2218,0,4.395,4.43,4.4118,4.43,4.45,4.4423
2024-01-18,2033-04-14,0.035,889,175,30,27,239,175,1.3657,0,4.64,4.6775,4.6595,4.6775,4.7,4.6867
2024-01-18,2037-04-15,0.0275,889,50,28,6,158,50,3.16,0,4.855,4.87,4.8628,4.87,4.9375,4.8907
