month_end_serial,first_issued,prefix,coupon,maturity_serial,type,total,rbnz_issued,eqc,sresl,market
37560,4/1999,1111,6.00%,40862,Nominal,3916,575,470,0,2871
37560,1/2008,0413,6.50%,41379,Nominal,3530,450,230,0,2850
37560,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37621,10/1998,0403,5.50%,37726,Nominal,3663,452.2,390,0,2821
37621,8/1992,TE52,8.00%,38092,Nominal,3575.5,150,381.5,0,3044
37621,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37621,2/2008,0206,6.50%,38763,Nominal,1225,125,0,0,1100
37621,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37621,7/1997,0709,7.00%,40009,Nominal,3805,350,453,0,3002
37621,4/1999,1111,6.00%,40862,Nominal,3916,575,470,0,2871
37621,1/2008,0413,6.50%,41379,Nominal,3655,450,230,0,2975
37621,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37652,10/1998,0403,5.50%,37726,Nominal,3663,756.8,390,0,2516
37652,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37652,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37652,2/2008,0206,6.50%,38763,Nominal,1225,125,0,0,1100
37652,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37652,7/1997,0709,7.00%,40009,Nominal,3805,350,453,0,3002
37652,4/1999,1111,6.00%,40862,Nominal,3916,575,470,0,2871
37652,1/2008,0413,6.50%,41379,Nominal,3655,450,230,0,2975
37652,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37680,10/1998,0403,5.50%,37726,Nominal,3663,756.8,390,0,2516
37680,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37680,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37680,2/2008,0206,6.50%,38763,Nominal,1375,125,0,0,1250
37680,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37680,7/1997,0709,7.00%,40009,Nominal,3772,350,420,0,3002
37680,4/1999,1111,6.00%,40862,Nominal,3916,575,470,0,2871
37680,1/2008,0413,6.50%,41379,Nominal,3655,450,230,0,2975
37680,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37711,10/1998,0403,5.50%,37726,Nominal,3663,886.8,390,0,2386.1999999999998
37711,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37711,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37711,2/2008,0206,6.50%,38763,Nominal,1675,275,0,0,1400
37711,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37711,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37711,4/1999,1111,6.00%,40862,Nominal,3916,575,470,0,2871
37711,1/2008,0413,6.50%,41379,Nominal,3655,450,230,0,2975
37711,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37741,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37741,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37741,2/2008,0206,6.50%,38763,Nominal,2085,425,160,0,1500
37741,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37741,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37741,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37741,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37741,3/2008,0415,6.00%,42109,Nominal,400,300,0,0,100
37741,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37772,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37772,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37772,2/2008,0206,6.50%,38763,Nominal,2085,425,160,0,1500
37772,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37772,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37772,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37772,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37772,3/2008,0415,6.00%,42109,Nominal,400,300,0,0,100
37772,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37802,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37802,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37802,2/2008,0206,6.50%,38763,Nominal,2335,425,160,0,1750
37802,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37802,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37802,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37802,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37802,3/2008,0415,6.00%,42109,Nominal,650,300,0,0,350
37802,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37833,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37833,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37833,2/2008,0206,6.50%,38763,Nominal,2434,425,160,0,1849
37833,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37833,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37833,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37833,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37833,3/2008,0415,6.00%,42109,Nominal,801,300,0,0,501
37833,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37864,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37864,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37864,2/2008,0206,6.50%,38763,Nominal,2559,425,160,0,1974
37864,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37864,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37864,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37864,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37864,3/2008,0415,6.00%,42109,Nominal,959,300,33,0,626
37864,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37894,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37894,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37894,2/2008,0206,6.50%,38763,Nominal,2709,425,160,0,2124
37894,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37894,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37894,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37894,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37894,3/2008,0415,6.00%,42109,Nominal,1109,300,33,0,776
37894,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37925,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37925,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37925,2/2008,0206,6.50%,38763,Nominal,2859,425,160,0,2274
37925,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37925,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37925,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37925,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37925,3/2008,0415,6.00%,42109,Nominal,1259,300,33,0,926
37925,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37955,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37955,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37955,2/2008,0206,6.50%,38763,Nominal,3009,425,160,0,2424
37955,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37955,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37955,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37955,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37955,3/2008,0415,6.00%,42109,Nominal,1409,300,33,0,1076
37955,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
37986,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
37986,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
37986,2/2008,0206,6.50%,38763,Nominal,3159,425,160,0,2574
37986,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
37986,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
37986,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
37986,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
37986,3/2008,0415,6.00%,42109,Nominal,1559,300,33,0,1226
37986,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38017,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
38017,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
38017,2/2008,0206,6.50%,38763,Nominal,3159,425,160,0,2574
38017,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38017,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
38017,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
38017,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
38017,3/2008,0415,6.00%,42109,Nominal,1574,300,48,0,1226
38017,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38046,8/1992,TE52,8.00%,38092,Nominal,3551,150,357,0,3044
38046,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
38046,2/2008,0206,6.50%,38763,Nominal,3169,425,170,0,2574
38046,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38046,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
38046,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
38046,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
38046,3/2008,0415,6.00%,42109,Nominal,1684,300,58,0,1326
38046,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38077,8/1992,TE52,8.00%,38092,Nominal,3551,200,357,0,2994
38077,12/2000,0205,6.50%,38398,Nominal,3635,575,263,0,2797
38077,2/2008,0206,6.50%,38763,Nominal,3169,425,170,0,2574
38077,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38077,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
38077,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
38077,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
38077,3/2008,0415,6.00%,42109,Nominal,1784,300,58,0,1426
38077,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38107,12/2000,0205,6.50%,38398,Nominal,3710,575,338,0,2797
38107,2/2008,0206,6.50%,38763,Nominal,3314,425,315,0,2574
38107,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38107,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
38107,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
38107,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
38107,3/2008,0415,6.00%,42109,Nominal,2219,475,218,0,1526
38107,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38138,12/2000,0205,6.50%,38398,Nominal,3710,575,338,0,2797
38138,2/2008,0206,6.50%,38763,Nominal,3319,425,320,0,2574
38138,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38138,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
38138,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
38138,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
38138,3/2008,0415,6.00%,42109,Nominal,2344,475,243,0,1626
38138,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38168,12/2000,0205,6.50%,38398,Nominal,3710,575,338,0,2797
38168,2/2008,0206,6.50%,38763,Nominal,3319,425,320,0,2574
38168,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38168,7/1997,0709,7.00%,40009,Nominal,3726,350,374,0,3002
38168,4/1999,1111,6.00%,40862,Nominal,3796,575,350,0,2871
38168,1/2008,0413,6.50%,41379,Nominal,3765,450,340,0,2975
38168,3/2008,0415,6.00%,42109,Nominal,2444,475,243,0,1726
38168,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38198,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38198,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38198,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38198,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38198,4/1999,1111,6.00%,40862,Nominal,3940,719,350,0,2871
38198,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38198,3/2008,0415,6.00%,42109,Nominal,2738,619,243,0,1876
38198,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38230,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38230,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38230,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38230,4/2008,0708,6.00%,39644,Nominal,100,0,0,0,100
38230,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38230,4/1999,1111,6.00%,40862,Nominal,3950,719,360,0,2871
38230,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38230,3/2008,0415,6.00%,42109,Nominal,2853,619,258,0,1976
38230,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38260,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38260,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38260,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38260,4/2008,0708,6.00%,39644,Nominal,200,0,0,0,200
38260,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38260,4/1999,1111,6.00%,40862,Nominal,3950,719,360,0,2871
38260,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38260,3/2008,0415,6.00%,42109,Nominal,2953,619,258,0,2076
38260,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38289,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38289,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38289,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38289,4/2008,0708,6.00%,39644,Nominal,300,0,0,0,300
38289,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38289,4/1999,1111,6.00%,40862,Nominal,3950,719,360,0,2871
38289,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38289,3/2008,0415,6.00%,42109,Nominal,3053,619,258,0,2176
38289,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38321,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38321,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38321,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38321,4/2008,0708,6.00%,39644,Nominal,415,0,15,0,400
38321,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38321,4/1999,1111,6.00%,40862,Nominal,3950,719,360,0,2871
38321,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38321,3/2008,0415,6.00%,42109,Nominal,3168,619,273,0,2276
38321,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38352,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38352,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38352,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38352,4/2008,0708,6.00%,39644,Nominal,515,0,15,0,500
38352,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38352,4/1999,1111,6.00%,40862,Nominal,3950,719,360,0,2871
38352,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38352,3/2008,0415,6.00%,42109,Nominal,3268,619,273,0,2376
38352,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38383,12/2000,0205,6.50%,38398,Nominal,3849,714,338,0,2797
38383,2/2008,0206,6.50%,38763,Nominal,3558.8,664.8,320,0,2574
38383,8/1994,1106,8.00%,39036,Nominal,3603,450,376,0,2777
38383,4/2008,0708,6.00%,39644,Nominal,515,0,15,0,500
38383,7/1997,0709,7.00%,40009,Nominal,3895,519,374,0,3002
38383,4/1999,1111,6.00%,40862,Nominal,3950,719,360,0,2871
38383,1/2008,0413,6.50%,41379,Nominal,3917,589,353,0,2975
38383,3/2008,0415,6.00%,42109,Nominal,3281,619,286,0,2376
38383,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38411,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38411,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38411,4/2008,0708,6.00%,39644,Nominal,1314,639,75,0,600
38411,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38411,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38411,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38411,3/2008,0415,6.00%,42109,Nominal,3466,619,371,0,2476
38411,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38442,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38442,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38442,4/2008,0708,6.00%,39644,Nominal,1414,639,75,0,700
38442,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38442,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38442,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38442,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38442,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38471,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38471,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38471,4/2008,0708,6.00%,39644,Nominal,1539,639,100,0,800
38471,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38471,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38471,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38471,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38471,5/2008,1217,6.00%,43084,Nominal,100,0,0,0,100
38471,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38503,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38503,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38503,4/2008,0708,6.00%,39644,Nominal,1639,639,100,0,900
38503,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38503,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38503,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38503,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38503,5/2008,1217,6.00%,43084,Nominal,284,84,0,0,200
38503,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38533,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38533,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38533,4/2008,0708,6.00%,39644,Nominal,1739,639,100,0,1000
38533,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38533,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38533,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38533,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38533,5/2008,1217,6.00%,43084,Nominal,384,84,0,0,300
38533,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38564,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38564,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38564,4/2008,0708,6.00%,39644,Nominal,1839,639,100,0,1100
38564,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38564,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38564,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38564,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38564,5/2008,1217,6.00%,43084,Nominal,484,84,0,0,400
38564,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38595,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38595,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38595,4/2008,0708,6.00%,39644,Nominal,1939,639,100,0,1200
38595,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38595,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38595,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38595,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38595,5/2008,1217,6.00%,43084,Nominal,604,84,20,0,500
38595,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38625,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38625,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38625,4/2008,0708,6.00%,39644,Nominal,2039,639,100,0,1300
38625,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38625,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38625,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38625,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38625,5/2008,1217,6.00%,43084,Nominal,704,84,20,0,600
38625,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38656,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38656,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38656,4/2008,0708,6.00%,39644,Nominal,2154,639,115,0,1400
38656,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38656,4/1999,1111,6.00%,40862,Nominal,4005,719,415,0,2871
38656,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38656,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38656,5/2008,1217,6.00%,43084,Nominal,819,84,35,0,700
38656,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38686,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38686,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38686,4/2008,0708,6.00%,39644,Nominal,2269,639,130,0,1500
38686,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38686,4/1999,1111,6.00%,40862,Nominal,4060,719,415,0,2926
38686,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38686,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38686,5/2008,1217,6.00%,43084,Nominal,929,84,45,0,800
38686,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38717,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38717,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38717,4/2008,0708,6.00%,39644,Nominal,2369,639,130,0,1600
38717,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38717,4/1999,1111,6.00%,40862,Nominal,4060,719,415,0,2926
38717,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38717,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38717,5/2008,1217,6.00%,43084,Nominal,1079,84,45,0,950
38717,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38748,2/2008,0206,6.50%,38763,Nominal,3638.8,689.8,375,0,2574
38748,8/1994,1106,8.00%,39036,Nominal,3636,483,376,0,2777
38748,4/2008,0708,6.00%,39644,Nominal,2377,639,138,0,1600
38748,7/1997,0709,7.00%,40009,Nominal,4080,669,409,0,3002
38748,4/1999,1111,6.00%,40862,Nominal,4060,719,415,0,2926
38748,1/2008,0413,6.50%,41379,Nominal,4027,639,413,0,2975
38748,3/2008,0415,6.00%,42109,Nominal,3566,619,371,0,2576
38748,5/2008,1217,6.00%,43084,Nominal,1089,84,55,0,950
38748,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38776,8/1994,1106,8.00%,39036,Nominal,3747,564,406,0,2777
38776,4/2008,0708,6.00%,39644,Nominal,2627,639,288,0,1700
38776,7/1997,0709,7.00%,40009,Nominal,4125,669,454,0,3002
38776,4/1999,1111,6.00%,40862,Nominal,4300,919,455,0,2926
38776,1/2008,0413,6.50%,41379,Nominal,4212,789,448,0,2975
38776,3/2008,0415,6.00%,42109,Nominal,3591,619,396,0,2576
38776,5/2008,1217,6.00%,43084,Nominal,1886,640,196,0,1050
38776,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
38807,8/1994,1106,8.00%,39036,Nominal,3747,564,406,0,2777
38807,4/2008,0708,6.00%,39644,Nominal,2777,639,288,0,1850
38807,7/1997,0709,7.00%,40009,Nominal,4125,669,454,0,3002
38807,4/1999,1111,6.00%,40862,Nominal,4300,919,455,0,2926
38807,1/2008,0413,6.50%,41379,Nominal,4212,789,448,0,2975
38807,3/2008,0415,6.00%,42109,Nominal,3591,619,396,0,2576
38807,5/2008,1217,6.00%,43084,Nominal,1986,640,196,0,1150
38807,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
