date,repo_absorb_daily
2024-09-23,13730.0
2024-09-24,12940.0
2024-09-25,11400.0
2024-09-26,15730.0
2024-09-27,13292.0
2024-09-30,13450.0
2024-10-01,13290.0
2024-10-02,12335.0
2024-10-03,16220.0
2024-10-04,14687.0
2024-10-07,14900.0
2024-10-08,14720.0
2024-10-09,13140.0
2024-10-10,16975.0
2024-10-11,14207.0
2024-10-14,17395.0
2024-10-15,14635.0
2024-10-16,13595.0
2024-10-17,17675.0
2024-10-18,15155.0
2024-10-21,21480.0
2024-10-22,15485.0
2024-10-23,14136.0
2024-10-24,19575.0
2024-10-25,14850.0
2024-10-28,16250.0
2024-10-29,18300.0
2024-10-30,13827.0
2024-10-31,16955.0
2024-11-01,14800.0
2024-11-04,15425.0
2024-11-05,14835.0
2024-11-06,15617.0
2024-11-07,18070.0
2024-11-08,18660.0
2024-11-11,16970.0
2024-11-12,16235.0
2024-11-13,14562.0
2024-11-14,19055.0
2024-11-15,18860.0
2024-11-18,15678.0
2024-11-19,16550.0
2024-11-20,14392.0
2024-11-21,19715.0
2024-11-22,17710.0
2024-11-25,14922.0
2024-11-26,18650.0
2024-11-27,15342.0
2024-11-28,16830.0
2024-11-29,15900.0
2024-12-02,18160.0
2024-12-03,18720.0
2024-12-04,16502.0
2024-12-05,17135.0
2024-12-06,13025.0
2024-12-09,16135.0
2024-12-10,16520.0
2024-12-11,14435.0
2024-12-12,18335.0
2024-12-13,15150.0
2024-12-16,11695.0
2024-12-17,11475.0
2024-12-18,20315.0
2024-12-19,21383.0
2024-12-20,17995.0
2024-12-23,18240.0
2024-12-24,22975.0
2024-12-27,18160.0
2024-12-30,15645.0
2024-12-31,15575.0
2025-01-03,23926.0
2025-01-06,17270.0
2025-01-07,16126.0
2025-01-08,15530.0
2025-01-09,18575.0
2025-01-10,20471.0
2025-01-13,17195.0
2025-01-14,24397.0
2025-01-15,20760.0
2025-01-16,18450.0
2025-01-17,17321.0
2025-01-20,17595.0
2025-01-21,21440.0
2025-01-22,17960.0
2025-01-23,24505.0
2025-01-24,18771.0
2025-01-27,21520.0
2025-01-28,21276.0
2025-01-29,17025.0
2025-01-30,19935.0
2025-01-31,24077.0
2025-02-03,28356.0
2025-02-04,29205.0
2025-02-05,21795.0
2025-02-06,20650.0
2025-02-07,19886.0
2025-02-10,21435.0
2025-02-11,24770.0
2025-02-12,20065.0
2025-02-13,21715.0
2025-02-14,19746.0
2025-02-17,19815.0
2025-02-18,25591.0
2025-02-19,18015.0
2025-02-20,21360.0
2025-02-21,21696.0
2025-02-24,20310.0
2025-02-25,24216.0
2025-02-26,13985.0
2025-02-27,20580.0
2025-02-28,17394.0
2025-03-03,19440.0
2025-03-04,22146.0
2025-03-05,15375.0
2025-03-06,20240.0
2025-03-07,17666.0
2025-03-10,18640.0
2025-03-11,21761.0
2025-03-12,19480.0
2025-03-13,16460.0
2025-03-14,14813.0
2025-03-17,13218.0
2025-03-18,16881.0
2025-03-19,18100.0
2025-03-20,17520.0
2025-03-21,16470.0
2025-03-24,16103.0
2025-03-25,18391.0
2025-03-26,19829.0
2025-03-27,18595.0
2025-03-28,14115.0
2025-03-31,16280.0
2025-04-01,20636.0
2025-04-02,17104.0
2025-04-03,19290.0
2025-04-04,17495.0
2025-04-07,13385.0
2025-04-08,17625.0
2025-04-09,21790.0
2025-04-10,19611.0
2025-04-11,17300.0
2025-04-14,15820.0
2025-04-15,18647.0
2025-04-16,16115.0
2025-04-17,14300.0
2025-04-22,15866.0
2025-04-23,18725.0
2025-04-24,19775.0
2025-04-25,15800.0
2025-04-28,15165.0
2025-04-29,14155.0
2025-04-30,19260.0
2025-05-02,18110.0
2025-05-05,17045.0
2025-05-06,15955.0
2025-05-07,17875.0
2025-05-08,19725.0
2025-05-09,18145.0
2025-05-12,15340.0
2025-05-13,16320.0
2025-05-14,18625.0
2025-05-15,18823.0
2025-05-16,16300.0
2025-05-19,15910.0
2025-05-20,15190.0
2025-05-21,16305.0
2025-05-22,18143.0
2025-05-23,14545.0
2025-05-26,21050.0
2025-05-27,16170.0
2025-05-28,18170.0
2025-05-30,20068.0
2025-06-02,23380.0
2025-06-03,17070.0
2025-06-04,14910.0
2025-06-05,17610.0
2025-06-06,21785.0
2025-06-10,17175.0
2025-06-11,16570.0
2025-06-12,16555.0
2025-06-13,15435.0
2025-06-16,19100.0
2025-06-17,16158.0
2025-06-18,17285.0
2025-06-19,20750.0
2025-06-20,20490.0
2025-06-23,19165.0
2025-06-24,16830.0
2025-06-25,17525.0
2025-06-26,24295.0
2025-06-27,18395.0
2025-06-30,12915.0
2025-07-01,17780.0
2025-07-02,22030.0
2025-07-03,18010.0
2025-07-04,20032.0
2025-07-07,14495.0
2025-07-08,15855.0
2025-07-09,20225.0
2025-07-10,17215.0
2025-07-11,17530.0
2025-07-14,13695.0
2025-07-15,17880.0
2025-07-16,21010.0
2025-07-17,20525.0
2025-07-18,18300.0
2025-07-21,15085.0
2025-07-22,17420.0
2025-07-23,20610.0
2025-07-24,23205.0
2025-07-25,18255.0
2025-07-28,17075.0
2025-07-29,16490.0
2025-07-30,21005.0
2025-07-31,17470.0
2025-08-04,17775.0
2025-08-05,17350.0
2025-08-06,20420.0
2025-08-07,21505.0
2025-08-08,17235.0
2025-08-11,12765.0
2025-08-12,12430.0
2025-08-13,18845.0
2025-08-14,18935.0
2025-08-15,18320.0
2025-08-18,14075.0
2025-08-19,12535.0
2025-08-20,18050.0
2025-08-21,15167.0
2025-08-22,15055.0
2025-08-25,12675.0
2025-08-26,13300.0
2025-08-27,14255.0
2025-08-28,15610.0
2025-08-29,17985.0
2025-09-01,16025.0
2025-09-02,16110.0
2025-09-03,14555.0
2025-09-04,16915.0
2025-09-05,13245.0
2025-09-08,14655.0
2025-09-09,14270.0
2025-09-10,15850.0
2025-09-11,15800.0
2025-09-12,12945.0
2025-09-15,12860.0
2025-09-16,16062.0
2025-09-17,14150.0
2025-09-18,14040.0
2025-09-19,12666.0
2025-09-22,16862.0
2025-09-23,14427.0
2025-09-24,12830.0
2025-09-25,13790.0
2025-09-26,12698.0
2025-09-29,14080.0
2025-09-30,10672.0
2025-10-01,18190.0
2025-10-02,12740.0
2025-10-03,15017.0
2025-10-06,11325.0
2025-10-07,12132.0
2025-10-08,15505.0
2025-10-09,14355.0
2025-10-10,12300.0
2025-10-13,14325.0
2025-10-14,11677.0
2025-10-15,13660.0
2025-10-16,15580.0
2025-10-17,11750.0
2025-10-20,15130.0
2025-10-21,13016.0
2025-10-22,11525.0
2025-10-23,15380.0
2025-10-24,11995.0
2025-10-27,14505.0
2025-10-28,10537.0
2025-10-29,18200.0
2025-10-30,12255.0
2025-10-31,16045.0
2025-11-03,20225.0
2025-11-04,12737.0
2025-11-05,17325.0
2025-11-06,10911.0
2025-11-07,16813.0
2025-11-10,15310.0
2025-11-11,11595.0
2025-11-12,14275.0
2025-11-13,12506.0
2025-11-14,12488.0
2025-11-17,15025.0
2025-11-18,14790.0
2025-11-19,14225.0
2025-11-20,15310.0
2025-11-21,11887.0
2025-11-24,11785.0
2025-11-25,15090.0
2025-11-26,12750.0
2025-11-27,9570.0
2025-11-28,9535.0
2025-12-01,12600.0
2025-12-02,12830.0
2025-12-03,12325.0
2025-12-04,13510.0
2025-12-05,12170.0
2025-12-08,9975.0
2025-12-09,11070.0
2025-12-10,13360.0
2025-12-11,11875.0
2025-12-12,11720.0
2025-12-15,9975.0
2025-12-16,9850.0
2025-12-17,12750.0
2025-12-18,12300.0
2025-12-19,10735.0
2025-12-22,9855.0
2025-12-23,15470.0
2025-12-24,10840.0
2025-12-29,12335.0
2025-12-30,10825.0
2025-12-31,6310.0
2026-01-05,15660.0
2026-01-06,15551.0
2026-01-07,16397.0
2026-01-08,15350.0
2026-01-09,12920.0
2026-01-12,16420.0
2026-01-13,14805.0
2026-01-14,18025.0
2026-01-15,15195.0
2026-01-16,14145.0
2026-01-19,16335.0
2026-01-20,13612.0
2026-01-21,18035.0
2026-01-22,14635.0
2026-01-23,14295.0
2026-01-26,11995.0
2026-01-27,15860.0
2026-01-28,18395.0
2026-01-29,14085.0
2026-01-30,14600.0
2026-02-02,15305.0
2026-02-03,16690.0
2026-02-04,15390.0
2026-02-05,12775.0
2026-02-06,11730.0
2026-02-09,12560.0
2026-02-10,14680.0
2026-02-11,17070.0
2026-02-12,12930.0
2026-02-13,10995.0
2026-02-16,9698.0
2026-02-17,16380.0
2026-02-18,15595.0
2026-02-19,13210.0
2026-02-20,12090.0
2026-02-23,12606.0
2026-02-24,18340.0
2026-02-25,20300.0
2026-02-26,14450.0
2026-02-27,15340.0
2026-03-02,13555.0
2026-03-03,14870.0
2026-03-04,19960.0
2026-03-05,16460.0
2026-03-06,14995.0
2026-03-09,14180.0
2026-03-10,16810.0
2026-03-11,20400.0
2026-03-12,14911.0
2026-03-13,13505.0
2026-03-16,13990.0
2026-03-17,17405.0
2026-03-18,20135.0
2026-03-19,16160.0
2026-03-20,13580.0
2026-03-23,13220.0
2026-03-24,14080.0
2026-03-25,20340.0
2026-03-26,14087.0
2026-03-27,12770.0
2026-03-30,15405.0
2026-03-31,12805.0
2026-04-01,15640.0
2026-04-02,18005.0
2026-04-07,14525.0
2026-04-08,19350.0
2026-04-09,17770.0
2026-04-10,15240.0
2026-04-13,16100.0
2026-04-14,15360.0
2026-04-15,16565.0
2026-04-16,16885.0
2026-04-17,17260.0
2026-04-20,13320.0
2026-04-21,15210.0
2026-04-22,18560.0
2026-04-23,15840.0
2026-04-24,16415.0
2026-04-27,13380.0
2026-04-28,13642.0
2026-04-29,12340.0
2026-04-30,14915.0
2026-05-04,17215.0
2026-05-05,16580.0
2026-05-06,17260.0
2026-05-07,14200.0
2026-05-08,15203.0
2026-05-11,14167.0
2026-05-12,19965.0
2026-05-13,17560.0
2026-05-15,14465.0
2026-05-18,15210.0
2026-05-19,16355.0
2026-05-20,16575.0
2026-05-21,14735.0
2026-05-22,14615.0
2026-05-26,11390.0
2026-05-27,13805.0
2026-05-28,15515.0
2026-05-29,17725.0
2026-06-01,17835.0
2026-06-02,13425.0
2026-06-03,14295.0
2026-06-04,13780.0
2026-06-05,14145.0
2026-06-08,14835.0
2026-06-09,15300.0
2026-06-10,11304.0
2026-06-11,13165.0
2026-06-12,13695.0
2026-06-15,13530.0
2026-06-16,16730.0
2026-06-17,12660.0
2026-06-18,13380.0
2026-06-19,12115.0
2026-06-22,12300.0
2026-06-23,10515.0
2026-06-24,15020.0
2026-06-25,11805.0
2026-06-26,16420.0
2026-06-29,11705.0
2026-06-30,8690.0
2026-07-01,16280.0
2026-07-02,16575.0
2026-07-03,16510.0
2026-07-06,13990.0
2026-07-07,12100.0
2026-07-08,16780.0
2026-07-09,13705.0
2026-07-10,16410.0
2026-07-13,11830.0
2026-07-14,10600.0
2026-07-15,17160.0
2026-07-16,15080.0
2026-07-17,17590.0
2026-07-20,15305.0
2026-07-21,11000.0
2026-07-22,15220.0
2026-07-23,13070.0
2026-07-24,16085.0
2026-07-27,12430.0
2026-07-28,14045.0
2026-07-29,17420.0
