date,zirepo:H8
2025-04-24,0.5334
2025-04-25,0.5209
2025-04-28,0.5167
2025-04-29,0.5102
2025-04-30,0.5043
2025-05-02,0.4919
2025-05-05,0.4852
2025-05-06,0.481
2025-05-07,0.4768
2025-05-08,0.4753
2025-05-09,0.4629
2025-05-12,0.4561
2025-05-13,0.452
2025-05-14,0.4478
2025-05-15,0.4465
2025-05-16,0.4342
2025-05-19,0.4271
2025-05-20,0.423
2025-05-21,0.4188
2025-05-22,0.4177
2025-05-23,0.4053
2025-05-26,0.3981
2025-05-27,0.3939
2025-05-28,0.3888
2025-05-30,0.3766
2025-06-02,0.3725
2025-06-03,0.3684
2025-06-04,0.3643
2025-06-05,0.3602
2025-06-06,0.3472
2025-06-10,0.3397
2025-06-11,0.3356
2025-06-12,0.3314
2025-06-13,0.3274
2025-06-16,0.3261
2025-06-17,0.3247
2025-06-18,0.3233
2025-06-19,0.3218
2025-06-20,0.3135
2025-06-23,0.3108
2025-06-24,0.3088
2025-06-25,0.3069
2025-06-26,0.3025
2025-06-27,0.2934
2025-06-30,0.289
2025-07-01,0.2872
2025-07-02,0.2854
2025-07-03,0.2836
2025-07-04,0.2754
2025-07-07,0.2719
2025-07-08,0.2693
2025-07-09,0.2667
2025-07-10,0.265
2025-07-11,0.2571
2025-07-14,0.2535
2025-07-15,0.2509
2025-07-16,0.2482
2025-07-17,0.2466
2025-07-18,0.2385
2025-07-21,0.2347
2025-07-22,0.2319
2025-07-23,0.2292
2025-07-24,0.2277
2025-07-25,0.2196
2025-07-28,0.2156
2025-07-29,0.2128
2025-07-30,0.2101
2025-07-31,0.2011
2025-08-04,0.1973
2025-08-05,0.1947
2025-08-06,0.1922
2025-08-07,0.1909
2025-08-08,0.1832
2025-08-11,0.1792
2025-08-12,0.1766
2025-08-13,0.1739
2025-08-14,0.1727
2025-08-15,0.1647
2025-08-18,0.1604
2025-08-19,0.1577
2025-08-20,0.1551
2025-08-21,0.154
2025-08-22,0.146
2025-08-25,0.1417
2025-08-26,0.139
2025-08-27,0.1363
2025-08-28,0.1353
2025-08-29,0.1272
2025-09-01,0.1263
2025-09-02,0.1254
2025-09-03,0.1228
2025-09-04,0.1202
2025-09-05,0.1159
2025-09-08,0.1134
2025-09-09,0.1072
2025-09-10,0.1045
2025-09-11,0.1019
2025-09-12,0.0978
2025-09-15,0.0952
2025-09-16,0.0888
2025-09-17,0.0862
2025-09-18,0.0835
2025-09-19,0.0797
2025-09-22,0.0772
2025-09-23,0.0747
2025-09-24,0.0735
2025-09-25,0.0722
2025-09-26,0.0698
2025-09-29,0.0662
2025-09-30,0.0648
2025-10-01,0.0635
2025-10-02,0.0622
2025-10-03,0.0597
2025-10-06,0.0567
2025-10-07,0.0553
2025-10-08,0.054
2025-10-09,0.0526
2025-10-10,0.0503
2025-10-13,0.0473
2025-10-14,0.046
2025-10-15,0.0448
2025-10-16,0.0436
2025-10-17,0.0422
2025-10-20,0.0418
2025-10-21,0.0374
2025-10-22,0.0362
2025-10-23,0.0349
2025-10-24,0.0327
2025-10-27,0.0296
2025-10-28,0.0283
2025-10-29,0.0269
2025-10-30,0.0265
2025-10-31,0.0234
2025-11-03,0.023
2025-11-04,0.0198
2025-11-05,0.0185
2025-11-06,0.0172
2025-11-07,0.0153
2025-11-10,0.014
2025-11-11,0.0106
2025-11-12,0.0093
2025-11-13,0.008
2025-11-14,0.0061
2025-11-17,0.0048
2025-11-18,0.0012
2025-11-19,-0.0002
2025-11-20,-0.0015
2025-11-21,-0.0032
2025-11-24,-0.0045
2025-11-25,-0.0082
2025-11-26,-0.0095
2025-11-27,-0.0132
2025-11-28,-0.0175
2025-12-01,-0.0176
2025-12-02,-0.0189
2025-12-03,-0.0202
2025-12-04,-0.0215
2025-12-05,-0.023
2025-12-08,-0.0231
2025-12-09,-0.0282
2025-12-10,-0.0296
2025-12-11,-0.0309
2025-12-12,-0.0323
2025-12-15,-0.0362
2025-12-16,-0.0376
2025-12-17,-0.0389
2025-12-18,-0.0402
2025-12-19,-0.0414
2025-12-22,-0.0413
2025-12-23,-0.0412
2025-12-24,-0.0412
2025-12-29,-0.0412
2025-12-30,-0.0412
2025-12-31,-0.0423
2026-01-05,-0.0423
2026-01-06,-0.0425
2026-01-07,-0.0427
2026-01-08,-0.043
2026-01-09,-0.0435
2026-01-12,-0.0436
2026-01-13,-0.0438
2026-01-14,-0.0438
2026-01-15,-0.0438
2026-01-16,-0.0439
2026-01-19,-0.0438
2026-01-20,-0.0438
2026-01-21,-0.0438
2026-01-22,-0.0438
2026-01-23,-0.0438
2026-01-26,-0.0438
2026-01-27,-0.0438
2026-01-28,-0.0438
2026-01-29,-0.0439
2026-01-30,-0.0447
2026-02-02,-0.0447
2026-02-03,-0.0447
2026-02-04,-0.0447
2026-02-05,-0.0447
2026-02-06,-0.0446
2026-02-09,-0.0446
2026-02-10,-0.0447
2026-02-11,-0.0447
2026-02-12,-0.0447
2026-02-13,-0.0447
2026-02-16,-0.0447
2026-02-17,-0.0448
2026-02-18,-0.0448
2026-02-19,-0.0448
2026-02-20,-0.045
2026-02-23,-0.0451
2026-02-24,-0.0452
2026-02-25,-0.0453
2026-02-26,-0.0455
2026-02-27,-0.0457
2026-03-02,-0.0459
2026-03-03,-0.0459
2026-03-04,-0.046
2026-03-05,-0.0461
2026-03-06,-0.0467
2026-03-09,-0.0469
2026-03-10,-0.047
2026-03-11,-0.0471
2026-03-12,-0.0471
2026-03-13,-0.0473
2026-03-16,-0.0474
2026-03-17,-0.0474
2026-03-18,-0.0475
2026-03-19,-0.0474
2026-03-20,-0.0476
2026-03-23,-0.0477
2026-03-24,-0.0477
2026-03-25,-0.0478
2026-03-26,-0.0478
2026-03-27,-0.0479
2026-03-30,-0.0479
2026-03-31,-0.048
2026-04-01,-0.0481
2026-04-02,-0.0481
2026-04-07,-0.0482
2026-04-08,-0.0482
2026-04-09,-0.0483
2026-04-10,-0.0484
2026-04-13,-0.0484
2026-04-14,-0.0484
2026-04-15,-0.0484
2026-04-16,-0.0484
2026-04-17,-0.0483
2026-04-20,-0.0483
2026-04-21,-0.0483
2026-04-22,-0.0482
2026-04-23,-0.0482
2026-04-24,-0.048
2026-04-27,-0.048
2026-04-28,-0.0479
2026-04-29,-0.0479
2026-04-30,-0.0478
2026-05-04,-0.0477
2026-05-05,-0.0477
2026-05-06,-0.0477
2026-05-07,-0.0477
2026-05-08,-0.0478
2026-05-11,-0.0479
2026-05-12,-0.048
2026-05-13,-0.0481
2026-05-15,-0.0482
2026-05-18,-0.0483
2026-05-19,-0.0483
2026-05-20,-0.0483
2026-05-21,-0.0483
2026-05-22,-0.0485
2026-05-26,-0.0486
2026-05-27,-0.0486
2026-05-28,-0.0485
2026-05-29,-0.0486
2026-06-01,-0.0486
2026-06-02,-0.0486
2026-06-03,-0.0486
2026-06-04,-0.0486
2026-06-05,-0.0486
2026-06-08,-0.0486
2026-06-09,-0.0486
2026-06-10,-0.0485
2026-06-11,-0.0485
2026-06-12,-0.0485
2026-06-15,-0.0485
2026-06-16,-0.0485
2026-06-17,-0.0485
2026-06-18,-0.0485
2026-06-19,-0.0484
2026-06-22,-0.0484
2026-06-23,-0.0484
2026-06-24,-0.0483
2026-06-25,-0.0483
2026-06-26,-0.0484
2026-06-29,-0.0484
2026-06-30,-0.0475
2026-07-01,-0.0475
2026-07-02,-0.0474
2026-07-03,-0.0472
2026-07-06,-0.0471
2026-07-07,-0.0468
2026-07-08,-0.0466
2026-07-09,-0.0465
2026-07-10,-0.0459
2026-07-13,-0.0456
2026-07-14,-0.0456
2026-07-15,-0.0455
2026-07-16,-0.0455
2026-07-17,-0.0454
2026-07-20,-0.0454
2026-07-21,-0.0454
2026-07-22,-0.0454
2026-07-23,-0.0454
2026-07-24,-0.0454
2026-07-27,-0.0453
2026-07-28,-0.0452
2026-07-29,-0.0451
2026-07-30,-0.045
2026-07-31,-0.0446
2026-08-03,-0.0446
2026-08-04,-0.0448
2026-08-05,-0.045
2026-08-06,-0.045
2026-08-07,-0.0453
2026-08-10,-0.0454
2026-08-11,-0.0454
2026-08-12,-0.0454
2026-08-13,-0.0454
2026-08-14,-0.0456
