DATE,RPWB56A,RPWB55A,RPWB72A,RPWB67A,RPWB69A,RPWZ4TJ,RPWZ4TK,RPWZ4TL,RPWZ4TM,RPWZOQ4,RPWZ4TN,RPWB59A
05 Sep 2007,20594,40705,13370,35690,15000,,,,,,,4381
12 Sep 2007,19812,40326,13370,34480,15000,,,,,,,4426
19 Sep 2007,29010,40406,13370,38390,15000,,,,,,,4514
26 Sep 2007,29226,40425,13370,40950,15000,,,,,,,4521
03 Oct 2007,26809,40611,13370,33650,15000,,,,,,,4482
10 Oct 2007,20816,40523,13370,27580,15000,,,,,,,4473
17 Oct 2007,21731,40529,13370,26590,14900,,,,,,,4499
24 Oct 2007,24115,40610,13370,25620,14900,,,,,,,4502
31 Oct 2007,20062,40817,13370,20610,14900,,,,,,,4492
07 Nov 2007,22169,40835,13370,21420,14900,,,,,,,4490
14 Nov 2007,22635,41044,13370,21520,14700,,,,,,,4586
21 Nov 2007,24758,41260,13370,21760,15000,,,,,,,4653
28 Nov 2007,23469,41716,13370,18349,15000,,,,,,,4602
05 Dec 2007,21627,42115,13370,16419,15000,,,,,,,4680
12 Dec 2007,23470,42465,13370,8739,15000,,,,,,,4637
19 Dec 2007,24608,43862,13370,10000,23500,,,,,,,4667
24 Dec 2007,25768,45022,13370,4360,23500,,,,,,,4727
26 Dec 2007,25768,45022,13370,4360,23500,,,,,,,4727
02 Jan 2008,23611,44509,13370,2440,23500,,,,,,,4856
09 Jan 2008,24791,42043,13370,2019,23500,,,,,,,4872
16 Jan 2008,21447,41327,13370,8039,24419,,,,,,,4872
23 Jan 2008,27115,40934,13370,3740,31999,,,,,,,4901
30 Jan 2008,21928,40914,9370,1269,31999,,,,,,,3368
06 Feb 2008,23186,40768,7370,3619,31999,,,,,,,3299
13 Feb 2008,22147,40756,7370,5329,31999,,,,,,,3284
20 Feb 2008,23824,40933,7370,6609,31999,,,,,,,3327
27 Feb 2008,22045,41140,7370,5229,31999,,,,,,,3315
05 Mar 2008,30979,41334,7370,5599,31999,,,,,,,3343
12 Mar 2008,20896,41409,7370,6239,31999,,,,,,,4311
19 Mar 2008,27196,42255,7370,7769,31999,,,,,,,4422
26 Mar 2008,23683,42951,7370,10929,31999,,,,,,,4396
02 Apr 2008,27231,41903,7370,13619,31999,,,,,,,4410
09 Apr 2008,26755,41518,7370,13359,31999,,,,,,,4463
16 Apr 2008,28241,41452,7370,11009,36999,,,,,,,4477
23 Apr 2008,28026,41413,370,13709,36999,,,,,,,4444
30 Apr 2008,22983,41729,370,10019,36999,,,,,,,4396
07 May 2008,30985,42360,370,12559,36999,,,,,,,4438
14 May 2008,27127,41752,370,15299,36799,,,,,,,4463
21 May 2008,26300,41902,370,13779,36998,,,,,,,4469
28 May 2008,25632,42690,370,13949,36998,,,,,,,4406
04 Jun 2008,32914,42158,370,14179,36998,,,,,,,4440
11 Jun 2008,28498,42017,370,15999,36998,,,,,,,4411
18 Jun 2008,23216,42029,370,16149,31997,,,,,,,4419
25 Jun 2008,28649,42180,370,20929,31997,,,,,,,4408
02 Jul 2008,26325,42429,370,19759,31997,,,,,,,4415
09 Jul 2008,28772,42374,370,21589,31997,,,,,,,4432
16 Jul 2008,27943,42403,370,21879,22047,,,,,,,4413
23 Jul 2008,28623,42424,370,32969,22047,,,,,,,4376
30 Jul 2008,28046,42570,370,31669,22047,,,,,,,4408
06 Aug 2008,29428,42553,370,32089,22047,,,,,,,4453
13 Aug 2008,27737,42375,370,32669,21847,,,,,,,4578
20 Aug 2008,29126,42530,370,33919,22046,,,,,,,4576
27 Aug 2008,28493,43209,370,34039,22046,,,,,,,4618
03 Sep 2008,32347,42738,370,38488,22046,,,,,,,4745
10 Sep 2008,27592,42597,370,38789,22046,,,,,,,4732
17 Sep 2008,50847,42618,370,37521,22046,,,,,,,4669
24 Sep 2008,34449,42769,370,66209,22046,,,,,,,4585
01 Oct 2008,55687,42882,370,52799,62046,,,,,,,4695
08 Oct 2008,49301,43061,370,14999,92722,,,,,,,4754
15 Oct 2008,52568,43304,370,0,104285,,,,,,,4702
22 Oct 2008,41861,43551,370,0,111959,,,,,,,4917
29 Oct 2008,42418,43876,370,0,120884,,,,,,,4901
05 Nov 2008,49193,43998,370,0,128684,,,,,,,4992
12 Nov 2008,52904,44089,370,0,139689,,,,,,,5270
19 Nov 2008,36590,44103,370,0,145214,,,,,,,5274
26 Nov 2008,43797,44524,370,0,145214,,,,,,,5226
03 Dec 2008,38637,44836,370,0,158719,,,,,,,5397
10 Dec 2008,49468,45261,370,0,158719,,,,,,,5459
17 Dec 2008,37343,45923,370,0,153069,,,,,,,5534
24 Dec 2008,41415,49908,370,0,170104,,,,,,,5711
31 Dec 2008,48628,46886,19892,0,170104,,,,,,,5814
07 Jan 2009,46409,45230,19892,0,170104,,,,,,,5499
14 Jan 2009,53388,44972,19892,0,189900,,,,,,,5621
21 Jan 2009,37881,44752,19892,0,150100,,,,,,,5903
28 Jan 2009,24022,44670,19892,0,122858,,,,,,,2882
04 Feb 2009,35219,44807,19892,0,115184,,,,,,,2824
11 Feb 2009,42701,44699,14642,0,126259,,,,,,,2864
18 Feb 2009,33700,44494,9392,0,126261,,,,,,,2893
25 Feb 2009,46246,44764,4142,0,138461,,,,,,,2878
04 Mar 2009,31436,44980,4142,0,127456,,,,,,,2903
11 Mar 2009,36162,44902,4142,0,140331,,,,,,,4402
18 Mar 2009,50892,45465,4142,0,126827,,,,,,,4365
25 Mar 2009,44544,45571,4142,0,129792,,,,,,,4190
01 Apr 2009,58138,45853,4142,0,129792,,,,,,,4261
08 Apr 2009,69401,46613,370,0,149792,,,,,,,4175
15 Apr 2009,68723,47022,370,0,129716,,,,,,,4089
22 Apr 2009,79475,46064,370,0,129719,,,,,,,4209
29 Apr 2009,80830,45989,370,0,129719,,,,,,,4143
06 May 2009,87422,46594,370,0,129719,,,,,,,4071
13 May 2009,95033,45900,370,0,120779,,,,,,,4053
20 May 2009,102669,45921,370,0,120779,,,,,,,3932
27 May 2009,109631,46566,370,0,111541,,,,,,,3823
03 Jun 2009,115650,46250,370,0,111541,,,,,,,3740
10 Jun 2009,121059,46068,370,0,100598,,,,,,,3718
17 Jun 2009,129525,46029,370,0,100648,,,,,,,3754
24 Jun 2009,135300,46143,370,0,91212,,,,,,,3706
01 Jul 2009,140453,46413,370,0,91212,,,,,,,3715
08 Jul 2009,147469,46454,370,11740,79650,,,,,,,3815
15 Jul 2009,153035,46509,370,11560,79651,,,,,,,3732
22 Jul 2009,158171,46522,370,30200,60956,,,,,,,3732
29 Jul 2009,161288,46754,370,29540,60956,,,,,,,3729
05 Aug 2009,163866,46761,370,30080,60956,,,,,,,3609
12 Aug 2009,133654,46671,370,0,58174,,,,,,,3700
19 Aug 2009,137850,46556,370,0,58174,,,,,,,3716
26 Aug 2009,136357,46740,370,0,52730,,,,,,,3778
02 Sep 2009,137648,47320,370,0,52730,,,,,,,3776
09 Sep 2009,135833,47307,370,0,47483,,,,,,,3701
16 Sep 2009,139814,46736,370,0,47883,,,,,,,3712
23 Sep 2009,135025,46698,370,0,39464,,,,,,,3728
30 Sep 2009,138591,47040,370,0,39464,,,,,,,3834
07 Oct 2009,136421,46958,370,0,32735,,,,,,,3852
14 Oct 2009,140779,46922,370,0,32815,,,,,,,3839
21 Oct 2009,146633,46998,370,0,33560,,,,,,,3681
28 Oct 2009,150669,47164,370,0,33560,,,,,,,3739
04 Nov 2009,151727,47334,370,0,33560,,,,,,,3691
11 Nov 2009,147528,47193,370,0,29522,,,,,,,3697
18 Nov 2009,150483,47234,370,0,29522,,,,,,,3661
25 Nov 2009,145583,49278,370,0,27651,,,,,,,3682
02 Dec 2009,147452,50033,370,0,27651,,,,,,,3680
09 Dec 2009,145872,50273,370,0,25341,,,,,,,3777
16 Dec 2009,147356,51077,370,0,25541,,,,,,,3731
23 Dec 2009,144446,53078,370,0,23991,,,,,,,3826
30 Dec 2009,144026,52866,370,0,23991,,,,,,,3810
06 Jan 2010,147181,51215,370,0,23991,,,,,,,3814
13 Jan 2010,151976,50036,370,0,24092,,,,,,,3753
20 Jan 2010,156592,49496,370,0,24797,,,,,,,3753
27 Jan 2010,159434,49488,370,0,24797,,,,,,,3774
03 Feb 2010,160079,49615,370,0,24797,,,,,,,3832
10 Feb 2010,154730,49531,370,0,20557,,,,,,,3915
17 Feb 2010,155165,49486,370,0,20607,,,,,,,3881
24 Feb 2010,155646,49628,370,0,21409,,,,,,,3950
03 Mar 2010,154642,49798,370,0,21409,,,,,,,4049
10 Mar 2010,150352,49866,370,0,19909,,,,,,,5403
17 Mar 2010,150034,50041,370,0,19909,,,,,,,5287
24 Mar 2010,153404,50400,370,0,23504,,,,,,,4071
31 Mar 2010,152945,51249,370,0,23504,,,,,,,4006
07 Apr 2010,152307,51809,370,0,23504,,,,,,,3992
14 Apr 2010,151924,50611,370,0,21894,,,,,,,3930
21 Apr 2010,151808,50514,370,0,20994,,,,,,,3945
28 Apr 2010,151493,50745,370,0,20994,,,,,,,3995
05 May 2010,150509,51469,370,0,20994,,,,,,,4017
12 May 2010,151440,50850,370,0,20994,,,,,,,4087
19 May 2010,150934,50920,370,0,20994,,,,,,,4230
26 May 2010,150918,51164,370,0,21742,,,,,,,4202
02 Jun 2010,150899,51871,370,0,21742,,,,,,,4163
09 Jun 2010,149564,51302,370,0,21742,,,,,,,4159
16 Jun 2010,149003,51206,370,0,20392,,,,,,,4093
23 Jun 2010,149685,51145,370,0,21202,,,,,,,4081
30 Jun 2010,149534,51412,370,0,21202,,,,,,,4067
07 Jul 2010,150041,51267,370,0,21202,,,,,,,4007
14 Jul 2010,148110,51063,370,0,19852,,,,,,,3986
21 Jul 2010,150937,51037,370,0,22797,,,,,,,4008
28 Jul 2010,151116,51285,370,0,22797,,,,,,,3903
04 Aug 2010,151165,51383,370,0,22797,,,,,,,3846
11 Aug 2010,151676,51089,370,0,22797,,,,,,,3905
18 Aug 2010,151082,51105,370,0,21447,,,,,,,3911
25 Aug 2010,147556,51392,370,0,18950,,,,,,,3963
01 Sep 2010,146421,52300,370,0,18950,,,,,,,3953
08 Sep 2010,144195,51438,370,0,18950,,,,,,,3946
15 Sep 2010,143594,50988,370,0,17600,,,,,,,3909
22 Sep 2010,143847,51050,370,0,17600,,,,,,,3905
29 Sep 2010,143841,51367,370,0,17600,,,,,,,3871
06 Oct 2010,143692,51209,370,0,17600,,,,,,,3851
13 Oct 2010,142714,51145,370,0,16250,,,,,,,3865
20 Oct 2010,142878,51145,370,0,16250,,,,,,,3860
27 Oct 2010,143329,51520,370,0,16250,,,,,,,3875
03 Nov 2010,143755,51513,370,0,16250,,,,,,,3805
10 Nov 2010,143538,51391,370,0,16250,,,,,,,3808
17 Nov 2010,142354,51459,370,0,14900,,,,,,,3834
24 Nov 2010,144327,51756,370,0,17400,,,,,,,3864
01 Dec 2010,143357,52475,370,0,17400,,,,,,,3913
08 Dec 2010,140041,52899,370,0,17400,,,,,,,3857
15 Dec 2010,139699,53165,370,0,16800,,,,,,,3891
22 Dec 2010,138321,54657,370,0,16800,,,,,,,3948
29 Dec 2010,138349,54807,370,0,16800,,,,,,,3938
05 Jan 2011,139165,53364,370,0,16800,,,,,,,3928
12 Jan 2011,140020,52180,370,0,16200,,,,,,,3872
19 Jan 2011,138664,51776,370,0,14702,,,,,,,3804
26 Jan 2011,139132,51712,370,0,14702,,,,,,,3826
02 Feb 2011,139239,51671,370,0,14702,,,,,,,3753
09 Feb 2011,138846,51556,370,0,14702,,,,,,,3767
16 Feb 2011,138015,51542,370,0,14102,,,,,,,3783
23 Feb 2011,137899,51628,370,0,13242,,,,,,,3740
02 Mar 2011,138867,51924,370,0,13242,,,,,,,4949
09 Mar 2011,135928,51833,370,0,13242,,,,,,,4977
16 Mar 2011,134006,51793,370,0,13042,,,,,,,5049
23 Mar 2011,134331,51970,370,0,13042,,,,,,,3742
30 Mar 2011,133968,52338,370,0,13042,,,,,,,3776
06 Apr 2011,134032,52326,370,0,13042,,,,,,,3713
13 Apr 2011,132652,52291,370,0,12842,,,,,,,3729
20 Apr 2011,132054,53240,370,0,12875,,,,,,,3706
27 Apr 2011,131411,54544,370,0,12875,,,,,,,3682
04 May 2011,131740,54053,370,0,12875,,,,,,,3684
11 May 2011,132138,53216,370,0,12875,,,,,,,3701
18 May 2011,131244,52867,370,0,12675,,,,,,,3774
25 May 2011,130972,53376,370,0,12535,,,,,,,3746
01 Jun 2011,130747,53982,370,0,12535,,,,,,,3723
08 Jun 2011,129033,53489,370,0,12535,,,,,,,3730
15 Jun 2011,129315,53458,370,0,12535,,,,,,,3756
22 Jun 2011,127999,53434,370,0,10585,,,,,,,3783
29 Jun 2011,127423,53880,370,0,10585,,,,,,,3801
06 Jul 2011,127445,54146,370,0,10585,,,,,,,3815
13 Jul 2011,125951,54209,370,0,10585,,,,,,,3791
20 Jul 2011,127531,54125,370,0,12050,,,,,,,3776
27 Jul 2011,127856,54186,370,0,12050,,,,,,,3729
03 Aug 2011,128302,54292,370,0,12050,,,,,,,3718
10 Aug 2011,128307,54250,370,0,12050,,,,,,,3789
17 Aug 2011,127978,54103,370,0,12050,,,,,,,3689
24 Aug 2011,127196,54400,370,0,12910,,,,,,,3722
31 Aug 2011,126379,55122,370,0,12910,,,,,,,3751
07 Sep 2011,123941,54430,370,0,12910,,,,,,,3827
14 Sep 2011,123430,54410,370,0,12910,,,,,,,3876
21 Sep 2011,125526,54465,370,0,14063,,,,,,,3911
28 Sep 2011,126023,54607,370,0,14063,,,,,,,3891
05 Oct 2011,125953,54546,370,0,14063,,,,,,,3944
12 Oct 2011,128402,54576,370,0,14063,,,,,,,3851
19 Oct 2011,133819,54513,370,0,13793,,,,,,,3840
26 Oct 2011,138860,54877,370,0,13793,,,,,,,3819
02 Nov 2011,143395,55061,370,0,13793,,,,,,,3809
09 Nov 2011,147465,55008,370,0,13793,,,,,,,3812
16 Nov 2011,151601,55107,370,0,13793,,,,,,,3847
23 Nov 2011,155203,55252,370,0,12602,,,,,,,3910
30 Nov 2011,159879,55754,370,0,12602,,,,,,,3858
07 Dec 2011,160378,56149,370,0,12602,,,,,,,3876
14 Dec 2011,166100,56526,370,0,12602,,,,,,,3940
21 Dec 2011,165103,57376,370,0,9992,,,,,,,3874
28 Dec 2011,164040,57832,370,0,9992,,,,,,,3921
04 Jan 2012,167141,56615,370,0,9992,,,,,,,3890
11 Jan 2012,173551,55206,370,0,9992,,,,,,,3956
18 Jan 2012,174323,54584,370,0,5545,,,,,,,3944
25 Jan 2012,179033,54527,370,0,5545,,,,,,,3898
01 Feb 2012,184047,54670,370,0,5545,,,,,,,3833
08 Feb 2012,185831,54655,370,0,5545,,,,,,,3840
15 Feb 2012,188975,54568,370,0,5545,,,,,,,3870
22 Feb 2012,192156,54733,370,0,3365,,,,,,,3875
29 Feb 2012,195587,54921,370,0,3365,,,,,,,5048
07 Mar 2012,196101,55269,370,0,3365,,,,,,,5135
14 Mar 2012,201491,55015,370,0,3365,,,,,,,5134
21 Mar 2012,204514,55022,370,0,2407,,,,,,,3821
28 Mar 2012,206987,55278,370,0,2407,,,,,,,3826
04 Apr 2012,210767,56331,370,0,2407,,,,,,,3818
11 Apr 2012,215294,56561,370,0,2407,,,,,,,3813
18 Apr 2012,220101,55662,370,0,2190,,,,,,,3784
25 Apr 2012,226233,55276,370,0,2190,,,,,,,3763
02 May 2012,230146,55539,370,0,2190,,,,,,,3742
09 May 2012,231187,55942,370,0,2190,,,,,,,3764
16 May 2012,231216,55529,370,0,2190,,,,,,,3803
23 May 2012,230031,55520,370,0,1195,,,,,,,3852
30 May 2012,229369,56183,370,0,1195,,,,,,,3899
06 Jun 2012,229131,57194,370,0,1195,,,,,,,3918
13 Jun 2012,227237,56492,370,0,1195,,,,,,,3888
20 Jun 2012,226179,56178,370,0,835,,,,,,,3851
27 Jun 2012,230282,56557,370,0,5835,,,,,,,3897
04 Jul 2012,229604,56797,370,0,5835,,,,,,,3891
11 Jul 2012,231803,56838,370,0,5835,,,,,,,3898
18 Jul 2012,237557,56788,370,0,5700,,,,,,,3885
25 Jul 2012,242432,57207,370,0,9875,,,,,,,3923
01 Aug 2012,246060,57413,370,0,9875,,,,,,,3894
08 Aug 2012,248181,57362,370,0,9875,,,,,,,3874
15 Aug 2012,251906,57188,370,0,9875,,,,,,,3861
22 Aug 2012,255586,57347,370,0,11115,,,,,,,3834
29 Aug 2012,256543,57682,370,0,11115,,,,,,,3829
05 Sep 2012,260246,57553,370,0,11115,,,,,,,3811
12 Sep 2012,259831,57237,370,0,11115,,,,,,,3765
19 Sep 2012,262639,56958,370,0,11330,,,,,,,3737
26 Sep 2012,266460,57064,370,0,11480,,,,,,,3753
03 Oct 2012,269072,57345,370,0,11480,,,,,,,3773
10 Oct 2012,272143,57083,370,0,11480,,,,,,,3783
17 Oct 2012,275186,57138,370,0,11285,,,,,,,3748
24 Oct 2012,277247,57292,370,0,11285,,,,,,,3778
31 Oct 2012,280715,57670,370,0,11285,,,,,,,3759
07 Nov 2012,281894,57531,370,0,11285,,,,,,,3786
14 Nov 2012,281161,57602,370,0,11285,,,,,,,3820
21 Nov 2012,281745,57537,370,0,11265,,,,,,,3796
28 Nov 2012,280236,57962,370,0,11265,,,,,,,3784
05 Dec 2012,279609,58445,370,0,11265,,,,,,,3760
12 Dec 2012,277013,58803,370,0,11265,,,,,,,3754
19 Dec 2012,274966,59774,370,0,11055,,,,,,,3716
26 Dec 2012,271149,60621,370,0,6055,,,,,,,3738
02 Jan 2013,271426,60085,370,0,6055,,,,,,,3712
09 Jan 2013,276817,57954,370,0,6055,,,,,,,3776
16 Jan 2013,278180,57146,370,0,6050,,,,,,,3778
23 Jan 2013,273214,57046,370,0,1875,,,,,,,3814
30 Jan 2013,272248,57169,370,0,1875,,,,,,,3825
06 Feb 2013,272056,57194,370,0,1875,,,,,,,3857
13 Feb 2013,278027,57176,370,0,1875,,,,,,,3882
20 Feb 2013,279727,57242,370,0,2085,,,,,,,3943
27 Feb 2013,279399,57661,370,0,585,,,,,,,3987
06 Mar 2013,280508,57766,370,0,585,,,,,,,4006
13 Mar 2013,276655,57880,370,0,585,,,,,,,5383
20 Mar 2013,278781,58018,370,0,585,,,,,,,4006
27 Mar 2013,278830,59083,370,0,435,,,,,,,4009
03 Apr 2013,281182,59587,370,0,435,,,,,,,4006
10 Apr 2013,286481,58676,370,0,435,,,,,,,3936
17 Apr 2013,286447,58356,370,0,440,,,,,,,3961
24 Apr 2013,286409,58508,370,0,440,,,,,,,3953
01 May 2013,286412,58972,370,0,440,,,,,,,3874
08 May 2013,289882,59237,370,0,440,,,,,,,3877
15 May 2013,289598,58754,370,0,440,,,,,,,3962
22 May 2013,289286,58889,370,0,335,,,,,,,4009
29 May 2013,288739,59512,370,0,335,,,,,,,3984
05 Jun 2013,287898,59132,370,0,335,,,,,,,3913
12 Jun 2013,289955,59110,370,0,335,,,,,,,3836
19 Jun 2013,290587,59101,370,0,325,,,,,,,3846
26 Jun 2013,290518,59264,370,0,325,,,,,,,3915
03 Jul 2013,290697,59522,370,0,325,,,,,,,3941
10 Jul 2013,294490,59521,370,0,325,,,,,,,4024
17 Jul 2013,294217,59710,370,0,380,,,,,,,3966
24 Jul 2013,293962,59747,370,0,380,,,,,,,3917
31 Jul 2013,294511,59945,370,0,380,,,,,,,3967
07 Aug 2013,295309,59900,370,0,380,,,,,,,3878
14 Aug 2013,295269,59824,370,0,380,,,,,,,3870
21 Aug 2013,298658,59976,370,0,180,,,,,,,3831
28 Aug 2013,296693,60475,370,0,180,,,,,,,3866
04 Sep 2013,297861,60050,370,0,180,,,,,,,3842
11 Sep 2013,294157,59821,370,0,180,,,,,,,3796
18 Sep 2013,294143,59684,370,0,215,,,,,,,3763
25 Sep 2013,294255,59817,370,0,215,215,0,10641,375000,,3747,3745
02 Oct 2013,298608,59853,370,0,215,215,0,10061,375000,,3712,3710
09 Oct 2013,299406,59759,370,0,215,215,0,10064,375000,,3794,3777
16 Oct 2013,299272,59737,370,0,155,155,0,10019,375000,,3780,3778
23 Oct 2013,298058,59809,370,0,155,155,0,10086,375000,,3729,3726
30 Oct 2013,302460,60226,370,0,155,155,0,10121,375000,,3751,3747
06 Nov 2013,302399,60224,370,0,155,155,0,10089,375000,,3751,3744
13 Nov 2013,303169,60092,370,0,155,155,0,10072,375000,,3787,3763
20 Nov 2013,302828,60273,370,0,105,105,0,10091,375000,,3731,3723
27 Nov 2013,300503,60617,370,0,105,105,0,10087,375000,,3729,3698
04 Dec 2013,301488,61171,370,0,105,105,0,10052,375000,,3691,3683
11 Dec 2013,298923,61489,370,0,105,105,0,10025,375000,,3701,3676
18 Dec 2013,297716,62117,370,0,125,125,0,10013,375000,,3680,3669
25 Dec 2013,297183,63425,370,0,125,125,0,9988,375000,,3687,3670
01 Jan 2014,297036,62470,370,0,125,125,0,9979,375000,,3648,3634
08 Jan 2014,299413,60517,370,0,125,125,0,9990,375000,,3648,3647
15 Jan 2014,300820,59688,370,0,325,325,0,10006,375000,,3675,3674
22 Jan 2014,300583,59438,370,0,325,325,0,10025,375000,,3628,3624
29 Jan 2014,302310,59478,370,0,325,325,0,10086,375000,,3624,3632
05 Feb 2014,302188,59528,370,0,325,325,0,10137,375000,,3689,3687
12 Feb 2014,303994,59444,370,0,325,325,0,10098,375000,,3626,3624
19 Feb 2014,305951,59391,370,0,1165,1165,0,10152,375000,,3599,3597
26 Feb 2014,305743,59610,370,0,1165,1165,0,10161,375000,,3615,3612
05 Mar 2014,306104,59721,370,0,1165,1165,0,10168,375000,,3034,3592
12 Mar 2014,295540,59758,370,0,1165,1165,0,10099,375000,,3831,3620
19 Mar 2014,299620,59820,370,0,1313,1313,0,10140,375000,,3958,3616
26 Mar 2014,300100,60104,370,0,1313,1313,0,10161,375000,,3612,3624
02 Apr 2014,299696,60447,370,0,1313,1313,0,10167,375000,,3596,3608
09 Apr 2014,300649,60479,370,0,1313,1313,0,10192,375000,,3574,3587
16 Apr 2014,299695,61421,370,0,1313,1313,0,10182,375000,,3568,3580
23 Apr 2014,303399,61661,370,0,1313,1313,0,10171,375000,,3570,3581
30 Apr 2014,303808,61255,370,0,1313,1313,0,10197,375000,,3548,3560
07 May 2014,304262,61436,370,0,1313,1313,0,10195,375000,,3533,3544
14 May 2014,304876,60778,370,0,1313,1313,0,10223,375000,,3577,3589
21 May 2014,304879,60993,370,0,1473,1473,0,10207,375000,,3555,3567
28 May 2014,305548,61436,370,0,1473,1473,0,10264,375000,,3594,3605
04 Jun 2014,305980,61175,370,0,1473,1473,0,10243,375000,,3579,3590
11 Jun 2014,303405,61157,370,0,1473,1473,0,10209,375000,,3572,3581
18 Jun 2014,303435,61164,370,0,1908,1908,0,10197,375000,,3537,3547
25 Jun 2014,303599,61410,370,0,1908,1908,0,10247,375000,,3531,3540
02 Jul 2014,303764,61641,370,0,1908,1908,0,10242,375000,,3500,3501
09 Jul 2014,303718,61644,370,0,1908,1908,0,10308,375000,,3496,3504
16 Jul 2014,303931,61685,370,0,2127,2127,0,10313,375000,,3496,3504
23 Jul 2014,303509,61770,370,0,2127,2127,0,10385,375000,,3519,3526
30 Jul 2014,303183,62163,370,0,2127,2127,0,10416,375000,,3544,3550
06 Aug 2014,304120,62150,370,0,2127,2127,0,10439,375000,,3564,3571
13 Aug 2014,303843,62080,370,0,2127,2127,0,10465,375000,,3596,3602
20 Aug 2014,303539,62109,370,0,1562,1562,0,10516,375000,,3622,3611
27 Aug 2014,302778,62512,370,0,1562,1562,0,10579,375000,,3627,3623
03 Sep 2014,301950,62365,370,0,1562,1562,0,10608,375000,,3655,3651
10 Sep 2014,288265,62341,370,0,1562,1562,0,10105,375000,,3718,3717
17 Sep 2014,289724,62391,370,0,1658,1658,0,10135,375000,,3674,3678
24 Sep 2014,289788,62598,370,0,1658,1658,0,10186,375000,,3655,3672
01 Oct 2014,293613,62704,370,0,1658,1658,0,10263,375000,,3690,3708
08 Oct 2014,299079,62617,370,0,1658,1658,0,10305,375000,,3721,3739
15 Oct 2014,300727,62607,370,0,1746,1746,0,10383,375000,,3773,3792
22 Oct 2014,304393,62562,370,0,1746,1746,0,10352,375000,,3735,3750
29 Oct 2014,302106,63059,370,0,1746,1746,0,10379,375000,,3711,3725
05 Nov 2014,304766,63060,370,0,1746,1746,0,10416,375000,,3748,3761
12 Nov 2014,304993,63108,370,0,1746,1746,0,10441,375000,,3783,3796
19 Nov 2014,304297,63128,370,0,1903,1903,0,10501,375000,,3822,3835
26 Nov 2014,303509,63672,370,0,1903,1903,0,10600,375000,,3793,3805
03 Dec 2014,303668,64298,370,0,1903,1903,0,10684,375000,,3813,3824
10 Dec 2014,300956,64724,370,0,1903,1903,0,10674,375000,,3816,3827
17 Dec 2014,300352,65253,370,0,2298,2298,0,10701,375000,,3830,3839
24 Dec 2014,299414,66876,370,0,2298,2298,0,10662,375000,,3854,3861
31 Dec 2014,298544,66038,370,0,2298,2298,0,10710,375000,,3844,3851
07 Jan 2015,301237,64454,370,0,2298,2298,0,10763,375000,,3971,3980
14 Jan 2015,303304,63275,370,0,2339,2339,0,10795,375000,,3945,3954
21 Jan 2015,304769,62905,370,0,2339,2339,0,10856,375000,,3973,3981
28 Jan 2015,304983,62941,370,0,2339,2339,0,10863,375000,,3954,3961
04 Feb 2015,306174,63282,370,0,2339,2339,0,10839,375000,,3945,3951
11 Feb 2015,306302,63284,370,0,2339,2339,0,10791,375000,,3927,3933
18 Feb 2015,307311,63008,370,0,2994,2994,0,10784,375000,,3886,3891
25 Feb 2015,307017,63309,370,0,2994,2994,0,10810,375000,,3869,3875
04 Mar 2015,306862,63584,370,0,2994,2994,0,10747,375000,,3931,3935
11 Mar 2015,303217,63691,370,0,2994,2994,0,10701,375000,,3991,4004
18 Mar 2015,304713,63715,370,0,5180,5180,0,10826,375000,,4011,4020
25 Mar 2015,305656,64104,370,0,5180,5180,0,10869,375000,,4007,4020
01 Apr 2015,304265,65030,370,0,5180,5180,0,10852,375000,,4057,4068
08 Apr 2015,304285,65256,370,0,5180,5180,0,10838,375000,,4025,4042
15 Apr 2015,309000,64494,370,0,8412,8412,0,10848,375000,,4053,4069
22 Apr 2015,309803,64364,370,0,8412,8412,0,10818,375000,,3994,4009
29 Apr 2015,312707,64809,370,0,8412,8412,0,10780,375000,,3883,3897
06 May 2015,312342,65415,370,0,8412,8412,0,10739,375000,,3934,3948
13 May 2015,313855,64529,370,0,8412,8412,0,10738,375000,,3820,3831
20 May 2015,318172,64675,370,0,12565,12565,0,10727,375000,,3869,3878
27 May 2015,317155,65316,370,0,12565,12565,0,10752,375000,,3918,3926
03 Jun 2015,316634,65197,370,0,12565,12565,0,10663,375000,,3916,3925
10 Jun 2015,314440,65167,370,0,12565,12565,0,10608,375000,,3862,3868
17 Jun 2015,315355,65054,370,0,13372,13372,0,10629,375000,,3820,3827
24 Jun 2015,315669,65184,370,0,13372,13372,0,10607,375000,,3824,3828
01 Jul 2015,314944,65567,370,0,13372,13372,0,10641,375000,,3846,3849
08 Jul 2015,314924,65578,370,0,13372,13372,0,10698,375000,,3924,3926
15 Jul 2015,316813,65680,370,0,15427,15427,0,10625,375000,,3850,3850
22 Jul 2015,317300,66030,370,0,15427,15427,0,10684,375000,,3848,3849
29 Jul 2015,317794,66233,370,0,15427,15427,0,10713,375000,,3846,3845
05 Aug 2015,316892,66220,370,0,15427,15427,0,10717,375000,,3855,3853
12 Aug 2015,316861,66215,370,0,15427,15427,0,10778,375000,,3854,3852
19 Aug 2015,318345,66189,370,0,16562,16562,0,10786,375000,,3850,3847
26 Aug 2015,317865,66304,370,0,16562,16562,0,10768,375000,,3881,3877
02 Sep 2015,317245,66749,370,0,16562,16562,0,10732,375000,,3940,3937
