date,RPWB69A
2023-05-17,990.0
2023-05-24,995.0
2023-05-31,995.0
2023-06-07,995.0
2023-06-14,270.0
2023-06-21,290.0
2023-06-28,300.0
2023-07-05,325.0
2023-07-12,188.0
2023-07-19,193.0
2023-07-26,208.0
2023-08-02,223.0
2023-08-09,233.0
2023-08-16,223.0
2023-08-23,223.0
2023-08-30,238.0
2023-09-06,253.0
2023-09-13,273.0
2023-09-20,288.0
2023-09-27,288.0
2023-10-04,343.0
2023-10-11,353.0
2023-10-18,853.0
2023-10-25,903.0
2023-11-01,913.0
2023-11-08,963.0
2023-11-15,943.0
2023-11-22,1013.0
2023-11-29,1013.0
2023-12-06,1113.0
2023-12-13,1055.0
2023-12-20,1060.0
2023-12-27,1225.0
2024-01-03,1225.0
2024-01-10,1680.0
2024-01-17,1709.0
2024-01-24,1709.0
2024-01-31,1869.0
2024-02-07,1869.0
2024-02-14,1839.0
2024-02-21,1839.0
2024-02-28,1839.0
2024-03-06,1839.0
2024-03-13,2229.0
2024-03-20,2234.0
2024-03-27,2239.0
2024-04-03,2279.0
2024-04-10,1644.0
2024-04-17,1649.0
2024-04-24,1654.0
2024-05-01,1654.0
2024-05-08,1664.0
2024-05-15,1974.0
2024-05-22,1974.0
2024-05-29,1979.0
2024-06-05,2119.0
2024-06-12,2024.0
2024-06-19,2029.0
2024-06-26,2069.0
2024-07-03,2069.0
2024-07-10,2545.0
2024-07-17,2545.0
2024-07-24,2550.0
2024-07-31,2575.0
2024-08-07,2575.0
2024-08-14,3075.0
2024-08-21,3775.0
2024-08-28,3820.0
2024-09-04,3820.0
2024-09-11,3870.0
2024-09-18,4050.0
2024-09-25,4100.0
2024-10-02,4260.0
2024-10-09,4275.0
2024-10-16,4710.0
2024-10-23,4710.0
2024-10-30,4820.0
2024-11-06,5180.0
2024-11-13,5455.0
2024-11-20,5470.0
2024-11-27,5895.0
2024-12-04,6140.0
2024-12-11,6723.0
2024-12-18,6873.0
2024-12-25,7391.0
2025-01-01,7391.0
2025-01-08,7391.0
2025-01-15,6901.0
2025-01-22,7391.0
2025-01-29,8446.0
2025-02-05,9526.0
2025-02-12,9031.0
2025-02-19,9381.0
2025-02-26,9536.0
2025-03-05,9686.0
2025-03-12,10026.0
2025-03-19,12153.0
2025-03-26,13488.0
2025-04-02,14825.0
2025-04-09,15485.0
2025-04-16,16895.0
2025-04-23,18235.0
2025-04-30,18875.0
2025-05-07,19225.0
2025-05-14,20920.0
2025-05-21,21460.0
2025-05-28,21755.0
2025-06-04,22593.0
2025-06-11,22304.0
2025-06-18,23394.0
2025-06-25,24986.0
2025-07-02,26338.0
2025-07-09,26598.0
2025-07-16,27226.0
2025-07-23,28571.0
2025-07-30,29127.0
2025-08-06,29741.0
2025-08-13,29981.0
2025-08-20,29952.0
2025-08-27,30650.0
2025-09-03,30925.0
2025-09-10,31086.0
2025-09-17,31984.0
2025-09-24,33344.0
2025-10-01,34359.0
2025-10-08,37844.0
2025-10-15,38970.0
2025-10-22,43974.0
2025-10-29,47163.0
2025-11-05,54321.0
2025-11-12,55401.0
2025-11-19,60919.0
2025-11-26,61479.0
2025-12-03,60993.0
2025-12-10,61618.0
2025-12-17,62514.0
2025-12-24,61545.0
2025-12-31,61545.0
2026-01-07,61545.0
2026-01-14,62741.0
2026-01-21,64633.0
2026-01-28,66366.0
2026-02-04,67200.0
2026-02-11,67734.0
2026-02-18,69014.0
2026-02-25,69871.0
2026-03-04,70377.0
2026-03-11,71204.0
2026-03-18,72631.0
2026-03-25,72451.0
2026-04-01,72774.0
2026-04-08,74183.0
2026-04-15,73728.0
2026-04-22,69973.0
2026-04-29,68760.0
2026-05-06,63627.0
2026-05-13,64727.0
2026-05-20,61100.0
2026-05-27,60912.0
2026-06-03,61920.0
2026-06-10,62691.0
2026-06-17,62888.0
2026-06-24,61743.0
2026-07-01,64070.0
2026-07-08,70149.0
2026-07-15,71032.0
2026-07-22,74364.0
2026-07-29,78382.0
2026-08-05,78233.0
2026-08-12,78713.0
2026-08-19,79914.0
2026-08-26,81684.0
2026-09-02,83874.0
