date,RPWB59A
2023-07-26,9443.0
2023-08-02,9589.0
2023-08-09,9579.0
2023-08-16,9554.0
2023-08-23,9685.0
2023-08-30,9815.0
2023-09-06,10078.0
2023-09-13,10228.0
2023-09-20,10081.0
2023-09-27,10083.0
2023-10-04,10100.0
2023-10-11,9751.0
2023-10-18,10118.0
2023-10-25,10209.0
2023-11-01,10149.0
2023-11-08,10102.0
2023-11-15,10552.0
2023-11-22,10998.0
2023-11-29,10827.0
2023-12-06,10180.0
2023-12-13,10241.0
2023-12-20,10090.0
2023-12-27,10022.0
2024-01-03,9657.0
2024-01-10,10551.0
2024-01-17,10650.0
2024-01-24,10880.0
2024-01-31,10984.0
2024-02-07,10267.0
2024-02-14,11157.0
2024-02-21,10434.0
2024-02-28,12433.0
2024-03-06,13286.0
2024-03-13,11530.0
2024-03-20,11455.0
2024-03-27,11472.0
2024-04-03,11560.0
2024-04-10,11783.0
2024-04-17,11357.0
2024-04-24,11892.0
2024-05-01,12936.0
2024-05-08,13147.0
2024-05-15,13341.0
2024-05-22,13919.0
2024-05-29,13744.0
2024-06-05,13955.0
2024-06-12,14138.0
2024-06-19,14364.0
2024-06-26,15042.0
2024-07-03,14101.0
2024-07-10,14667.0
2024-07-17,14814.0
2024-07-24,14926.0
2024-07-31,15322.0
2024-08-07,16116.0
2024-08-14,15762.0
2024-08-21,15424.0
2024-08-28,15980.0
2024-09-04,15827.0
2024-09-11,15630.0
2024-09-18,13862.0
2024-09-25,13090.0
2024-10-02,12616.0
2024-10-09,13721.0
2024-10-16,12998.0
2024-10-23,14229.0
2024-10-30,13103.0
2024-11-06,14258.0
2024-11-13,13328.0
2024-11-20,14741.0
2024-11-27,14860.0
2024-12-04,15061.0
2024-12-11,16099.0
2024-12-18,14901.0
2024-12-25,15419.0
2025-01-01,15439.0
2025-01-08,16704.0
2025-01-15,16144.0
2025-01-22,14875.0
2025-01-29,13966.0
2025-02-05,14656.0
2025-02-12,13309.0
2025-02-19,15617.0
2025-02-26,15521.0
2025-03-05,14861.0
2025-03-12,14129.0
2025-03-19,14897.0
2025-03-26,13809.0
2025-04-02,13813.0
2025-04-09,13168.0
2025-04-16,13319.0
2025-04-23,13431.0
2025-04-30,13733.0
2025-05-07,12027.0
2025-05-14,12082.0
2025-05-21,11819.0
2025-05-28,11065.0
2025-06-04,11520.0
2025-06-11,12680.0
2025-06-18,12652.0
2025-06-25,13243.0
2025-07-02,14033.0
2025-07-09,13245.0
2025-07-16,13705.0
2025-07-23,13676.0
2025-07-30,13862.0
2025-08-06,14326.0
2025-08-13,14340.0
2025-08-20,15481.0
2025-08-27,14725.0
2025-09-03,14901.0
2025-09-10,14849.0
2025-09-17,14458.0
2025-09-24,14584.0
2025-10-01,15181.0
2025-10-08,18024.0
2025-10-15,17571.0
2025-10-22,17015.0
2025-10-29,16993.0
2025-11-05,16479.0
2025-11-12,16629.0
2025-11-19,16771.0
2025-11-26,17540.0
2025-12-03,16836.0
2025-12-10,16772.0
2025-12-17,16699.0
2025-12-24,16564.0
2025-12-31,16538.0
2026-01-07,17769.0
2026-01-14,18061.0
2026-01-21,18580.0
2026-01-28,18828.0
2026-02-04,18862.0
2026-02-11,21155.0
2026-02-18,20760.0
2026-02-25,20965.0
2026-03-04,20673.0
2026-03-11,19425.0
2026-03-18,18263.0
2026-03-25,18591.0
2026-04-01,17426.0
2026-04-08,16858.0
2026-04-15,15274.0
2026-04-22,15870.0
2026-04-29,19412.0
2026-05-06,18063.0
2026-05-13,17994.0
2026-05-20,19491.0
2026-05-27,19669.0
2026-06-03,18804.0
2026-06-10,18444.0
2026-06-17,18578.0
2026-06-24,20155.0
2026-07-01,20025.0
2026-07-08,19646.0
2026-07-15,19062.0
2026-07-22,19841.0
2026-07-29,21086.0
2026-08-05,20978.0
2026-08-12,21398.0
2026-08-19,22279.0
2026-08-26,22085.0
2026-09-02,20533.0
