date,tender,maturity,coupon,offered,allotted,bids,coverage,wa_yield,low_yield,high_yield,highest_bid_yield,tail_bp
1989-11-22,46/89,1990-02-21,,,501000000.0,,,17.834,,,,
1989-11-22,46/89,1990-05-23,,,500000000.0,,,17.381,,,,
1989-11-29,47/89,1990-02-28,,,400000000.0,,,17.653,,,,
1989-11-29,47/89,1990-05-30,,,500000000.0,,,17.143,,,,
1989-12-06,48/89,1990-03-07,,,200000000.0,,,17.559,,,,
1989-12-06,48/89,1990-06-06,,,300000000.0,,,17.073,,,,
1989-12-13,49/89,1990-03-14,,,400000000.0,,,17.409,,,,
1989-12-13,49/89,1990-06-13,,,500000000.0,,,16.934,,,,
1989-12-20,50/89,1990-03-21,,,500000000.0,,,17.22,,,,
1989-12-20,50/89,1990-06-20,,,500000000.0,,,16.698,,,,
1989-12-27,51/89,1990-03-28,,,500000000.0,,,17.029,,,,
1989-12-27,51/89,1990-06-27,,,500000000.0,,,16.45,,,,
1990-01-03,01/90,1990-04-04,,,700000000.0,,,17.241,,,,
1990-01-03,01/90,1990-07-04,,,300000000.0,,,16.428,,,,
1990-01-10,02/90,1990-04-11,,,700000000.0,,,17.329,,,,
1990-01-10,02/90,1990-07-11,,,500000000.0,,,16.43,,,,
1990-01-17,03/90,1990-04-18,,,701000000.0,,,17.283,,,,
1990-01-17,03/90,1990-07-18,,,500300000.0,,,16.451,,,,
1990-01-24,04/90,1990-04-25,,,700000000.0,,,16.269,,,,
1990-01-24,04/90,1990-07-25,,,500000000.0,,,15.749,,,,
1990-01-31,05/90,1990-05-02,,,600000000.0,,,15.998,,,,
1990-01-31,05/90,1990-08-01,,,400000000.0,,,15.532,,,,
1990-02-07,06/90,1990-05-09,,,500000000.0,,,15.66,,,,
1990-02-07,06/90,1990-08-08,,,200000000.0,,,15.26,,,,
1990-02-14,07/90,1990-05-16,,,501000000.0,,,15.77,,,,
1990-02-14,07/90,1990-08-15,,,200000000.0,,,15.366,,,,
1990-02-21,08/90,1990-05-23,,,501000000.0,,,15.962,,,,
1990-02-21,08/90,1990-08-22,,,200250000.0,,,15.484,,,,
1990-02-28,09/90,1990-05-30,,,501000000.0,,,15.976,,,,
1990-02-28,09/90,1990-08-29,,,200000000.0,,,15.519,,,,
1990-03-07,10/90,1990-06-06,,,500000000.0,,,15.971,,,,
1990-03-14,11/90,1990-06-13,,,500000000.0,,,15.789,,,,
1990-03-14,11/90,1990-09-12,,,100100000.0,,,15.399,,,,
1990-03-21,12/90,1990-06-20,,,400000000.0,,,15.31,,,,
1990-04-11,13/90,1990-07-11,,,300000000.0,,,14.561,,,,
1990-04-18,14/90,1990-07-18,,,500000000.0,,,14.651,,,,
1990-04-18,14/90,1990-10-17,,,100000000.0,,,14.52,,,,
1990-04-24,15/90,1990-07-24,,,400000000.0,,,14.704,,,,
1990-04-24,15/90,1990-10-23,,,100360000.0,,,14.61,,,,
1990-05-16,16/90,1990-08-15,,,600000000.0,,,14.935,,,,
1990-05-16,16/90,1990-11-14,,,200200000.0,,,14.786,,,,
1990-05-23,17/90,1990-08-22,,,700000000.0,,,14.876,,,,
1990-05-23,17/90,1990-11-21,,,300310000.0,,,14.759,,,,
1990-05-30,18/90,1990-08-29,,,399500000.0,,,14.771,,,,
1990-05-30,18/90,1990-11-28,,,100000000.0,,,14.725,,,,
1990-06-13,19/90,1990-09-12,,,301100000.0,,,14.689,,,,
1990-06-27,20/90,1990-09-26,,,400200000.0,,,14.754,,,,
1990-07-04,21/90,1990-10-03,,,400000000.0,,,14.754,,,,
1990-07-11,22/90,1990-10-10,,,699000000.0,,,14.704,,,,
1990-07-11,22/90,1991-01-09,,,299400000.0,,,14.546,,,,
1990-07-18,23/90,1990-10-17,,,600000000.0,,,14.615,,,,
1990-07-18,23/90,1991-01-16,,,300000000.0,,,14.442,,,,
1990-07-25,24/90,1990-10-24,,,600165000.0,,,14.606,,,,
1990-07-25,24/90,1991-01-23,,,300000000.0,,,14.419,,,,
1990-08-01,25/90,1990-10-31,,,400000000.0,,,14.572,,,,
1990-08-01,25/90,1991-01-30,,,100000000.0,,,14.395,,,,
1990-08-08,26/90,1990-11-07,,,699000000.0,,,13.895,,,,
1990-08-08,26/90,1991-02-06,,,300000000.0,,,13.815,,,,
1990-08-15,27/90,1990-11-14,,,700200000.0,,,13.812,,,,
1990-08-15,27/90,1991-02-13,,,400000000.0,,,13.698,,,,
1990-08-22,28/90,1990-11-21,,,699000000.0,,,13.682,,,,
1990-08-22,28/90,1991-02-20,,,500250000.0,,,13.563,,,,
1990-08-29,29/90,1990-11-28,,,399800000.0,,,13.545,,,,
1990-08-29,29/90,1991-02-27,,,200000000.0,,,13.45,,,,
1990-09-05,30/90,1990-12-05,,,200000000.0,,,13.492,,,,
1990-09-12,31/90,1990-12-12,,,400000000.0,,,13.157,,,,
1990-09-12,31/90,1991-03-13,,,200000000.0,,,13.027,,,,
1990-09-19,32/90,1990-12-19,,,399000000.0,,,13.234,,,,
1990-09-19,32/90,1991-03-20,,,200000000.0,,,13.082,,,,
1990-09-26,33/90,1990-12-26,,,600000000.0,,,13.356,,,,
1990-09-26,33/90,1991-03-27,,,300000000.0,,,13.17,,,,
1990-10-03,34/90,1991-01-02,,,401000000.0,,,13.249,,,,
1990-10-03,34/90,1991-04-03,,,100000000.0,,,13.0,,,,
1990-10-10,35/90,1991-01-09,,,600000000.0,,,13.282,,,,
1990-10-10,35/90,1991-04-10,,,400000000.0,,,13.128,,,,
1990-10-17,36/90,1991-01-16,,,600000000.0,,,12.735,,,,
1990-10-17,36/90,1991-04-17,,,300000000.0,,,12.577,,,,
1990-10-24,37/90,1991-01-23,,,699135000.0,,,12.747,,,,
1990-10-24,37/90,1991-04-24,,,400000000.0,,,12.541,,,,
1990-10-31,38/90,1991-01-30,,,699000000.0,,,12.656,,,,
1990-10-31,38/90,1991-05-01,,,301000000.0,,,12.425,,,,
1990-11-07,39/90,1991-02-06,,,699000000.0,,,12.05,,,,
1990-11-07,39/90,1991-05-08,,,400000000.0,,,11.976,,,,
1990-11-14,40/90,1991-02-13,,,700000000.0,,,12.24,,,,
1990-11-14,40/90,1991-05-15,,,400230000.0,,,12.092,,,,
1990-11-21,41/90,1991-02-20,,,701000000.0,,,12.315,,,,
1990-11-21,41/90,1991-05-22,,,400000000.0,,,12.13,,,,
1990-11-28,42/90,1991-02-27,,,600300000.0,,,12.281,,,,
1990-11-28,42/90,1991-05-29,,,299600000.0,,,12.125,,,,
1990-12-05,43/90,1991-03-06,,,300000000.0,,,12.13,,,,
1990-12-05,43/90,1991-06-05,,,200500000.0,,,12.097,,,,
1990-12-12,44/90,1991-03-13,,,300000000.0,,,12.011,,,,
1990-12-19,45/90,1991-03-20,,,300500000.0,,,11.835,,,,
1990-12-19,45/90,1991-06-19,,,200000000.0,,,11.767,,,,
1990-12-27,46/90,1991-03-28,,,501000000.0,,,11.835,,,,
1990-12-27,46/90,1991-06-27,,,300265000.0,,,11.786,,,,
1991-01-02,01/91,1991-04-03,,,700000000.0,,,11.818,,,,
1991-01-02,01/91,1991-07-03,,,300000000.0,,,11.752,,,,
1991-01-09,02/91,1991-04-10,,,700000000.0,,,11.796,,,,
1991-01-09,02/91,1991-07-10,,,398100000.0,,,11.686,,,,
1991-01-16,03/91,1991-04-17,,,700000000.0,,,11.742,,,,
1991-01-16,03/91,1991-07-17,,,300000000.0,,,11.683,,,,
1991-01-23,04/91,1991-07-24,,,300200000.0,,,11.63,,,,
1991-01-23,04/91,1991-04-24,,,700000000.0,,,11.766,,,,
1991-01-30,05/91,1991-05-01,,,701000000.0,,,11.764,,,,
1991-01-30,05/91,1991-07-31,,,399000000.0,,,11.621,,,,
1991-02-06,06/91,1991-05-08,,,699300000.0,,,11.545,,,,
1991-02-06,06/91,1991-08-07,,,499000000.0,,,11.405,,,,
1991-02-13,07/91,1991-05-15,,,702000000.0,,,11.519,,,,
1991-02-13,07/91,1991-08-14,,,500100000.0,,,11.392,,,,
1991-02-20,08/91,1991-05-22,,,699000000.0,,,11.537,,,,
1991-02-20,08/91,1991-08-21,,,501300000.0,,,11.325,,,,
1991-02-27,09/91,1991-05-29,,,399200000.0,,,11.509,,,,
1991-02-27,09/91,1991-08-28,,,300000000.0,,,11.269,,,,
1991-03-06,10/91,1991-06-05,,,300000000.0,,,11.26,,,,
1991-03-06,10/91,1991-09-04,,,100000000.0,,,11.12,,,,
1991-03-13,11/91,1991-06-12,,,600000000.0,,,11.309,,,,
1991-03-13,11/91,1991-09-11,,,100000000.0,,,11.17,,,,
1991-03-20,12/91,1991-06-19,,,700100000.0,,,11.4,,,,
1991-03-20,12/91,1991-09-18,,,199160000.0,,,11.262,,,,
1991-03-27,13/91,1991-06-26,,,300000000.0,,,11.37,,,,
1991-03-27,13/91,1991-09-25,,,100000000.0,,,11.276,,,,
1991-04-10,14/91,1991-07-10,,,499610000.0,,,11.2,,,,
1991-04-10,14/91,1991-10-09,,,200000000.0,,,11.079,,,,
1991-04-17,15/91,1991-07-17,,,400000000.0,,,11.074,,,,
1991-04-17,15/91,1991-10-16,,,200000000.0,,,10.919,,,,
1991-04-24,16/91,1991-07-24,,,700000000.0,,,11.051,,,,
1991-04-24,16/91,1991-10-23,,,300000000.0,,,10.854,,,,
1991-05-01,17/91,1991-07-31,,,600000000.0,,,11.033,,,,
1991-05-01,17/91,1991-10-30,,,300000000.0,,,10.81,,,,
1991-05-08,18/91,1991-08-07,,,700500000.0,,,10.926,,,,
1991-05-08,18/91,1991-11-06,,,499000000.0,,,10.773,,,,
1991-05-15,19/91,1991-08-14,,,699940000.0,,,10.639,,,,
1991-05-15,19/91,1991-11-13,,,500000000.0,,,10.567,,,,
1991-05-22,20/91,1991-08-21,,,400110000.0,,,10.165,,,,
1991-05-22,20/91,1991-11-20,,,201000000.0,,,10.107,,,,
1991-06-12,21/91,1991-09-11,,,300000000.0,,,9.892,,,,
1991-06-19,22/91,1991-09-18,,,300000000.0,,,10.019,,,,
1991-06-19,22/91,1991-12-18,,,200000000.0,,,10.06,,,,
1991-06-26,23/91,1991-09-25,,,400200000.0,,,10.105,,,,
1991-06-26,23/91,1991-12-25,,,199300000.0,,,10.192,,,,
1991-07-03,24/91,1991-10-02,,,400000000.0,,,9.987,,,,
1991-07-03,24/91,1992-01-01,,,100000000.0,,,10.019,,,,
1991-07-17,25/91,1991-10-16,,,300000000.0,,,10.063,,,,
1991-07-17,25/91,1992-01-15,,,100200000.0,,,10.01,,,,
1991-07-24,26/91,1991-10-23,,,300000000.0,,,9.929,,,,
1991-07-24,26/91,1992-01-22,,,100000000.0,,,9.881,,,,
1991-07-31,27/91,1991-10-30,,,700000000.0,,,9.896,,,,
1991-07-31,27/91,1992-01-29,,,400000000.0,,,9.926,,,,
1991-08-07,28/91,1991-11-06,,,999200000.0,,,9.879,,,,
1991-08-07,28/91,1992-02-05,,,500000000.0,,,9.912,,,,
1991-08-14,29/91,1991-11-13,,,901000000.0,,,9.916,,,,
1991-08-14,29/91,1992-02-12,,,500000000.0,,,9.952,,,,
1991-08-21,30/91,1991-11-20,,,901530000.0,,,10.043,,,,
1991-08-21,30/91,1992-02-19,,,399330000.0,,,10.006,,,,
1991-08-28,31/91,1991-11-27,,,601000000.0,,,10.101,,,,
1991-08-28,31/91,1992-02-26,,,200100000.0,,,10.047,,,,
1991-09-11,32/91,1991-12-11,,,500000000.0,,,9.401,,,,
1991-09-11,32/91,1992-03-11,,,200000000.0,,,9.52,,,,
1991-09-18,33/91,1991-12-18,,,700500000.0,,,9.476,,,,
1991-09-18,33/91,1992-03-18,,,300000000.0,,,9.502,,,,
1991-09-25,34/91,1991-12-25,,,399500000.0,,,9.462,,,,
1991-09-25,34/91,1992-03-25,,,300800000.0,,,9.432,,,,
1991-10-02,35/91,1992-01-01,,,399330000.0,,,9.325,,,,
1991-10-02,35/91,1992-04-01,,,300180000.0,,,9.259,,,,
1991-10-16,36/91,1992-01-15,,,500000000.0,,,8.935,,,,
1991-10-16,36/91,1992-04-15,,,501000000.0,,,8.864,,,,
1991-10-23,37/91,1992-04-22,,,499000000.0,,,8.664,,,,
1991-10-23,37/91,1992-01-22,,,400000000.0,,,8.711,,,,
1991-10-30,38/91,1992-01-29,,,500000000.0,,,8.501,,,,
1991-10-30,38/91,1992-04-29,,,600000000.0,,,8.461,,,,
1991-11-06,39/91,1992-02-05,,,700000000.0,,,8.335,,,,
1991-11-06,39/91,1992-05-06,,,601000000.0,,,8.258,,,,
1991-11-13,40/91,1991-12-18,,,300000000.0,,,8.338,,,,
1991-11-13,40/91,1992-02-12,,,300000000.0,,,8.269,,,,
1991-11-13,40/91,1992-05-13,,,299100000.0,,,8.274,,,,
1991-11-20,41/91,1992-02-19,,,799500000.0,,,8.26,,,,
1991-11-20,41/91,1992-05-20,,,501000000.0,,,8.177,,,,
1991-11-27,42/91,1992-01-01,,,300000000.0,,,8.315,,,,
1991-11-27,42/91,1992-02-26,,,401500000.0,,,8.167,,,,
1991-11-27,42/91,1992-05-27,,,300000000.0,,,8.027,,,,
1991-12-04,43/91,1992-03-04,,,399400000.0,,,8.079,,,,
1991-12-04,43/91,1992-06-03,,,301000000.0,,,7.979,,,,
1991-12-11,44/91,1992-01-15,,,499000000.0,,,8.174,,,,
1991-12-11,44/91,1992-03-11,,,699700000.0,,,7.808,,,,
1991-12-11,44/91,1992-06-10,,,401000000.0,,,7.543,,,,
1991-12-18,45/91,1992-01-22,,,301000000.0,,,8.223,,,,
1991-12-18,45/91,1992-03-18,,,299700000.0,,,7.815,,,,
1991-12-18,45/91,1992-06-17,,,300000000.0,,,7.499,,,,
1991-12-24,46/91,1992-03-24,,,700000000.0,,,7.519,,,,
1991-12-24,46/91,1992-06-23,,,500000000.0,,,7.26,,,,
1991-12-31,47/91,1992-03-31,,,400000000.0,,,7.365,,,,
1991-12-31,47/91,1992-06-30,,,100000000.0,,,7.13,,,,
1992-01-08,01/92,1992-04-08,,,600000000.0,,,7.183,,,,
1992-01-08,01/92,1992-07-08,,,400000000.0,,,7.045,,,,
1992-01-15,02/92,1992-04-15,,,400400000.0,,,7.35,,,,
1992-01-15,02/92,1992-07-15,,,300000000.0,,,7.286,,,,
1992-01-22,03/92,1992-04-22,,,598000000.0,,,7.457,,,,
1992-01-22,03/92,1992-07-22,,,399000000.0,,,7.401,,,,
1992-01-29,04/92,1992-03-04,,,300000000.0,,,7.47,,,,
1992-01-29,04/92,1992-04-29,,,500200000.0,,,7.504,,,,
1992-01-29,04/92,1992-07-29,,,400000000.0,,,7.494,,,,
1992-02-05,05/92,1992-05-06,,,700100000.0,,,7.49,,,,
1992-02-05,05/92,1992-08-05,,,499000000.0,,,7.497,,,,
1992-02-12,06/92,1992-03-18,,,501000000.0,,,7.442,,,,
1992-02-12,06/92,1992-05-13,,,498200000.0,,,7.428,,,,
1992-02-12,06/92,1992-08-12,,,399000000.0,,,7.399,,,,
1992-02-19,07/92,1992-03-25,,,299000000.0,,,7.426,,,,
1992-02-19,07/92,1992-05-20,,,801100000.0,,,7.45,,,,
1992-02-19,07/92,1992-08-19,,,501150000.0,,,7.421,,,,
1992-02-26,08/92,1992-04-01,,,400000000.0,,,7.438,,,,
1992-02-26,08/92,1992-05-27,,,301100000.0,,,7.408,,,,
1992-02-26,08/92,1992-08-26,,,300200000.0,,,7.41,,,,
1992-03-04,09/92,1992-04-08,,,500000000.0,,,7.411,,,,
1992-03-04,09/92,1992-06-03,,,499000000.0,,,7.383,,,,
1992-03-04,09/92,1992-09-02,,,399600000.0,,,7.384,,,,
1992-03-11,10/92,1992-04-15,,,200000000.0,,,7.393,,,,
1992-03-11,10/92,1992-06-10,,,398500000.0,,,7.371,,,,
1992-03-18,11/92,1992-06-17,,,398500000.0,,,7.329,,,,
1992-03-18,11/92,1992-09-16,,,200000000.0,,,7.334,,,,
1992-03-25,12/92,1992-04-29,,,401000000.0,,,7.32,,,,
1992-03-25,12/92,1992-06-24,,,399000000.0,,,7.343,,,,
1992-03-25,12/92,1992-09-23,,,299500000.0,,,7.356,,,,
1992-04-22,13/92,1992-07-22,,,600000000.0,,,6.953,,,,
1992-04-22,13/92,1992-10-21,,,401000000.0,,,6.927,,,,
1992-04-29,14/92,1992-06-03,,,500000000.0,,,6.68,,,,
1992-04-29,14/92,1992-07-29,,,601000000.0,,,6.559,,,,
1992-04-29,14/92,1992-10-28,,,400000000.0,,,6.572,,,,
1992-05-06,15/92,1992-08-05,,,599500000.0,,,6.453,,,,
1992-05-06,15/92,1992-11-04,,,501000000.0,,,6.484,,,,
1992-05-13,16/92,1992-06-17,,,500000000.0,,,6.447,,,,
1992-05-13,16/92,1992-08-12,,,602000000.0,,,6.443,,,,
1992-05-13,16/92,1992-11-11,,,399000000.0,,,6.463,,,,
1992-05-20,17/92,1992-06-24,,,400000000.0,,,6.425,,,,
1992-05-20,17/92,1992-08-19,,,502500000.0,,,6.402,,,,
1992-05-20,17/92,1992-11-18,,,500000000.0,,,6.353,,,,
1992-05-27,18/92,1992-07-01,,,400000000.0,,,6.39,,,,
1992-05-27,18/92,1992-08-26,,,500000000.0,,,6.378,,,,
1992-05-27,18/92,1992-11-25,,,499000000.0,,,6.309,,,,
1992-06-03,19/92,1992-09-02,,,500000000.0,,,6.32,,,,
1992-06-03,19/92,1992-12-02,,,301000000.0,,,6.251,,,,
1992-06-10,20/92,1992-09-09,,,199200000.0,,,6.219,,,,
1992-06-10,20/92,1992-12-09,,,200000000.0,,,6.189,,,,
1992-06-17,21/92,1992-09-16,,,301000000.0,,,6.118,,,,
1992-06-17,21/92,1992-12-16,,,200000000.0,,,5.982,,,,
1992-06-24,22/92,1992-09-23,,,901000000.0,,,6.17,,,,
1992-06-24,22/92,1992-12-23,,,701000000.0,,,6.014,,,,
1992-07-01,23/92,1992-09-30,,,400000000.0,,,5.802,,,,
1992-07-01,23/92,1992-12-30,,,300000000.0,,,5.726,,,,
1992-07-08,24/92,1992-08-12,,,200000000.0,,,5.693,,,,
1992-07-08,24/92,1992-10-07,,,501000000.0,,,5.646,,,,
1992-07-08,24/92,1993-01-06,,,500000000.0,,,5.57,,,,
1992-07-15,25/92,1992-10-14,,,400700000.0,,,5.541,,,,
1992-07-15,25/92,1993-01-13,,,300000000.0,,,5.417,,,,
1992-07-22,26/92,1992-10-21,,,801000000.0,,,5.538,,,,
1992-07-22,26/92,1993-01-20,,,400000000.0,,,5.426,,,,
1992-07-29,27/92,1992-09-02,,,200000000.0,,,5.44,,,,
1992-07-29,27/92,1992-10-28,,,200000000.0,,,5.28,,,,
1992-08-12,28/92,1992-11-11,,,300000000.0,,,5.29,,,,
1992-08-19,29/92,1992-11-18,,,701000000.0,,,5.383,,,,
1992-08-19,29/92,1993-02-17,,,500150000.0,,,5.377,,,,
1992-08-26,30/92,1992-09-30,,,400000000.0,,,5.709,,,,
1992-08-26,30/92,1992-11-25,,,698300000.0,,,5.775,,,,
1992-08-26,30/92,1993-02-24,,,400000000.0,,,5.82,,,,
1992-09-02,31/92,1992-12-02,,,400500000.0,,,5.67,,,,
1992-09-09,32/92,1992-12-09,,,300000000.0,,,5.629,,,,
1992-09-09,32/92,1993-03-10,,,200000000.0,,,5.736,,,,
1992-09-16,33/92,1992-12-16,,,300000000.0,,,5.523,,,,
1992-09-16,33/92,1993-03-17,,,200000000.0,,,5.629,,,,
1992-09-23,34/92,1992-12-23,,,799000000.0,,,5.612,,,,
1992-09-23,34/92,1993-03-24,,,500000000.0,,,5.722,,,,
1992-09-30,35/92,1992-11-04,,,300000000.0,,,5.48,,,,
1992-09-30,35/92,1992-12-30,,,300000000.0,,,5.619,,,,
1992-09-30,35/92,1993-03-31,,,300000000.0,,,5.812,,,,
1992-10-07,36/92,1992-11-11,,,300000000.0,,,5.48,,,,
1992-10-07,36/92,1993-01-06,,,500200000.0,,,5.534,,,,
1992-10-07,36/92,1993-04-07,,,201000000.0,,,5.73,,,,
1992-10-14,37/92,1993-01-13,,,400500000.0,,,5.501,,,,
1992-10-14,37/92,1993-04-14,,,300000000.0,,,5.663,,,,
1992-10-21,38/92,1993-01-20,,,801600000.0,,,5.548,,,,
1992-10-21,38/92,1993-04-21,,,500000000.0,,,5.665,,,,
1992-10-28,39/92,1992-12-02,,,400000000.0,,,5.564,,,,
1992-10-28,39/92,1993-01-27,,,499000000.0,,,5.586,,,,
1992-10-28,39/92,1993-04-28,,,401000000.0,,,5.717,,,,
1992-11-04,40/92,1993-02-03,,,500000000.0,,,5.627,,,,
1992-11-11,41/92,1993-02-10,,,998800000.0,,,5.742,,,,
1992-11-11,41/92,1993-05-12,,,601000000.0,,,5.794,,,,
1992-11-18,42/92,1993-02-17,,,801000000.0,,,5.78,,,,
1992-11-18,42/92,1993-05-19,,,500000000.0,,,5.843,,,,
1992-11-25,43/92,1993-02-24,,,1001000000.0,,,5.758,,,,
1992-11-25,43/92,1993-05-26,,,499000000.0,,,5.819,,,,
1992-12-02,44/92,1993-03-03,,,800500000.0,,,5.776,,,,
1992-12-02,44/92,1993-06-02,,,399000000.0,,,5.868,,,,
1992-12-09,45/92,1993-01-13,,,300000000.0,,,5.656,,,,
1992-12-09,45/92,1993-03-10,,,701000000.0,,,5.777,,,,
1992-12-09,45/92,1993-06-09,,,500000000.0,,,5.853,,,,
1992-12-16,46/92,1993-01-20,,,400000000.0,,,5.665,,,,
1992-12-16,46/92,1993-03-17,,,602000000.0,,,5.749,,,,
1992-12-23,47/92,1993-03-24,,,1100000000.0,,,5.779,,,,
1992-12-23,47/92,1993-06-23,,,601000000.0,,,5.793,,,,
1992-12-30,48/92,1993-02-03,,,300000000.0,,,5.668,,,,
1992-12-30,48/92,1993-03-31,,,698000000.0,,,5.789,,,,
1992-12-30,48/92,1993-06-30,,,300000000.0,,,5.833,,,,
1993-01-06,01/93,1993-02-10,,,301000000.0,,,5.69,,,,
1993-01-06,01/93,1993-04-07,,,600000000.0,,,5.778,,,,
1993-01-06,01/93,1993-07-07,,,300000000.0,,,5.826,,,,
1993-01-13,02/93,1993-04-14,,,301000000.0,,,5.758,,,,
1993-01-20,03/93,1993-04-21,,,600000000.0,,,5.731,,,,
1993-01-27,04/93,1993-04-28,,,801000000.0,,,5.725,,,,
1993-01-27,04/93,1993-07-28,,,500000000.0,,,5.752,,,,
1993-02-03,05/93,1993-05-05,,,500000000.0,,,5.7,,,,
1993-02-10,06/93,1993-03-17,,,300000000.0,,,5.682,,,,
1993-02-10,06/93,1993-05-12,,,400000000.0,,,5.723,,,,
1993-02-10,06/93,1993-08-11,,,299000000.0,,,5.793,,,,
1993-02-17,07/93,1993-03-24,,,400000000.0,,,5.679,,,,
1993-02-17,07/93,1993-05-19,,,502000000.0,,,5.707,,,,
1993-02-17,07/93,1993-08-18,,,200000000.0,,,5.766,,,,
1993-02-24,08/93,1993-05-26,,,699000000.0,,,5.673,,,,
1993-02-24,08/93,1993-08-25,,,300000000.0,,,5.69,,,,
1993-03-03,09/93,1993-06-02,,,399000000.0,,,5.341,,,,
1993-03-17,10/93,1993-06-16,,,899000000.0,,,5.116,,,,
1993-03-17,10/93,1993-09-15,,,500000000.0,,,5.104,,,,
1993-03-24,11/93,1993-06-23,,,1001000000.0,,,5.18,,,,
1993-03-24,11/93,1993-09-22,,,599150000.0,,,5.207,,,,
1993-03-31,12/93,1993-06-30,,,500000000.0,,,5.09,,,,
1993-04-07,13/93,1993-07-07,,,500000000.0,,,5.078,,,,
1993-04-14,14/93,1993-07-14,,,301000000.0,,,5.06,,,,
1993-04-21,15/93,1993-07-21,,,300000000.0,,,5.04,,,,
1993-04-28,16/93,1993-06-02,,,301000000.0,,,5.116,,,,
1993-04-28,16/93,1993-07-28,,,599000000.0,,,5.045,,,,
1993-04-28,16/93,1993-10-27,,,300000000.0,,,5.051,,,,
1993-05-05,17/93,1993-08-04,,,500000000.0,,,5.065,,,,
1993-05-05,17/93,1993-11-03,,,399000000.0,,,5.107,,,,
1993-05-12,18/93,1993-08-11,,,900000000.0,,,5.031,,,,
1993-05-12,18/93,1993-11-10,,,400320000.0,,,5.013,,,,
1993-05-19,19/93,1993-06-23,,,300000000.0,,,5.13,,,,
1993-05-19,19/93,1993-08-18,,,701000000.0,,,5.088,,,,
1993-05-19,19/93,1993-11-17,,,399700000.0,,,5.075,,,,
1993-05-26,20/93,1993-08-25,,,1100140000.0,,,5.105,,,,
1993-05-26,20/93,1993-11-24,,,500000000.0,,,5.097,,,,
1993-06-02,21/93,1993-09-01,,,500000000.0,,,5.153,,,,
1993-06-09,22/93,1993-09-08,,,801000000.0,,,5.145,,,,
