date,FXRUSD
2010-08-17,0.9015
2010-08-18,0.9013
2010-08-19,0.8979
2010-08-20,0.89
2010-08-23,0.8907
2010-08-24,0.8894
2010-08-25,0.8837
2010-08-26,0.8882
2010-08-27,0.8874
2010-08-30,0.8982
2010-08-31,0.8918
2010-09-01,0.9
2010-09-02,0.9069
2010-09-03,0.9081
2010-09-06,0.917
2010-09-07,0.9136
2010-09-08,0.9138
2010-09-09,0.921
2010-09-10,0.9235
2010-09-13,0.9298
2010-09-14,0.9331
2010-09-15,0.9378
2010-09-16,0.934
2010-09-17,0.9448
2010-09-20,0.9444
2010-09-21,0.9456
2010-09-22,0.9559
2010-09-23,0.9568
2010-09-24,0.9504
2010-09-27,0.9581
2010-09-28,0.9589
2010-09-29,0.9675
2010-09-30,0.9667
2010-10-01,0.9657
2010-10-05,0.9586
2010-10-06,0.9711
2010-10-07,0.9832
2010-10-08,0.9835
2010-10-11,0.9866
2010-10-12,0.9786
2010-10-13,0.9867
2010-10-14,0.995
2010-10-15,0.9914
2010-10-18,0.9854
2010-10-19,0.9868
2010-10-20,0.9757
2010-10-21,0.9822
2010-10-22,0.9835
2010-10-25,0.9934
2010-10-26,0.9909
2010-10-27,0.9739
2010-10-28,0.9755
2010-10-29,0.9761
2010-11-01,0.9881
2010-11-02,0.9974
2010-11-03,0.9973
2010-11-04,1.0059
2010-11-05,1.0153
2010-11-08,1.0132
2010-11-09,1.0115
2010-11-10,1.0038
2010-11-11,1.0045
2010-11-12,0.9935
2010-11-15,0.9855
2010-11-16,0.9864
2010-11-17,0.9763
2010-11-18,0.9844
2010-11-19,0.9857
2010-11-22,0.993
2010-11-23,0.9854
2010-11-24,0.9789
2010-11-25,0.9785
2010-11-26,0.9735
2010-11-29,0.9634
2010-11-30,0.9618
2010-12-01,0.9571
2010-12-02,0.9639
2010-12-03,0.9758
2010-12-06,0.9877
2010-12-07,0.9904
2010-12-08,0.9796
2010-12-09,0.9869
2010-12-10,0.9853
2010-12-13,0.9843
2010-12-14,0.995
2010-12-15,0.9958
2010-12-16,0.9864
2010-12-17,0.9909
2010-12-20,0.988
2010-12-21,0.9964
2010-12-22,0.9973
2010-12-23,1.0013
2010-12-24,1.0039
2010-12-29,1.0106
2010-12-30,1.017
2010-12-31,1.0163
2011-01-04,1.0099
2011-01-05,1.0014
2011-01-06,0.9967
2011-01-07,0.9933
2011-01-10,0.9958
2011-01-11,0.9846
2011-01-12,0.9848
2011-01-13,0.9947
2011-01-14,0.9964
2011-01-17,0.9877
2011-01-18,0.9939
2011-01-19,1.0033
2011-01-20,0.9966
2011-01-21,0.9861
2011-01-24,0.9881
2011-01-25,0.9959
2011-01-27,0.9964
2011-01-28,0.9894
2011-01-31,0.9924
2011-02-01,1.0037
2011-02-02,1.0125
2011-02-03,1.0105
2011-02-04,1.0186
2011-02-07,1.0135
2011-02-08,1.0146
2011-02-09,1.0133
2011-02-10,1.0074
2011-02-11,0.9991
2011-02-14,1.004
2011-02-15,1.0043
2011-02-16,0.9998
2011-02-17,1.0035
2011-02-18,1.0126
2011-02-21,1.0117
2011-02-22,1.0037
2011-02-23,1.0019
2011-02-24,1.0075
2011-02-25,1.0134
2011-02-28,1.0163
2011-03-01,1.0156
2011-03-02,1.0092
2011-03-03,1.0153
2011-03-04,1.0139
2011-03-07,1.0127
2011-03-08,1.0123
2011-03-09,1.0068
2011-03-10,1.005
2011-03-11,1.0032
2011-03-14,1.0076
2011-03-15,0.9964
2011-03-16,0.991
2011-03-17,0.9794
2011-03-18,0.9936
2011-03-21,1.0018
2011-03-22,1.006
2011-03-23,1.0101
2011-03-24,1.0129
2011-03-25,1.0207
2011-03-28,1.026
2011-03-29,1.0256
2011-03-30,1.0325
2011-03-31,1.0334
2011-04-01,1.0345
2011-04-04,1.0385
2011-04-05,1.0328
2011-04-06,1.0356
2011-04-07,1.0465
2011-04-08,1.0522
2011-04-11,1.0564
2011-04-12,1.0438
2011-04-13,1.0478
2011-04-14,1.0534
2011-04-15,1.0524
2011-04-18,1.0563
2011-04-19,1.0463
2011-04-20,1.0583
2011-04-21,1.0769
2011-04-27,1.0835
2011-04-28,1.0925
2011-04-29,1.09
2011-05-02,1.0939
2011-05-03,1.0919
2011-05-04,1.0829
2011-05-05,1.0741
2011-05-06,1.0698
2011-05-09,1.0767
2011-05-10,1.0749
2011-05-11,1.0866
2011-05-12,1.0617
2011-05-13,1.067
2011-05-16,1.0554
2011-05-17,1.0606
2011-05-18,1.0631
2011-05-19,1.0641
2011-05-20,1.0665
2011-05-23,1.0557
2011-05-24,1.0547
2011-05-25,1.0462
2011-05-26,1.0611
2011-05-27,1.0684
2011-05-30,1.0683
2011-05-31,1.0709
2011-06-01,1.0748
2011-06-02,1.0621
2011-06-03,1.0666
2011-06-06,1.0741
2011-06-07,1.0681
2011-06-08,1.0671
2011-06-09,1.0581
2011-06-10,1.0598
2011-06-14,1.0636
2011-06-15,1.0707
2011-06-16,1.0527
2011-06-17,1.0522
2011-06-20,1.0543
2011-06-21,1.0562
2011-06-22,1.0593
2011-06-23,1.055
2011-06-24,1.054
2011-06-27,1.0425
2011-06-28,1.0445
2011-06-29,1.0564
2011-06-30,1.0739
2011-07-01,1.0715
2011-07-04,1.0727
2011-07-05,1.0675
2011-07-06,1.073
2011-07-07,1.0731
2011-07-08,1.0773
2011-07-11,1.0719
2011-07-12,1.0606
2011-07-13,1.0643
2011-07-14,1.0729
2011-07-15,1.0703
2011-07-18,1.0603
2011-07-19,1.0615
2011-07-20,1.0714
2011-07-21,1.0737
2011-07-22,1.0849
2011-07-25,1.0823
2011-07-26,1.0924
2011-07-27,1.1052
2011-07-28,1.1055
2011-07-29,1.0954
2011-08-02,1.0924
2011-08-03,1.0745
2011-08-04,1.0657
2011-08-05,1.0476
2011-08-08,1.0308
2011-08-09,1.0176
2011-08-10,1.0345
2011-08-11,1.027
2011-08-12,1.029
2011-08-15,1.0429
2011-08-16,1.0467
2011-08-17,1.049
2011-08-18,1.0505
2011-08-19,1.0338
2011-08-22,1.0393
2011-08-23,1.0461
2011-08-24,1.0481
2011-08-25,1.0437
2011-08-26,1.0488
2011-08-29,1.0623
2011-08-30,1.0675
2011-08-31,1.0691
2011-09-01,1.0703
2011-09-02,1.0702
2011-09-05,1.0588
2011-09-06,1.0509
2011-09-07,1.0596
2011-09-08,1.0596
2011-09-09,1.0614
2011-09-12,1.0339
2011-09-13,1.0343
2011-09-14,1.0215
2011-09-15,1.0215
2011-09-16,1.0345
2011-09-19,1.0223
2011-09-20,1.0191
2011-09-21,1.0278
2011-09-22,1.0027
2011-09-23,0.976
2011-09-26,0.9672
2011-09-27,0.9889
2011-09-28,0.9853
2011-09-29,0.9808
2011-09-30,0.9781
2011-10-04,0.95
2011-10-05,0.9544
2011-10-06,0.9641
2011-10-07,0.9782
2011-10-10,0.9838
2011-10-11,0.9972
2011-10-12,0.9915
2011-10-13,1.0199
2011-10-14,1.0192
2011-10-17,1.0302
2011-10-18,1.0202
2011-10-19,1.0317
2011-10-20,1.0177
2011-10-21,1.0216
2011-10-24,1.0398
2011-10-25,1.047
2011-10-26,1.0376
2011-10-27,1.0489
2011-10-28,1.0664
2011-10-31,1.0509
2011-11-01,1.0455
2011-11-02,1.0355
2011-11-03,1.0249
2011-11-04,1.0383
2011-11-07,1.0369
2011-11-08,1.0325
2011-11-09,1.0355
2011-11-10,1.0146
2011-11-11,1.016
2011-11-14,1.0297
2011-11-15,1.0169
2011-11-16,1.0086
2011-11-17,1.01
2011-11-18,0.9997
2011-11-21,0.9979
2011-11-22,0.9842
2011-11-23,0.9771
2011-11-24,0.9726
2011-11-25,0.9699
2011-11-28,0.9837
2011-11-29,0.9932
2011-11-30,1.0021
2011-12-01,1.0256
2011-12-02,1.0223
2011-12-05,1.0214
2011-12-06,1.0176
2011-12-07,1.0266
2011-12-08,1.0269
2011-12-09,1.0131
2011-12-12,1.0166
2011-12-13,1.0093
2011-12-14,1.0017
2011-12-15,0.9895
2011-12-16,0.9985
2011-12-19,0.9909
2011-12-20,0.9938
2011-12-21,1.0138
2011-12-22,1.0082
2011-12-23,1.017
2011-12-28,1.0156
2011-12-29,1.0101
2011-12-30,1.0156
2012-01-03,1.0294
2012-01-04,1.0353
2012-01-05,1.0323
2012-01-06,1.0221
2012-01-09,1.017
2012-01-10,1.0311
2012-01-11,1.0284
2012-01-12,1.0296
2012-01-13,1.032
2012-01-16,1.0278
2012-01-17,1.0377
2012-01-18,1.04
2012-01-19,1.0395
2012-01-20,1.0401
2012-01-23,1.049
2012-01-24,1.0494
2012-01-25,1.0513
2012-01-27,1.0615
2012-01-30,1.0589
2012-01-31,1.0637
2012-02-01,1.061
2012-02-02,1.0715
2012-02-03,1.0682
2012-02-06,1.0718
2012-02-07,1.0778
2012-02-08,1.0792
2012-02-09,1.08
2012-02-10,1.0713
2012-02-13,1.074
2012-02-14,1.0678
2012-02-15,1.0737
2012-02-16,1.0683
2012-02-17,1.0772
2012-02-20,1.0777
2012-02-21,1.0724
2012-02-22,1.0652
2012-02-23,1.0646
2012-02-24,1.0738
2012-02-27,1.0689
2012-02-28,1.0777
2012-02-29,1.0816
2012-03-01,1.0763
2012-03-02,1.0793
2012-03-05,1.0717
2012-03-06,1.0614
2012-03-07,1.0539
2012-03-08,1.0602
2012-03-09,1.0658
2012-03-12,1.0533
2012-03-13,1.0553
2012-03-14,1.0547
2012-03-15,1.0467
2012-03-16,1.0536
2012-03-19,1.0608
2012-03-20,1.057
2012-03-21,1.0492
2012-03-22,1.0395
2012-03-23,1.0397
2012-03-26,1.0451
2012-03-27,1.0517
2012-03-28,1.0427
2012-03-29,1.0371
2012-03-30,1.0402
2012-04-02,1.0391
2012-04-03,1.0401
2012-04-04,1.0283
2012-04-05,1.0304
2012-04-10,1.0318
2012-04-11,1.0289
2012-04-12,1.0379
2012-04-13,1.0396
2012-04-16,1.0331
2012-04-17,1.0318
2012-04-18,1.0402
2012-04-19,1.0354
2012-04-20,1.0336
2012-04-23,1.0339
2012-04-24,1.0262
2012-04-26,1.0381
2012-04-27,1.0369
2012-04-30,1.0453
2012-05-01,1.0339
2012-05-02,1.0342
2012-05-03,1.0305
2012-05-04,1.0267
2012-05-07,1.0146
2012-05-08,1.0192
2012-05-09,1.0074
2012-05-10,1.0105
2012-05-11,1.0053
2012-05-14,1.0013
2012-05-15,0.9995
2012-05-16,0.9915
2012-05-17,0.9958
2012-05-18,0.9818
2012-05-21,0.9854
2012-05-22,0.9925
2012-05-23,0.9777
2012-05-24,0.9758
2012-05-25,0.9744
2012-05-28,0.9867
2012-05-29,0.9864
2012-05-30,0.9796
2012-05-31,0.9727
2012-06-01,0.97
2012-06-04,0.9675
2012-06-05,0.9794
2012-06-06,0.9829
2012-06-07,0.9962
2012-06-08,0.9852
2012-06-12,0.9898
2012-06-13,0.9946
2012-06-14,0.9956
2012-06-15,1.0015
2012-06-18,1.012
2012-06-19,1.0131
2012-06-20,1.019
2012-06-21,1.0164
2012-06-22,1.0057
2012-06-25,1.0031
2012-06-26,1.0034
2012-06-27,1.0065
2012-06-28,1.0118
2012-06-29,1.0191
2012-07-02,1.0227
2012-07-03,1.027
2012-07-04,1.0295
2012-07-05,1.0267
2012-07-06,1.026
2012-07-09,1.019
2012-07-10,1.0176
2012-07-11,1.0214
2012-07-12,1.017
2012-07-13,1.0163
2012-07-16,1.0234
2012-07-17,1.0294
2012-07-18,1.03
2012-07-19,1.039
2012-07-20,1.0403
2012-07-23,1.0314
2012-07-24,1.0304
2012-07-25,1.022
2012-07-26,1.0331
2012-07-27,1.0426
2012-07-30,1.0464
2012-07-31,1.0526
2012-08-01,1.0507
2012-08-02,1.0483
2012-08-03,1.0479
2012-08-07,1.058
2012-08-08,1.0551
2012-08-09,1.0593
2012-08-10,1.0519
2012-08-13,1.055
2012-08-14,1.0516
2012-08-15,1.0476
2012-08-16,1.0483
2012-08-17,1.0472
2012-08-20,1.0446
2012-08-21,1.0481
2012-08-22,1.0437
2012-08-23,1.0516
2012-08-24,1.0438
2012-08-27,1.0384
2012-08-28,1.0374
2012-08-29,1.0373
2012-08-30,1.0337
2012-08-31,1.0301
2012-09-03,1.0266
2012-09-04,1.0276
2012-09-05,1.0205
2012-09-06,1.0226
2012-09-07,1.0321
2012-09-10,1.0351
2012-09-11,1.0334
2012-09-12,1.047
2012-09-13,1.0471
2012-09-14,1.0579
2012-09-17,1.0534
2012-09-18,1.0452
2012-09-19,1.047
2012-09-20,1.0389
2012-09-21,1.0469
2012-09-24,1.0422
2012-09-25,1.0422
2012-09-26,1.0353
2012-09-27,1.0419
2012-09-28,1.0464
2012-10-02,1.0305
2012-10-03,1.0213
2012-10-04,1.0222
2012-10-05,1.0263
2012-10-08,1.0161
2012-10-09,1.0229
2012-10-10,1.0228
2012-10-11,1.028
2012-10-12,1.0271
2012-10-15,1.0216
2012-10-16,1.0264
2012-10-17,1.0309
2012-10-18,1.0386
2012-10-19,1.0364
2012-10-22,1.0326
2012-10-23,1.0323
2012-10-24,1.0315
2012-10-25,1.0363
2012-10-26,1.0313
2012-10-29,1.0357
2012-10-30,1.0341
2012-10-31,1.0378
2012-11-01,1.0372
2012-11-02,1.0396
2012-11-05,1.0363
2012-11-06,1.0429
2012-11-07,1.0451
2012-11-08,1.041
2012-11-09,1.042
2012-11-12,1.042
2012-11-13,1.0404
2012-11-14,1.0453
2012-11-15,1.0369
2012-11-16,1.0326
2012-11-19,1.0374
2012-11-20,1.041
2012-11-21,1.0352
2012-11-22,1.0382
2012-11-23,1.0396
2012-11-26,1.0457
2012-11-27,1.0486
2012-11-28,1.0458
2012-11-29,1.0466
2012-11-30,1.0431
2012-12-03,1.0414
2012-12-04,1.0439
2012-12-05,1.0477
2012-12-06,1.0463
2012-12-07,1.048
2012-12-10,1.0472
2012-12-11,1.0482
2012-12-12,1.0524
2012-12-13,1.055
2012-12-14,1.054
2012-12-17,1.0541
2012-12-18,1.0541
2012-12-19,1.0517
2012-12-20,1.0482
2012-12-21,1.0451
2012-12-24,1.0405
2012-12-27,1.0357
2012-12-28,1.038
2012-12-31,1.0384
2013-01-02,1.0468
2013-01-03,1.0491
2013-01-04,1.0434
2013-01-07,1.0472
2013-01-08,1.048
2013-01-09,1.0504
2013-01-10,1.0549
2013-01-11,1.0583
2013-01-14,1.056
2013-01-15,1.0546
2013-01-16,1.0564
2013-01-17,1.0508
2013-01-18,1.0518
2013-01-21,1.0517
2013-01-22,1.055
2013-01-23,1.0537
2013-01-24,1.0515
2013-01-25,1.045
2013-01-29,1.0445
2013-01-30,1.0475
2013-01-31,1.0394
2013-02-01,1.039
2013-02-04,1.0428
2013-02-05,1.04
2013-02-06,1.0353
2013-02-07,1.0318
2013-02-08,1.0287
2013-02-11,1.0301
2013-02-12,1.0251
2013-02-13,1.0359
2013-02-14,1.0352
2013-02-15,1.0366
2013-02-18,1.0288
2013-02-19,1.033
2013-02-20,1.036
2013-02-21,1.0241
2013-02-22,1.0314
2013-02-25,1.0282
2013-02-26,1.0275
2013-02-27,1.0214
2013-02-28,1.0275
2013-03-01,1.0232
2013-03-04,1.0124
2013-03-05,1.0241
2013-03-06,1.0277
2013-03-07,1.0251
2013-03-08,1.0241
2013-03-11,1.0221
2013-03-12,1.0282
2013-03-13,1.031
2013-03-14,1.0369
2013-03-15,1.0376
2013-03-18,1.0364
2013-03-19,1.0387
2013-03-20,1.038
2013-03-21,1.0372
2013-03-22,1.0431
2013-03-25,1.045
2013-03-26,1.0462
2013-03-27,1.0466
2013-03-28,1.0426
2013-04-02,1.0457
2013-04-03,1.0457
2013-04-04,1.0462
2013-04-05,1.0419
2013-04-08,1.0371
2013-04-09,1.0431
2013-04-10,1.0505
2013-04-11,1.0518
2013-04-12,1.0553
2013-04-15,1.0445
2013-04-16,1.0362
2013-04-17,1.0356
2013-04-18,1.0305
2013-04-19,1.0336
2013-04-22,1.0289
2013-04-23,1.0236
2013-04-24,1.0254
2013-04-26,1.0309
2013-04-29,1.0312
2013-04-30,1.0368
2013-05-01,1.0367
2013-05-02,1.0231
2013-05-03,1.0271
2013-05-06,1.029
2013-05-07,1.0193
2013-05-08,1.0187
2013-05-09,1.0237
2013-05-10,1.0071
2013-05-13,0.9996
2013-05-14,0.9989
2013-05-15,0.9892
2013-05-16,0.9861
2013-05-17,0.976
2013-05-20,0.9771
2013-05-21,0.9826
2013-05-22,0.977
2013-05-23,0.9614
2013-05-24,0.9686
2013-05-27,0.9633
2013-05-28,0.9649
2013-05-29,0.9539
2013-05-30,0.9674
2013-05-31,0.9649
2013-06-03,0.9635
2013-06-04,0.9733
2013-06-05,0.9617
2013-06-06,0.9443
2013-06-07,0.9504
2013-06-11,0.9407
2013-06-12,0.9418
2013-06-13,0.9463
2013-06-14,0.9581
2013-06-17,0.9625
2013-06-18,0.9514
2013-06-19,0.9485
2013-06-20,0.924
2013-06-21,0.9233
2013-06-24,0.9202
2013-06-25,0.9252
2013-06-26,0.9269
2013-06-27,0.9318
2013-06-28,0.9275
2013-07-01,0.9194
2013-07-02,0.9172
2013-07-03,0.9083
2013-07-04,0.912
2013-07-05,0.9138
2013-07-08,0.9051
2013-07-09,0.9137
2013-07-10,0.9189
2013-07-11,0.9295
2013-07-12,0.917
2013-07-15,0.9107
2013-07-16,0.9194
2013-07-17,0.9215
2013-07-18,0.9179
2013-07-19,0.9181
2013-07-22,0.9223
2013-07-23,0.9258
2013-07-24,0.9253
2013-07-25,0.9164
2013-07-26,0.9271
2013-07-29,0.9257
2013-07-30,0.9072
2013-07-31,0.9037
2013-08-01,0.8969
2013-08-02,0.8909
2013-08-06,0.8977
2013-08-07,0.8957
2013-08-08,0.908
2013-08-09,0.9118
2013-08-12,0.9203
2013-08-13,0.9127
2013-08-14,0.9099
2013-08-15,0.9166
2013-08-16,0.9147
2013-08-19,0.9216
2013-08-20,0.906
2013-08-21,0.9037
2013-08-22,0.8991
2013-08-23,0.9009
2013-08-26,0.904
2013-08-27,0.8959
2013-08-28,0.8924
2013-08-29,0.8973
2013-08-30,0.8947
2013-09-02,0.8969
2013-09-03,0.9033
2013-09-04,0.9097
2013-09-05,0.9161
2013-09-06,0.9131
2013-09-09,0.9191
2013-09-10,0.9275
2013-09-11,0.9289
2013-09-12,0.9249
2013-09-13,0.9235
2013-09-16,0.9324
2013-09-17,0.9313
2013-09-18,0.935
2013-09-19,0.9496
2013-09-20,0.9454
2013-09-23,0.9432
2013-09-24,0.9411
2013-09-25,0.9381
2013-09-26,0.9376
2013-09-27,0.9359
2013-09-30,0.9309
2013-10-01,0.9396
2013-10-02,0.9369
2013-10-03,0.9391
2013-10-04,0.9443
2013-10-08,0.9434
2013-10-09,0.9434
2013-10-10,0.9397
2013-10-11,0.947
2013-10-14,0.9469
2013-10-15,0.9533
2013-10-16,0.9525
2013-10-17,0.9542
2013-10-18,0.9617
2013-10-21,0.9672
2013-10-22,0.9649
2013-10-23,0.9655
2013-10-24,0.9651
2013-10-25,0.9615
2013-10-28,0.9609
2013-10-29,0.9515
2013-10-30,0.9482
2013-10-31,0.949
2013-11-01,0.9481
2013-11-04,0.9481
2013-11-05,0.9467
2013-11-06,0.9518
2013-11-07,0.9477
2013-11-08,0.9465
2013-11-11,0.9382
2013-11-12,0.9336
2013-11-13,0.9306
2013-11-14,0.9347
2013-11-15,0.9344
2013-11-18,0.9398
2013-11-19,0.9386
2013-11-20,0.9406
2013-11-21,0.9296
2013-11-22,0.9177
2013-11-25,0.9144
2013-11-26,0.9195
2013-11-27,0.9123
2013-11-28,0.9134
2013-11-29,0.9087
2013-12-02,0.9151
2013-12-03,0.9068
2013-12-04,0.9067
2013-12-05,0.9041
2013-12-06,0.9058
2013-12-09,0.9105
2013-12-10,0.9104
2013-12-11,0.9134
2013-12-12,0.9025
2013-12-13,0.8934
2013-12-16,0.8954
2013-12-17,0.8941
2013-12-18,0.8904
2013-12-19,0.8836
2013-12-20,0.8871
2013-12-23,0.8945
2013-12-24,0.892
2013-12-27,0.8906
2013-12-30,0.8865
2013-12-31,0.8948
2014-01-02,0.8912
2014-01-03,0.8982
2014-01-06,0.8949
2014-01-07,0.892
2014-01-08,0.8931
2014-01-09,0.8882
2014-01-10,0.8905
2014-01-13,0.9036
2014-01-14,0.9035
2014-01-15,0.8913
2014-01-16,0.8814
2014-01-17,0.8821
2014-01-20,0.878
2014-01-21,0.8819
2014-01-22,0.8866
2014-01-23,0.8798
2014-01-24,0.8716
2014-01-28,0.8787
2014-01-29,0.8806
2014-01-30,0.8726
2014-01-31,0.8763
2014-02-03,0.8755
2014-02-04,0.888
2014-02-05,0.8892
2014-02-06,0.8964
2014-02-07,0.894
2014-02-10,0.8933
2014-02-11,0.9009
2014-02-12,0.905
2014-02-13,0.8934
2014-02-14,0.8996
2014-02-17,0.9049
2014-02-18,0.9057
2014-02-19,0.9017
2014-02-20,0.8954
2014-02-21,0.8992
2014-02-24,0.8968
2014-02-25,0.9034
2014-02-26,0.9011
2014-02-27,0.894
2014-02-28,0.8947
2014-03-03,0.8912
2014-03-04,0.893
2014-03-05,0.896
2014-03-06,0.9012
2014-03-07,0.9088
2014-03-10,0.9037
2014-03-11,0.9029
2014-03-12,0.8964
2014-03-13,0.9072
2014-03-14,0.901
2014-03-17,0.9054
2014-03-18,0.9083
2014-03-19,0.9119
2014-03-20,0.902
2014-03-21,0.9061
2014-03-24,0.9081
2014-03-25,0.9136
2014-03-26,0.9195
2014-03-27,0.9239
2014-03-28,0.927
2014-03-31,0.9221
2014-04-01,0.9263
2014-04-02,0.9239
2014-04-03,0.9219
2014-04-04,0.9234
2014-04-07,0.9279
2014-04-08,0.9292
2014-04-09,0.9367
2014-04-10,0.9414
2014-04-11,0.9375
2014-04-14,0.9392
2014-04-15,0.9392
2014-04-16,0.9378
2014-04-17,0.9365
2014-04-22,0.9356
2014-04-23,0.9284
2014-04-24,0.9294
2014-04-28,0.929
2014-04-29,0.9242
2014-04-30,0.9287
2014-05-01,0.9295
2014-05-02,0.9277
2014-05-05,0.9269
2014-05-06,0.9286
2014-05-07,0.9344
2014-05-08,0.9373
2014-05-09,0.9362
2014-05-12,0.9363
2014-05-13,0.9344
2014-05-14,0.9401
2014-05-15,0.9376
2014-05-16,0.9354
2014-05-19,0.9351
2014-05-20,0.9288
2014-05-21,0.9235
2014-05-22,0.9264
2014-05-23,0.9241
2014-05-26,0.9238
2014-05-27,0.9271
2014-05-28,0.9268
2014-05-29,0.9283
2014-05-30,0.9319
2014-06-02,0.926
2014-06-03,0.927
2014-06-04,0.9274
2014-06-05,0.9278
2014-06-06,0.9332
2014-06-10,0.9368
2014-06-11,0.9385
2014-06-12,0.9391
2014-06-13,0.9418
2014-06-16,0.9412
2014-06-17,0.9352
2014-06-18,0.9337
2014-06-19,0.9401
2014-06-20,0.9405
2014-06-23,0.9439
2014-06-24,0.9422
2014-06-25,0.9358
2014-06-26,0.9406
2014-06-27,0.9437
2014-06-30,0.942
2014-07-01,0.9454
2014-07-02,0.9458
2014-07-03,0.938
2014-07-04,0.9365
2014-07-07,0.9356
2014-07-08,0.9385
2014-07-09,0.9397
2014-07-10,0.9397
2014-07-11,0.9391
2014-07-14,0.94
2014-07-15,0.9387
2014-07-16,0.9337
2014-07-17,0.9377
2014-07-18,0.9366
2014-07-21,0.939
2014-07-22,0.9389
2014-07-23,0.9434
2014-07-24,0.9448
2014-07-25,0.9414
2014-07-28,0.939
2014-07-29,0.9395
2014-07-30,0.9382
2014-07-31,0.9324
2014-08-01,0.9294
2014-08-05,0.9342
2014-08-06,0.9306
2014-08-07,0.9268
2014-08-08,0.9246
2014-08-11,0.928
2014-08-12,0.9256
2014-08-13,0.9298
2014-08-14,0.9297
2014-08-15,0.9332
2014-08-18,0.9326
2014-08-19,0.9338
2014-08-20,0.928
2014-08-21,0.9254
2014-08-22,0.9326
2014-08-25,0.9321
2014-08-26,0.9293
2014-08-27,0.9319
2014-08-28,0.9353
2014-08-29,0.9349
2014-09-01,0.934
2014-09-02,0.9293
2014-09-03,0.929
2014-09-04,0.934
2014-09-05,0.9341
2014-09-08,0.9365
