date,GFG,D,RIWF,IZ,W,IG,FI,WSF,UA,T0,N,GB,VB,GBI,US,UT,SP,RE,T1,FRGSF,VRGSF,VF,GD,FRGUSD,GSGSF,ES,DS,AIWFS
2005-09,25483.19440045,45583.75597768,1542.92673008,4.75271108,280.33600702,,2.23434289,5763.28758115,1023.87267097,101689.14594632,37194.775185,5784.65564937,3242.69691802,356.17645772,246.43436711,0,159.00474817,54705.00644511,101689.14594632,22004.785525,0,0.39617582,0,,,,,
2005-10,25411.1080465,45047.80639398,1519.88781951,9.18778358,278.22377152,,-0.87335141,5679.6173693,963.2174087,98408.17524168,37345.06332,4263.98002392,2236.36380674,263.4126854,210.89784415,0,9.99821673,54077.83757474,98408.17524168,19500,0,0.62177,0,,,,,
2005-11,25407.33169332,45428.6636823,1444.82096394,25.11862195,273.13284652,,-2.37087901,5680.61791381,957.94580468,101918.26064751,38110.636665,5047.94910984,3680.60781387,412.13140783,265.10455516,0,8.04631702,54393.53646395,101918.26064751,22703,0,0.24831484,0,,,,,
2005-12,28050.20195406,46585.45717095,1079.79757579,78.94984122,270.20697654,,5.31249839,5729.0637506,990.63096152,108988.20997797,41366.540585,5852.68709797,3126.28529793,483.87220602,189.90116219,0,90.74029441,57647.34183138,108988.20997797,26198.5892489,0,230.84150307,0,,,,,
2006-01,27991.16923122,46068.0245912,733.75135348,56.50244822,181.72471357,,-0.84404631,5619.53453175,885.14711341,102536.00993654,38807.35127,4599.60477644,1315.57083924,393.85440064,210.6397235,0,12.80633681,57196.10994227,102536.00993654,21001,0,0.07264764,0,,,,,
2006-02,28006.9834562,45665.95910794,733.85135348,35.18206742,181.72471357,,-1.92974391,5506.52982235,894.45008041,104531.75085746,38441.09306,6709.68652636,1274.13524437,435.77070639,217.5723748,0,8.13119094,57445.32060225,104531.75085746,23509,0,0.04115235,0,,,,,
2006-03,31561.43189638,45552.74755576,725.63346618,10.55975916,192.78716494,,0.34377039,5336.5410801,933.19022765,108898.45240167,38715.522355,5851.41814092,2473.1610075,341.61585283,203.22922759,0,98.49833332,61214.72795858,108898.45240167,24585.21748111,0,0.27952593,0,,,,,
2006-04,31513.94223186,44755.50757706,720.93022143,26.85637055,191.10552204,,-1.59107386,5338.1437521,865.27542178,106142.17002296,38568.04158,4907.30068775,1215.51957886,400.54536452,212.05730888,0,2518.71307683,58314.10863581,106142.17002296,22732,0,5.88379031,0,,,,,
2006-05,31466.59413671,44539.25603847,739.25026253,62.11081009,204.33026405,,-0.69666831,5369.13837576,865.96597858,103549.94919788,38374.401805,5180.22259326,1100.98220576,525.40723802,224.37168123,0,17.1061388,58122.04195579,103549.94919788,20304,0,5.41558002,0,,,,,
2006-06,31279.06712051,43785.35250747,720.18205479,37.45454921,196.74207294,,0.25677154,5303.98785395,927.33750003,103753.89518961,38293.136435,6209.78144535,1477.67017994,358.37777151,208.17065671,0,96.54284464,57103.33111783,103753.89518961,21503.51475917,0,6.88473863,0,,,,,
2006-07,31238.86676496,43614.46608432,717.80255569,3.71764661,192.74464474,,-2.37400241,5207.57151419,867.52983358,101921.32504168,38314.997625,5097.86657965,1055.80122577,393.51250268,228.04537071,0,13.41898381,56742.98680326,101921.32504168,20081,0,74.6959508,0,,,,,
2006-08,31240.86414988,43671.08775046,717.90255569,164.20467531,192.74464474,,1.33460804,5115.13491214,869.18999934,102074.4632956,37886.874675,4737.91320989,1789.37695039,368.75255147,223.20571963,0,17.53437133,57048.06852693,102074.4632956,20102,0,2.73729096,0,,,,,
2006-09,31227.87958955,45400.00708064,728.1897895,177.04635546,196.69743475,,0.95786144,5199.1654275,877.02588029,104811.58414413,38134.343025,5748.67690973,1253.01496234,434.54770362,210.6856734,0,97.10547686,58931.35042644,104811.58414413,21004.614725,0,1.85996674,0,,,,,
2006-10,31190.39373848,45309.20358793,658.5929601,46.39913871,194.76534905,,-2.16717271,5067.5822197,843.50678196,102808.27660322,38214.276515,4387.47008626,1059.11714824,312.29075378,229.08598803,0,12.09997648,58591.69350947,102808.27660322,19500,0,2.24262596,0,,,,,
2006-11,31210.83942344,45557.7212576,556.58601386,52.17292426,242.4623256,,0.31803419,4964.0706285,828.22148431,105613.39209176,38818.9363,6269.81186721,1099.68134347,370.30222892,206.114657,0,11.95882755,58834.48658428,105613.39209176,22201,0,2.10028333,0,,,,,
2006-12,32220.53617655,45591.92103793,557.32088438,330.75284581,236.62716047,,5.09821257,4907.6099613,836.76482818,111813.49592025,43182.24464,6715.95355927,1056.17008203,421.73511108,163.15467992,0,81.87497179,60190.55245368,111813.49592025,27126.86481306,0,1.81042248,0,,,,,
2007-01,32170.99411934,45284.99194509,565.47293165,329.28770063,236.00061987,,-3.82097561,4838.96913265,841.5357229,105766.43119652,39538.28014,4538.34635045,1216.31411095,425.59069876,207.01175847,0,12.58098473,59827.18324337,105766.43119652,21503,0,1.12390979,0,,,,,
2007-02,32206.35544058,44976.47960516,557.39634521,348.89432373,236.00061987,,-6.73954571,4793.00971628,834.52431223,106645.92081735,39246.3511,5582.68149587,1048.96064627,472.90623485,217.94738174,0,10.51022517,60065.40926971,106645.92081735,22700,0,1.15446374,0,,,,,
2007-03,33557.67786277,45398.11360561,557.77688878,351.25038107,238.77586953,,5.22884639,4709.2655199,837.43232872,109365.4716361,39381.466495,5815.25675487,1086.00408788,464.80516818,218.83439291,0,45.09220687,62352.88021434,109365.4716361,23709.95033333,0,1.13231605,0,,,,,
2007-04,33515.86767422,44733.35382099,486.39345702,322.59225566,240.82614933,,-1.20885811,4546.67650866,789.02434298,107134.52535075,39440.16077,6244.95456107,1050.73671779,580.05618943,225.26131429,0,22.51775187,59569.56840563,107134.52535075,22501,0,1.26964067,0,,,,,
2007-05,33527.10420611,44908.54014409,490.99707271,468.39144261,239.56690493,,-1.58222656,4523.69472522,788.11955189,105649.831821,39264.353955,4692.46879256,1094.10785463,440.20720673,210.53385052,0,13.18477235,59933.18832235,105649.831821,20705,0,1.78706686,0,,,,,
2007-06,32730.97154895,46274.06526456,462.53540862,450.32984669,241.82775104,,0.96253054,4427.16737605,846.57281726,109440.76961121,39306.62215,7906.55476556,1181.07998644,339.64456624,220.21547976,0,79.89803098,59921.27338558,109440.76961121,24006.3370675,0,485.48124665,0,,,,,
2007-07,31814.0580464,47095.40601818,440.2977676,446.34105494,241.83887159,,2.22445429,4342.0557049,816.2865022,106198.5084201,39022.28519,5237.56292835,1069.64927931,361.42726132,213.65386023,0,11.9148833,59300.30037336,106198.5084201,21000,0,981.71464423,0,,,,,
2007-08,30942.76114906,48124.91170056,428.82407355,447.91794964,241.83887159,,-0.59394571,4314.33650184,816.3110392,107077.30733973,38535.13277,6312.87126644,1070.9645606,477.49528933,212.75590935,0,11.54055648,59369.4079323,107077.30733973,21761,0,1087.13905523,0,,,,,
2007-09,32930.15808336,49487.11346477,424.5469756,439.73468234,243.73633152,,0.61649454,4351.3563921,851.72849778,111439.39727089,38787.771975,6319.97294873,1545.688944,583.5824915,210.87719086,0,58.29742958,63086.70855023,111439.39727089,22710.40634888,0,846.49774099,0,,,,,
2007-10,32588.80284443,49623.1045618,424.90525159,406.00907009,217.31895762,,2.98156129,4264.35639484,805.33188258,110032.81052424,39082.997605,5317.34532954,1343.87850868,446.15421139,214.42419977,0,11.00845226,62665.45851257,110032.81052424,21700,0,951.54370503,0,,,,,
2007-11,32289.50182651,49201.89697584,404.58203253,400.07212284,282.75175842,,-5.63220396,4187.84187401,802.92585442,109769.94024061,39638.972335,5475.49781723,1079.8200276,401.46019594,213.44909529,0,10.58826863,62653.50181916,109769.94024061,22206,0,296.65068176,0,,,,,
2007-12,34775.54281083,50586.26105037,405.96031361,281.70973712,273.13328661,,11.04779379,4130.66157438,919.81357243,126926.89345044,44258.59835,8672.90773686,1077.01481055,644.06344667,169.14755832,4607.99999885,72.49590709,65682.09530775,126926.89345044,31025.36449444,615,1127.57033435,0,4517.39881686,,,,
2008-01,34440.15617896,49729.0062847,393.83887851,274.53900512,271.95188861,,5.06163189,4008.1523296,847.13136471,116967.2375345,40665.256395,4556.32000629,1038.31922915,408.97720833,214.00065265,4364.7999727,30.13876869,64659.40894637,116967.2375345,22503,0,1030.01635532,0,4494.3999724,,,,
2008-02,34218.63403761,49810.14135496,387.06289691,263.95001432,271.95188861,,2.69287984,3916.4002234,847.20935637,114422.04265202,40406.017645,5987.63335822,1072.39414167,404.36452204,214.16185641,0,9.58529057,64978.3970133,114422.04265202,24704,500,849.48882481,0,0,,,,
2008-03,33265.21714903,47295.68321066,372.27122509,244.94585844,251.28139596,,0.69693964,3926.3340598,954.35382949,127287.72456505,40997.837595,9674.38180684,5141.16649609,578.49949592,212.76200613,6057,58.4667271,61707.04968978,127287.72456505,35008.19444444,1819,1041.56074819,0,5968.7464525,,,,
2008-04,32854.21216009,46843.31803673,370.9424723,276.51625365,249.38226001,,-0.67344076,3831.19518311,548.92462812,122099.61755385,41181.78397,7364.48430764,7649.74921214,423.02121871,193.97472174,6054,44.63130495,58608.21218896,122099.61755385,31202,0,579.76062971,0,5923.8000006,,,,
2008-05,32513.42714062,47494.51442326,433.98125065,321.3044306,253.80513041,,0.50989329,3836.71052475,832.99277886,131573.64556703,40758.36234,4908.1631024,12721.37218336,493.37508885,213.64862029,12534,19.8913853,59056.49176241,131573.64556703,33503,0,868.34108442,0,12383.39999459,,,,
2008-06,32848.2221231,47778.62115857,425.67253039,239.29841478,292.15233531,,4.84010919,3774.3396203,1099.14740064,136926.98541917,40789.58197,8280.9587705,14006.60142896,445.31288053,215.7970397,12468,35.56570441,59821.66024596,136926.98541917,38231.42795833,0,863.50737911,0,12233.26376856,,,,
2008-07,32408.63703331,46725.30286009,424.83367804,433.26793263,291.01883651,,-1.72563636,3714.2993727,845.69437856,132150.60844502,40919.05528,5411.1195866,12791.38555739,321.74913313,216.32941117,12255,8.46856549,59082.86048117,132150.60844502,34212,0,1144.64043007,0,13097.27998954,,,,
2008-08,32013.12538533,47866.58148811,424.93367804,448.46864544,291.01883651,,3.42890104,3679.4707158,848.06677667,131076.89009385,40236.882725,5221.33887117,12705.39951281,317.49563471,210.34869668,13165,9.37193473,59206.58458025,131076.89009385,33306,0,4.4681385,0,12195.79566691,,,,
2008-09,32862.66120685,49664.88182926,459.25226078,438.21685766,302.51091798,,2.71258839,3751.91132653,863.18072395,163643.90115742,41065.385725,8917.20888321,15091.96282201,622.85369072,237.606929,31684.1,455.93730629,62283.529213,163643.90115742,43211.34833611,2572,713.31658819,0,32087.22510991,,,,
2008-10,32812.00697688,49246.76449135,458.37634643,322.86758546,299.57452488,,-5.26039366,3655.61445888,818.41372207,191405.82361167,44442.758855,10061.556063,13276.5565038,1352.43020731,222.21736556,32558.4257,16.19045237,61712.33695782,191405.82361167,33247,7850,1228.67598681,0,31761.60649438,38788.859405,18684.67552,,
2008-11,32812.00450259,47939.36140324,767.33814799,308.53766651,298.38525248,,-1.39985726,3584.82221726,806.56730139,196357.04122052,44678.392275,24957.829937,14017.05095629,2002.12242057,1280.85510769,24545.5507,20.10373131,60394.92366459,196357.04122052,40826,0,258.89777807,0,22668.70639427,46346.71819205,24201.31465,,
2008-12,30861.60482998,47428.75508128,724.7414325,244.54459719,326.26762474,,11.13255609,3596.7295089,3467.9081074,214322.63245416,49160.829415,37186.18748027,8803.67007563,3799.75016184,1383.8194945,29414.5195,1279.75325515,58449.11343968,214322.63245416,50320.58315723,0,420.12605009,0,11670.922975,50421.40070446,24424.863582,15248.04187939,
2009-01,30829.8059183,46451.52872245,786.98575692,247.04329659,317.59467339,,-10.75443216,3529.94883865,821.65486274,193481.96532681,45334.204,32778.66458399,5456.7787352,3126.10149685,1749.35931896,23098.0108264,26.16451732,56636.97629835,193481.96532681,38044,0,-19.10123826,0,6220.64479932,50995.27439872,25294.806788,15248.23849189,
2009-02,30835.43923201,46470.09210306,786.98575692,290.75947484,313.88045599,,2.34801574,3531.44789947,830.89788871,201274.77000654,45599.5394,46098.28209487,1939.20666242,4134.80773329,2876.80447588,14083.70221692,30.52680094,57502.58220556,201274.77000654,39390,0,-0.25455234,0,2344.986,61824.14539802,29009.572969,14653.78778178,
2009-03,34898.82549548,55846.18730751,794.22520524,298.78643795,327.09018615,,2.28133464,4684.41133975,1214.15418374,238621.01001867,45830.964205,76557.96057809,2883.03188479,3448.26767812,2701.70776808,8605.44316287,421.10600737,63878.65067066,238621.01001867,56788.04328056,0,1.05027149,0,1151.45106999,62226.34700607,34292.8277922,20389.20717159,
2009-04,34863.58580013,55764.49945974,793.75071879,139.84852442,325.89764495,,6.00960754,5364.84157319,806.99685925,245363.12393273,46141.096135,71315.34052754,6267.93497561,6474.1534707,2352.61371555,13354.61147087,60.30683124,61071.31548996,245363.12393273,64931,0,1152.20044412,0,1151.25119999,53689.12549645,37173.55087214,27526.31704828,
2009-05,34863.45955773,57284.68307085,1110.2544568,122.57305157,336.5974768,,3.01665169,5839.74935853,801.48345515,236235.03427234,45467.868505,65019.91784763,11140.40410174,5865.18171646,1507.66677911,9683.0513154,53.43024663,61743.51627284,236235.03427234,47347,0,1441.43393674,0,1151.25119999,60872.09338159,34312.56355079,26502.87261164,
2009-06,33882.10379436,81706.31634186,1092.94839685,261.23138579,343.44276307,,1.11743289,6239.3471195,806.09936624,242176.49398717,45460.76878,77836.9800634,9853.99193111,7025.00461504,5328.59558396,401.31970897,1448.40041057,61579.51635452,242176.49398717,43788.75859305,0,4234.67386819,0,20.58692008,48492.10647446,29007.24267141,25542.43539902,
2009-07,33849.92247872,81485.16295302,1092.35715955,261.11233344,332.3876388,,1.14300169,6287.42261562,816.40302221,216500.95456031,45192.745715,64252.49745849,9303.35701906,4169.98453564,3414.23681133,20.48220005,9.07593058,62444.86730798,216500.95456031,35501,0,3270.69983832,0,20.47434003,32014.94939432,24423.00774386,24838.61962291,
2009-08,33816.32246384,81705.70527085,1092.44398614,4538.70891386,340.9080017,,-0.88242406,6289.29910138,821.1550375,220004.82804074,44664.686195,58456.64704686,16339.78433169,3476.11871472,2390.05385543,10.88100005,7.36726214,62775.94122508,220004.82804074,38058,0,2335.53625046,0,10.85964001,29424.60836365,25279.05195421,23907.69968587,4268.7602051
2009-09,34669.8133713,82105.19364741,1241.9382228,5623.17151933,339.03874032,,0.50288224,6677.8331291,888.37350245,205727.98984942,45141.52826,42062.51646744,15590.10471181,3532.54761736,2720.85434603,0.00000005,223.79333927,63400.51242894,205727.98984942,39480.61060694,0,1567.02285384,0,0,12332.86997664,26128.55703308,22368.64425089,5360.5527916
2009-10,34640.04818893,90061.34527015,1241.55324575,5616.34421428,338.32569632,,-3.75762426,6516.65815026,790.25132488,208561.20555241,45324.18791,41726.78630044,10578.98105138,2874.68891785,2072.05437973,0.00000005,14.0602814,62670.73755418,208561.20555241,33800,0,1457.8199095,0,0,13646.46387908,36481.33645628,21913.97320702,5360.5527916
2009-11,34554.41599028,95202.84178041,1241.55324575,5616.34421428,337.22607512,,-3.50821856,6464.10711363,790.11130256,212433.46053626,45919.94269,48136.71167629,7171.33351869,3526.91341352,3102.32740045,0.00000005,20.88997805,62950.09838749,212433.46053626,35816,0,1457.00660474,0,0,10873.61470359,34787.68407538,21540.7543292,5360.5527916
2009-12,38185.63005709,94680.21474754,1230.76371367,5555.94949467,348.85955356,,9.83754414,6542.71562535,836.31490169,207263.83132262,49966.19138,44992.94635093,6182.7084929,2640.56081141,3286.00440381,0,58.50324216,65901.86952036,207263.83132262,36207.85413611,0,1450.11420864,0,0,2671.62680429,27473.09239178,20994.06474451,5311.84052063
2010-01,38118.59982722,93894.82456642,1230.37090332,5541.20247187,345.08070896,,-1.71231736,6440.34014146,788.69325173,195312.58993231,46968.55131,38609.44440607,3210.11548492,1562.96125543,3499.22745809,0,16.37349176,64819.85236749,195312.58993231,27816,0,1450.65396153,0,0,848.20575272,29863.56967639,20290.98462597,5311.84052063
2010-02,38058.54524162,108929.83720612,1230.37090332,5541.79206607,361.39175906,,-1.13155241,6438.14901161,773.03414408,195565.22674404,46564.28411,43267.805999,1886.48734585,1995.2797868,2078.87072301,0,14.58067854,64657.70249705,195565.22674404,15308,0,1465.08251862,0,0,0,28323.29256454,18925.23796457,5311.84052063
2010-03,39450.11395519,125088.59055696,1210.56555083,5520.07826372,360.3057081,,0.59860574,6593.99412035,788.38689092,208904.08568229,47909.119215,48632.40485724,7087.52150699,2125.01886686,3346.42324463,0,80.27667921,66484.55718064,208904.08568229,11194.64935,0,1481.12476258,0,0,0,26465.08318663,18696.80268048,5292.55618251
2010-04,39338.98525978,153581.59703753,1175.82657223,5513.29601932,363.4930039,,3.57848939,6455.17139916,766.90013803,227301.16561343,47033.824825,57865.4657515,6876.74381683,5987.07308837,2803.73945433,0,2511.72708888,62339.9870016,227301.16561343,2362,0,1483.42610783,0,0,0,35106.62229658,17740.31769409,5292.55618251
2010-05,39085.12581176,238786.4459045,1175.82657223,5513.91763547,362.3668967,,-1.12251246,6020.23379617,778.9639639,308575.42020595,47729.052655,101111.38006733,16093.06799194,4452.74091044,11882.6138231,0,12.23393889,60679.72752809,308575.42020595,0,0,6311.99174047,0,0,0,55010.05536818,16853.66213768,5292.55618251
2010-06,45018.00624792,226657.73923912,1139.37802716,5408.20161872,355.24132746,,0,5635.9698147,835.35555157,301942.95497879,47509.337575,77838.98163664,18369.18241953,5929.05279332,10871.3928628,0,271.26893231,59327.12746387,301942.95497879,0,0,3282.90569767,0,0,0,73286.16701121,16893.06315214,5257.53858644
2010-07,45002.45941598,221375.36436454,1139.09206286,5401.67951638,351.79206666,,0,3806.92349219,767.54581755,294361.50935307,47171.027215,53705.15350425,14700.50935038,5422.17546398,9020.80138113,0,12.09191804,57879.11887502,294361.50935307,0,19648,1940.530391,0,0,0,79604.56266783,16516.65261691,5257.53858644
2010-08,45001.9816136,219300.40719707,1139.09206286,5405.36128233,351.79206666,,0,3447.96549932,772.42723227,292378.35022078,46974.921815,28269.53970616,6825.89116652,4118.15642502,2442.39997031,0,13.36959969,58231.95172538,292378.35022078,811,22060,1368.8832347,0,0,0,116815.69799156,16148.32326667,5257.53858644
2010-09,42723.70281961,216822.5226733,1121.90912255,5114.18653243,335.41888237,,0,3523.8245312,852.59541324,284842.25428213,47118.09536,35277.24555382,7215.4031251,5130.98243191,6169.24989083,0,156.71849976,53713.15799069,284842.25428213,0,18635.21313056,1422.83529446,0,0,0,105024.70573302,14348.09430743,4978.64727198
2010-10,42717.71492769,213725.45864249,1121.58413125,5114.11769368,334.97132192,,0,3481.93089195,762.99225365,281244.02561151,47167.402965,29066.44017573,6880.34824047,5090.97424198,5194.07731968,0,10.95985311,52117.8779642,281244.02561151,0,20002,1791.95624075,0,0,0,108943.34133861,13985.25574888,4978.64727198
2010-11,42671.38759732,213774.52116338,1121.58413125,5114.97609647,333.92934432,,0,3479.15121217,764.73332554,280346.37082282,48051.143515,24402.12564906,4099.64002231,2440.61269441,3108.90269318,0,14.30526216,52359.43027382,280346.37082282,0,25810,1374.64690569,0,0,0,113706.91653521,13086.08795237,4978.64727198
2010-12,43987.90253325,203809.64364578,1067.66972703,4670.33994208,300.3524834,,0,3497.37389045,835.5059627,269954.86342904,51498.000045,37950.72359039,5347.20316531,3779.42024996,1839.21259998,0,91.97527015,42591.32497532,269954.86342904,0,13182.09624,1068.70977061,0,0,0,107869.64842864,11786.07524435,4736.54909368
2011-01,41742.08495713,209902.76382108,1267.99627955,4775.74574094,306.23096698,,0,3413.11202269,768.11487896,273666.93355459,49128.47714,22322.79473502,3971.37773435,2605.41564482,4714.09778795,0,13.09368965,45351.68410109,273666.93355459,0,27000,1970.39664599,0,0,0,111746.12001262,11490.88488726,4843.4760631
2011-02,43836.85862675,208326.08635044,1256.98052949,4735.07809707,303.57000519,,0,3460.67083635,768.3938042,273417.47945054,48575.10933,24160.75689905,2555.50224466,1162.4349204,2555.28034739,0,13.07791785,46719.88636694,273417.47945054,0,27000,322.23485857,0,0,0,115551.80737861,10729.84120105,4801.38918707
2011-03,43999.3533064,211918.05085132,1313.57990275,4699.84890341,300.89340813,,0,3455.00939615,815.46703184,276391.54744396,49002.80224,23076.39014039,6961.9971961,3142.76189384,1408.71479402,0,76.49468915,44115.00929324,276391.54744396,0,21002.12446223,5836.21135063,0,0,0,117017.46596072,9889.34464396,4751.57542364
2011-04,44500.37506808,208396.21806311,1306.5287522,4591.86436036,294.04875127,,0,3425.11439644,743.09978491,272405.04179288,48995.058765,24041.74692968,6535.31040768,2136.68359137,1610.46075557,0,2510.60152757,37313.30767154,272405.04179288,0.05,26001,6296.36146237,0,0,0,112313.71359833,9147.74261651,4650.79708377
2011-05,43871.47403436,203385.29776859,2021.90081456,4428.69787921,287.00075112,,0,3401.19582775,770.65108589,266670.34460756,48949.92041,24259.81756299,14697.63133981,2560.49705292,2528.96927676,0,19.94722819,30485.97080313,266670.34460756,0.15,20000,7524.84569583,0,0,0,111155.52800437,8503.97644608,4487.21723356
2011-06,42437.696453,196848.79817965,1970.59708555,4312.36553197,281.48129809,,0,3524.91591455,807.71623344,258137.98017275,48939.68392,29576.36125228,10545.91603416,1949.83762973,1837.23297856,0,45.77968335,28589.57250538,258137.98017275,0,24915.11027778,851.31300379,0,0,0,106504.94268163,7954.4094765,4382.23020609
2011-07,42838.5312528,188734.83543781,2231.93921588,4129.24726473,269.64899718,,0,3484.80098597,780.97947906,249593.38346876,48680.545185,29381.94256469,6151.93280331,1883.63346,2222.51025089,0,23.01363403,16144.5029469,249593.38346876,0,26004,4916.7527754,0,0,0,109972.70572964,7123.40083533,4211.8441189
2011-08,48875.20769598,280981.98881401,2270.064259,4201.75541284,274.24222501,,0,3488.03781169,784.20433928,365572.69196433,48747.85924,191763.546414,8769.67671869,3030.06570226,31478.03600783,0,15.0489878,30273.17747499,365572.69196433,17550,0,3405.34095952,0,0,0,43806.35136885,7147.19140652,4283.58909039
2011-09,48980.8062135,305281.47747701,2880.14549017,4569.89277949,298.13544634,,0,3629.39241625,902.94495803,381459.11689983,49485.676935,202117.85115493,8599.87460201,2815.23117262,25363.33535123,0,6167.60948493,45342.51102939,381459.11689983,6999.83333333,0,2515.52671697,0,0,0,34392.54903675,7916.48878571,4658.951416
2011-10,50164.22288351,261815.38170465,2781.64527637,4452.51646486,289.87078144,,0,3616.88094606,756.33833295,356453.60221212,50523.008175,181381.80723619,5460.55526594,2623.54525669,37570.65497229,0,2.21378848,47293.90496075,356453.60221212,25000,0,188.44712976,0,0,0,26870.23144511,7576.74582228,4539.23398191
2011-11,53123.08033147,261949.74884143,2875.25765371,4569.70988631,298.46493567,,0,3609.14714297,748.84582126,367759.09729131,51848.118785,184684.49984112,6162.06082199,1776.40598104,42060.47608021,0,10.30998078,53432.76411358,367759.09729131,33000,0,3130.42161523,0,0,0,19962.37268632,7584.84267849,4691.66738604
2011-12,49379.94087826,257504.16526436,3134.5257471,4621.21848761,301.37473411,,0,3675.10883505,979.63005496,346079.32865519,55728.880215,180720.74342323,5647.53780277,1884.46865993,28447.94919615,366.3595,155.14862044,53122.53028459,346079.32865519,18467.9564125,0,551.64242086,0,370.50027606,0,14719.45938048,7644.90796518,4734.60915174
2012-01,53493.98605956,247484.02849663,3068.54547195,4541.37611211,296.13433847,,0,3564.35587444,764.84328228,345971.80978695,53586.73329,172223.73383689,4433.7249778,2539.88524383,42744.43859345,443.1675,33.0678023,54708.74914925,345971.80978695,25000,0,5.69127385,0,435.67,0,10580.81047817,7322.87015151,4671.80764141
2012-02,53442.69266217,241236.63539293,3008.83914093,4455.62267356,290.47572054,,0,3592.80095244,762.39794183,339141.18367105,53546.7124,160612.30802342,7254.19029567,2882.49726526,48603.13517154,443.1675,14.56968036,51792.86973515,339141.18367105,25000,0,2131.91992849,0,425.41,0,7277.27623946,6926.30918665,4582.5374317
2012-03,50140.35423343,245498.52937936,3099.2311703,4459.74804279,290.57482976,,0,3677.18741185,818.15565475,339872.51751785,53791.312065,157347.44103069,12543.42199975,2874.21477345,50496.36757155,0,70.01849296,51286.39079356,339872.51751785,25059.68725,0,692.94930353,0,0,0,6183.58960731,6829.04954561,4586.81188005
2012-04,50273.71797531,247218.3725906,3487.68859352,4471.93414599,288.908093,,0,3595.40712697,768.88754145,335771.16455857,53906.450515,151897.20770509,16319.97294181,3260.59177857,49793.79449017,0,28.20687522,52220.03289481,335771.16455857,19000,0,847.26900816,0,0,0,2869.33144035,6666.24849173,4628.30690939
2012-05,50760.95476879,306147.79687211,3490.36186831,4639.930233,298.52912842,,0,3621.97691765,779.14674983,378472.4215321,54217.76652,188361.24989931,19546.23961733,5760.2578389,43986.62440953,0,13.20898807,60013.89467146,378472.4215321,2000,0,239.07836483,0,0,0,1532.97507858,6733.72499399,4801.12614409
2012-06,50637.89742844,365055.74619524,3193.03864814,4585.97981675,295.10249001,,0,3713.38119035,894.15569176,434784.71985559,54733.59427,242629.40317973,13121.96429496,6659.33408586,53723.12700729,0,148.1533533,58503.423721,434784.71985559,0,0,5.33350077,0,0,0,514.99252896,6409.4183949,4745.39391372
2012-07,53105.18563623,409188.55186996,3131.76660041,4675.94449884,300.58834533,,0,3678.94862718,1690.24804196,481873.68697719,55116.078985,276109.22080195,9762.24907627,7822.37794583,60212.11701054,0,14.72725839,67393.90488768,481873.68697719,0,0,589.93387983,0,0,0,0,6102.45335728,4853.0771317
2012-08,52858.28767264,421573.44806011,3001.82123006,4613.56062234,296.52138693,,0,3706.97565884,794.56251213,492544.32273406,55257.127585,286970.6446158,9160.92037536,8733.7222178,64498.85331197,0,9.76566665,62369.01567026,492544.32273406,0,0,756.85826221,0,0,0,0,5699.14559101,4787.41502901
2012-09,55595.3547732,429917.70986329,2983.61622364,4584.98890029,294.33744472,,0,3787.27417055,1005.44852832,503601.61204462,55684.380995,290229.54333092,9781.04077318,9797.699612,64070.56975667,0,132.49388473,68705.55861148,503601.61204462,0,0,442.53526671,0,0,0,0,5432.88214061,4757.78981393
2012-10,53474.60370391,426769.452621,2891.38899809,4563.96427944,288.45947739,,0,3744.60629424,913.71588944,497690.98550691,56351.99196,290496.57051083,9994.46121734,9605.84995843,63162.6838064,0,19.04449462,63321.69166474,497690.98550691,0,0,1.94551864,0,0,0,0,5044.7942434,4736.74637591
2012-11,53484.86238909,428253.0958781,3014.58992936,4513.46079993,284.09750793,,0,3727.10714928,899.66658879,498849.87311252,57587.424135,289294.78261015,8746.73547647,11279.66355638,64525.04427203,0,45.72598288,61809.02640418,498849.87311252,0,0,877.66169827,0,0,0,0,4672.99287004,4683.80897716
2012-12,50771.50561342,432208.90362926,2804.17307487,4249.16364388,279.07139152,,0,3757.1071451,985.82225804,499433.740628,61801.375535,281814.05637746,9008.08841625,11958.43040376,66951.08650142,0,193.23237246,58075.35694875,499433.740628,0,0,5018.66909161,0,0,0,0,4377.99387191,4613.44498129
2013-01,50796.9199732,435882.72971618,2837.90185229,4248.55789447,278.72307393,,0,3720.66822712,898.24547902,502690.39100269,58917.3496,278544.82688515,12306.38271094,9737.66718955,70395.83238322,0,38.89596815,61113.27375425,502690.39100269,0,0,7015.1550446,0,0,0,0,4026.64478648,4621.00746683
2013-02,49510.37929493,439066.21153141,2871.32775667,4303.58885856,279.99234081,,0,3756.40944868,910.82370415,504229.48171601,58678.054975,282837.07159974,4687.69160866,11308.71760482,72899.80320851,0,9.16158134,60089.35810061,504229.48171601,0,0,9077.57213249,0,0,0,0,3530.7487808,4642.05090484
2013-03,50716.83585165,445585.24934934,2741.42246338,4343.14522989,281.26291775,,0,3742.93794366,1024.99506034,511720.5563397,59119.63779,282240.42876618,8353.94278595,9839.79868556,70998.53905839,0,119.3775731,69115.33540636,511720.5563397,0,0,7256.26337138,0,0,0,0,3284.70752369,4677.23290278
