date,GFG,D,RIWF,IZ,W,IG,FI,WSF,UA,T0,N,GB,VB,GBI,US,UT,SP,RE,T1,FRGSF,VRGSF,VF,GD,FRGUSD,GSGSF,ES,DS,AIWFS
2021-01,55389.17551639,913978.68005893,1848.10462422,4361.05860235,907.24543799,,0,4061.66882968,995.93074659,997784.82518015,87886.884025,636612.65172975,11321.12777197,24201.71192619,33193.2264816,4587.791,100.05879253,187620.82763,997784.82518015,500,0,8049.22779016,11204.125764,4538.8356,0,0,0,4211.31803295
2021-02,52895.8951841,933853.47759057,1829.24189216,4440.69487455,923.82672034,,0,4037.99082143,1051.25969944,1012167.23984659,87805.720495,640787.84192162,12491.83299445,19924.26040546,31119.20135371,1895.2002,112.62502875,202958.68164009,1012167.23984659,0,0,10784.11090989,11200.384664,1934.4684,0,0,0,4287.76489762
2021-03,53421.07501391,951463.25676135,1929.98778353,4551.19479555,946.37936518,,0,4017.4402803,1578.92242468,1030533.49923537,88643.790155,627722.64433287,16522.17124813,25112.67483364,33089.70634284,1497.605,323.60349727,221660.93605129,1030533.49923537,0,0,11565.90606989,11118.679366,1506.56344487,0,0,0,4394.46170444
2021-04,53838.07318343,934077.67112793,1885.71470162,4447.19901719,923.70862262,,0,3948.96268511,986.98850979,1011154.43634569,89020.142595,634161.95289667,17958.9653485,22175.71848155,27497.9653726,46.34,6163.74697074,199173.12116163,1011154.43634569,0,0,10662.43847035,11000.595998,45.5225,0,0,0,4294.04504865
2021-05,57381.65298694,931648.46467388,1875.04405916,4422.344609,917.67837704,,0,3943.57362474,1065.43825594,1012146.17897735,88645.194075,632762.85639543,29002.8534658,21405.10431304,28488.88792496,46.34,52.856109,198905.53368494,1012146.17897735,0,0,8566.80655536,10846.96239065,45.02,0,0,0,4269.74645382
2021-06,54358.6360198,963833.95628312,1982.71058283,4483.21470869,931.36832818,,0,3985.5202378,1290.08406872,1041421.01526979,88395.650555,634460.58588005,26831.57061429,22549.86973426,28999.13724661,0,352.17544379,221449.2643746,1041421.01526979,0,0,14054.25774279,10555.52504065,0,0,0,0,4328.5036784
2021-07,55280.74040363,945944.45789555,1947.64257569,4404.00723236,914.71420913,,0,3983.72330947,1021.71562085,1023827.25604118,88274.244255,636658.04050849,23421.60614438,21891.19582092,31013.95210292,0,86.23522475,204687.07390104,1023827.25604118,0,0,13542.65398771,10330.2547945,0,0,0,0,4252.25409597
2021-08,55301.77433322,957091.43071816,1960.36832846,11658.00144267,920.76397585,,0,3979.59285135,1093.57050172,1042215.16963743,87951.714445,637432.83646225,23798.16365436,24075.07836268,30536.89943428,0,35.30227249,209602.48083712,1042215.16963743,0,0,17302.51114527,10209.667486,0,0,0,0,11480.18302398
2021-09,54468.17355287,965459.63446972,1960.69735959,11864.22818993,932.49929112,,0,3981.8163791,1312.71950957,1050020.5823599,88032.494855,637446.55616569,21444.50244619,22751.651048,33391.70637331,0,318.06243571,219374.1559111,1050020.5823599,0,0,15625.69629087,10040.813608,0,0,0,0,11635.75683403
2021-10,54142.78261718,951173.0232157,1916.17533214,11789.1182871,911.15117384,,0,4007.81179358,1117.80949447,1034888.47848851,88059.736775,646350.18495373,17497.97342475,22133.77530347,32834.43157998,0,74.34970546,198418.32008815,1034888.47848851,0,0,18147.29642077,9830.6065745,0,0,0,0,11372.4102372
2021-11,55231.67917842,950107.38198437,2005.35657747,11767.98712045,910.04690754,,0,4023.71250703,1007.76348182,1034628.23744935,88701.605415,645801.27744374,15836.67704512,25545.33443226,33499.53687843,0,136.31198908,193691.37979496,1034628.23744935,0,0,20064.42974948,9574.30969225,0,0,0,0,11351.68470128
2021-12,55690.73617939,966202.18052064,2000.8149878,11912.47159794,907.95304019,,0,4031.72257225,1464.69361642,1056776.20770448,90685.258895,651090.96268928,12617.07724975,28156.15075902,35297.93628462,2173.75,292.43432603,204249.05533209,1056776.20770448,3216,0,20888.53198591,9202.4002375,2147.23495235,0,0,0,11325.05018278
2022-01,55893.51635303,976955.14458133,2025.17441689,12058.44864248,1021.6132463,,0,4007.73745446,1226.95408551,1062886.73500812,89912.104775,659563.40483088,9972.88490015,20542.91306379,36316.0238323,0,53.39303391,215894.1546298,1062886.73500812,574,0,19167.98876574,9124.14622812,0,0,0,0,11463.86717655
2022-02,58727.89402208,968738.57233579,1975.39388816,11670.02683182,1010.25221912,,0,3977.76833505,1408.05538067,1057156.11880519,89728.990905,659357.29777005,12448.43160405,19774.12294552,35231.07827111,0,99.47078186,207298.97511196,1057156.11880519,666,0,21879.20758607,8982.1557925,0,0,0,0,11338.54382957
2022-03,59852.5819713,937329.47936252,2130.93495485,11608.59188412,912.08370653,,0,3788.36049145,2177.85086674,1037870.53484008,90436.326065,664675.58925618,14497.54625268,21238.86101684,40154.8506179,0,1083.44338584,171468.69552957,1037870.53484008,11398.87977752,0,23036.47426248,8671.77182505,0,0,0,0,11278.74845359
2022-04,62001.57874772,955927.48224994,2197.41088237,11843.12926461,930.21321751,,0,3761.3530234,1923.67085355,1066104.07903445,90570.522075,665056.15474032,23417.21886485,19878.66545705,39350.65029463,0,6077.71818059,186715.3406906,1066104.07903445,19350,0,23531.0793827,8169.24079535,0,0,0,0,11506.72934871
2022-05,59393.23707495,958989.97527495,2182.37085151,11763.90484381,919.86677127,,0,3742.574283,1904.66409096,1069286.65657395,90898.727015,664380.72404709,35401.05187315,17659.51094162,38568.37937752,0,117.3997586,181945.88338053,1069286.65657395,22378,0,28887.00786823,8012.0633835,0,0,0,0,11427.97231221
2022-06,58070.40199847,884385.85349203,2185.49021946,11474.96623975,905.2408098,,0,3579.06507285,2509.99614728,990256.90425169,90585.907835,641785.99750897,33051.68936774,36462.61329966,41183.43781692,0,1683.09553995,103083.39856538,990256.90425169,19356.713,0,31187.17107465,7789.17727205,0,0,0,0,11233.59324342
2022-07,56181.18157106,869850.02306234,2159.1211352,11345.83416249,894.14020365,,0,3620.85029675,1775.03016585,968264.97778819,89165.247725,642824.67453262,28656.62168098,29098.57167352,48642.83873147,0,127.40775299,99448.22054032,968264.97778819,14871,0,19193.03706108,7567.79719085,0,0,0,0,11108.35809021
2022-08,56206.84854409,863778.71535055,2180.90709451,11687.07678314,905.42752222,,0,3643.26697999,2304.24694245,964566.69213,85891.145915,639320.37557611,27080.20875774,37339.62664149,50059.92094057,0,94.30901246,107759.88930098,964566.69213,16570.05,32,5692.62886135,7290.15291305,0,0,48.00094,0,11248.5861843
2022-09,54626.8886707,808353.51808553,2139.30445823,11488.3232095,890.70066184,,0,3584.30356455,2876.62976892,889467.37101996,82550.172435,540568.84523365,22407.34395716,66303.00567737,33001.03933999,19.914,2288.04769534,55878.42228048,889467.37101996,0,55280.56206436,2268.21108391,5488.1347854,19.56781529,0,17845.48348672,0,11056.32376598
2022-10,55026.17053954,821902.06097768,2184.03864416,11757.26668479,909.07859543,,0,3564.06581809,2047.17881769,902116.46180509,81046.066595,516009.49470203,18656.46992805,22473.75779826,22598.57754828,0,218.19505198,81583.91942278,902116.46180509,0,66065,5140.17016262,4726.60172771,0,0,77008.66798407,0,11316.14261202
2022-11,55798.08258226,804734.98807321,2125.38228715,11462.21778769,880.82873952,,0,3586.32424074,1907.80008891,884966.18473204,80190.882945,510849.12542666,17510.83518267,11047.88304905,21990.98785193,0,88.35534783,67906.85407276,884966.18473204,0,62926,12923.55324302,4470.56093256,0,0,88519.48073207,0,11012.22688105
2022-12,56099.2590539,800566.19350662,2136.60309017,11380.70788765,877.46421183,,0,3564.8243599,2321.3001906,881376.80842027,81696.800125,466922.65672225,16667.94582669,27584.23891441,27803.89497247,0,1960.93594962,65768.01188744,881376.80842027,0,67144.75472419,16739.66554214,4430.4561196,0,0,98168.809496,0,10919.09426006
2023-01,59397.29433158,800814.42050722,2145.38584675,11475.46586494,881.61882168,,0,3541.6146869,1943.58075056,884573.20032008,80009.820065,495241.42875603,12057.31711485,19072.47941705,10104.21137387,0,171.92055964,80366.39802185,884573.20032008,0,63020,15412.37835672,4373.81951045,0,0,98095.1420718,0,11022.10458327
2023-02,56886.96376427,795871.8472044,2134.17051081,11467.8778213,879.20624937,,0,3551.31150176,1994.73143232,877098.42413493,78850.04756,488349.84828499,9481.80193169,19762.93853218,7942.36028763,0,246.25507859,76039.66668849,877098.42413493,0,60611,21259.81038699,4312.3156507,0,0,103562.75307039,0,10991.94231398
2023-03,60447.77837645,761271.84399836,2182.91968574,11239.82123593,873.6184904,,0,3619.32377955,2449.41388311,954597.79237868,78157.5608,481296.06552457,10626.5206344,33279.20272056,11618.77850668,91.82,1999.85399504,92694.00521063,954597.79237868,0,71015.86384038,59355.38679268,112421.74451127,91.32841787,0,103579.18218293,0,10883.55217081
2023-04,59368.88886469,751820.31490767,2123.74899581,10985.2815887,849.33736244,,0,3612.4152035,1992.36556815,932483.62645521,77558.25398,499140.46429396,14394.21203109,15947.79024001,4471.15982956,0,89.39248408,78510.18303957,932483.62645521,0,90460,17813.85687259,101731.27396425,0,0,123458.79367477,0,10639.52000958
2023-05,60022.7843978,759143.70724961,2114.08899681,11026.32170038,847.27253006,,0,3621.66161106,1956.71524219,930723.51444291,76642.13916,495625.86354891,25675.12388623,12206.5025415,5778.40593931,0,79.47429159,83327.6575673,930723.51444291,0,69273,18884.00456444,91990.962715,0,0,132571.1855919,0,10660.15735173
2023-06,57302.87756829,741599.50240025,2060.39442029,11061.05595573,845.45032447,,0,3718.2009199,2306.46865275,885593.05163751,75931.93254,462501.50803385,25031.51145402,6054.62541186,3608.2428177,0,2025.92417543,79491.5643504,885593.05163751,0,73947.60945816,15047.23882779,66699.10139583,0,0,131384.37054347,0,10568.52402483
2023-07,57299.77293644,717876.94144642,1997.35354,10779.46369827,818.79225101,,0,3705.35565731,1877.36269842,850667.09051916,75350.47472,467871.89245506,19918.2893423,19804.98328216,3204.7726728,0,81.3261003,64697.54387768,850667.09051916,0,59965,15902.95953944,56312.04829129,0,0,113568.02246468,0,10301.82606474
2023-08,57400.03736439,719340.50005573,1935.51012838,10845.5207659,821.490973,,0,3705.29061861,1799.74885764,837248.92072353,74722.99952,453560.30017982,20906.80020729,3617.34898,2188.64191794,0,115.32018833,67453.91359786,837248.92072353,0,77028,26486.19202355,41400.82195988,0,0,100833.6234426,0,10335.78066614
2023-09,57171.02011594,703263.70028469,1990.98013698,11271.29341898,843.95471367,,0,3710.60247915,1970.2352866,821808.90176805,74438.0335,460394.05768745,19013.87048509,6700.06626974,2379.8805553,9.167,1854.44225001,67455.57556793,821808.90176805,0,64011.75806929,23839.20831998,41577.97499941,9.14033263,0,91146.52288268,0,10566.31918058
2023-10,60682.82633559,682726.97901136,1958.74734829,11140.82179619,829.70205624,,0,3696.11226689,1733.22162022,804017.29058763,74276.40675,461972.44199888,17597.53194384,3972.77864104,2219.77610025,0,221.50165344,66033.83556806,804017.29058763,0,62483,22100.97608289,41248.88015285,0,0,82679.17254888,0,10459.86930035
2023-11,59618.66619126,665318.07591753,1883.97107684,10988.81205837,813.0279519,,0,3696.95464822,1583.41950746,784769.05762943,74569.98954,455267.19484532,17373.64116412,12428.05971919,1795.58828161,0,123.21611159,54759.36021824,784769.05762943,0,52675,22334.9962803,40866.13027785,0,0,83147.15271213,0,10294.85875693
2023-12,57817.65746397,677395.83585759,1885.2142453,10901.77789203,745.33019405,,0,3852.32327045,1739.53122414,794644.12228539,76321.37105,449439.49557356,15398.31651352,5944.83671775,2142.59739475,0,1487.06971884,62583.90252374,794644.12228539,0,61667.81293067,22858.51039448,40306.45213786,0,0,86699.72977995,0,10100.47968813
2024-01,58767.55274094,683843.03492989,1877.66873304,10862.5795972,737.93566245,,0,3833.12723053,1520.43949497,801788.64315367,74691.04525,462834.92005843,10503.32872607,15141.85655946,1936.6145224,0,136.9093821,71300.97390311,801788.64315367,0,64726,21668.4632777,40346.30476465,0,0,68726.09153757,0,10122.43993683
2024-02,60183.17070123,701295.85490975,1854.42522441,11092.03605725,1331.30576007,,0,3831.03786945,1537.51559749,821686.1259203,74146.73156,452739.13790356,12469.85548262,16254.47504994,1871.06238528,0,101.49225835,88188.72893675,821686.1259203,0,72993,23676.8508971,40560.77980065,0,0,68940.31956886,0,10304.47187784
2024-03,66756.19374724,741201.9833067,1913.97943952,11073.51790549,1371.79809453,,0,3866.9732883,1553.88257563,848603.13810511,74163.94991,440552.89566386,11568.31282291,1817.77679271,1859.56052357,0,1356.60094422,121388.7467839,848603.13810511,0,75961.97134031,25584.02426621,20864.8097477,0,0,83778.74657588,0,10570.55248154
2024-04,70640.86286163,747938.97679039,1863.21344619,11077.12124128,1366.82452052,,0,3845.06907562,1418.27402009,858817.43378339,73824.0281,453844.53387278,19600.30333886,11184.93990256,2196.74264815,0,82.6090355,130936.93288287,858817.43378339,0,70685,27032.49233101,20667.09182767,0,0,58837.51532896,0,10592.3363427
2024-05,70773.43620304,742082.64600895,1804.18148137,11096.02658375,1360.97940964,,0,3849.67928182,1409.74086669,843750.14753698,73492.43611,448469.44619733,30546.69255099,5604.03458551,1767.96676508,0,67.38354844,127520.66120192,843750.14753698,0,68235,24005.37970691,11373.45770172,0,0,53465.56734438,0,10575.57952642
2024-06,70019.58118616,730928.91856568,1870.95666524,10933.65779369,1350.99988324,,0,3900.84497675,1511.38570682,822528.53665863,73215.48757,435624.68445015,26524.30178835,2307.28980873,1615.47438701,0,1085.00970816,119387.14975008,822528.53665863,0,77740.19666712,18717.11444588,2012.19188105,0,0,55885.29602781,0,10426.53205534
2024-07,71186.41061002,719731.17227442,1745.67614878,10932.33554584,1525.69406006,,0,3875.29102131,1381.16400693,812356.74674541,73128.88831,441647.54059886,24233.14035421,1686.75260601,1941.07175819,0,61.50328564,112774.52367965,812356.74674541,0,79714,15704.59312057,1979.00307805,0,0,51145.4446011,0,10319.28843118
2024-08,71471.59198507,713233.59086911,1648.52861293,10717.02631053,1486.74645092,,0,3866.44256016,1311.30808939,805691.20018916,72198.77932,440171.41968187,24182.17063724,1635.0027455,2080.23159734,0,225.75251551,101380.6668161,805691.20018916,0,86476,19393.39489887,1955.96531105,0,0,47864.8528488,0,10082.92912793
2024-09,74431.11138278,738256.67372772,1658.86714723,10738.37441953,1497.04142748,,0,3974.9003934,1322.69275143,833741.13482952,72022.48611,444714.23033449,21750.39511052,13557.50365708,5802.61335036,0,874.52153844,125061.00093009,833741.13482952,0,67889.88374754,22342.39179717,1861.47357995,0,0,49626.86327848,0,10099.24497535
2024-10,79132.31615564,735525.80690814,1618.50696659,10803.2533935,1497.18356583,,0,3950.6125811,1011.84680947,835238.92548122,72024.97983,443931.03094465,18401.82451699,6666.11901718,2183.07253113,0,74.5555693,132028.46838522,835238.92548122,0,83111,17157.79362996,1699.39910095,0,0,49495.48449796,0,10164.59655883
2024-11,78267.70934899,744170.49795028,1716.74266029,10862.06994379,1502.96187959,,0,3936.76581009,977.46176508,843049.27942291,72312.70358,448129.69674443,18011.06823162,1399.08340468,1799.83582875,0,99.99625152,137333.66717148,843049.27942291,0.05,86327,19143.97092998,1615.0200648,0,0,48264.24940109,0,10228.00787936
2024-12,79047.81104774,754159.46702389,1715.27957735,10944.38375498,1595.86644982,,0,4027.9913904,1095.80036979,854078.22810887,74171.8483,420034.87239217,16472.45593629,11154.16701402,2150.5993789,0,456.27918638,143313.01533737,854078.22810887,0,82549.820875,23305.98034884,1491.6284949,0,0,70156.86821654,0,10312.32112336
2025-01,85504.50034637,755772.4929365,1733.25688791,11066.05409773,1609.36436989,,0,3990.66757918,989.48412629,862126.98726712,72995.87817,422557.96229182,11094.12339305,6796.65095198,1862.05508938,0,88.79195655,154925.98004041,862126.98726712,0,107023,19605.49356213,1461.16692325,0,0,54703.24789581,0,10473.80391599
2025-02,85540.77848473,756217.83574776,1632.9754365,11042.46583234,1597.24066905,,0,3972.04795185,980.08337858,862431.65472006,72592.38282,426554.57407848,12825.80225294,2485.67822337,1569.64378436,0,102.20746388,153369.46821036,862431.65472006,0,103990,21294.57102495,1448.22721925,0,0,57225.46907618,0,10421.85778554
2025-03,91825.16083177,753955.60369904,1675.9419264,10988.41079948,1611.11401037,,0,3905.3375664,1205.47032408,866578.16648669,72445.85992,417420.11429459,11575.75645032,14151.92480899,4571.54213348,0,424.91149793,149993.34256335,866578.16648669,0,89389.73547784,28436.15547743,1411.12732915,0,0,67839.12856674,0,10329.69529602
2025-04,90988.59366685,732609.8451731,1711.00089393,10490.66551002,1530.86687208,,0,3903.36109333,992.62039425,843442.87479236,72340.85521,434396.41869187,19391.07514929,10128.5522348,2334.14064171,0,106.27998603,117741.23709422,843442.87479236,0,85320,30416.47361586,1215.9211888,0,0,61403.19262108,0,9864.6495475
2025-05,90313.34388532,726663.05363421,1717.29334233,10512.38609021,1527.45892919,,0,3856.1608289,999.16515601,836743.44560127,71264.699265,420350.04998665,33055.36044107,8505.71026624,7345.32695106,0,134.87195519,118588.25757537,836743.44560127,0,85098,22867.76149523,1154.5837351,0,0,59668.58173042,0,9864.82593504
2025-06,87612.99040499,744755.57980036,1657.17521208,10288.48758748,1499.21480609,,0,3966.24985675,1328.00582193,852190.64602168,71035.683645,411105.71953093,31914.88291551,8490.87197836,5214.63959929,0,437.70244404,125008.33841375,852190.64602168,0,98304.52963908,31669.8444208,1082.942532,0,0,59354.91977249,0,9653.51366243
2025-07,89900.09367806,745998.52518682,1667.23513864,10345.20565171,1513.01949458,,0,3910.08936494,1069.96134818,855488.44308588,70882.514785,434638.23637956,23934.50873345,3247.71403822,5404.47832897,0,163.11846877,130567.59511906,855488.44308588,0,95635,29643.07877909,1084.31322295,0,0,51656.06721472,0,9716.13123904
2025-08,91804.90563122,741109.60719423,1661.96865628,10190.88643619,1504.39095945,,0,3912.26447084,1068.53176358,852337.49958474,70579.050295,444627.86378432,25352.35393276,1621.43693058,6011.04975272,0,141.27705977,130880.26146755,852337.49958474,0,71952,26167.51137945,1084.94447295,0,0,65319.25517547,0,9685.43980712
2025-09,101940.81019346,764974.14208293,1621.34705315,10294.62922219,1489.56258253,,0,3957.50195095,1250.56486846,886578.74545352,70597.475105,428289.7184056,23880.76152606,15093.2516312,9209.83065336,0,410.18184545,152939.13623813,886578.74545352,0,70606.66886575,38176.83320197,1050.18749985,0,0,67739.89501024,0,9634.99297076
2025-10,108023.86060261,763207.26896777,1612.15243703,10278.10185507,1470.41850703,,0,3944.26480223,1062.69876099,890500.07499963,70687.493485,436432.32219385,18770.80326597,7796.92506572,4579.93160678,0,105.02502354,157441.23384869,890500.07499963,0,70617,38042.69977648,901.3090669,0,0,76404.17127816,0,9622.46945544
2025-11,113000.35052672,764444.16158834,1617.78210066,10321.92151961,1456.95002348,,0,3933.59350729,1065.06730288,896721.63129003,71097.825405,437199.05596196,18276.59715867,2152.70337994,4126.19220957,0,105.66168504,165177.54721662,896721.63129003,0.1,66822,37662.39723834,881.70472105,0,0,84445.57975313,0,9656.07128176
2025-12,115351.181108,759210.13397974,1666.54889376,10219.47275475,1447.96889049,,0,3942.90430835,1224.75523942,893857.50550826,73078.115765,418419.74708717,15377.51086354,9417.82934657,7375.99149653,0,305.87829231,166457.23158832,893857.50550826,0,61244.55162372,33893.71424891,794.54033375,0,0,98714.3834145,0,9572.55178169
2026-01,129419.53138823,738347.10313176,1606.62069441,9995.92432733,1401.90441996,,0,3954.08104673,1091.04575674,886529.39229951,71989.548345,435167.94436667,11685.17318671,3119.76598443,5364.82649537,0,123.8070268,166086.26537887,886529.39229951,0,75180,26341.67885035,713.18153435,0,0,82104.46888643,0,9365.91377888
2026-02,134302.87732888,724616.00767373,1606.06093316,10016.29882551,1397.69507572,,0,3966.59718675,1052.21420395,877670.00099505,71389.821115,426120.27789496,15904.24845071,7126.9541013,5568.27707794,0.7729,99.24839489,168586.87879448,877670.00099505,0,76596,14537.18602506,711.48096735,0.7688,0,82377.68563131,0,9362.6506094
2026-03,123130.76453581,747798.27347385,1651.16687001,10253.86915967,1436.6872052,,0,4006.3476072,1244.20346422,890207.68679441,71261.663365,415293.53008655,15832.34139255,24045.24897431,11409.11858684,0,290.00957271,165959.30040776,890207.68679441,0,74496.65949027,26827.80778906,686.37447845,0,0,75210.01861429,0,9581.98851507
2026-04,120905.36640757,749709.64497302,1683.15497244,10158.82608341,1396.2858602,,0,4015.56941322,1087.14058925,889535.40976431,71101.756955,427024.45480763,20425.91782644,10443.67824491,5203.45747986,0,396.73675195,153589.84414753,889535.40976431,0,77837,34120.07672579,579.4214652,0,0,79885.19843321,0,9507.28839199
2026-05,118551.6807787,738920.0846383,1667.06877975,10123.12773727,1369.95457334,,0,3798.85313122,1067.11556443,876070.70610121,70797.349855,429130.58528523,28835.77390172,10463.94910579,4540.50306342,0,92.57826376,147947.8072741,876070.70610121,0,72105,28051.83318317,572.8208982,0,0,74653.33527074,0,9451.99089828
2026-06,109000.23104583,786063.94666613,1686.93976248,10353.68660275,1405.61566078,,0,3378.4072806,1242.20952135,913630.61593452,70601.702605,423342.12968732,28125.85669696,19059.31436565,8100.94504431,0,207.12808426,187625.38982307,913630.61593452,0,66059.72463896,27246.14816451,499.5793946,0,0,73587.86123859,0,9674.41558589
2026-07,109420.30008015,802477.5447251,1660.93831511,10408.70991492,1398.50416941,,0,3036.8190846,1101.96773868,929994.43550102,70357.971645,420858.97054532,21033.14176246,8029.52990517,13210.29747373,0,114.98807895,197368.58648801,929994.43550102,0,73050,34340.31700282,489.65147305,0,0,81900.91951996,0,9729.7130796
