date,H0,H5,H7
2012-07-24,0.015527,,0.0004
2012-07-25,0.005531,,0.0005
2012-07-26,0.022051,-0.1976,0.0008
2012-07-27,0.015937,-0.235997,0.0015
2012-07-30,-0.011111,-0.280189,0.0014
2012-07-31,-0.057817,-0.19,0.0005
2012-08-02,-0.084913,-0.25,-0.0005
2012-08-03,-0.029911,-0.05,-0.0013
2012-08-06,-0.061842,,-0.0018
2012-08-07,-0.042393,,-0.0023
2012-08-08,-0.090994,,-0.0034
2012-08-09,0.000224,,-0.0035
2012-08-10,-0.038496,,-0.0046
2012-08-13,-0.046747,,-0.005
2012-08-14,-0.043704,,-0.0055
2012-08-15,-0.02956,,-0.0058
2012-08-16,0.018155,-0.238689,-0.0056
2012-08-17,0.04,,-0.0041
2012-08-20,0.027879,,-0.0042
2012-08-21,0.026842,-0.248991,-0.0038
2012-08-22,-0.05084,-0.214,-0.0043
2012-08-23,-0.0344,-0.25,-0.0044
2012-08-24,0.010409,-0.24,-0.0038
2012-08-27,-0.044956,-0.185088,-0.0043
2012-08-28,0.018,-0.2325,-0.0035
2012-08-29,-0.065505,-0.22,-0.0044
2012-08-30,0.009239,-0.17,-0.0046
2012-08-31,-0.023866,-0.1875,-0.0054
2012-09-03,0.016953,-0.169677,-0.0057
2012-09-04,-0.009597,-0.1875,-0.006
2012-09-05,0.027951,-0.195,-0.0059
2012-09-06,0.019596,-0.195,-0.0057
2012-09-07,0.015,-0.173226,-0.0053
2012-09-10,-0.068889,-0.167674,-0.0067
2012-09-11,-0.057588,-0.17,-0.0075
2012-09-12,-0.045667,-0.17,-0.0081
2012-09-13,-0.053689,-0.159524,-0.0089
2012-09-14,-0.057745,-0.1625,-0.0107
2012-09-17,-0.035298,-0.155,-0.0116
2012-09-18,-0.026572,-0.14,-0.0121
2012-09-19,-0.057586,0.017252,-0.0129
2012-09-20,-0.02,-0.15,-0.0133
2012-09-21,-0.026724,-0.15,-0.014
2012-09-24,0.029333,,-0.0147
2012-09-25,0.01375,-0.126668,-0.0147
2012-09-26,0.012,-0.10667,-0.0148
2012-09-27,0.01,,-0.0151
2012-09-28,0.022813,,-0.0152
2012-10-01,-0.033864,,-0.0155
2012-10-02,-0.052233,-0.12333,-0.0162
2012-10-03,-0.035434,,-0.0162
2012-10-04,-0.01977,-0.2,-0.0166
2012-10-05,0.029533,,-0.0155
2012-10-08,0.026073,,-0.0159
2012-10-09,-0.029949,,-0.0164
2012-10-10,-0.021104,-0.039048,-0.0168
2012-10-11,-0.012381,-0.06,-0.0171
2012-10-12,-0.029955,0.05,-0.0174
2012-10-15,-0.011597,,-0.0168
2012-10-16,-0.029625,-0.097895,-0.0167
2012-10-17,-0.026763,-0.08244,-0.0164
2012-10-18,-0.016598,-0.072239,-0.0169
2012-10-19,0.003709,-0.07,-0.0161
2012-10-22,-0.013838,-0.06,-0.0144
2012-10-23,0.000276,-0.125,-0.0142
2012-10-24,-0.015594,-0.107826,-0.0146
2012-10-25,-0.043033,-0.09,-0.0151
2012-10-26,-0.029259,,-0.0159
2012-10-29,-0.0344,-0.046586,-0.0172
2012-10-30,-0.027541,0.05,-0.0174
2012-10-31,,0.06,-0.0166
2012-11-01,-0.089091,-0.3,-0.0174
2012-11-02,0.017273,,-0.0155
2012-11-05,-0.00763,,-0.015
2012-11-06,-0.039774,,-0.0148
2012-11-07,-0.023035,-0.152778,-0.0145
2012-11-08,-0.033832,-0.185,-0.0139
2012-11-09,-0.040589,-0.2,-0.0149
2012-11-12,-0.060792,-0.2,-0.0147
2012-11-13,-0.048734,-0.129914,-0.0147
2012-11-14,-0.049272,-0.108922,-0.0147
2012-11-15,-0.047295,-0.135,-0.0149
2012-11-16,-0.040042,-0.104167,-0.0161
2012-11-19,-0.014553,-0.1425,-0.0179
2012-11-20,-0.006416,-0.15,-0.0183
2012-11-21,-0.006143,-0.135535,-0.0186
2012-11-22,-0.012,-0.118077,-0.0182
2012-11-23,-0.000746,-0.080589,-0.0175
2012-11-26,0.026456,-0.13,-0.0179
2012-11-27,0.030511,-0.129741,-0.0171
2012-11-28,0.026443,-0.11087,-0.017
2012-11-29,0.016013,-0.116667,-0.0164
2012-11-30,0.04,-0.125,-0.0143
2012-12-03,-0.04012,-0.08986,-0.0149
2012-12-04,-0.037602,,-0.0152
2012-12-05,0.01,,-0.0154
2012-12-06,-0.03,,-0.016
2012-12-07,-0.012505,,-0.0169
2012-12-10,-0.018763,,-0.0163
2012-12-11,-0.040847,,-0.0161
2012-12-12,-0.010301,,-0.0157
2012-12-13,-0.024833,-0.063333,-0.0154
2012-12-14,-0.031864,,-0.0146
2012-12-17,-0.032911,,-0.0145
2012-12-18,-0.025783,0.05,-0.0145
2012-12-19,-0.034629,,-0.0143
2012-12-20,-0.01003,,-0.0142
2012-12-21,0.000209,-0.076761,-0.0133
2012-12-24,-0.017451,-0.076761,-0.0142
2012-12-27,-0.055037,,-0.0152
2012-12-28,0.032766,,-0.0167
2012-12-31,0.032766,,-0.0162
2013-01-03,0.04,,-0.015
2013-01-04,0.026207,,-0.0136
2013-01-07,-0.023851,,-0.0152
2013-01-08,-0.066762,-0.175,-0.0162
2013-01-09,-0.078305,-0.175,-0.0167
2013-01-10,-0.102526,,-0.0176
2013-01-11,-0.04918,-0.12,-0.0186
2013-01-14,-0.006571,-0.136916,-0.0181
2013-01-15,-0.055422,-0.1375,-0.0186
2013-01-16,-0.071475,-0.096363,-0.0191
2013-01-17,-0.071801,-0.084503,-0.0196
2013-01-18,-0.069929,-0.125,-0.0212
2013-01-21,-0.050845,-0.113635,-0.0223
2013-01-22,-0.040488,,-0.0226
2013-01-23,-0.047071,-0.125,-0.0231
2013-01-24,-0.012511,-0.092563,-0.0231
2013-01-25,-0.032946,-0.089804,-0.0232
2013-01-28,-0.04142,-0.1,-0.0232
2013-01-29,-0.033149,0.05,-0.0232
2013-01-30,0.01383,,-0.0227
2013-01-31,-0.028182,-0.1,-0.0227
2013-02-01,-0.02557,,-0.0221
2013-02-04,-0.032978,,-0.0235
2013-02-05,-0.011887,,-0.0236
2013-02-06,-0.039749,-0.052041,-0.0236
2013-02-07,-0.033638,,-0.0237
2013-02-08,-0.028209,-0.1,-0.0237
2013-02-11,-0.041933,,-0.0234
2013-02-12,-0.010756,-0.1,-0.0228
2013-02-13,-0.041806,-0.1,-0.0228
2013-02-14,-0.027615,-0.105964,-0.0225
2013-02-15,-0.033577,-0.1,-0.0226
2013-02-18,-0.041091,0.08,-0.0222
2013-02-19,-0.049623,-0.1,-0.0226
2013-02-20,-0.012911,-0.075,-0.0227
2013-02-21,-0.032955,-0.032501,-0.023
2013-02-22,-0.023064,-0.075,-0.0231
2013-02-25,-0.039549,-0.075,-0.024
2013-02-26,-0.015253,-0.026336,-0.0245
2013-02-27,-0.021005,-0.075,-0.0261
2013-02-28,-0.035067,-0.014516,-0.0284
2013-03-01,-0.040049,-0.026923,-0.0288
2013-03-04,-0.036447,-0.03091,-0.0287
2013-03-05,-0.024548,-0.075,-0.029
2013-03-06,-0.031642,-0.075,-0.0291
2013-03-07,-0.014228,-0.08102,-0.0289
2013-03-08,-0.004871,-0.0375,-0.0286
2013-03-11,-0.030109,-0.07,-0.0286
2013-03-12,-0.033007,-0.045,-0.0289
2013-03-13,-0.023031,-0.0375,-0.0289
2013-03-14,-0.050951,-0.052273,-0.0291
2013-03-15,-0.029627,-0.047656,-0.029
2013-03-18,-0.025606,-0.052273,-0.029
2013-03-19,-0.0135,-0.091667,-0.0288
2013-03-20,-0.014973,-0.091667,-0.0288
2013-03-21,0.011137,-0.075,-0.0284
2013-03-22,-0.039587,-0.075,-0.0297
2013-03-25,-0.00069,,-0.0294
2013-03-26,-0.02192,-0.043785,-0.0297
2013-03-27,-0.027455,-0.075,-0.0282
2013-03-28,-0.017292,-0.05,-0.0297
2013-04-02,-0.018408,-0.05,-0.0295
2013-04-03,-0.012678,-0.0625,-0.0301
2013-04-04,0.012642,-0.063636,-0.0296
2013-04-05,-0.0003,-0.075,-0.0305
2013-04-08,0.00066,-0.05,-0.0298
2013-04-09,-0.002791,-0.075,-0.029
2013-04-10,-0.017927,-0.075,-0.0281
2013-04-11,-0.00955,-0.075,-0.0279
2013-04-12,-0.037319,-0.046899,-0.0275
2013-04-15,-0.009763,-0.075,-0.0272
2013-04-16,-0.0075,-0.043284,-0.0265
2013-04-17,-0.007395,-0.075,-0.0258
2013-04-18,-0.011524,-0.039385,-0.0256
2013-04-19,-0.002248,-0.075,-0.0234
2013-04-22,-0.006173,-0.079508,-0.0227
2013-04-23,-0.009756,-0.054167,-0.0223
2013-04-24,-0.042596,-0.075,-0.0226
2013-04-25,-0.038508,-0.0625,-0.0228
2013-04-26,-0.040078,-0.057353,-0.023
2013-04-29,-0.012513,-0.075,-0.023
2013-04-30,-0.008163,-0.075,-0.0226
2013-05-02,-0.025263,-0.064151,-0.0226
2013-05-03,-0.034189,-0.05,-0.0228
2013-05-06,-0.007512,-0.037644,-0.0226
2013-05-07,-0.007512,-0.0625,-0.0223
2013-05-08,-0.0067,-0.075,-0.0219
2013-05-10,-0.01433,-0.0375,-0.0213
2013-05-13,-0.026601,-0.065,-0.0212
2013-05-14,-0.030172,-0.075,-0.0212
2013-05-15,-0.032085,-0.06,-0.0213
2013-05-16,-0.037631,-0.075,-0.0215
2013-05-17,-0.022379,-0.0525,-0.021
2013-05-21,-0.047761,-0.075,-0.0209
2013-05-22,-0.043598,-0.052548,-0.0211
2013-05-23,-0.044518,-0.05181,-0.0214
2013-05-24,-0.044112,-0.075,-0.0219
2013-05-27,-0.034626,-0.05,-0.0221
2013-05-28,-0.014393,-0.075,-0.022
2013-05-29,-0.030717,-0.046154,-0.0221
2013-05-30,-0.029597,-0.075,-0.0222
2013-05-31,-0.024285,-0.021428,-0.0221
2013-06-03,-0.003375,-0.058696,-0.0214
2013-06-04,-0.01634,-0.065,-0.0211
2013-06-05,-0.013712,-0.075,-0.021
2013-06-06,0.011024,-0.0625,-0.0206
2013-06-07,-0.018434,-0.047619,-0.0206
2013-06-10,-0.01793,-0.075,-0.021
2013-06-11,-0.023579,-0.068333,-0.021
2013-06-12,-0.017416,-0.075,-0.0208
2013-06-13,-0.013521,-0.064679,-0.0207
2013-06-14,-0.00853,-0.054167,-0.02
2013-06-17,-0.014659,-0.053306,-0.0196
2013-06-18,-0.015121,-0.055042,-0.0195
2013-06-19,-0.014645,-0.063637,-0.0195
2013-06-20,-0.016568,-0.0525,-0.0195
2013-06-21,-0.016012,-0.052143,-0.0197
2013-06-24,-0.027478,-0.0525,-0.0192
2013-06-25,0.007305,,-0.0191
2013-06-26,-0.011378,-0.031389,-0.019
2013-06-27,0.00138,-0.0625,-0.0187
2013-06-28,0.004224,-0.075,-0.018
2013-07-01,-0.002897,-0.075,-0.0178
2013-07-02,-0.006295,-0.075,-0.0177
2013-07-03,-0.017264,-0.075,-0.0177
2013-07-04,-0.011512,-0.063636,-0.018
2013-07-05,0.001285,-0.075,-0.0179
2013-07-08,-0.019471,-0.075,-0.0182
2013-07-09,-0.009522,-0.075,-0.0182
2013-07-10,-0.013523,-0.075,-0.0182
2013-07-11,-0.006061,-0.061667,-0.0181
2013-07-12,-0.006744,-0.075,-0.0171
2013-07-15,-0.009146,-0.055349,-0.0171
2013-07-16,0.001919,-0.0625,-0.017
2013-07-17,-0.002066,-0.075,-0.017
2013-07-18,0.000411,-0.038028,-0.0168
2013-07-19,0.004407,-0.051667,-0.0166
2013-07-22,-0.014068,-0.026667,-0.0167
2013-07-23,-0.019225,-0.065,-0.0168
2013-07-24,-0.022022,-0.055,-0.0166
2013-07-25,-0.020996,0.017647,-0.0164
2013-07-26,-0.025615,-0.015,-0.0159
2013-07-29,-0.017158,-0.08,-0.016
2013-07-30,-0.00887,0.028333,-0.0159
2013-07-31,-0.005746,-0.08,-0.0158
2013-08-02,0.000859,-0.08,-0.0152
2013-08-05,-0.015265,-0.08,-0.0146
2013-08-06,-0.02141,-0.037181,-0.0147
2013-08-07,-0.023291,-0.075,-0.0149
2013-08-08,-0.020284,-0.065,-0.015
2013-08-09,-0.017238,-0.0525,-0.0152
2013-08-12,-0.023263,-0.05,-0.0153
2013-08-13,-0.014501,-0.075,-0.0152
2013-08-14,-0.018151,-0.075,-0.0151
2013-08-15,-0.024513,-0.075,-0.015
2013-08-16,-0.021446,-0.058333,-0.015
2013-08-19,-0.031582,-0.0625,-0.0151
2013-08-20,-0.01483,-0.058696,-0.0148
2013-08-21,-0.017139,-0.075,-0.0145
2013-08-22,-0.002588,-0.0525,-0.014
2013-08-23,-0.012467,-0.04276,-0.0137
2013-08-26,0.004922,-0.0525,-0.0125
2013-08-27,-0.024752,-0.051667,-0.0124
2013-08-28,-0.018257,-0.042705,-0.0124
2013-08-29,-0.020279,,-0.0121
2013-08-30,0.010574,-0.051667,-0.0109
2013-09-02,0.008055,-0.024818,-0.0107
2013-09-03,-0.016965,-0.044907,-0.0109
2013-09-04,-0.018028,-0.0525,-0.0109
2013-09-05,-0.021079,-0.051667,-0.011
2013-09-06,-0.016634,-0.0525,-0.0114
2013-09-09,-0.009698,-0.0525,-0.0111
2013-09-10,-0.005067,-0.051667,-0.011
2013-09-11,-0.013299,-0.0525,-0.0109
2013-09-12,-0.015148,-0.051667,-0.0109
2013-09-13,-0.013529,-0.055505,-0.0109
2013-09-16,-0.005478,-0.045313,-0.0109
2013-09-17,-0.018394,-0.056726,-0.011
2013-09-18,-0.013715,-0.05,-0.011
2013-09-19,-0.009778,-0.05,-0.0109
2013-09-20,-0.004973,-0.05,-0.0107
2013-09-23,-0.008586,-0.051667,-0.0105
2013-09-24,-0.013642,-0.072727,-0.0103
2013-09-25,-0.015477,-0.0525,-0.0106
2013-09-26,-0.011029,-0.051875,-0.0106
2013-09-27,-0.009666,,-0.0107
2013-09-30,-0.001193,,-0.011
2013-10-01,-0.014326,0.05,-0.0112
2013-10-02,-0.020685,,-0.0113
2013-10-03,-0.014532,,-0.0113
2013-10-04,-0.014962,0.05,-0.0114
2013-10-07,-0.007279,,-0.0118
2013-10-08,-0.020075,,-0.0118
2013-10-09,-0.008519,,-0.0118
2013-10-10,-0.001288,,-0.0116
2013-10-11,-0.013249,,-0.0118
2013-10-14,-0.010041,0.05,-0.0119
2013-10-15,-0.007414,,-0.0119
2013-10-16,-0.021263,,-0.0121
2013-10-17,-0.016272,,-0.0123
2013-10-18,-0.013366,0.003335,-0.0125
2013-10-21,-0.013587,0.010786,-0.013
2013-10-22,-0.023967,-0.004211,-0.0131
2013-10-23,-0.01375,-0.016086,-0.0131
2013-10-24,-0.006073,-0.02,-0.0129
2013-10-25,-0.015741,0.035,-0.0129
2013-10-28,-0.011844,,-0.0125
2013-10-29,-0.022477,0.000468,-0.0125
2013-10-30,-0.017613,,-0.0126
2013-10-31,-0.016479,,-0.0128
2013-11-01,-0.014861,,-0.0129
2013-11-04,-0.015659,,-0.0134
2013-11-05,-0.018693,,-0.0134
2013-11-06,-0.020245,-0.015,-0.0134
2013-11-07,-0.016691,-0.02,-0.0133
2013-11-08,-0.02631,-0.0125,-0.0137
2013-11-11,-0.022634,-0.015,-0.0136
2013-11-12,-0.016953,-0.02,-0.0136
2013-11-13,-0.015383,-0.02,-0.0136
2013-11-14,-0.015596,-0.02,-0.0136
2013-11-15,-0.022294,-0.02,-0.0137
2013-11-18,-0.016236,-0.02,-0.0135
2013-11-19,-0.019448,-0.02,-0.0134
2013-11-20,-0.012127,-0.000365,-0.0133
2013-11-21,-0.015934,-0.02,-0.0133
2013-11-22,-0.02607,-0.02,-0.0138
2013-11-25,-0.01298,-0.025,-0.0139
2013-11-26,-0.018507,-0.025,-0.0141
2013-11-27,-0.013708,-0.002308,-0.014
2013-11-28,0.0003,-0.015,-0.0137
2013-11-29,-0.033343,-0.015,-0.0152
2013-12-02,-0.021278,-0.000781,-0.0155
2013-12-03,-0.021653,-0.015,-0.0156
2013-12-04,-0.030983,-0.015,-0.0157
2013-12-05,-0.018392,0.05,-0.0157
2013-12-06,-0.024001,,-0.0159
2013-12-09,-0.02221,,-0.016
2013-12-10,-0.011107,,-0.0161
2013-12-11,-0.011107,,-0.0161
2013-12-12,-0.019155,,-0.0161
2013-12-13,-0.021793,,-0.0164
2013-12-16,-0.023028,,-0.0166
2013-12-17,-0.017066,0.05,-0.0166
2013-12-18,-0.016149,0.05,-0.0166
2013-12-19,-0.01339,0.04,-0.0167
2013-12-20,-0.016727,0.05,-0.017
2013-12-23,-0.006682,0.05,-0.017
2013-12-24,-0.006162,0.05,-0.0167
2013-12-27,-0.032551,,-0.0175
2013-12-30,-0.034104,-0.05,-0.0177
2013-12-31,0.089315,-0.05,-0.0145
2014-01-03,-0.017995,,-0.0145
2014-01-06,-0.021257,-0.0525,-0.0146
2014-01-07,-0.008264,-0.0525,-0.0146
2014-01-08,-0.016409,-0.0525,-0.0146
2014-01-09,-0.016541,-0.045,-0.0146
2014-01-10,-0.015385,-0.05,-0.0148
2014-01-13,-0.0147,-0.055,-0.0149
2014-01-14,-0.016201,-0.038362,-0.0149
2014-01-15,-0.016169,0.04763,-0.015
2014-01-16,-0.012681,-0.04276,-0.0149
2014-01-17,-0.007982,-0.0525,-0.0147
2014-01-20,-0.009422,-0.0525,-0.0147
2014-01-21,-0.013349,0.004099,-0.0147
2014-01-22,-0.015212,-0.0525,-0.0146
2014-01-23,-0.020817,-0.041518,-0.0147
2014-01-24,-0.013195,-0.051667,-0.0147
2014-01-27,-0.020919,-0.046826,-0.0147
2014-01-28,-0.016604,-0.051667,-0.0148
2014-01-29,-0.024012,-0.07625,-0.0148
2014-01-30,-0.015149,-0.0525,-0.0148
2014-01-31,-0.015391,-0.051667,-0.0148
2014-02-03,-0.01323,-0.0525,-0.0148
2014-02-04,-0.013785,-0.051667,-0.0147
2014-02-05,-0.011165,-0.051667,-0.0147
2014-02-06,-0.021203,-0.040786,-0.0147
2014-02-07,-0.013671,-0.051667,-0.0146
2014-02-10,-0.009885,-0.0525,-0.0142
2014-02-11,-0.013962,-0.0525,-0.0141
2014-02-12,-0.016877,-0.0525,-0.0141
2014-02-13,-0.006551,-0.0525,-0.014
2014-02-14,-0.025318,-0.051667,-0.0143
2014-02-17,-0.02117,-0.047087,-0.0141
2014-02-18,-0.024456,-0.05,-0.0142
2014-02-19,-0.01852,-0.047087,-0.0142
2014-02-20,-0.015958,-0.008235,-0.0143
2014-02-21,-0.020545,-0.05,-0.0144
2014-02-24,-0.030739,-0.0525,-0.0142
2014-02-25,-0.032393,-0.0525,-0.0145
2014-02-26,-0.013315,-0.039912,-0.0144
2014-02-27,-0.01354,-0.050939,-0.0146
2014-02-28,-0.02602,-0.051121,-0.0143
2014-03-03,-0.023547,-0.055,-0.0143
2014-03-04,-0.018905,-0.055,-0.0141
2014-03-05,-0.022893,-0.05,-0.0142
2014-03-06,-0.010701,-0.04,-0.0141
2014-03-07,-0.012372,-0.04,-0.0138
2014-03-10,-0.013658,-0.047379,-0.0137
2014-03-11,-0.013072,-0.05,-0.0137
2014-03-12,-0.019458,-0.05,-0.0137
2014-03-13,-0.021538,-0.035,-0.0138
2014-03-14,-0.013699,-0.0375,-0.0135
2014-03-17,-0.017183,-0.036207,-0.0134
2014-03-18,-0.016277,-0.028947,-0.0134
2014-03-19,-0.018881,-0.04,-0.0135
2014-03-20,-0.029042,-0.034257,-0.0137
2014-03-21,-0.013778,-0.04,-0.0136
2014-03-24,-0.009535,-0.033333,-0.0136
2014-03-25,-0.007511,-0.03,-0.0135
2014-03-26,-0.014634,-0.03,-0.0138
2014-03-27,-0.018214,-0.05,-0.0138
2014-03-28,-0.022105,-0.03,-0.0133
2014-03-31,-0.000316,-0.0275,-0.0166
2014-04-01,-0.01723,-0.031667,-0.0166
2014-04-02,-0.025772,-0.015294,-0.0167
2014-04-03,0.007977,-0.023158,-0.0165
2014-04-04,-0.009346,-0.009411,-0.0162
2014-04-07,-0.012109,-0.026666,-0.0162
2014-04-08,-0.017841,-0.017096,-0.0162
2014-04-09,-0.011004,-0.0275,-0.0161
2014-04-10,-0.012418,-0.041667,-0.0161
2014-04-11,-0.024039,-0.035,-0.0164
2014-04-14,-0.017185,-0.0375,-0.0164
2014-04-15,-0.015573,-0.034071,-0.0164
2014-04-16,-0.021629,-0.024728,-0.0165
2014-04-17,-0.01906,-0.021429,-0.017
2014-04-22,-0.02509,-0.033333,-0.0171
2014-04-23,-0.019466,-0.0375,-0.0171
2014-04-24,-0.021403,-0.027014,-0.0172
2014-04-25,-0.019571,-0.03,-0.0174
2014-04-28,-0.016929,-0.0275,-0.0173
2014-04-29,-0.017773,-0.0275,-0.0173
2014-04-30,-0.038873,-0.056154,-0.0178
2014-05-02,-0.000054,-0.021363,-0.0173
2014-05-05,-0.010579,-0.03,-0.0173
2014-05-06,-0.012724,-0.0275,-0.0172
2014-05-07,-0.015858,-0.0275,-0.0172
2014-05-08,-0.009308,-0.03,-0.0171
2014-05-09,0.001271,-0.03,-0.0167
2014-05-12,-0.007973,-0.03,-0.0166
2014-05-13,-0.011123,-0.031667,-0.0167
2014-05-14,-0.013059,-0.0325,-0.0167
2014-05-15,-0.011724,-0.033529,-0.0166
2014-05-16,-0.015583,-0.046207,-0.0162
2014-05-19,-0.010822,-0.035,-0.0161
2014-05-20,-0.019948,-0.035,-0.0161
2014-05-21,-0.02321,-0.035,-0.0162
2014-05-22,-0.020337,-0.027273,-0.0162
2014-05-23,-0.012937,-0.03,-0.0158
2014-05-26,-0.01382,-0.035,-0.0156
2014-05-27,-0.019648,-0.035,-0.0157
2014-05-28,-0.026917,-0.03,-0.0159
2014-05-30,-0.022355,-0.029512,-0.0158
2014-06-02,-0.021786,-0.0575,-0.0159
2014-06-03,-0.028924,,-0.0159
2014-06-04,-0.012409,-0.0625,-0.0159
2014-06-05,-0.031728,-0.057087,-0.016
2014-06-06,-0.018825,,-0.0161
2014-06-10,-0.021903,0.03,-0.0164
2014-06-11,-0.03011,,-0.0165
2014-06-12,-0.035934,,-0.0167
2014-06-13,-0.03543,,-0.0173
2014-06-16,-0.018489,0.02,-0.0174
2014-06-17,-0.023857,,-0.0175
2014-06-18,-0.015518,,-0.0175
2014-06-19,-0.015535,,-0.0174
2014-06-20,-0.015121,0.02,-0.0172
2014-06-23,-0.038805,,-0.0176
2014-06-24,-0.005833,,-0.0175
2014-06-25,-0.018911,,-0.0177
2014-06-26,-0.031358,0.02,-0.0178
2014-06-27,-0.024602,,-0.0179
2014-06-30,-0.036625,,-0.0183
2014-07-01,-0.020485,,-0.0184
2014-07-02,-0.02654,,-0.0184
2014-07-03,-0.025396,,-0.0187
2014-07-04,-0.028847,0.02,-0.0194
2014-07-07,-0.036509,,-0.0196
2014-07-08,-0.024152,0.03,-0.0197
2014-07-09,-0.030609,,-0.0199
2014-07-10,-0.020389,,-0.02
2014-07-11,-0.03117,,-0.0202
2014-07-14,-0.025598,,-0.0203
2014-07-15,-0.03198,0.05,-0.0205
2014-07-16,-0.032282,,-0.0206
2014-07-17,-0.018523,0.02,-0.0206
2014-07-18,-0.021979,,-0.0207
2014-07-21,-0.028097,,-0.0208
2014-07-22,-0.013926,,-0.0207
2014-07-23,-0.016074,,-0.0207
2014-07-24,-0.02493,,-0.0207
2014-07-25,-0.01815,,-0.0207
2014-07-28,-0.030089,,-0.0208
2014-07-29,-0.045361,,-0.0211
2014-07-30,-0.029617,0.03,-0.0212
2014-07-31,-0.034751,0.05,-0.0214
2014-08-04,-0.0272,,-0.0222
2014-08-05,-0.021326,,-0.0223
2014-08-06,-0.018747,,-0.0223
2014-08-07,-0.023197,,-0.0224
2014-08-08,-0.029019,0.03,-0.0228
2014-08-11,-0.033798,0.03,-0.0237
2014-08-12,-0.021932,,-0.0238
2014-08-13,-0.020245,0.04,-0.0239
2014-08-14,-0.024445,0.04,-0.024
2014-08-15,-0.030021,,-0.0244
2014-08-18,-0.020635,,-0.0246
2014-08-19,-0.009929,,-0.0246
2014-08-20,-0.006418,,-0.0245
2014-08-21,-0.003143,,-0.0242
2014-08-22,-0.000795,0.05,-0.0235
2014-08-25,-0.004246,,-0.0237
2014-08-26,-0.007228,,-0.0236
2014-08-27,-0.000214,,-0.0234
2014-08-28,-0.009641,,-0.0232
2014-08-29,0.006218,,-0.0222
2014-09-01,-0.005842,,-0.022
2014-09-02,0.001643,-0.04,-0.0218
2014-09-03,0.011344,,-0.0213
2014-09-04,0.001001,0.04,-0.0212
2014-09-05,0.001238,,-0.0204
2014-09-08,0.001205,0.02,-0.0201
2014-09-09,-0.011104,,-0.0201
2014-09-10,-0.012621,0.04,-0.02
2014-09-11,-0.005588,,-0.0197
2014-09-12,-0.006883,,-0.0192
2014-09-15,-0.003932,0.02,-0.0185
2014-09-16,-0.016479,0.04,-0.0184
2014-09-17,-0.020527,,-0.0184
2014-09-18,-0.021345,,-0.0185
2014-09-19,0.005787,,-0.0177
2014-09-22,-0.014265,0.04,-0.0178
2014-09-23,-0.004762,,-0.0174
2014-09-24,-0.012614,0.04,-0.0175
2014-09-25,-0.003013,,-0.0173
2014-09-26,-0.00389,,-0.0167
2014-09-29,-0.008714,,-0.0164
2014-09-30,0.01231,,-0.0158
2014-10-01,-0.005411,,-0.0157
2014-10-02,-0.010241,,-0.0155
2014-10-03,-0.01138,,-0.0153
2014-10-06,-0.001254,,-0.0147
2014-10-07,0.006409,,-0.0142
2014-10-08,0.000374,,-0.0139
2014-10-09,0.011706,,-0.0135
2014-10-10,0.01461,,-0.0125
2014-10-13,0.013081,,-0.0116
2014-10-14,0.007096,0.05,-0.0113
2014-10-15,0.000818,0.05,-0.0109
2014-10-16,-0.002285,0.05,-0.0106
2014-10-17,0.005855,,-0.01
2014-10-20,-0.000278,0.03,-0.0095
2014-10-21,-0.004479,0.03,-0.0092
2014-10-22,-0.001614,,-0.0091
2014-10-23,0.002001,,-0.0089
2014-10-24,-0.019777,,-0.0091
2014-10-27,-0.018171,,-0.0089
2014-10-28,-0.014162,,-0.0087
2014-10-29,-0.004203,,-0.0083
2014-10-30,-0.006667,,-0.008
2014-10-31,-0.034484,0.03,-0.0077
2014-11-03,-0.003525,0.03,-0.0077
2014-11-04,-0.00789,,-0.0074
2014-11-05,0.000471,,-0.0072
2014-11-06,-0.006144,,-0.0071
2014-11-07,0.006738,,-0.0065
2014-11-10,-0.021996,,-0.0059
2014-11-11,-0.018816,0.04,-0.0057
2014-11-12,-0.019527,0.04,-0.0057
2014-11-13,0.009125,0.04,-0.0054
2014-11-14,-0.003761,,-0.0051
2014-11-17,-0.006801,,-0.0043
2014-11-18,-0.002024,,-0.0041
2014-11-19,-0.002251,,-0.004
2014-11-20,-0.005887,,-0.004
2014-11-21,-0.006473,0.05,-0.0041
2014-11-24,-0.004485,0.05,-0.0042
2014-11-25,-0.002515,,-0.0042
2014-11-26,0.006122,0.04,-0.0041
2014-11-27,0.01058,,-0.0039
2014-11-28,-0.015032,,-0.0046
2014-12-01,0.001775,,-0.0045
2014-12-02,-0.001461,0.03,-0.0045
2014-12-03,-0.003792,,-0.0047
2014-12-04,0.007964,,-0.0046
2014-12-05,-0.00215,0.05,-0.0048
2014-12-08,0.000282,0.05,-0.0048
2014-12-09,0.001829,,-0.0046
2014-12-10,-0.007452,0.05,-0.0046
2014-12-11,-0.017082,,-0.0047
2014-12-12,-0.004963,,-0.0046
2014-12-15,-0.013797,0.05,-0.0047
2014-12-16,-0.00069,0.03,-0.0046
2014-12-17,0.000599,,-0.0043
2014-12-18,0.009047,0.031875,-0.004
2014-12-19,-0.002817,0.03,-0.0043
2014-12-22,-0.005813,,-0.0042
2014-12-23,-0.009091,,-0.0042
2014-12-24,-0.005918,,-0.0042
2014-12-29,0.000235,,-0.0042
2014-12-30,-0.014656,,-0.0043
2014-12-31,0.003368,,-0.004
