date,CORRA_TOTAL_VOLUME
2020-11-18,16609901027.0
2020-11-19,16264591548.0
2020-11-20,12382547945.0
2020-11-23,12923040021.0
2020-11-24,10568344159.0
2020-11-25,13578134077.0
2020-11-26,8595178817.0
2020-11-27,11657629635.0
2020-11-30,13034822359.0
2020-12-01,11417444397.0
2020-12-02,11790230284.0
2020-12-03,9946473108.0
2020-12-04,11935017262.0
2020-12-07,13484983124.0
2020-12-08,14590426148.0
2020-12-09,14034963533.0
2020-12-10,14912867225.0
2020-12-11,15217440256.0
2020-12-14,17550390903.0
2020-12-15,19358232798.0
2020-12-16,18194979764.0
2020-12-17,15918258253.0
2020-12-18,15452991852.0
2020-12-21,12719986352.0
2020-12-22,10931772175.0
2020-12-23,11254688322.0
2020-12-24,9780795197.0
2020-12-29,10248217380.0
2020-12-30,9687558761.0
2020-12-31,6567872332.0
2021-01-04,11246765355.0
2021-01-05,9585856527.0
2021-01-06,8097270996.0
2021-01-07,10685518468.0
2021-01-08,11344926235.0
2021-01-11,11421869771.0
2021-01-12,13077657510.0
2021-01-13,12912130838.0
2021-01-14,12627308337.0
2021-01-15,11985141536.0
2021-01-18,13016215482.0
2021-01-19,16350100877.0
2021-01-20,16830873693.0
2021-01-21,15137391012.0
2021-01-22,14516473334.0
2021-01-25,12135074229.0
2021-01-26,14714185665.0
2021-01-27,11810188684.0
2021-01-28,15149015707.0
2021-01-29,12800680970.0
2021-02-01,13581131608.0
2021-02-02,11087247674.0
2021-02-03,11682572404.0
2021-02-04,9712882297.0
2021-02-05,13556551100.0
2021-02-08,11398477469.0
2021-02-09,12230478877.0
2021-02-10,14253148941.0
2021-02-11,12704522796.0
2021-02-12,15640640055.0
2021-02-16,15332386924.0
2021-02-17,13604217506.0
2021-02-18,17524102296.0
2021-02-19,14701733122.0
2021-02-22,17155731842.0
2021-02-23,18281579578.0
2021-02-24,19478482890.0
2021-02-25,14473617064.0
2021-02-26,14973921389.0
2021-03-01,20049717984.0
2021-03-02,16355144206.0
2021-03-03,10055817000.0
2021-03-04,12604259879.0
2021-03-05,13932752916.0
2021-03-08,11613250081.0
2021-03-09,14032826833.0
2021-03-10,13506117868.0
2021-03-11,18323127175.0
2021-03-12,14007940996.0
2021-03-15,11453175000.0
2021-03-16,15490308482.0
2021-03-17,13875341638.0
2021-03-18,16599865795.0
2021-03-19,15181163484.0
2021-03-22,12961809409.0
2021-03-23,12279250701.0
2021-03-24,9786985084.0
2021-03-25,13046751867.0
2021-03-26,13086267591.0
2021-03-29,13483981460.0
2021-03-30,12434473267.0
2021-03-31,12033903968.0
2021-04-01,12554992781.0
2021-04-05,17564619549.0
2021-04-06,15317682207.0
2021-04-07,13503410854.0
2021-04-08,13795502462.0
2021-04-09,10868532507.0
2021-04-12,16780953393.0
2021-04-13,13953788475.0
2021-04-14,13681247851.0
2021-04-15,15057717204.0
2021-04-16,14441202987.0
2021-04-19,15314921008.0
2021-04-20,15809242879.0
2021-04-21,16016933912.0
2021-04-22,16792049522.0
2021-04-23,15162762337.0
2021-04-26,15838121821.0
2021-04-27,12910408858.0
2021-04-28,14082214424.0
2021-04-29,13125299130.0
2021-04-30,14909957983.0
2021-05-03,19380232219.0
2021-05-04,13542667299.0
2021-05-05,17169955454.0
2021-05-06,12761154848.0
2021-05-07,13749967740.0
2021-05-10,17382946754.0
2021-05-11,14749769271.0
2021-05-12,19148616085.0
2021-05-13,17718190626.0
2021-05-14,16667199364.0
2021-05-17,14670060173.0
2021-05-18,16549173072.0
2021-05-19,17705407171.0
2021-05-20,15448059162.0
2021-05-21,14788887792.0
2021-05-25,14925910280.0
2021-05-26,17198923696.0
2021-05-27,17779911521.0
2021-05-28,16212147250.0
2021-05-31,13321753424.0
2021-06-01,16253721506.0
2021-06-02,12432422167.0
2021-06-03,12601246594.0
2021-06-04,14316355479.0
2021-06-07,16793055343.0
2021-06-08,16917318659.0
2021-06-09,13050307603.0
2021-06-10,13088584533.0
2021-06-11,13349937718.0
2021-06-14,12821422051.0
2021-06-15,21037093411.0
2021-06-16,22622772741.0
2021-06-17,24368196095.0
2021-06-18,24970700691.0
2021-06-21,19785827573.0
2021-06-22,21410660034.0
2021-06-23,16893869389.0
2021-06-24,19537433796.0
2021-06-25,21394230856.0
2021-06-28,27009679198.0
2021-06-29,22068483842.0
2021-06-30,30835636026.0
2021-07-02,23940383910.0
2021-07-05,20400137744.0
2021-07-06,21285488879.0
2021-07-07,20016029594.0
2021-07-08,15454838215.0
2021-07-09,15768075181.0
2021-07-12,15331965979.0
2021-07-13,19989813899.0
2021-07-14,16352677959.0
2021-07-15,13631368165.0
2021-07-16,15137197238.0
2021-07-19,19959247925.0
2021-07-20,18144683280.0
2021-07-21,18587531195.0
2021-07-22,17311512442.0
2021-07-23,16480359232.0
2021-07-26,15213087618.0
2021-07-27,13294103172.0
2021-07-28,16081087815.0
2021-07-29,16099441233.0
2021-07-30,18202400275.0
2021-08-03,19432571021.0
2021-08-04,16928365557.0
2021-08-05,13826747194.0
2021-08-06,18038216415.0
2021-08-09,15846803337.0
2021-08-10,14634605093.0
2021-08-11,16531204591.0
2021-08-12,16823829033.0
2021-08-13,15559886908.0
2021-08-16,13523865578.0
2021-08-17,15410828128.0
2021-08-18,14503672877.0
2021-08-19,14401520623.0
2021-08-20,15682067593.0
2021-08-23,17520427509.0
2021-08-24,14763256955.0
2021-08-25,15415690540.0
2021-08-26,12201774809.0
2021-08-27,13692277432.0
2021-08-30,12613408693.0
2021-08-31,15437311394.0
2021-09-01,16186886370.0
2021-09-02,18232916884.0
2021-09-03,12195038940.0
2021-09-07,20140449641.0
2021-09-08,11959710287.0
2021-09-09,15984005518.0
2021-09-10,16514896529.0
2021-09-13,15024536483.0
2021-09-14,18471014190.0
2021-09-15,12815127259.0
2021-09-16,11493615472.0
2021-09-17,11415324069.0
2021-09-20,16467207913.0
2021-09-21,15175915912.0
2021-09-22,15595729193.0
2021-09-23,17417735670.0
2021-09-24,14591502905.0
2021-09-27,14774923939.0
2021-09-28,12906075280.0
2021-09-29,11717902064.0
2021-10-01,18481693259.0
2021-10-04,14941402306.0
2021-10-05,16492316600.0
2021-10-06,15711320736.0
2021-10-07,14172051008.0
2021-10-08,14135530764.0
2021-10-12,14283023775.0
2021-10-13,10585604616.0
2021-10-14,12486950680.0
2021-10-15,15411422052.0
2021-10-18,16152885965.0
2021-10-19,16211395469.0
2021-10-20,15310578456.0
2021-10-21,14119588717.0
2021-10-22,18832208250.0
2021-10-25,13115522896.0
2021-10-26,13437246585.0
2021-10-27,14862569942.0
2021-10-28,16015704853.0
2021-10-29,20414603698.0
2021-11-01,16369704699.0
2021-11-02,19578458169.0
2021-11-03,16442573055.0
2021-11-04,14940745387.0
2021-11-05,15902308191.0
2021-11-08,14803053806.0
2021-11-09,16491740938.0
2021-11-10,16193780764.0
2021-11-12,19021909488.0
2021-11-15,16754423399.0
2021-11-16,21986104639.0
2021-11-17,17384296182.0
2021-11-18,15077237767.0
2021-11-19,17504983531.0
2021-11-22,21145048818.0
2021-11-23,19916200350.0
2021-11-24,16960641222.0
2021-11-25,17455208209.0
2021-11-26,15170976901.0
2021-11-29,20250769678.0
2021-11-30,15534493886.0
2021-12-01,18449147177.0
2021-12-02,20679148009.0
2021-12-03,18244492803.0
2021-12-06,19594698058.0
2021-12-07,17183218084.0
2021-12-08,20334995321.0
2021-12-09,19805671824.0
2021-12-10,19568151559.0
2021-12-13,18405257460.0
2021-12-14,22070865224.0
2021-12-15,17850944563.0
2021-12-16,15926282216.0
2021-12-17,17272391020.0
2021-12-20,20170708335.0
2021-12-21,18211428737.0
2021-12-22,11772351000.0
2021-12-23,13727059015.0
2021-12-24,10698076760.0
2021-12-29,15348175308.0
2021-12-30,15513319764.0
2021-12-31,12309091793.0
2022-01-04,18390871880.0
2022-01-05,19924158894.0
2022-01-06,12241469114.0
2022-01-07,16606603752.0
2022-01-10,19008818483.0
2022-01-11,16466122340.0
2022-01-12,18558996242.0
2022-01-13,18002825923.0
2022-01-14,20125347776.0
2022-01-17,16885458682.0
2022-01-18,19094794232.0
2022-01-19,16096157892.0
2022-01-20,16444639189.0
2022-01-21,14748762720.0
2022-01-24,14960206530.0
2022-01-25,15549332126.0
2022-01-26,22215452901.0
2022-01-27,20314361295.0
2022-01-28,18236734542.0
2022-01-31,16116795339.0
2022-02-01,14791031000.0
2022-02-02,12198459287.0
2022-02-03,16547330000.0
2022-02-04,14663488000.0
2022-02-07,17165236852.0
2022-02-08,14342640059.0
2022-02-09,17313802000.0
2022-02-10,18499176572.0
2022-02-11,18454557736.0
2022-02-14,20779734743.0
2022-02-15,21876605645.0
2022-02-16,19289849020.0
2022-02-17,16272750940.0
2022-02-18,16000444000.0
2022-02-22,19410426439.0
2022-02-23,13710152872.0
2022-02-24,11518967022.0
2022-02-25,14521809142.0
2022-02-28,18362392007.0
2022-03-01,17426515771.0
2022-03-02,17580445141.0
2022-03-03,23593452684.0
2022-03-04,20291064092.0
2022-03-07,20318358148.0
2022-03-08,17407834258.0
2022-03-09,11441574786.0
2022-03-10,16030961014.0
2022-03-11,15581017571.0
2022-03-14,15633842526.0
2022-03-15,19579095994.0
2022-03-16,22295397113.0
2022-03-17,19798734965.0
2022-03-18,17196090049.0
2022-03-21,17192766426.0
2022-03-22,15572529304.0
2022-03-23,16621337661.0
2022-03-24,16302723694.0
2022-03-25,12335339152.0
2022-03-28,12060527621.0
2022-03-29,14033403113.0
2022-03-30,17405224516.0
2022-03-31,19390294748.0
2022-04-01,19996201045.0
2022-04-04,18912082904.0
2022-04-05,12653235030.0
2022-04-06,13955460070.0
2022-04-07,13721883387.0
2022-04-08,16415828510.0
2022-04-11,16365619932.0
2022-04-12,15489781361.0
2022-04-13,21092404946.0
2022-04-14,24224889156.0
2022-04-18,27096043606.0
2022-04-19,26487206192.0
2022-04-20,23515739897.0
2022-04-21,24142580622.0
2022-04-22,15054201791.0
2022-04-25,13333244374.0
2022-04-26,14119471247.0
2022-04-27,16177807362.0
2022-04-28,17190813757.0
2022-04-29,14217806408.0
2022-05-02,16390702920.0
2022-05-03,16669103596.0
2022-05-04,14048950419.0
2022-05-05,16563144928.0
2022-05-06,15929632596.0
2022-05-09,16412775261.0
2022-05-10,17343674835.0
2022-05-11,16003416000.0
2022-05-12,20195616473.0
2022-05-13,19831274552.0
2022-05-16,18102582160.0
2022-05-17,20822220379.0
2022-05-18,18682588911.0
2022-05-19,19880122113.0
2022-05-20,20127020703.0
2022-05-24,20625750113.0
2022-05-25,22341718652.0
2022-05-26,21584501725.0
2022-05-27,22278177092.0
2022-05-30,23233690715.0
2022-05-31,27516622466.0
2022-06-01,21228762978.0
2022-06-02,28064097426.0
2022-06-03,23321522841.0
2022-06-06,18216211276.0
2022-06-07,15226708001.0
2022-06-08,17199235415.0
2022-06-09,23474516029.0
2022-06-10,20356711367.0
2022-06-13,22336531952.0
2022-06-14,22565345315.0
2022-06-15,19201439837.0
2022-06-16,23947636436.0
2022-06-17,19404344727.0
2022-06-20,18844044796.0
2022-06-21,20765662316.0
2022-06-22,19759024991.0
2022-06-23,18758267223.0
2022-06-24,18013698883.0
2022-06-27,20845458834.0
2022-06-28,16082393725.0
2022-06-29,18268608866.0
2022-06-30,17476207710.0
2022-07-04,20236633829.0
2022-07-05,22149934001.0
2022-07-06,18744247338.0
2022-07-07,18777130009.0
2022-07-08,19126613675.0
2022-07-11,21807810631.0
2022-07-12,20023323762.0
2022-07-13,19704435622.0
2022-07-14,27624449878.0
2022-07-15,21302458004.0
2022-07-18,20133163454.0
2022-07-19,18327529388.0
2022-07-20,18477824425.0
2022-07-21,22241724481.0
2022-07-22,18587226516.0
2022-07-25,17808309050.0
2022-07-26,18984639372.0
2022-07-27,16387683880.0
2022-07-28,18316156161.0
2022-07-29,14568151583.0
2022-08-02,22149638957.0
2022-08-03,19866819410.0
2022-08-04,22999344189.0
2022-08-05,19090133432.0
2022-08-08,18314597949.0
2022-08-09,16405873000.0
2022-08-10,16200173656.0
2022-08-11,15432308679.0
2022-08-12,14841931198.0
2022-08-15,17921907611.0
2022-08-16,18610696629.0
2022-08-17,13553992013.0
2022-08-18,18046731506.0
2022-08-19,19642103404.0
2022-08-22,22106215514.0
2022-08-23,20247387525.0
2022-08-24,19722920521.0
2022-08-25,18661221380.0
2022-08-26,22903219208.0
2022-08-29,21963203716.0
2022-08-30,22253290052.0
2022-08-31,26173479069.0
2022-09-01,27676277652.0
2022-09-02,21741147005.0
2022-09-06,24368664499.0
2022-09-07,23432899334.0
2022-09-08,30166254344.0
2022-09-09,22012201737.0
2022-09-12,24800386609.0
2022-09-13,22360856030.0
2022-09-14,23297069767.0
2022-09-15,25109833000.0
2022-09-16,25423679996.0
2022-09-19,24875193136.0
2022-09-20,20410237089.0
2022-09-21,17429892507.0
2022-09-22,15032040000.0
2022-09-23,19608683093.0
2022-09-26,16212104000.0
2022-09-27,14638454000.0
2022-09-28,16079884353.0
2022-09-29,20647112009.0
2022-10-03,19374227089.0
2022-10-04,19960566425.0
2022-10-05,16471275198.0
2022-10-06,19883804078.0
2022-10-07,14767290563.0
2022-10-11,24318320229.0
2022-10-12,16643441208.0
2022-10-13,19784549751.0
2022-10-14,20536353961.0
2022-10-17,21186612317.0
2022-10-18,21368574821.0
2022-10-19,17206390126.0
2022-10-20,17788945130.0
2022-10-21,14506782421.0
2022-10-24,26911754879.0
2022-10-25,19269027475.0
2022-10-26,20327770669.0
2022-10-27,30523246769.0
2022-10-28,22437607914.0
2022-10-31,25574707854.0
2022-11-01,24842369781.0
2022-11-02,23130440314.0
2022-11-03,25920961289.0
2022-11-04,25824724411.0
2022-11-07,26255651774.0
2022-11-08,23451628712.0
2022-11-09,23851735252.0
2022-11-10,23246481268.0
2022-11-14,26492402154.0
2022-11-15,27213080247.0
2022-11-16,23979722655.0
2022-11-17,18887135321.0
2022-11-18,23269137677.0
2022-11-21,22810320621.0
2022-11-22,19899866775.0
2022-11-23,17418343657.0
2022-11-24,22419162046.0
2022-11-25,24004587298.0
2022-11-28,16951803619.0
2022-11-29,18885193549.0
2022-11-30,15703825000.0
2022-12-01,26120309813.0
2022-12-02,22198904340.0
2022-12-05,23120512228.0
2022-12-06,21948310250.0
2022-12-07,25174176142.0
2022-12-08,25602653992.0
2022-12-09,23055576956.0
2022-12-12,25055568665.0
2022-12-13,20695957993.0
2022-12-14,28599361408.0
2022-12-15,24762363560.0
2022-12-16,22757942489.0
2022-12-19,22609708259.0
2022-12-20,25061027861.0
2022-12-21,22469732594.0
2022-12-22,21659563475.0
2022-12-23,16836393000.0
2022-12-28,20336904000.0
2022-12-29,24233011014.0
2022-12-30,28702295571.0
2023-01-03,22362900515.0
2023-01-04,21968933946.0
2023-01-05,26808408096.0
2023-01-06,20417127914.0
2023-01-09,21151015124.0
2023-01-10,19573035718.0
2023-01-11,23102503332.0
2023-01-12,22754423156.0
2023-01-13,20989041740.0
2023-01-16,18826790201.0
2023-01-17,13824723426.0
2023-01-18,14927541868.0
2023-01-19,25594424424.0
2023-01-20,24389788635.0
2023-01-23,21956952270.0
2023-01-24,23491830121.0
2023-01-25,25814139245.0
2023-01-26,27587029740.0
2023-01-27,21211291592.0
2023-01-30,23599952039.0
2023-01-31,19582023360.0
2023-02-01,19380514959.0
2023-02-02,21366391970.0
2023-02-03,26223982148.0
2023-02-06,23157454099.0
2023-02-07,22498129917.0
2023-02-08,23418290000.0
2023-02-09,20996154412.0
2023-02-10,23994186042.0
2023-02-13,21095878000.0
2023-02-14,17471586165.0
2023-02-15,14824281774.0
2023-02-16,15346406766.0
2023-02-17,18970649103.0
2023-02-21,19338143934.0
2023-02-22,22494437669.0
2023-02-23,19597708794.0
2023-02-24,18399633227.0
2023-02-27,17770285425.0
2023-02-28,17104274271.0
2023-03-01,16968080343.0
2023-03-02,22363959000.0
2023-03-03,21616594064.0
2023-03-06,18011541457.0
2023-03-07,13136094616.0
2023-03-08,14455756397.0
2023-03-09,23507522544.0
2023-03-10,23497219021.0
2023-03-13,19098878405.0
2023-03-14,17663304650.0
2023-03-15,18628134549.0
2023-03-16,18321589891.0
2023-03-17,16531878640.0
2023-03-20,18075951836.0
2023-03-21,22537319814.0
2023-03-22,16825553274.0
2023-03-23,23691327473.0
2023-03-24,24446268806.0
2023-03-27,20693665632.0
2023-03-28,19028080805.0
2023-03-29,15391131712.0
2023-03-30,18541618038.0
2023-03-31,14734782294.0
2023-04-03,23521760950.0
2023-04-04,18575456102.0
2023-04-05,15390577897.0
2023-04-06,16484167127.0
2023-04-10,17095599838.0
2023-04-11,16838331323.0
2023-04-12,16920696575.0
2023-04-13,20535414875.0
2023-04-14,17983076771.0
2023-04-17,18682785574.0
2023-04-18,14762614574.0
2023-04-19,15372253741.0
2023-04-20,17344307007.0
2023-04-21,19015492661.0
2023-04-24,18952532466.0
2023-04-25,15121815631.0
2023-04-26,13554692718.0
2023-04-27,19292642722.0
2023-04-28,22924857264.0
2023-05-01,22921352370.0
2023-05-02,19242842555.0
2023-05-03,19848529945.0
2023-05-04,22677735587.0
2023-05-05,17057101905.0
2023-05-08,19473499848.0
2023-05-09,16926190192.0
2023-05-10,11851815639.0
2023-05-11,16121004704.0
2023-05-12,14880989502.0
2023-05-15,12937256582.0
2023-05-16,13918410978.0
2023-05-17,15451935296.0
2023-05-18,14980775065.0
2023-05-19,18419869366.0
2023-05-23,22255854921.0
2023-05-24,15713542501.0
2023-05-25,16892054813.0
2023-05-26,16281455938.0
2023-05-29,17009857370.0
2023-05-30,14179161000.0
2023-05-31,16066127628.0
2023-06-01,17270264716.0
2023-06-02,20032846176.0
2023-06-05,17776002526.0
2023-06-06,16025591204.0
2023-06-07,15756561858.0
2023-06-08,28291350215.0
2023-06-09,15770359039.0
2023-06-12,13084142000.0
2023-06-13,13125131000.0
2023-06-14,12625704590.0
2023-06-15,15703334165.0
2023-06-16,17163359972.0
2023-06-19,9922075914.0
2023-06-20,14152083463.0
2023-06-21,12355546738.0
2023-06-22,12562964521.0
2023-06-23,14866090373.0
2023-06-26,13358460300.0
2023-06-27,14077381081.0
2023-06-28,12201460574.0
2023-06-29,15381511104.0
2023-06-30,15840245940.0
2023-07-04,14256732018.0
2023-07-05,16094471401.0
2023-07-06,17926420013.0
2023-07-07,19860024929.0
2023-07-10,16467937654.0
2023-07-11,15939389278.0
2023-07-12,15287565443.0
2023-07-13,18958847064.0
2023-07-14,19723376953.0
2023-07-17,18893466643.0
2023-07-18,15223467671.0
2023-07-19,13944881676.0
2023-07-20,13759058055.0
2023-07-21,16882139688.0
2023-07-24,15272585508.0
2023-07-25,17826437487.0
2023-07-26,18894600139.0
2023-07-27,18899845718.0
2023-07-28,15774852785.0
2023-07-31,19091399459.0
2023-08-01,16861933358.0
2023-08-02,16824697345.0
2023-08-03,18092408958.0
2023-08-04,17515530943.0
2023-08-08,20403426977.0
2023-08-09,16997837219.0
2023-08-10,15234612682.0
2023-08-11,14355308995.0
2023-08-14,17735792684.0
2023-08-15,19224036570.0
2023-08-16,22626213466.0
2023-08-17,20003718996.0
2023-08-18,20677977454.0
2023-08-21,21743872397.0
2023-08-22,19878771321.0
2023-08-23,20701594810.0
2023-08-24,20397344883.0
2023-08-25,22267606658.0
2023-08-28,21824030128.0
2023-08-29,21164387003.0
2023-08-30,21566200290.0
2023-08-31,17474825294.0
2023-09-01,20788053443.0
2023-09-05,19728326470.0
2023-09-06,21334085969.0
2023-09-07,27976661111.0
2023-09-08,17149746516.0
2023-09-11,18979163000.0
2023-09-12,19014750000.0
2023-09-13,14190092000.0
2023-09-14,16148974000.0
2023-09-15,17821818618.0
2023-09-18,16695241000.0
2023-09-19,15263871000.0
2023-09-20,15571133000.0
2023-09-21,16142778671.0
2023-09-22,16912543188.0
2023-09-25,16028576792.0
2023-09-26,18908919613.0
2023-09-27,15583248842.0
2023-09-28,14535860382.0
2023-09-29,12898642592.0
2023-10-03,21315326700.0
2023-10-04,9339120846.0
2023-10-05,12112098217.0
2023-10-06,19819616230.0
2023-10-10,21970731587.0
2023-10-11,20337271707.0
2023-10-12,17673693180.0
2023-10-13,19373634307.0
2023-10-16,16183203534.0
2023-10-17,17950782102.0
2023-10-18,16497413273.0
2023-10-19,17037490343.0
2023-10-20,14580014162.0
2023-10-23,16719001056.0
2023-10-24,14179930759.0
2023-10-25,14760281466.0
2023-10-26,20607837521.0
2023-10-27,17195064729.0
2023-10-30,18010841262.0
2023-10-31,14627188334.0
2023-11-01,21390425552.0
2023-11-02,14188869591.0
2023-11-03,19605508252.0
2023-11-06,18826814000.0
2023-11-07,19852464000.0
2023-11-08,16639126193.0
2023-11-09,17778166283.0
2023-11-10,20544200930.0
2023-11-14,19264159542.0
2023-11-15,18068478430.0
2023-11-16,17996962329.0
2023-11-17,21638241163.0
2023-11-20,13577961112.0
2023-11-21,18947798785.0
2023-11-22,20847801901.0
2023-11-23,18121432592.0
2023-11-24,18177441421.0
2023-11-27,14341616366.0
2023-11-28,16211833591.0
2023-11-29,15196636624.0
2023-11-30,15111144062.0
2023-12-01,14978273616.0
2023-12-04,19144261574.0
2023-12-05,20894471912.0
2023-12-06,13850637184.0
2023-12-07,20331093836.0
2023-12-08,18026743218.0
2023-12-11,16216027862.0
2023-12-12,16761962812.0
2023-12-13,17998962560.0
2023-12-14,20515001896.0
2023-12-15,21361015255.0
2023-12-18,24324362822.0
2023-12-19,18851729328.0
2023-12-20,24553408231.0
2023-12-21,23450127978.0
2023-12-22,20261128909.0
2023-12-27,21441861258.0
2023-12-28,17906903905.0
2023-12-29,23377894078.0
2024-01-02,19060631337.0
2024-01-03,19190445138.0
2024-01-04,17752557489.0
2024-01-05,16892307327.0
2024-01-08,13593633256.0
2024-01-09,11550760091.0
2024-01-10,14762170298.0
2024-01-11,18681485801.0
2024-01-12,15146063205.0
2024-01-15,15859442979.0
2024-01-16,17898555590.0
2024-01-17,16839241302.0
2024-01-18,18764516351.0
2024-01-19,15474141174.0
2024-01-22,19361107135.0
2024-01-23,15139226588.0
2024-01-24,17817682431.0
2024-01-25,21960894396.0
2024-01-26,26336683676.0
2024-01-29,19062067945.0
2024-01-30,20093108148.0
2024-01-31,19780441982.0
2024-02-01,22962033839.0
2024-02-02,18865154508.0
2024-02-05,19208954269.0
2024-02-06,19661522727.0
2024-02-07,20674625971.0
2024-02-08,19088928741.0
2024-02-09,20952003045.0
2024-02-12,27221192842.0
2024-02-13,19109889955.0
2024-02-14,22080275986.0
2024-02-15,19249478043.0
2024-02-16,24465521451.0
2024-02-20,17151373844.0
2024-02-21,26514156668.0
2024-02-22,22851950783.0
2024-02-23,17797626993.0
2024-02-26,21333850369.0
2024-02-27,19256413024.0
2024-02-28,17769441779.0
2024-02-29,23631077560.0
2024-03-01,21419005583.0
2024-03-04,23105487104.0
2024-03-05,23897291777.0
2024-03-06,24754421795.0
2024-03-07,27438301495.0
2024-03-08,21595409722.0
2024-03-11,22423496461.0
2024-03-12,23483375439.0
2024-03-13,24484657734.0
2024-03-14,26303286333.0
2024-03-15,16040730431.0
2024-03-18,23662171277.0
2024-03-19,23589069479.0
2024-03-20,24292143835.0
2024-03-21,25973932121.0
2024-03-22,23869605145.0
2024-03-25,24429572583.0
2024-03-26,23956076678.0
2024-03-27,19312372534.0
2024-03-28,23083424801.0
2024-04-01,21794068996.0
2024-04-02,22155828168.0
2024-04-03,23734101517.0
2024-04-04,20574297153.0
2024-04-05,17927193882.0
2024-04-08,18637875771.0
2024-04-09,23868108887.0
2024-04-10,24670866799.0
2024-04-11,26607540439.0
2024-04-12,22951610869.0
2024-04-15,33487796191.0
2024-04-16,24741195379.0
2024-04-17,24924330614.0
2024-04-18,27672920967.0
2024-04-19,20295407574.0
2024-04-22,25139931973.0
2024-04-23,24722913149.0
2024-04-24,22292965194.0
2024-04-25,26012319161.0
2024-04-26,20376867595.0
2024-04-29,21252681749.0
2024-04-30,22069735658.0
2024-05-01,20758045872.0
2024-05-02,29041643655.0
2024-05-03,22404791706.0
2024-05-06,26671677034.0
2024-05-07,23354328037.0
2024-05-08,19132655202.0
2024-05-09,21053541802.0
2024-05-10,25013599334.0
2024-05-13,19627706383.0
2024-05-14,19295522416.0
2024-05-15,22868561084.0
2024-05-16,21514234641.0
2024-05-17,24034118089.0
2024-05-21,27183403451.0
2024-05-22,25279634109.0
2024-05-23,28194495754.0
2024-05-24,20924372417.0
2024-05-27,18823447477.0
2024-05-28,27812690061.0
2024-05-29,39189006819.0
2024-05-30,37507873133.0
2024-05-31,37097108495.0
2024-06-03,43656697898.0
2024-06-04,56540819503.0
2024-06-05,50292361174.0
2024-06-06,69356979320.0
2024-06-07,54097443135.0
2024-06-10,48344620150.0
2024-06-11,45940544134.0
2024-06-12,52830268521.0
