date,CORRA.COMPOUNDED.INDEX
2024-10-04,111.20630321
2024-10-07,111.24560626
2024-10-08,111.25871191
2024-10-09,111.2718191
2024-10-10,111.28501929
2024-10-11,111.29812958
2024-10-15,111.35069889
2024-10-16,111.36387793
2024-10-17,111.37699751
2024-10-18,111.39011864
2024-10-21,111.42948665
2024-10-22,111.44261396
2024-10-23,111.45574282
2024-10-24,111.46893429
2024-10-25,111.48056981
2024-10-28,111.51548003
2024-10-29,111.52712041
2024-10-30,111.53876201
2024-10-31,111.55040483
2024-11-01,111.56214054
2024-11-04,111.597168
2024-11-05,111.60881691
2024-11-06,111.62043645
2024-11-07,111.63208779
2024-11-08,111.64370976
2024-11-12,111.69020249
2024-11-13,111.70183051
2024-11-14,111.71345974
2024-11-15,111.72505957
2024-11-18,111.7598627
2024-11-19,111.77146735
2024-11-20,111.78304259
2024-11-21,111.79464965
2024-11-22,111.80625791
2024-11-25,111.84099443
2024-11-26,111.85257687
2024-11-27,111.86416051
2024-11-28,111.87574534
2024-11-29,111.88733138
2024-12-02,111.92209309
2024-12-03,111.93368392
2024-12-04,111.94527596
2024-12-05,111.95689987
2024-12-06,111.96849431
2024-12-09,112.00337326
2024-12-10,112.0150032
2024-12-11,112.02663435
2024-12-12,112.03823601
2024-12-13,112.0483348
2024-12-16,112.0786339
2024-12-17,112.08876703
2024-12-18,112.09890109
2024-12-19,112.10912819
2024-12-20,112.11935623
2024-12-23,112.15004314
2024-12-24,112.16024419
2024-12-27,112.19057355
2024-12-30,112.22109553
2024-12-31,112.23127229
2025-01-02,112.25168916
2025-01-03,112.26183794
2025-01-06,112.29219477
2025-01-07,112.30231645
2025-01-08,112.31243905
2025-01-09,112.32253178
2025-01-10,112.33262542
2025-01-13,112.3630014
2025-01-14,112.37312946
2025-01-15,112.38325843
2025-01-16,112.39341911
2025-01-17,112.40358071
2025-01-20,112.43406825
2025-01-21,112.44423353
2025-01-22,112.45436891
2025-01-23,112.46450521
2025-01-24,112.47464242
2025-01-27,112.5050568
2025-01-28,112.51519766
2025-01-29,112.52533944
2025-01-30,112.53551297
2025-01-31,112.54485496
2025-02-03,112.57306826
2025-02-04,112.58241336
2025-02-05,112.59175925
2025-02-06,112.6011059
2025-02-07,112.61042249
2025-02-10,112.63837455
2025-02-11,112.64769422
2025-02-12,112.65701466
2025-02-13,112.66630501
2025-02-14,112.67559612
2025-02-18,112.71276363
2025-02-19,112.72205857
2025-02-20,112.7313234
2025-02-21,112.74058899
2025-02-24,112.76829538
2025-02-25,112.77753311
2025-02-26,112.7867716
2025-02-27,112.79601084
2025-02-28,112.80525084
2025-03-03,112.83306584
2025-03-04,112.8423707
2025-03-05,112.85173816
2025-03-06,112.86107548
2025-03-07,112.87041358
2025-03-10,112.89824464
2025-03-11,112.90755488
2025-03-12,112.91686588
2025-03-13,112.9263014
2025-03-14,112.93490237
2025-03-17,112.96061439
2025-03-18,112.96921797
2025-03-19,112.97779125
2025-03-20,112.98633423
2025-03-21,112.99487785
2025-03-24,113.02041779
2025-03-25,113.02893303
2025-03-26,113.03744891
2025-03-27,113.0459964
2025-03-28,113.0545755
2025-03-31,113.08031478
2025-04-01,113.08889649
2025-04-02,113.09747885
2025-04-03,113.10609285
2025-04-04,113.11467652
2025-04-07,113.14042948
2025-04-08,113.14898475
2025-04-09,113.15750968
2025-04-10,113.16603524
2025-04-11,113.17459245
2025-04-14,113.20035905
2025-04-15,113.20888785
2025-04-16,113.2174483
2025-04-17,113.2260094
2025-04-21,113.26025639
2025-04-22,113.2687897
2025-04-23,113.27732365
2025-04-24,113.28588928
2025-04-25,113.29442451
2025-04-28,113.32003216
2025-04-29,113.32856997
2025-04-30,113.33710842
2025-05-01,113.34570962
2025-05-02,113.35424937
2025-05-05,113.37987053
2025-05-06,113.38841285
2025-05-07,113.39695582
2025-05-08,113.40549942
2025-05-09,113.41404367
2025-05-12,113.43967835
2025-05-13,113.44822518
2025-05-14,113.45677265
2025-05-15,113.46528968
2025-05-16,113.47380734
2025-05-20,113.50812928
2025-05-21,113.51668127
2025-05-22,113.52529609
2025-05-23,113.53388047
2025-05-26,113.55963556
2025-05-27,113.56819142
2025-05-28,113.57674793
2025-05-29,113.58530508
2025-05-30,113.59386288
2025-06-02,113.61963157
2025-06-03,113.62828534
2025-06-04,113.6368775
2025-06-05,113.64547032
2025-06-06,113.65406378
2025-06-09,113.67975272
2025-06-10,113.68831763
2025-06-11,113.69688319
2025-06-12,113.70544939
2025-06-13,113.71401624
2025-06-16,113.73971872
2025-06-17,113.74828815
2025-06-18,113.75685823
2025-06-19,113.76542895
2025-06-20,113.77400032
2025-06-23,113.79971636
2025-06-24,113.80829031
2025-06-25,113.81686491
2025-06-26,113.82544015
2025-06-27,113.83401604
2025-06-30,113.85974565
2025-07-02,113.8769026
2025-07-03,113.88548236
2025-07-04,113.89406278
2025-07-07,113.91980595
2025-07-08,113.92838895
2025-07-09,113.9369726
2025-07-10,113.94555689
2025-07-11,113.95414183
2025-07-14,113.97989859
2025-07-15,113.98848612
2025-07-16,113.99710552
2025-07-17,114.00572557
2025-07-18,114.01434628
2025-07-21,114.04021036
2025-07-22,114.04883367
2025-07-23,114.05742639
2025-07-24,114.06601976
2025-07-25,114.07461377
2025-07-28,114.10039776
2025-07-29,114.10899437
2025-07-30,114.11762288
2025-07-31,114.12628332
2025-08-01,114.13491314
2025-08-05,114.16943504
2025-08-06,114.17803685
2025-08-07,114.1866393
2025-08-08,114.19527369
2025-08-11,114.22117881
2025-08-12,114.22981581
2025-08-13,114.23848476
2025-08-14,114.24712306
2025-08-15,114.25576203
2025-08-18,114.28177478
2025-08-19,114.29044767
2025-08-20,114.2990899
2025-08-21,114.30773279
2025-08-22,114.31637634
2025-08-25,114.34240289
2025-08-26,114.35108038
2025-08-27,114.35975853
2025-08-28,114.36840601
2025-08-29,114.37705414
2025-09-02,114.41177463
2025-09-03,114.42055142
2025-09-04,114.42932889
2025-09-05,114.43807568
2025-09-08,114.46441211
2025-09-09,114.47319294
2025-09-10,114.48197445
2025-09-11,114.49078799
2025-09-12,114.49960221
2025-09-15,114.5258587
2025-09-16,114.534707
2025-09-17,114.54355598
2025-09-18,114.55234288
2025-09-19,114.56034585
2025-09-22,114.58445061
2025-09-23,114.59245582
2025-09-24,114.60046159
2025-09-25,114.60846793
2025-09-26,114.61647482
2025-09-29,114.64059138
2025-10-01,114.65667248
2025-10-02,114.66471415
2025-10-03,114.67275639
2025-10-06,114.69688479
2025-10-07,114.70486644
2025-10-08,114.71281721
2025-10-09,114.72073711
2025-10-10,114.72865756
2025-10-14,114.76034153
2025-10-15,114.76826471
2025-10-16,114.77621988
2025-10-17,114.7841756
2025-10-20,114.80804442
2025-10-21,114.81597089
2025-10-22,114.82389791
2025-10-23,114.83182548
2025-10-24,114.83975359
2025-10-27,114.86344519
2025-10-28,114.87137549
2025-10-29,114.87930633
2025-10-30,114.88723773
2025-10-31,114.89441425
2025-11-03,114.91660618
2025-11-04,114.92400492
2025-11-05,114.93121522
2025-11-06,114.938363
2025-11-07,114.94551122
2025-11-10,114.96695722
2025-11-12,114.98125722
2025-11-13,114.98840811
2025-11-14,114.99552794
2025-11-17,115.01679423
2025-11-18,115.02391582
2025-11-19,115.03100634
2025-11-20,115.03809729
2025-11-21,115.04518868
2025-11-24,115.0663696
2025-11-25,115.07343121
2025-11-26,115.08049325
2025-11-27,115.08755572
2025-11-28,115.09461863
2025-12-01,115.11590325
2025-12-02,115.12299944
2025-12-03,115.13006452
2025-12-04,115.13713004
2025-12-05,115.14422753
2025-12-08,115.16552133
2025-12-09,115.17262057
2025-12-10,115.17972025
2025-12-11,115.18682037
2025-12-12,115.19392093
2025-12-15,115.2153186
2025-12-16,115.22245248
2025-12-17,115.2295868
2025-12-18,115.23672156
2025-12-19,115.24388834
2025-12-22,115.26539001
2025-12-23,115.27259014
2025-12-24,115.2798539
2025-12-29,115.31617495
2025-12-30,115.32344145
2025-12-31,115.33067681
2026-01-02,115.34521163
2026-01-05,115.36692181
2026-01-06,115.37412829
2026-01-07,115.38133523
2026-01-08,115.38844777
2026-01-09,115.39556076
2026-01-12,115.41690104
2026-01-13,115.42401578
2026-01-14,115.43113096
2026-01-15,115.43824657
2026-01-16,115.44542588
2026-01-19,115.46706004
2026-01-20,115.47424114
2026-01-21,115.48135942
2026-01-22,115.48847813
2026-01-23,115.49559728
2026-01-26,115.51705099
2026-01-27,115.52420355
2026-01-28,115.5313882
2026-01-29,115.53857331
2026-01-30,115.54575886
2026-02-02,115.56760175
2026-02-03,115.57482077
2026-02-04,115.58204024
2026-02-05,115.58929183
2026-02-06,115.59654387
2026-02-09,115.61830135
2026-02-10,115.62555521
2026-02-11,115.63280953
2026-02-12,115.6400643
2026-02-13,115.64725616
2026-02-17,115.67577192
2026-02-18,115.68290262
2026-02-19,115.69003376
2026-02-20,115.69716534
2026-02-23,115.71865648
2026-02-24,115.72582153
2026-02-25,115.73301872
2026-02-26,115.74024807
2026-02-27,115.74747787
2026-03-02,115.76926377
2026-03-03,115.7765271
2026-03-04,115.78382261
2026-03-05,115.79105513
2026-03-06,115.79825638
2026-03-09,115.81976631
2026-03-10,115.82693761
2026-03-11,115.83410936
2026-03-12,115.84128156
2026-03-13,115.84845419
2026-03-16,115.86997344
2026-03-17,115.87714786
2026-03-18,115.88438621
2026-03-19,115.89165676
2026-03-20,115.89892778
2026-03-23,115.92083744
2026-03-24,115.92811028
2026-03-25,115.93541534
2026-03-26,115.94281614
2026-03-27,115.95018566
2026-03-30,115.97200971
2026-03-31,115.97922222
2026-04-01,115.98643517
2026-04-02,115.99364857
2026-04-06,116.02250398
2026-04-07,116.02968784
2026-04-08,116.03687214
2026-04-09,116.04405689
2026-04-10,116.05127388
2026-04-13,116.07321234
2026-04-14,116.08052654
2026-04-15,116.0878412
2026-04-16,116.09525174
2026-04-17,116.10259914
2026-04-20,116.1245473
2026-04-21,116.13180111
2026-04-22,116.13905537
2026-04-23,116.14637372
2026-04-24,116.15369253
2026-04-27,116.17593676
2026-04-28,116.1833211
2026-04-29,116.19064224
2026-04-30,116.19796384
2026-05-01,116.2052859
2026-05-04,116.22706245
2026-05-05,116.23438635
2026-05-06,116.24164702
2026-05-07,116.24890814
2026-05-08,116.25613787
2026-05-11,116.27773284
2026-05-12,116.28490065
2026-05-13,116.2920689
2026-05-14,116.29923759
2026-05-15,116.30640672
2026-05-19,116.33508501
2026-05-20,116.34225635
2026-05-21,116.34946001
2026-05-22,116.35666411
2026-05-25,116.37827776
2026-05-26,116.38551553
2026-05-27,116.39275375
2026-05-28,116.39992865
2026-05-29,116.40710399
2026-06-01,116.42863133
2026-06-02,116.43584034
2026-06-03,116.44304979
2026-06-04,116.45032349
2026-06-05,116.45753384
2026-06-08,116.47916622
2026-06-09,116.48637836
2026-06-10,116.49359094
2026-06-11,116.50077205
2026-06-12,116.50801744
2026-06-15,116.52975497
2026-06-16,116.53700216
2026-06-17,116.54428173
2026-06-18,116.55159369
2026-06-19,116.55893803
2026-06-22,116.58125987
2026-06-23,116.58860609
2026-06-24,116.59595276
2026-06-25,116.60329991
2026-06-26,116.61067946
2026-06-29,116.63291536
2026-06-30,116.64029678
2026-07-02,116.65525231
2026-07-03,116.66260319
2026-07-06,116.6847531
2026-07-07,116.69213781
2026-07-08,116.69942707
2026-07-09,116.70671679
2026-07-10,116.71403893
2026-07-13,116.73610268
2026-07-14,116.74345866
2026-07-15,116.75075112
2026-07-16,116.75814001
2026-07-17,116.76549737
2026-07-20,116.78747488
2026-07-21,116.79480209
2026-07-22,116.80212976
2026-07-23,116.8094259
2026-07-24,116.81669048
2026-07-27,116.83858161
2026-07-28,116.84588002
2026-07-29,116.85317889
2026-07-30,116.86057425
2026-07-31,116.86797009
2026-08-04,116.89832374
2026-08-05,116.90578602
2026-08-06,116.91318471
2026-08-07,116.92055184
2026-08-10,116.94265463
2026-08-11,116.94995954
2026-08-12,116.95723287
2026-08-13,116.96450665
2026-08-14,116.97178088
2026-08-17,116.99350879
2026-08-18,117.00078482
2026-08-19,117.00802925
2026-08-20,117.01527414
2026-08-21,117.02248741
2026-08-24,117.04412855
2026-08-25,117.0513436
2026-08-26,117.05855909
2026-08-27,117.06577503
2026-08-28,117.07299142
2026-08-31,117.0946419
2026-09-01,117.10192422
2026-09-02,117.10927117
2026-09-03,117.11665066
2026-09-04,117.12403061
2026-09-08,117.15342393
2026-09-09,117.1607741
2026-09-10,117.16812474
2026-09-11,117.17550793
