date,EST.B.EU000A2X2A25.TT
2021-06-03,43233.0
2021-06-04,47087.0
2021-06-07,46150.0
2021-06-08,43660.0
2021-06-09,43666.0
2021-06-10,40680.0
2021-06-11,45334.0
2021-06-14,45066.0
2021-06-15,50091.0
2021-06-16,43971.0
2021-06-17,42415.0
2021-06-18,41618.0
2021-06-21,43721.0
2021-06-22,41014.0
2021-06-23,40523.0
2021-06-24,40796.0
2021-06-25,40811.0
2021-06-28,41677.0
2021-06-29,37503.0
2021-06-30,34473.0
2021-07-01,43218.0
2021-07-02,46025.0
2021-07-05,51933.0
2021-07-06,46373.0
2021-07-07,48092.0
2021-07-08,50011.0
2021-07-09,52139.0
2021-07-12,42542.0
2021-07-13,47559.0
2021-07-14,47230.0
2021-07-15,49676.0
2021-07-16,50450.0
2021-07-19,50509.0
2021-07-20,49967.0
2021-07-21,52586.0
2021-07-22,40605.0
2021-07-23,50208.0
2021-07-26,49755.0
2021-07-27,54696.0
2021-07-28,50519.0
2021-07-29,47964.0
2021-07-30,43874.0
2021-08-02,44914.0
2021-08-03,53388.0
2021-08-04,54069.0
2021-08-05,47580.0
2021-08-06,55680.0
2021-08-09,51272.0
2021-08-10,51988.0
2021-08-11,50480.0
2021-08-12,51208.0
2021-08-13,49636.0
2021-08-16,49862.0
2021-08-17,51196.0
2021-08-18,51169.0
2021-08-19,49694.0
2021-08-20,48770.0
2021-08-23,48214.0
2021-08-24,45630.0
2021-08-25,40667.0
2021-08-26,43115.0
2021-08-27,39125.0
2021-08-30,40393.0
2021-08-31,46830.0
2021-09-01,47799.0
2021-09-02,47228.0
2021-09-03,46009.0
2021-09-06,48588.0
2021-09-07,51173.0
2021-09-08,50012.0
2021-09-09,50201.0
2021-09-10,50435.0
2021-09-13,52439.0
2021-09-14,50608.0
2021-09-15,49011.0
2021-09-16,41040.0
2021-09-17,48899.0
2021-09-20,40441.0
2021-09-21,43817.0
2021-09-22,40309.0
2021-09-23,45692.0
2021-09-24,44105.0
2021-09-27,42149.0
2021-09-28,45320.0
2021-09-29,42694.0
2021-09-30,44503.0
2021-10-01,44137.0
2021-10-04,49035.0
2021-10-05,49171.0
2021-10-06,47637.0
2021-10-07,47598.0
2021-10-08,53048.0
2021-10-11,49032.0
2021-10-12,51461.0
2021-10-13,51383.0
2021-10-14,51894.0
2021-10-15,55452.0
2021-10-18,52371.0
2021-10-19,50367.0
2021-10-20,48089.0
2021-10-21,49298.0
2021-10-22,50668.0
2021-10-25,54376.0
2021-10-26,52184.0
2021-10-27,51795.0
2021-10-28,52440.0
2021-10-29,43411.0
2021-11-01,51915.0
2021-11-02,61435.0
2021-11-03,57799.0
2021-11-04,56563.0
2021-11-05,57861.0
2021-11-08,58809.0
2021-11-09,58786.0
2021-11-10,52346.0
2021-11-11,51698.0
2021-11-12,51705.0
2021-11-15,52188.0
2021-11-16,54626.0
2021-11-17,51193.0
2021-11-18,51693.0
2021-11-19,52996.0
2021-11-22,55515.0
2021-11-23,51820.0
2021-11-24,50814.0
2021-11-25,48079.0
2021-11-26,47414.0
2021-11-29,50121.0
2021-11-30,49024.0
2021-12-01,57156.0
2021-12-02,58888.0
2021-12-03,56585.0
2021-12-06,55956.0
2021-12-07,53373.0
2021-12-08,52044.0
2021-12-09,48196.0
2021-12-10,47274.0
2021-12-13,45877.0
2021-12-14,46144.0
2021-12-15,41887.0
2021-12-16,43249.0
2021-12-17,44473.0
2021-12-20,38584.0
2021-12-21,40889.0
2021-12-22,34591.0
2021-12-23,28739.0
2021-12-24,20979.0
2021-12-27,28533.0
2021-12-28,29069.0
2021-12-29,41073.0
2021-12-30,34922.0
2021-12-31,13648.0
2022-01-03,34989.0
2022-01-04,54350.0
2022-01-05,47707.0
2022-01-06,52354.0
2022-01-07,53850.0
2022-01-10,56568.0
2022-01-11,58208.0
2022-01-12,53460.0
2022-01-13,55734.0
2022-01-14,58192.0
2022-01-17,61387.0
2022-01-18,57391.0
2022-01-19,59057.0
2022-01-20,59181.0
2022-01-21,60385.0
2022-01-24,56792.0
2022-01-25,55916.0
2022-01-26,53985.0
2022-01-27,49701.0
2022-01-28,49577.0
2022-01-31,51251.0
2022-02-01,61839.0
2022-02-02,59971.0
2022-02-03,57713.0
2022-02-04,59809.0
2022-02-07,59909.0
2022-02-08,64910.0
2022-02-09,59604.0
2022-02-10,57260.0
2022-02-11,57333.0
2022-02-14,58941.0
2022-02-15,56535.0
2022-02-16,55371.0
2022-02-17,56707.0
2022-02-18,56196.0
2022-02-21,56931.0
2022-02-22,55856.0
2022-02-23,52700.0
2022-02-24,51865.0
2022-02-25,51503.0
2022-02-28,49166.0
2022-03-01,60449.0
2022-03-02,58868.0
2022-03-03,58643.0
2022-03-04,57620.0
2022-03-07,63220.0
2022-03-08,62845.0
2022-03-09,60292.0
2022-03-10,57504.0
2022-03-11,55136.0
2022-03-14,56222.0
2022-03-15,58829.0
2022-03-16,57659.0
2022-03-17,55349.0
2022-03-18,58552.0
2022-03-21,59267.0
2022-03-22,55017.0
2022-03-23,53456.0
2022-03-24,51984.0
2022-03-25,49459.0
2022-03-28,51272.0
2022-03-29,50828.0
2022-03-30,48039.0
2022-03-31,49246.0
2022-04-01,47352.0
2022-04-04,53551.0
2022-04-05,50523.0
2022-04-06,50236.0
2022-04-07,46296.0
2022-04-08,47007.0
2022-04-11,51375.0
2022-04-12,49164.0
2022-04-13,48787.0
2022-04-14,49464.0
2022-04-19,56421.0
2022-04-20,52926.0
2022-04-21,52801.0
2022-04-22,52795.0
2022-04-25,54530.0
2022-04-26,54528.0
2022-04-27,52664.0
2022-04-28,50131.0
2022-04-29,32825.0
2022-05-02,37633.0
2022-05-03,42286.0
2022-05-04,54230.0
2022-05-05,53671.0
2022-05-06,50704.0
2022-05-09,50849.0
2022-05-10,49803.0
2022-05-11,50222.0
2022-05-12,51681.0
2022-05-13,50090.0
2022-05-16,50348.0
2022-05-17,50165.0
2022-05-18,52370.0
2022-05-19,52549.0
2022-05-20,51990.0
2022-05-23,50977.0
2022-05-24,48403.0
2022-05-25,37427.0
2022-05-26,30811.0
2022-05-27,50882.0
2022-05-30,52570.0
2022-05-31,46639.0
2022-06-01,42701.0
2022-06-02,43042.0
2022-06-03,30981.0
2022-06-06,33909.0
2022-06-07,52531.0
2022-06-08,52783.0
2022-06-09,54342.0
2022-06-10,52937.0
2022-06-13,53122.0
2022-06-14,54692.0
2022-06-15,41842.0
2022-06-16,35547.0
2022-06-17,52402.0
2022-06-20,54669.0
2022-06-21,54285.0
2022-06-22,49124.0
2022-06-23,46555.0
2022-06-24,46271.0
2022-06-27,49738.0
2022-06-28,49215.0
2022-06-29,45127.0
2022-06-30,43590.0
2022-07-01,53342.0
2022-07-04,61578.0
2022-07-05,57639.0
2022-07-06,56374.0
2022-07-07,55287.0
2022-07-08,52226.0
2022-07-11,55865.0
2022-07-12,53209.0
2022-07-13,52524.0
2022-07-14,53633.0
2022-07-15,56918.0
2022-07-18,58518.0
2022-07-19,57407.0
2022-07-20,56812.0
2022-07-21,57875.0
2022-07-22,59491.0
2022-07-25,63203.0
2022-07-26,64954.0
2022-07-27,57526.0
2022-07-28,56028.0
2022-07-29,56544.0
2022-08-01,61402.0
2022-08-02,62019.0
2022-08-03,59914.0
2022-08-04,57966.0
2022-08-05,57294.0
2022-08-08,55066.0
2022-08-09,57449.0
2022-08-10,56145.0
2022-08-11,54669.0
2022-08-12,43872.0
2022-08-15,45407.0
2022-08-16,57939.0
2022-08-17,56364.0
2022-08-18,53819.0
2022-08-19,52193.0
2022-08-22,50308.0
2022-08-23,47921.0
2022-08-24,46904.0
2022-08-25,45309.0
2022-08-26,42493.0
2022-08-29,41119.0
2022-08-30,47754.0
2022-08-31,46032.0
2022-09-01,48239.0
2022-09-02,49689.0
2022-09-05,53309.0
2022-09-06,52441.0
2022-09-07,57506.0
2022-09-08,56029.0
2022-09-09,61967.0
2022-09-12,64826.0
2022-09-13,72736.0
2022-09-14,80024.0
2022-09-15,78908.0
2022-09-16,68082.0
2022-09-19,64024.0
2022-09-20,69100.0
2022-09-21,61597.0
2022-09-22,59724.0
2022-09-23,64010.0
2022-09-26,62851.0
2022-09-27,57680.0
2022-09-28,51093.0
2022-09-29,50732.0
2022-09-30,35544.0
2022-10-03,51661.0
2022-10-04,68294.0
2022-10-05,63955.0
2022-10-06,71592.0
2022-10-07,70327.0
2022-10-10,67345.0
2022-10-11,61477.0
2022-10-12,62435.0
2022-10-13,62243.0
2022-10-14,62530.0
2022-10-17,62853.0
2022-10-18,66734.0
2022-10-19,69700.0
2022-10-20,69925.0
2022-10-21,67191.0
2022-10-24,63885.0
2022-10-25,72486.0
2022-10-26,71262.0
2022-10-27,70656.0
2022-10-28,63620.0
2022-10-31,48467.0
2022-11-01,63619.0
2022-11-02,78196.0
2022-11-03,75612.0
2022-11-04,68043.0
2022-11-07,74250.0
2022-11-08,72832.0
2022-11-09,73232.0
2022-11-10,64502.0
2022-11-11,64567.0
2022-11-14,73688.0
2022-11-15,73863.0
2022-11-16,72887.0
2022-11-17,74283.0
2022-11-18,71998.0
2022-11-21,71755.0
2022-11-22,69424.0
2022-11-23,69635.0
2022-11-24,67439.0
2022-11-25,65891.0
2022-11-28,66497.0
2022-11-29,62328.0
2022-11-30,55636.0
2022-12-01,63638.0
2022-12-02,67719.0
2022-12-05,70191.0
2022-12-06,68140.0
2022-12-07,68340.0
2022-12-08,64211.0
2022-12-09,61136.0
2022-12-12,59004.0
2022-12-13,59597.0
2022-12-14,57818.0
2022-12-15,56994.0
2022-12-16,51586.0
2022-12-19,58519.0
2022-12-20,55299.0
2022-12-21,53779.0
2022-12-22,50329.0
2022-12-23,37171.0
2022-12-27,37751.0
2022-12-28,47358.0
2022-12-29,48172.0
2022-12-30,21896.0
2023-01-02,40569.0
2023-01-03,60166.0
2023-01-04,62554.0
2023-01-05,58241.0
2023-01-06,62072.0
2023-01-09,72425.0
2023-01-10,69464.0
2023-01-11,68342.0
2023-01-12,69054.0
2023-01-13,66842.0
2023-01-16,70073.0
2023-01-17,63933.0
2023-01-18,63490.0
2023-01-19,61793.0
2023-01-20,61136.0
2023-01-23,61119.0
2023-01-24,59356.0
2023-01-25,54724.0
2023-01-26,55101.0
2023-01-27,55529.0
2023-01-30,56238.0
2023-01-31,53564.0
2023-02-01,61389.0
2023-02-02,62016.0
2023-02-03,60604.0
2023-02-06,62633.0
2023-02-07,65486.0
2023-02-08,67762.0
2023-02-09,63901.0
2023-02-10,62565.0
2023-02-13,64095.0
2023-02-14,66769.0
2023-02-15,64905.0
2023-02-16,60913.0
2023-02-17,61164.0
2023-02-20,61509.0
2023-02-21,62118.0
2023-02-22,62883.0
2023-02-23,59267.0
2023-02-24,58604.0
2023-02-27,56732.0
2023-02-28,52766.0
2023-03-01,56327.0
2023-03-02,57449.0
2023-03-03,58001.0
2023-03-06,65445.0
2023-03-07,65310.0
2023-03-08,62619.0
2023-03-09,65684.0
2023-03-10,61813.0
2023-03-13,68690.0
2023-03-14,65706.0
2023-03-15,60261.0
2023-03-16,65800.0
2023-03-17,63966.0
2023-03-20,71668.0
2023-03-21,72609.0
2023-03-22,73949.0
2023-03-23,66025.0
2023-03-24,63790.0
2023-03-27,58900.0
2023-03-28,62061.0
2023-03-29,58622.0
2023-03-30,55196.0
2023-03-31,52387.0
2023-04-03,58854.0
2023-04-04,62307.0
2023-04-05,62246.0
2023-04-06,60428.0
2023-04-11,65884.0
2023-04-12,67556.0
2023-04-13,63211.0
2023-04-14,59787.0
2023-04-17,63547.0
2023-04-18,68036.0
2023-04-19,64902.0
2023-04-20,62856.0
2023-04-21,59794.0
2023-04-24,59736.0
2023-04-25,62812.0
2023-04-26,61905.0
2023-04-27,57355.0
2023-04-28,51996.0
2023-05-02,65823.0
2023-05-03,67244.0
2023-05-04,72042.0
2023-05-05,59669.0
2023-05-08,60288.0
2023-05-09,71757.0
2023-05-10,73385.0
2023-05-11,73512.0
2023-05-12,69524.0
2023-05-15,69394.0
2023-05-16,66147.0
2023-05-17,51541.0
2023-05-18,47245.0
2023-05-19,60448.0
2023-05-22,66982.0
2023-05-23,64741.0
2023-05-24,63786.0
2023-05-25,67877.0
2023-05-26,45100.0
2023-05-29,38105.0
2023-05-30,67350.0
2023-05-31,65465.0
2023-06-01,68127.0
2023-06-02,63724.0
2023-06-05,67520.0
2023-06-06,66595.0
2023-06-07,61270.0
2023-06-08,57060.0
2023-06-09,60299.0
2023-06-12,65206.0
2023-06-13,63013.0
2023-06-14,62361.0
2023-06-15,63486.0
2023-06-16,61559.0
2023-06-19,68345.0
2023-06-20,68151.0
2023-06-21,68888.0
2023-06-22,66147.0
2023-06-23,63330.0
2023-06-26,66302.0
2023-06-27,44339.0
2023-06-28,62175.0
2023-06-29,59039.0
2023-06-30,54440.0
2023-07-03,71115.0
2023-07-04,70015.0
2023-07-05,65707.0
2023-07-06,60693.0
2023-07-07,58522.0
2023-07-10,59602.0
2023-07-11,59026.0
2023-07-12,60154.0
2023-07-13,58592.0
2023-07-14,59950.0
2023-07-17,64591.0
2023-07-18,66299.0
2023-07-19,66284.0
2023-07-20,62567.0
2023-07-21,58871.0
2023-07-24,62607.0
2023-07-25,62865.0
2023-07-26,62277.0
2023-07-27,56915.0
2023-07-28,55643.0
2023-07-31,55532.0
2023-08-01,67737.0
2023-08-02,66373.0
2023-08-03,59030.0
2023-08-04,57367.0
2023-08-07,63710.0
2023-08-08,63032.0
2023-08-09,66877.0
2023-08-10,61856.0
2023-08-11,60340.0
2023-08-14,52135.0
2023-08-15,49828.0
2023-08-16,60308.0
2023-08-17,62347.0
2023-08-18,60583.0
2023-08-21,63692.0
2023-08-22,63994.0
2023-08-23,66859.0
2023-08-24,68455.0
2023-08-25,57472.0
2023-08-28,54082.0
2023-08-29,59246.0
2023-08-30,58209.0
2023-08-31,51607.0
2023-09-01,63929.0
2023-09-04,61244.0
2023-09-05,56037.0
2023-09-06,56487.0
2023-09-07,57676.0
2023-09-08,56720.0
2023-09-11,60766.0
2023-09-12,60317.0
2023-09-13,59384.0
2023-09-14,58402.0
2023-09-15,61884.0
2023-09-18,62423.0
2023-09-19,61995.0
2023-09-20,66589.0
2023-09-21,58631.0
2023-09-22,56917.0
2023-09-25,61800.0
2023-09-26,59418.0
2023-09-27,57118.0
2023-09-28,56140.0
2023-09-29,46409.0
2023-10-02,58997.0
2023-10-03,58245.0
2023-10-04,58453.0
2023-10-05,60302.0
2023-10-06,64631.0
2023-10-09,65601.0
2023-10-10,62649.0
2023-10-11,60959.0
2023-10-12,60525.0
2023-10-13,58666.0
2023-10-16,59859.0
2023-10-17,59751.0
2023-10-18,58447.0
2023-10-19,56304.0
2023-10-20,54814.0
2023-10-23,57204.0
2023-10-24,57841.0
2023-10-25,57445.0
2023-10-26,56466.0
2023-10-27,55979.0
2023-10-30,55708.0
2023-10-31,43203.0
2023-11-01,53935.0
2023-11-02,62688.0
2023-11-03,62644.0
2023-11-06,67284.0
2023-11-07,66009.0
2023-11-08,64051.0
2023-11-09,62032.0
2023-11-10,58443.0
2023-11-13,61469.0
2023-11-14,64341.0
2023-11-15,64207.0
2023-11-16,58841.0
2023-11-17,58726.0
2023-11-20,60329.0
2023-11-21,59916.0
2023-11-22,63077.0
2023-11-23,62938.0
2023-11-24,59214.0
2023-11-27,58707.0
2023-11-28,56462.0
2023-11-29,59425.0
2023-11-30,53155.0
2023-12-01,59876.0
2023-12-04,62751.0
2023-12-05,61762.0
2023-12-06,59622.0
2023-12-07,59408.0
2023-12-08,58052.0
2023-12-11,47179.0
2023-12-12,55328.0
2023-12-13,57182.0
2023-12-14,58391.0
2023-12-15,57164.0
2023-12-18,62364.0
2023-12-19,58361.0
2023-12-20,57872.0
2023-12-21,54035.0
2023-12-22,51884.0
2023-12-27,52552.0
2023-12-28,57717.0
2023-12-29,43965.0
2024-01-02,63141.0
2024-01-03,65797.0
2024-01-04,65145.0
2024-01-05,63913.0
2024-01-08,64352.0
2024-01-09,63395.0
2024-01-10,59353.0
2024-01-11,59616.0
2024-01-12,57373.0
2024-01-15,54460.0
2024-01-16,59040.0
2024-01-17,59594.0
2024-01-18,57406.0
2024-01-19,59307.0
2024-01-22,61554.0
2024-01-23,61212.0
2024-01-24,56822.0
2024-01-25,57863.0
2024-01-26,54908.0
2024-01-29,54126.0
2024-01-30,58289.0
2024-01-31,49340.0
2024-02-01,60544.0
2024-02-02,60803.0
2024-02-05,62552.0
2024-02-06,50643.0
2024-02-07,58025.0
2024-02-08,58648.0
2024-02-09,57342.0
2024-02-12,56457.0
2024-02-13,57648.0
2024-02-14,54570.0
2024-02-15,54353.0
2024-02-16,55849.0
2024-02-19,59840.0
2024-02-20,58872.0
2024-02-21,60918.0
2024-02-22,59229.0
2024-02-23,57685.0
2024-02-26,58665.0
2024-02-27,54374.0
2024-02-28,54779.0
2024-02-29,48678.0
2024-03-01,56267.0
2024-03-04,56355.0
2024-03-05,60001.0
2024-03-06,61562.0
2024-03-07,58563.0
2024-03-08,58206.0
2024-03-11,61001.0
2024-03-12,61699.0
2024-03-13,61667.0
2024-03-14,54465.0
2024-03-15,50279.0
2024-03-18,52074.0
2024-03-19,52315.0
2024-03-20,53336.0
2024-03-21,51665.0
2024-03-22,53545.0
2024-03-25,51328.0
2024-03-26,49284.0
2024-03-27,49994.0
2024-03-28,47327.0
2024-04-02,53324.0
2024-04-03,55214.0
2024-04-04,55759.0
2024-04-05,55061.0
2024-04-08,56650.0
2024-04-09,55192.0
2024-04-10,56812.0
2024-04-11,53674.0
2024-04-12,50091.0
