date,ILM.D.U2.C.L020200.U2.EUR
2019-02-25,585258.0
2019-02-26,625666.0
2019-02-27,523407.0
2019-02-28,644664.0
2019-03-01,640968.0
2019-03-04,649735.0
2019-03-05,648138.0
2019-03-06,635177.0
2019-03-07,621459.0
2019-03-08,631807.0
2019-03-11,624350.0
2019-03-12,648651.0
2019-03-13,603779.0
2019-03-14,610791.0
2019-03-15,591502.0
2019-03-18,614491.0
2019-03-19,617722.0
2019-03-20,616553.0
2019-03-21,606966.0
2019-03-22,620177.0
2019-03-25,611963.0
2019-03-26,616261.0
2019-03-27,607331.0
2019-03-28,607204.0
2019-03-29,599241.0
2019-04-01,631114.0
2019-04-02,638346.0
2019-04-03,627719.0
2019-04-04,640214.0
2019-04-05,634197.0
2019-04-08,646659.0
2019-04-09,643476.0
2019-04-10,633197.0
2019-04-11,636357.0
2019-04-12,631526.0
2019-04-15,633276.0
2019-04-16,612779.0
2019-04-17,537929.0
2019-04-18,586429.0
2019-04-19,586429.0
2019-04-22,586429.0
2019-04-23,571839.0
2019-04-24,590825.0
2019-04-25,619764.0
2019-04-26,610643.0
2019-04-29,605395.0
2019-04-30,629068.0
2019-05-01,629068.0
2019-05-02,632673.0
2019-05-03,633678.0
2019-05-06,618924.0
2019-05-07,612101.0
2019-05-08,603981.0
2019-05-09,603351.0
2019-05-10,605289.0
2019-05-13,614924.0
2019-05-14,612177.0
2019-05-15,604805.0
2019-05-16,596066.0
2019-05-17,593064.0
2019-05-20,597074.0
2019-05-21,584245.0
2019-05-22,576855.0
2019-05-23,581371.0
2019-05-24,571308.0
2019-05-27,585811.0
2019-05-28,588632.0
2019-05-29,595099.0
2019-05-30,586862.0
2019-05-31,625984.0
2019-06-03,626761.0
2019-06-04,622381.0
2019-06-05,599466.0
2019-06-06,602741.0
2019-06-07,602365.0
2019-06-10,607055.0
2019-06-11,612662.0
2019-06-12,577965.0
2019-06-13,603201.0
2019-06-14,583832.0
2019-06-17,594864.0
2019-06-18,586663.0
2019-06-19,568795.0
2019-06-20,555422.0
2019-06-21,569722.0
2019-06-24,559692.0
2019-06-25,559037.0
2019-06-26,543919.0
2019-06-27,560053.0
2019-06-28,579386.0
2019-07-01,592019.0
2019-07-02,594057.0
2019-07-03,585205.0
2019-07-04,580511.0
2019-07-05,584984.0
2019-07-08,590487.0
2019-07-09,593587.0
2019-07-10,584906.0
2019-07-11,588029.0
2019-07-12,582036.0
2019-07-15,577173.0
2019-07-16,572692.0
2019-07-17,572838.0
2019-07-18,566299.0
2019-07-19,551674.0
2019-07-22,546275.0
2019-07-23,541042.0
2019-07-24,536374.0
2019-07-25,543365.0
2019-07-26,541325.0
2019-07-29,564549.0
2019-07-30,553143.0
2019-07-31,573685.0
2019-08-01,554813.0
2019-08-02,566804.0
2019-08-05,557701.0
2019-08-06,551551.0
2019-08-07,556634.0
2019-08-08,556611.0
2019-08-09,557128.0
2019-08-12,546573.0
2019-08-13,554659.0
2019-08-14,553294.0
2019-08-15,540856.0
2019-08-16,542213.0
2019-08-19,545215.0
2019-08-20,531054.0
2019-08-21,524311.0
2019-08-22,539410.0
2019-08-23,537669.0
2019-08-26,526339.0
2019-08-27,524097.0
2019-08-28,533098.0
2019-08-29,535988.0
2019-08-30,554736.0
2019-09-02,564714.0
2019-09-03,560893.0
2019-09-04,576202.0
2019-09-05,574104.0
2019-09-06,581229.0
2019-09-09,591555.0
2019-09-10,581448.0
2019-09-11,582268.0
2019-09-12,577573.0
2019-09-13,556987.0
2019-09-16,556968.0
2019-09-17,569466.0
2019-09-18,455949.0
2019-09-19,460021.0
2019-09-20,464441.0
2019-09-23,452465.0
2019-09-24,460849.0
2019-09-25,459532.0
2019-09-26,459269.0
2019-09-27,459474.0
2019-09-30,480542.0
2019-10-01,484720.0
2019-10-02,489969.0
2019-10-03,452692.0
2019-10-04,456509.0
2019-10-07,446556.0
2019-10-08,449099.0
2019-10-09,460367.0
2019-10-10,458706.0
2019-10-11,458840.0
2019-10-14,461282.0
2019-10-15,445088.0
2019-10-16,449548.0
2019-10-17,444703.0
2019-10-18,438704.0
2019-10-21,451241.0
2019-10-22,451940.0
2019-10-23,450268.0
2019-10-24,446891.0
2019-10-25,452539.0
2019-10-28,451740.0
2019-10-29,462532.0
2019-10-30,224905.0
2019-10-31,244009.0
2019-11-01,237887.0
2019-11-04,238340.0
2019-11-05,241478.0
2019-11-06,238971.0
2019-11-07,230262.0
2019-11-08,255781.0
2019-11-11,250378.0
2019-11-12,252585.0
2019-11-13,255447.0
2019-11-14,235822.0
2019-11-15,231412.0
2019-11-18,207557.0
2019-11-19,218711.0
2019-11-20,225248.0
2019-11-21,230765.0
2019-11-22,230478.0
2019-11-25,235596.0
2019-11-26,230202.0
2019-11-27,234642.0
2019-11-28,234953.0
2019-11-29,276103.0
2019-12-02,269097.0
2019-12-03,276154.0
2019-12-04,269703.0
2019-12-05,270456.0
2019-12-06,279577.0
2019-12-09,293167.0
2019-12-10,307393.0
2019-12-11,313522.0
2019-12-12,310733.0
2019-12-13,297962.0
2019-12-16,331870.0
2019-12-17,337851.0
2019-12-18,264686.0
2019-12-19,253437.0
2019-12-20,247199.0
2019-12-23,252433.0
2019-12-24,251212.0
2019-12-25,251212.0
2019-12-26,251212.0
2019-12-27,227464.0
2019-12-30,249216.0
2019-12-31,275710.0
2020-01-01,275710.0
2020-01-02,235479.0
2020-01-03,228929.0
2020-01-06,241522.0
2020-01-07,236745.0
2020-01-08,234130.0
2020-01-09,239584.0
2020-01-10,242572.0
2020-01-13,249213.0
2020-01-14,249946.0
2020-01-15,247902.0
2020-01-16,253586.0
2020-01-17,258334.0
2020-01-20,271697.0
2020-01-21,275671.0
2020-01-22,278553.0
2020-01-23,281292.0
2020-01-24,280887.0
2020-01-27,287978.0
2020-01-28,330929.0
2020-01-29,241472.0
2020-01-30,236265.0
2020-01-31,260001.0
2020-02-03,249825.0
2020-02-04,244214.0
2020-02-05,232889.0
2020-02-06,233982.0
2020-02-07,235043.0
2020-02-10,226233.0
2020-02-11,227124.0
2020-02-12,225571.0
2020-02-13,227025.0
2020-02-14,223226.0
2020-02-17,225482.0
2020-02-18,223538.0
2020-02-19,227682.0
2020-02-20,228554.0
2020-02-21,227690.0
2020-02-24,225092.0
2020-02-25,230054.0
2020-02-26,231064.0
2020-02-27,228022.0
2020-02-28,256617.0
2020-03-02,242401.0
2020-03-03,252483.0
2020-03-04,250884.0
2020-03-05,251478.0
2020-03-06,248326.0
2020-03-09,242125.0
2020-03-10,252607.0
2020-03-11,288714.0
2020-03-12,285687.0
2020-03-13,284106.0
2020-03-16,259483.0
2020-03-17,291447.0
2020-03-18,208534.0
2020-03-19,208426.0
2020-03-20,200425.0
2020-03-23,201509.0
2020-03-24,200750.0
2020-03-25,202109.0
2020-03-26,208898.0
2020-03-27,212454.0
2020-03-30,220388.0
2020-03-31,238744.0
2020-04-01,222182.0
2020-04-02,227001.0
2020-04-03,250850.0
2020-04-06,266257.0
2020-04-07,261782.0
2020-04-08,266406.0
2020-04-09,262359.0
2020-04-10,262359.0
2020-04-13,262359.0
2020-04-14,275189.0
2020-04-15,271185.0
2020-04-16,267911.0
2020-04-17,272013.0
2020-04-20,293537.0
2020-04-21,293287.0
2020-04-22,291380.0
2020-04-23,294797.0
2020-04-24,331635.0
2020-04-27,346566.0
2020-04-28,343124.0
2020-04-29,356186.0
2020-04-30,361803.0
2020-05-01,361803.0
2020-05-04,387798.0
2020-05-05,402119.0
2020-05-06,271766.0
2020-05-07,254285.0
2020-05-08,254328.0
2020-05-11,260555.0
2020-05-12,257472.0
2020-05-13,266980.0
2020-05-14,273874.0
2020-05-15,269032.0
2020-05-18,279772.0
2020-05-19,272574.0
2020-05-20,266463.0
2020-05-21,259408.0
2020-05-22,299631.0
2020-05-25,295035.0
2020-05-26,299949.0
2020-05-27,306929.0
2020-05-28,307416.0
2020-05-29,322357.0
2020-06-01,332087.0
2020-06-02,347239.0
2020-06-03,348718.0
2020-06-04,343444.0
2020-06-05,362046.0
2020-06-08,363773.0
2020-06-09,368081.0
2020-06-10,236631.0
2020-06-11,254005.0
2020-06-12,246535.0
2020-06-15,244245.0
2020-06-16,242979.0
2020-06-17,238334.0
2020-06-18,264465.0
2020-06-19,267647.0
2020-06-22,270360.0
2020-06-23,275180.0
2020-06-24,286082.0
2020-06-25,291022.0
2020-06-26,299197.0
2020-06-29,313531.0
2020-06-30,353622.0
2020-07-01,395395.0
2020-07-02,410322.0
2020-07-03,418949.0
2020-07-06,431866.0
2020-07-07,434524.0
2020-07-08,444079.0
2020-07-09,444528.0
2020-07-10,459737.0
2020-07-13,453611.0
2020-07-14,447396.0
2020-07-15,458995.0
2020-07-16,443686.0
2020-07-17,452386.0
2020-07-20,434959.0
2020-07-21,447965.0
2020-07-22,290685.0
2020-07-23,277524.0
2020-07-24,289814.0
2020-07-27,305514.0
2020-07-28,300018.0
2020-07-29,301521.0
2020-07-30,315988.0
2020-07-31,347407.0
2020-08-03,351503.0
2020-08-04,368039.0
2020-08-05,358857.0
2020-08-06,361174.0
2020-08-07,376243.0
2020-08-10,397314.0
2020-08-11,84507.0
2020-08-12,415147.0
2020-08-13,449309.0
2020-08-14,451720.0
2020-08-17,443704.0
2020-08-18,449948.0
2020-08-19,445363.0
2020-08-20,443825.0
2020-08-21,445436.0
2020-08-24,452491.0
2020-08-25,450809.0
2020-08-26,446235.0
2020-08-27,443155.0
2020-08-28,476236.0
2020-08-31,483021.0
2020-09-01,500980.0
2020-09-02,488881.0
2020-09-03,478705.0
2020-09-04,493170.0
2020-09-07,477675.0
2020-09-08,479245.0
2020-09-09,477748.0
2020-09-10,476021.0
2020-09-11,500081.0
2020-09-14,493193.0
2020-09-15,490672.0
2020-09-16,313722.0
2020-09-17,336341.0
2020-09-18,328774.0
2020-09-21,328266.0
2020-09-22,327238.0
2020-09-23,335163.0
2020-09-24,324978.0
2020-09-25,333823.0
2020-09-28,370228.0
2020-09-29,347862.0
2020-09-30,404584.0
2020-10-01,461926.0
2020-10-02,495354.0
2020-10-05,539265.0
2020-10-06,532280.0
2020-10-07,529190.0
2020-10-08,519929.0
2020-10-09,550570.0
2020-10-12,524313.0
2020-10-13,550042.0
2020-10-14,548970.0
2020-10-15,508698.0
2020-10-16,533951.0
2020-10-19,543465.0
2020-10-20,543556.0
2020-10-21,510935.0
2020-10-22,544070.0
2020-10-23,118264.0
2020-10-26,593409.0
2020-10-27,603631.0
2020-10-28,601196.0
2020-10-29,596083.0
2020-10-30,620202.0
2020-11-02,644254.0
2020-11-03,646784.0
2020-11-04,432459.0
2020-11-05,436777.0
2020-11-06,441049.0
2020-11-09,447391.0
2020-11-10,447894.0
2020-11-11,447680.0
2020-11-12,446791.0
2020-11-13,470876.0
2020-11-16,483654.0
2020-11-17,531916.0
2020-11-18,542686.0
2020-11-19,539054.0
2020-11-20,545329.0
2020-11-23,537333.0
2020-11-24,538589.0
2020-11-25,557803.0
2020-11-26,563149.0
2020-11-27,567695.0
2020-11-30,594088.0
2020-12-01,592096.0
2020-12-02,608137.0
2020-12-03,590695.0
2020-12-04,596651.0
2020-12-07,591425.0
2020-12-08,598661.0
2020-12-09,605294.0
2020-12-10,595380.0
2020-12-11,571791.0
2020-12-14,591532.0
2020-12-15,585835.0
2020-12-16,531874.0
2020-12-17,557639.0
2020-12-18,563718.0
2020-12-21,555068.0
2020-12-22,601431.0
2020-12-23,596155.0
2020-12-24,591423.0
2020-12-25,591423.0
2020-12-28,645399.0
2020-12-29,647590.0
2020-12-30,662938.0
2020-12-31,683863.0
2021-01-01,683863.0
2021-01-04,554273.0
2021-01-05,554005.0
2021-01-06,547680.0
2021-01-07,543531.0
2021-01-08,547349.0
2021-01-11,537296.0
2021-01-12,541983.0
2021-01-13,545346.0
2021-01-14,557457.0
2021-01-15,558496.0
2021-01-18,559140.0
2021-01-19,572853.0
2021-01-20,565571.0
2021-01-21,568784.0
2021-01-22,620681.0
2021-01-25,618523.0
2021-01-26,613907.0
2021-01-27,449300.0
2021-01-28,446204.0
2021-01-29,456424.0
2021-02-01,481933.0
2021-02-02,481098.0
2021-02-03,478858.0
2021-02-04,475147.0
2021-02-05,525841.0
2021-02-08,566465.0
2021-02-09,565543.0
2021-02-10,624030.0
2021-02-11,615119.0
2021-02-12,623706.0
2021-02-15,609184.0
2021-02-16,612854.0
2021-02-17,612456.0
2021-02-18,616736.0
2021-02-19,617741.0
2021-02-22,628901.0
2021-02-23,631205.0
2021-02-24,620176.0
2021-02-25,622120.0
2021-02-26,645560.0
2021-03-01,652923.0
2021-03-02,665979.0
2021-03-03,665917.0
2021-03-04,661544.0
2021-03-05,655294.0
2021-03-08,660933.0
2021-03-09,659981.0
2021-03-10,650935.0
2021-03-11,660054.0
2021-03-12,656802.0
2021-03-15,662069.0
2021-03-16,681585.0
2021-03-17,513080.0
2021-03-18,512704.0
2021-03-19,536147.0
2021-03-22,537963.0
2021-03-23,549216.0
2021-03-24,558505.0
2021-03-25,608278.0
2021-03-26,643890.0
2021-03-29,659316.0
2021-03-30,644515.0
2021-03-31,728595.0
2021-04-01,734040.0
2021-04-02,734040.0
2021-04-05,734040.0
2021-04-06,727610.0
2021-04-07,733858.0
2021-04-08,734482.0
2021-04-09,743535.0
2021-04-12,740898.0
2021-04-13,744211.0
2021-04-14,731071.0
2021-04-15,709635.0
2021-04-16,703429.0
2021-04-19,709540.0
2021-04-20,710491.0
2021-04-21,721352.0
2021-04-22,664141.0
2021-04-23,716303.0
2021-04-26,733957.0
2021-04-27,734449.0
2021-04-28,582549.0
2021-04-29,523552.0
2021-04-30,601752.0
2021-05-03,574360.0
2021-05-04,575224.0
2021-05-05,574252.0
2021-05-06,579654.0
2021-05-07,665160.0
2021-05-10,749585.0
2021-05-11,748593.0
2021-05-12,734611.0
2021-05-13,731902.0
2021-05-14,730083.0
2021-05-17,734364.0
2021-05-18,725438.0
2021-05-19,738610.0
2021-05-20,739024.0
2021-05-21,738242.0
2021-05-24,739038.0
2021-05-25,742416.0
2021-05-26,742332.0
2021-05-27,744339.0
2021-05-28,758898.0
2021-05-31,728830.0
2021-06-01,738849.0
2021-06-02,734627.0
2021-06-03,744146.0
2021-06-04,736555.0
2021-06-07,749626.0
2021-06-08,750571.0
2021-06-09,737661.0
2021-06-10,745715.0
2021-06-11,744810.0
2021-06-14,740941.0
2021-06-15,742028.0
2021-06-16,523802.0
2021-06-17,517250.0
2021-06-18,530685.0
2021-06-21,555565.0
2021-06-22,598618.0
2021-06-23,614040.0
2021-06-24,675475.0
2021-06-25,684279.0
2021-06-28,733311.0
2021-06-29,759380.0
2021-06-30,790009.0
2021-07-01,773596.0
2021-07-02,786831.0
2021-07-05,817140.0
2021-07-06,801086.0
2021-07-07,803233.0
2021-07-08,786814.0
2021-07-09,791648.0
2021-07-12,802878.0
2021-07-13,790169.0
2021-07-14,804015.0
2021-07-15,795674.0
2021-07-16,818089.0
2021-07-19,798180.0
2021-07-20,808550.0
2021-07-21,787875.0
2021-07-22,803833.0
2021-07-23,783898.0
2021-07-26,801109.0
2021-07-27,808863.0
2021-07-28,603336.0
2021-07-29,646423.0
2021-07-30,680960.0
2021-08-02,627544.0
2021-08-03,626156.0
2021-08-04,675483.0
2021-08-05,691394.0
2021-08-06,732155.0
2021-08-09,249080.0
2021-08-10,826307.0
2021-08-11,823191.0
2021-08-12,814928.0
2021-08-13,811414.0
2021-08-16,810468.0
2021-08-17,811269.0
2021-08-18,803768.0
2021-08-19,804290.0
2021-08-20,804713.0
2021-08-23,800241.0
2021-08-24,786846.0
2021-08-25,797036.0
2021-08-26,800442.0
2021-08-27,789221.0
2021-08-30,796140.0
2021-08-31,838965.0
2021-09-01,822846.0
2021-09-02,822337.0
2021-09-03,812981.0
2021-09-06,823384.0
2021-09-07,818777.0
2021-09-08,821201.0
2021-09-09,814773.0
2021-09-10,821444.0
2021-09-13,828012.0
2021-09-14,822054.0
2021-09-15,582744.0
2021-09-16,567601.0
2021-09-17,579741.0
2021-09-20,591620.0
2021-09-21,588505.0
2021-09-22,643434.0
2021-09-23,653061.0
2021-09-24,686218.0
2021-09-27,694243.0
2021-09-28,744856.0
2021-09-29,744980.0
2021-09-30,775009.0
2021-10-01,771105.0
2021-10-04,781355.0
2021-10-05,784230.0
2021-10-06,773695.0
2021-10-07,774071.0
2021-10-08,779628.0
2021-10-11,776324.0
2021-10-12,769979.0
2021-10-13,779426.0
2021-10-14,778675.0
2021-10-15,775115.0
2021-10-18,773009.0
2021-10-19,779854.0
2021-10-20,782341.0
2021-10-21,776987.0
2021-10-22,767575.0
2021-10-25,787301.0
2021-10-26,786672.0
2021-10-27,787898.0
2021-10-28,783143.0
2021-10-29,805575.0
2021-11-01,801820.0
2021-11-02,828121.0
2021-11-03,598601.0
2021-11-04,603199.0
2021-11-05,617519.0
2021-11-08,633310.0
2021-11-09,634178.0
2021-11-10,649681.0
2021-11-11,693380.0
2021-11-12,731358.0
2021-11-15,779917.0
2021-11-16,786177.0
2021-11-17,783467.0
2021-11-18,777529.0
2021-11-19,767795.0
2021-11-22,765091.0
2021-11-23,767189.0
2021-11-24,762954.0
2021-11-25,767605.0
2021-11-26,771470.0
2021-11-29,786639.0
2021-11-30,821841.0
2021-12-01,812644.0
2021-12-02,747338.0
2021-12-03,793617.0
2021-12-06,780738.0
2021-12-07,784944.0
2021-12-08,787107.0
2021-12-09,790304.0
2021-12-10,785395.0
2021-12-13,774584.0
2021-12-14,762827.0
2021-12-15,756035.0
2021-12-16,747782.0
2021-12-17,759337.0
2021-12-20,733286.0
2021-12-21,738851.0
2021-12-22,685413.0
2021-12-23,682567.0
2021-12-24,678711.0
2021-12-27,684311.0
2021-12-28,677727.0
2021-12-29,692774.0
2021-12-30,713870.0
2021-12-31,779596.0
2022-01-03,650477.0
2022-01-04,635240.0
2022-01-05,639707.0
2022-01-06,643781.0
2022-01-07,644497.0
2022-01-10,658990.0
2022-01-11,662454.0
2022-01-12,694475.0
2022-01-13,719468.0
2022-01-14,705449.0
2022-01-17,711266.0
2022-01-18,779576.0
2022-01-19,782145.0
2022-01-20,780367.0
2022-01-21,782386.0
2022-01-24,780914.0
2022-01-25,774727.0
2022-01-26,777357.0
2022-01-27,779589.0
2022-01-28,776826.0
2022-01-31,814033.0
2022-02-01,813911.0
2022-02-02,816559.0
2022-02-03,802346.0
2022-02-04,800706.0
2022-02-07,809038.0
2022-02-08,808372.0
2022-02-09,611573.0
2022-02-10,597189.0
2022-02-11,607353.0
2022-02-14,614955.0
2022-02-15,664238.0
2022-02-16,696659.0
2022-02-17,696849.0
2022-02-18,757894.0
2022-02-21,756052.0
2022-02-22,761644.0
2022-02-23,769029.0
2022-02-24,760953.0
2022-02-25,758957.0
2022-02-28,796252.0
2022-03-01,793319.0
2022-03-02,800457.0
2022-03-03,798659.0
2022-03-04,798641.0
2022-03-07,798622.0
2022-03-08,807260.0
2022-03-09,803019.0
2022-03-10,793764.0
2022-03-11,809169.0
2022-03-14,805017.0
2022-03-15,787663.0
2022-03-16,593401.0
2022-03-17,589154.0
2022-03-18,586972.0
2022-03-21,609782.0
2022-03-22,660690.0
2022-03-23,691658.0
2022-03-24,765066.0
2022-03-25,763650.0
2022-03-28,770599.0
2022-03-29,765029.0
2022-03-30,768423.0
2022-03-31,821258.0
2022-04-01,758179.0
2022-04-04,747839.0
2022-04-05,728597.0
2022-04-06,720378.0
2022-04-07,735354.0
2022-04-08,733318.0
2022-04-11,736494.0
2022-04-12,733544.0
2022-04-13,729908.0
2022-04-14,720422.0
2022-04-15,720422.0
2022-04-18,720422.0
2022-04-19,724788.0
2022-04-20,572358.0
2022-04-21,568218.0
2022-04-22,562025.0
2022-04-25,571162.0
2022-04-26,577127.0
2022-04-27,580982.0
2022-04-28,593806.0
2022-04-29,676416.0
2022-05-02,721735.0
2022-05-03,719968.0
2022-05-04,724078.0
2022-05-05,723284.0
2022-05-06,713659.0
2022-05-09,702022.0
2022-05-10,686370.0
2022-05-11,681124.0
2022-05-12,659536.0
2022-05-13,647810.0
2022-05-16,683650.0
2022-05-17,693913.0
2022-05-18,704405.0
2022-05-19,696427.0
2022-05-20,678938.0
2022-05-23,677726.0
2022-05-24,684230.0
2022-05-25,688725.0
2022-05-26,695266.0
2022-05-27,703178.0
2022-05-30,707994.0
2022-05-31,796596.0
2022-06-01,704150.0
2022-06-02,703405.0
2022-06-03,706326.0
2022-06-06,695787.0
2022-06-07,705068.0
2022-06-08,694830.0
2022-06-09,708461.0
2022-06-10,752306.0
2022-06-13,758551.0
2022-06-14,752157.0
2022-06-15,570622.0
2022-06-16,523464.0
2022-06-17,534274.0
2022-06-20,541235.0
2022-06-21,593273.0
2022-06-22,615961.0
2022-06-23,650635.0
2022-06-24,654205.0
2022-06-27,711711.0
2022-06-28,724036.0
2022-06-29,716213.0
2022-06-30,816027.0
2022-07-01,736337.0
2022-07-04,736057.0
2022-07-05,715396.0
2022-07-06,712795.0
2022-07-07,707306.0
2022-07-08,726026.0
2022-07-11,710896.0
2022-07-12,703547.0
2022-07-13,706991.0
2022-07-14,700816.0
2022-07-15,710260.0
2022-07-18,705092.0
2022-07-19,700414.0
2022-07-20,665517.0
2022-07-21,700937.0
2022-07-22,698545.0
2022-07-25,695618.0
2022-07-26,701077.0
2022-07-27,565180.0
2022-07-28,613488.0
2022-07-29,711059.0
2022-08-01,635942.0
2022-08-02,650744.0
2022-08-03,640028.0
2022-08-04,631484.0
2022-08-05,664106.0
2022-08-08,676371.0
2022-08-09,672204.0
2022-08-10,672490.0
2022-08-11,658060.0
2022-08-12,665473.0
2022-08-15,605831.0
2022-08-16,647776.0
2022-08-17,652303.0
2022-08-18,656594.0
2022-08-19,655637.0
2022-08-22,651860.0
2022-08-23,641891.0
2022-08-24,643109.0
2022-08-25,648232.0
2022-08-26,648621.0
2022-08-29,648293.0
2022-08-30,659557.0
2022-08-31,746769.0
2022-09-01,666282.0
2022-09-02,670732.0
2022-09-05,672425.0
2022-09-06,686679.0
2022-09-07,683248.0
2022-09-08,811229.0
2022-09-09,994307.0
2022-09-12,1152899.0
2022-09-13,1323065.0
2022-09-14,3853832.0
2022-09-15,4092946.0
2022-09-16,4266620.0
2022-09-19,4268738.0
2022-09-20,4302813.0
2022-09-21,4311642.0
2022-09-22,4336794.0
2022-09-23,4405190.0
2022-09-26,4373043.0
2022-09-27,4408913.0
2022-09-28,4469804.0
2022-09-29,4474277.0
2022-09-30,4378209.0
2022-10-03,4467585.0
2022-10-04,4567040.0
2022-10-05,4579609.0
2022-10-06,4592356.0
2022-10-07,4626739.0
2022-10-10,4576695.0
2022-10-11,4632033.0
2022-10-12,4619953.0
2022-10-13,4631277.0
2022-10-14,4619745.0
2022-10-17,4620895.0
2022-10-18,4625218.0
2022-10-19,4624940.0
2022-10-20,4624067.0
2022-10-21,4623036.0
2022-10-24,4609687.0
2022-10-25,4634163.0
2022-10-26,4631814.0
2022-10-27,4590200.0
2022-10-28,4567498.0
2022-10-31,4515548.0
2022-11-01,4513481.0
2022-11-02,4413857.0
2022-11-03,4564401.0
2022-11-04,4616064.0
2022-11-07,4631098.0
2022-11-08,4648962.0
2022-11-09,4682347.0
2022-11-10,4686434.0
2022-11-11,4691956.0
2022-11-14,4704818.0
2022-11-15,4703304.0
2022-11-16,4669374.0
2022-11-17,4675279.0
2022-11-18,4638947.0
2022-11-21,4649717.0
2022-11-22,4620072.0
2022-11-23,4387400.0
2022-11-24,4379030.0
2022-11-25,4348458.0
2022-11-28,4369772.0
2022-11-29,4389507.0
2022-11-30,4355780.0
2022-12-01,4451632.0
2022-12-02,4473960.0
2022-12-05,4443618.0
2022-12-06,4476561.0
2022-12-07,4475512.0
2022-12-08,4428558.0
2022-12-09,4476095.0
2022-12-12,4465176.0
2022-12-13,4461420.0
2022-12-14,4490560.0
2022-12-15,4433832.0
2022-12-16,4441940.0
2022-12-19,4407558.0
2022-12-20,4427616.0
2022-12-21,3774735.0
2022-12-22,3913451.0
2022-12-23,4004387.0
2022-12-26,4004387.0
2022-12-27,3963927.0
2022-12-28,3966385.0
2022-12-29,3921044.0
2022-12-30,3778787.0
2023-01-02,3916434.0
2023-01-03,4016173.0
2023-01-04,4060535.0
2023-01-05,4086778.0
2023-01-06,4085320.0
2023-01-09,4108780.0
2023-01-10,4130057.0
2023-01-11,4118158.0
2023-01-12,4118388.0
2023-01-13,4126243.0
2023-01-16,4132474.0
2023-01-17,4143021.0
2023-01-18,4112612.0
2023-01-19,4152189.0
2023-01-20,4161261.0
2023-01-23,4153891.0
2023-01-24,4159598.0
2023-01-25,4098295.0
2023-01-26,4092072.0
2023-01-27,4091722.0
2023-01-30,4071834.0
2023-01-31,3997289.0
2023-02-01,4108848.0
2023-02-02,4090188.0
2023-02-03,4079293.0
2023-02-06,4040269.0
2023-02-07,4093278.0
2023-02-08,3925870.0
2023-02-09,4087852.0
