date,ILM.W.U2.C.L020000.U2.EUR
2016-08-05,1094442.0
2016-08-12,1097340.0
2016-08-19,1099605.0
2016-08-26,1086462.0
2016-09-02,1142962.0
2016-09-09,1163435.0
2016-09-16,1133608.0
2016-09-23,1127196.0
2016-09-30,1157891.0
2016-10-07,1186865.0
2016-10-14,1195021.0
2016-10-21,1178283.0
2016-10-28,1197236.0
2016-11-04,1256720.0
2016-11-11,1260159.0
2016-11-18,1261480.0
2016-11-25,1249195.0
2016-12-02,1301334.0
2016-12-09,1320975.0
2016-12-16,1298100.0
2016-12-23,1353785.0
2016-12-30,1313264.0
2017-01-06,1369150.0
2017-01-13,1396795.0
2017-01-20,1386798.0
2017-01-27,1385659.0
2017-02-03,1438113.0
2017-02-10,1451066.0
2017-02-17,1422631.0
2017-02-24,1434799.0
2017-03-03,1468137.0
2017-03-10,1491895.0
2017-03-17,1475643.0
2017-03-24,1455127.0
2017-03-31,1632524.0
2017-04-07,1721125.0
2017-04-14,1708322.0
2017-04-21,1681994.0
2017-04-28,1709086.0
2017-05-05,1773051.0
2017-05-12,1766310.0
2017-05-19,1760265.0
2017-05-26,1748426.0
2017-06-02,1796215.0
2017-06-09,1800604.0
2017-06-16,1776233.0
2017-06-23,1735335.0
2017-06-30,1723077.0
2017-07-07,1787327.0
2017-07-14,1792119.0
2017-07-21,1764094.0
2017-07-28,1784246.0
2017-08-04,1867265.0
2017-08-11,1870396.0
2017-08-18,1836330.0
2017-08-25,1823991.0
2017-09-01,1891738.0
2017-09-08,1900010.0
2017-09-15,1887971.0
2017-09-22,1865245.0
2017-09-29,1824289.0
2017-10-06,1920201.0
2017-10-13,1942511.0
2017-10-20,1913710.0
2017-10-27,1950384.0
2017-11-03,1982625.0
2017-11-10,1982585.0
2017-11-17,1972573.0
2017-11-24,1972850.0
2017-12-01,2034814.0
2017-12-08,2029116.0
2017-12-15,1984871.0
2017-12-22,1942762.0
2017-12-29,1881596.0
2018-01-05,1961978.0
2018-01-12,1995159.0
2018-01-19,1987782.0
2018-01-26,1998092.0
2018-02-02,2021149.0
2018-02-09,2023529.0
2018-02-16,1986752.0
2018-02-23,1958503.0
2018-03-02,2009758.0
2018-03-09,2021573.0
2018-03-16,1959481.0
2018-03-23,1925730.0
2018-03-30,1883444.0
2018-04-06,1989196.0
2018-04-13,1994348.0
2018-04-20,1973353.0
2018-04-27,1983688.0
2018-05-04,2022208.0
2018-05-11,2032377.0
2018-05-18,1997495.0
2018-05-25,1968823.0
2018-06-01,2049056.0
2018-06-08,2051502.0
2018-06-15,1986570.0
2018-06-22,1954501.0
2018-06-29,1906038.0
2018-07-06,2004588.0
2018-07-13,1992425.0
2018-07-20,1931606.0
2018-07-27,1949663.0
2018-08-03,2032663.0
2018-08-10,2035869.0
2018-08-17,1999272.0
2018-08-24,1979390.0
2018-08-31,2024792.0
2018-09-07,2048041.0
2018-09-14,2013244.0
2018-09-21,1987944.0
2018-09-28,1951394.0
2018-10-05,2023056.0
2018-10-12,2033660.0
2018-10-19,1999356.0
2018-10-26,1997093.0
2018-11-02,2050681.0
2018-11-09,2054103.0
2018-11-16,1986100.0
2018-11-23,1982267.0
2018-11-30,2007514.0
2018-12-07,2029865.0
2018-12-14,1995121.0
2018-12-21,1978625.0
2018-12-28,1913411.0
2019-01-04,1971563.0
2019-01-11,2026368.0
2019-01-18,1988284.0
2019-01-25,1985093.0
2019-02-01,2015125.0
2019-02-08,2024866.0
2019-02-15,1977144.0
2019-02-22,1971094.0
2019-03-01,2021248.0
2019-03-08,2044612.0
2019-03-15,1994994.0
2019-03-22,1971652.0
2019-03-29,1948193.0
2019-04-05,2035964.34063648
2019-04-12,2028310.0
2019-04-19,1980338.0
2019-04-26,1989569.0
2019-05-03,2037622.0
2019-05-10,2041231.0
2019-05-17,1986716.0
2019-05-24,1967298.0
2019-05-31,2014529.0
2019-06-07,2043521.0
2019-06-14,2003052.0
2019-06-21,1911384.0
2019-06-28,1891408.0
2019-07-05,1935414.0
2019-07-12,1909231.0
2019-07-19,1845241.0
2019-07-26,1848691.0
2019-08-02,1916333.0
2019-08-09,1907138.0
2019-08-16,1865809.0
2019-08-23,1836862.0
2019-08-30,1873150.0
2019-09-06,1916862.0
2019-09-13,1894704.0
2019-09-20,1859371.0
2019-09-27,1828529.0
2019-10-04,1863582.0
2019-10-11,1851906.0
2019-10-18,1832492.0
2019-10-25,1846176.0
2019-11-01,1900384.0
2019-11-08,1949238.0
2019-11-15,1915502.0
2019-11-22,1888274.0
2019-11-29,1925858.0
2019-12-06,1941576.0
2019-12-13,1927311.0
2019-12-20,1876973.0
2019-12-27,1850572.0
2020-01-03,1867247.0
2020-01-10,1907557.0
2020-01-17,1906468.0
2020-01-24,1889144.0
2020-01-31,1900381.0
2020-02-07,1925619.0
2020-02-14,1881733.0
2020-02-21,1851716.0
2020-02-28,1866221.0
2020-03-06,1910025.0
2020-03-13,1883650.0
2020-03-20,1913354.0
2020-03-27,2021477.0
2020-04-03,2116407.0
2020-04-10,2129528.0
2020-04-17,2133806.0
2020-04-24,2133154.0
2020-05-01,2188720.0
2020-05-08,2262251.0
2020-05-15,2237409.0
2020-05-22,2244987.0
2020-05-29,2274324.0
2020-06-05,2323240.0
2020-06-12,2327064.0
2020-06-19,2253349.0
2020-06-26,2830220.0
2020-07-03,2919398.0
2020-07-10,2957816.0
2020-07-17,2916119.0
2020-07-24,2928619.0
2020-07-31,2997848.0
2020-08-07,3051009.0
2020-08-14,3035650.0
2020-08-21,3045881.0
2020-08-28,3025591.0
2020-09-04,3115085.0
2020-09-11,3123225.0
2020-09-18,3060908.0
2020-09-25,3056067.0
2020-10-02,3303063.0
2020-10-09,3338155.0
2020-10-16,3322898.0
2020-10-23,3360579.0
2020-10-30,3370170.0
2020-11-06,3456298.0
2020-11-13,3470125.0
2020-11-20,3429718.0
2020-11-27,3463830.0
2020-12-04,3559122.0
2020-12-11,3610372.0
2020-12-18,3600556.0
2020-12-25,3570863.0
2021-01-01,3489194.0
2021-01-08,3637300.0
2021-01-15,3688621.0
2021-01-22,3702671.0
2021-01-29,3687981.0
2021-02-05,3735436.0
2021-02-12,3740027.0
2021-02-19,3703787.0
2021-02-26,3739602.0
2021-03-05,3842975.0
2021-03-12,3840532.0
2021-03-19,3785425.0
2021-03-26,4089134.0
2021-04-02,4134285.0
2021-04-09,4213741.0
2021-04-16,4183485.0
2021-04-23,4183571.0
2021-04-30,4237151.0
2021-05-07,4321383.0
2021-05-14,4305591.0
2021-05-21,4281293.0
2021-05-28,4264373.0
2021-06-04,4350112.0
2021-06-11,4361304.0
2021-06-18,4271571.0
2021-06-25,4377764.0
2021-07-02,4441795.0
2021-07-09,4464950.0
2021-07-16,4430580.0
2021-07-23,4391443.0
2021-07-30,4440036.0
2021-08-06,4492552.807
2021-08-13,4488284.0
2021-08-20,4471755.0
2021-08-27,4454530.0
2021-09-03,4543236.0
2021-09-10,4567522.0
2021-09-17,4523080.0
2021-09-24,4475995.0
2021-10-01,4534889.0
2021-10-08,4588293.0
2021-10-15,4564017.0
2021-10-22,4575089.0
2021-10-29,4567805.0
2021-11-05,4642703.0
2021-11-12,4636003.0
2021-11-19,4557024.0
2021-11-26,4539643.0
2021-12-03,4623125.0
2021-12-10,4600804.0
2021-12-17,4504662.0
2021-12-24,4439888.0
2021-12-31,4293938.0
2022-01-07,4541490.0
2022-01-14,4599773.0
2022-01-21,4623801.0
2022-01-28,4598243.0
2022-02-04,4700541.0
2022-02-11,4679420.0
2022-02-18,4637096.0
2022-02-25,4636935.0
2022-03-04,4656721.0
2022-03-11,4648016.0
2022-03-18,4582106.0
2022-03-25,4605939.0
2022-04-01,4646749.0
2022-04-08,4722912.0
2022-04-15,4690033.0
2022-04-22,4720443.0
2022-04-29,4701712.0
2022-05-06,4729111.0
2022-05-13,4729822.0
2022-05-20,4679304.0
2022-05-27,4692913.0
2022-06-03,4768834.0
2022-06-10,4781279.0
2022-06-17,4675528.0
2022-06-24,4642935.0
2022-07-01,4591783.0
2022-07-08,4642804.0
2022-07-15,4622903.0
2022-07-22,4605124.0
2022-07-29,4568576.0
2022-08-05,4625647.0
2022-08-12,4642225.0
2022-08-19,4598453.0
2022-08-26,4572779.0
2022-09-02,4707857.0
2022-09-09,4802976.0
2022-09-16,4816500.0
2022-09-23,4810402.0
2022-09-30,4698738.0
2022-10-07,4880273.0
2022-10-14,4854186.0
2022-10-21,4841542.0
2022-10-28,4801346.0
2022-11-04,4859100.0
2022-11-11,4909794.0
2022-11-18,4853259.0
2022-11-25,4553497.0
2022-12-02,4665727.0
2022-12-09,4675552.0
2022-12-16,4647391.0
2022-12-23,4198682.0
2022-12-30,3998889.0
2023-01-06,4288823.0
2023-01-13,4299989.0
2023-01-20,4337651.0
2023-01-27,4268947.0
2023-02-03,4282811.0
2023-02-10,4320422.0
2023-02-17,4333691.0
2023-02-24,4285342.0
2023-03-03,4310499.0
2023-03-10,4336529.0
2023-03-17,4175944.0
2023-03-24,4223688.0
2023-03-31,4034304.0
2023-04-07,4167832.0
2023-04-14,4172857.0
2023-04-21,4181624.0
2023-04-28,4163516.0
2023-05-05,4271228.0
2023-05-12,4302745.0
2023-05-19,4280761.0
2023-05-26,4290608.0
2023-06-02,4321485.0
2023-06-09,4343567.0
2023-06-16,4309562.0
2023-06-23,4289688.0
2023-06-30,3751334.0
2023-07-07,3836690.0
2023-07-14,3827836.0
2023-07-21,3791326.0
2023-07-28,3770205.0
2023-08-04,3818364.0
2023-08-11,3821817.0
2023-08-18,3812556.0
2023-08-25,3815759.0
2023-09-01,3821140.0
2023-09-08,3841799.0
2023-09-15,3813216.0
2023-09-22,3823388.0
2023-09-29,3640817.0
2023-10-06,3756303.0
2023-10-13,3763362.0
2023-10-20,3749882.0
2023-10-27,3733690.0
2023-11-03,3716404.0
2023-11-10,3715807.0
2023-11-17,3726726.0
2023-11-24,3706327.0
2023-12-01,3722162.0
2023-12-08,3732388.0
2023-12-15,3725215.0
2023-12-22,3649649.0
2023-12-29,3508865.0
2024-01-05,3679853.0
2024-01-12,3703476.0
2024-01-19,3666554.0
2024-01-26,3678565.0
2024-02-02,3676912.0
2024-02-09,3655861.0
2024-02-16,3640208.0
2024-02-23,3678552.0
2024-03-01,3657053.0
2024-03-08,3662105.0
2024-03-15,3660041.0
2024-03-22,3675219.0
2024-03-29,3379525.0
2024-04-05,3391992.0
2024-04-12,3416739.0
2024-04-19,3415249.0
2024-04-26,3416255.0
2024-05-03,3391014.0
2024-05-10,3398993.0
2024-05-17,3376811.0
2024-05-24,3372835.0
2024-05-31,3322169.0
2024-06-07,3349958.0
2024-06-14,3351678.0
2024-06-21,3345045.0
2024-06-28,3237486.0
2024-07-05,3255161.0
2024-07-12,3260401.0
2024-07-19,3223431.0
2024-07-26,3218508.0
2024-08-02,3224749.0
2024-08-09,3244186.0
2024-08-16,3232891.0
2024-08-23,3232820.0
2024-08-30,3205694.0
2024-09-06,3216508.0
2024-09-13,3220936.0
2024-09-20,3199877.0
2024-09-27,3147002.0
2024-10-04,3149277.0
2024-10-11,3163519.0
2024-10-18,3131284.0
2024-10-25,3124209.0
2024-11-01,3103575.0
2024-11-08,3119869.0
2024-11-15,3096990.0
2024-11-22,3116910.0
2024-11-29,3057658.0
2024-12-06,3066151.0
2024-12-13,3070062.0
2024-12-20,3042227.0
2024-12-27,3060330.0
2025-01-03,3073914.0
2025-01-10,3118404.0
2025-01-17,3107137.0
2025-01-24,3108640.0
2025-01-31,3033231.0
2025-02-07,3062529.0
2025-02-14,3051105.0
2025-02-21,3018703.0
2025-02-28,2979195.0
2025-03-07,2998201.0
2025-03-14,2997422.0
2025-03-21,3013916.0
2025-03-28,2979917.0
2025-04-04,2980682.0
2025-04-11,2968674.0
2025-04-18,2930400.0
2025-04-25,2938828.0
2025-05-02,2934302.0
2025-05-09,2942338.0
2025-05-16,2925762.0
2025-05-23,2919213.0
2025-05-30,2870044.0
2025-06-06,2870156.0
2025-06-13,2870275.0
2025-06-20,2881442.0
2025-06-27,2844448.0
2025-07-04,2849249.0
2025-07-11,2838727.0
2025-07-18,2792344.0
2025-07-25,2819268.0
2025-08-01,2786440.0
2025-08-08,2829036.0
2025-08-15,2808817.0
2025-08-22,2821344.0
2025-08-29,2824469.0
2025-09-05,2817738.0
2025-09-12,2816441.0
2025-09-19,2782269.0
2025-09-26,2785173.0
2025-10-03,2768366.0
2025-10-10,2752905.0
2025-10-17,2730660.0
2025-10-24,2734908.0
2025-10-31,2663630.0
2025-11-07,2680879.0
2025-11-14,2677845.0
2025-11-21,2666478.0
2025-11-28,2635991.0
2025-12-05,2626993.0
2025-12-12,2629902.0
2025-12-19,2630370.0
2025-12-26,2623037.0
2026-01-02,2636574.0
2026-01-09,2652704.0
2026-01-16,2639367.0
2026-01-23,2629134.0
2026-01-30,2618389.0
2026-02-06,2606223.0
2026-02-13,2618466.0
2026-02-20,2599660.0
2026-02-27,2574238.0
2026-03-06,2560858.0
2026-03-13,2552546.0
2026-03-20,2535866.0
2026-03-27,2535866.0
2026-04-03,2504954.0
2026-04-10,2506866.0
2026-04-17,2460392.0
2026-04-24,2485227.0
2026-05-01,2425854.0
2026-05-08,2422357.0
2026-05-15,2428723.0
2026-05-22,2409851.0
2026-05-29,2372516.0
2026-06-05,2390183.0
2026-06-12,2377874.0
2026-06-19,2368712.0
2026-06-26,2350966.0
2026-07-03,2368780.0
2026-07-10,2367357.0
2026-07-17,2340250.0
2026-07-24,2324534.0
2026-07-31,2322967.0
2026-08-07,2327267.0
2026-08-14,2335178.0
2026-08-21,2323500.0
2026-08-28,2323734.0
2026-09-04,2333373.0
