date,ILM.W.U2.C.L050000.U2.EUR
2019-04-26,401489.0
2019-05-03,325351.0
2019-05-10,328417.0
2019-05-17,389371.0
2019-05-24,428121.0
2019-05-31,364693.0
2019-06-07,337076.0
2019-06-14,372578.0
2019-06-21,457086.0
2019-06-28,410214.0
2019-07-05,388124.0
2019-07-12,413584.0
2019-07-19,469110.0
2019-07-26,463659.0
2019-08-02,380220.0
2019-08-09,382174.0
2019-08-16,413082.0
2019-08-23,450859.0
2019-08-30,415267.0
2019-09-06,376128.0
2019-09-13,406244.0
2019-09-20,446429.0
2019-09-27,447158.0
2019-10-04,406250.0
2019-10-11,420406.0
2019-10-18,447488.0
2019-10-25,432990.0
2019-11-01,372205.0
2019-11-08,342942.0
2019-11-15,386307.0
2019-11-22,415476.0
2019-11-29,361528.0
2019-12-06,336945.0
2019-12-13,335155.0
2019-12-20,330120.0
2019-12-27,324757.0
2020-01-03,312532.0
2020-01-10,318865.0
2020-01-17,355298.0
2020-01-24,398548.0
2020-01-31,372800.0
2020-02-07,345052.0
2020-02-14,396952.0
2020-02-21,440708.0
2020-02-28,420156.0
2020-03-06,383942.0
2020-03-13,397535.0
2020-03-20,462790.0
2020-03-27,480798.0
2020-04-03,479633.0
2020-04-10,505402.0
2020-04-17,519337.0
2020-04-24,563893.0
2020-05-01,534857.0
2020-05-08,508933.0
2020-05-15,576003.0
2020-05-22,630539.0
2020-05-29,646185.0
2020-06-05,653012.0
2020-06-12,701385.0
2020-06-19,799215.0
2020-06-26,828263.0
2020-07-03,764114.0
2020-07-10,741920.0
2020-07-17,792568.0
2020-07-24,816028.0
2020-07-31,760787.0
2020-08-07,728043.0
2020-08-14,772149.0
2020-08-21,781918.0
2020-08-28,822249.0
2020-09-04,737757.0
2020-09-11,747097.0
2020-09-18,836114.0
2020-09-25,862384.0
2020-10-02,787807.0
2020-10-09,771430.0
2020-10-16,797587.0
2020-10-23,806483.0
2020-10-30,787814.0
2020-11-06,713888.0
2020-11-13,723446.0
2020-11-20,788925.0
2020-11-27,753274.0
2020-12-04,674516.0
2020-12-11,627126.0
2020-12-18,643266.0
2020-12-25,621330.0
2021-01-01,611304.0
2021-01-08,559142.0
2021-01-15,604808.0
2021-01-22,646138.0
2021-01-29,681703.0
2021-02-05,653925.0
2021-02-12,685502.0
2021-02-19,755078.0
2021-02-26,721957.0
2021-03-05,621319.0
2021-03-12,653899.0
2021-03-19,733985.0
2021-03-26,772675.0
2021-04-02,722437.0
2021-04-09,677988.0
2021-04-16,714952.0
2021-04-23,748048.0
2021-04-30,687176.0
2021-05-07,619590.0
2021-05-14,652713.0
2021-05-21,698783.0
2021-05-28,717774.0
2021-06-04,656856.0
2021-06-11,656958.0
2021-06-18,775805.0
2021-06-25,780507.0
2021-07-02,712608.0
2021-07-09,693527.0
2021-07-16,752247.0
2021-07-23,807733.0
2021-07-30,732792.0
2021-08-06,699228.0884
2021-08-13,751306.0
2021-08-20,803811.0
2021-08-27,827967.0
2021-09-03,736283.0
2021-09-10,731813.0
2021-09-17,791953.0
2021-09-24,845352.0
2021-10-01,775652.0
2021-10-08,749365.0
2021-10-15,793516.0
2021-10-22,799828.0
2021-10-29,785036.0
2021-11-05,705304.0
2021-11-12,711833.0
2021-11-19,809503.0
2021-11-26,831115.0
2021-12-03,735893.0
2021-12-10,738464.0
2021-12-17,760021.0
2021-12-24,751517.0
2021-12-31,757066.0
2022-01-07,668318.0
2022-01-14,720208.0
2022-01-21,739942.0
2022-01-28,818131.0
2022-02-04,710739.0
2022-02-11,765123.0
2022-02-18,831961.0
2022-02-25,842846.0
2022-03-04,770130.0
2022-03-11,793567.0
2022-03-18,854150.0
2022-03-25,866335.0
2022-04-01,787020.0
2022-04-08,761691.0
2022-04-15,835749.0
2022-04-22,811035.0
2022-04-29,810136.0
2022-05-06,747057.0
2022-05-13,782061.0
2022-05-20,825607.0
2022-05-27,825754.0
2022-06-03,758172.0
2022-06-10,756369.0
2022-06-17,847299.0
2022-06-24,895684.0
2022-07-01,835002.0
2022-07-08,819916.0
2022-07-15,835291.0
2022-07-22,843514.0
2022-07-29,844168.0
2022-08-05,744313.0
2022-08-12,738574.0
2022-08-19,784509.0
2022-08-26,813310.0
2022-09-02,692207.0
2022-09-09,626948.0
2022-09-16,655794.0
2022-09-23,678511.0
2022-09-30,767988.0
2022-10-07,617976.0
2022-10-14,667811.0
2022-10-21,676386.0
2022-10-28,706812.0
2022-11-04,626082.0
2022-11-11,623264.0
2022-11-18,681548.0
2022-11-25,675316.0
2022-12-02,577551.0
2022-12-09,558414.0
2022-12-16,547510.0
2022-12-23,484417.0
2022-12-30,564639.0
2023-01-06,433636.0
2023-01-13,472509.0
2023-01-20,471714.0
2023-01-27,497719.0
2023-02-03,454270.0
2023-02-10,452502.0
2023-02-17,466607.0
2023-02-24,496133.0
2023-03-03,455797.0
2023-03-10,444760.0
2023-03-17,570492.0
2023-03-24,510012.0
2023-03-31,497392.0
2023-04-07,442375.0
2023-04-14,446721.0
2023-04-21,442173.0
2023-04-28,471290.0
2023-05-05,362406.0
2023-05-12,352428.0
2023-05-19,375364.0
2023-05-26,349412.0
2023-06-02,327414.0
2023-06-09,318311.0
2023-06-16,337594.0
2023-06-23,351098.0
2023-06-30,353023.0
2023-07-07,318440.0
2023-07-14,338868.0
2023-07-21,346812.0
2023-07-28,370473.0
2023-08-04,305919.0
2023-08-11,311153.0
2023-08-18,305458.0
2023-08-25,313608.0
2023-09-01,311932.0
2023-09-08,298956.0
2023-09-15,316104.0
2023-09-22,310310.0
2023-09-29,349953.0
2023-10-06,289114.0
2023-10-13,305169.0
2023-10-20,293000.0
2023-10-27,285626.0
2023-11-03,281401.0
2023-11-10,284921.0
2023-11-17,280152.0
2023-11-24,289362.0
2023-12-01,267120.0
2023-12-08,257211.0
2023-12-15,259795.0
2023-12-22,232511.0
2023-12-29,303864.0
2024-01-05,239916.0
2024-01-12,239197.0
2024-01-19,259915.0
2024-01-26,256985.0
2024-02-02,239210.0
2024-02-09,257632.0
2024-02-16,264288.0
2024-02-23,231049.0
2024-03-01,228446.0
2024-03-08,229856.0
2024-03-15,234228.0
2024-03-22,212289.0
2024-03-29,226134.0
2024-04-05,219054.0
2024-04-12,205281.0
2024-04-19,201107.0
2024-04-26,204696.0
2024-05-03,197519.0
2024-05-10,194331.0
2024-05-17,195876.0
2024-05-24,201658.0
2024-05-31,210623.0
2024-06-07,199921.0
2024-06-14,185895.0
2024-06-21,188575.0
2024-06-28,205137.0
2024-07-05,193319.0
2024-07-12,195335.0
2024-07-19,202815.0
2024-07-26,211845.0
2024-08-02,199492.0
2024-08-09,192479.0
2024-08-16,186512.0
2024-08-23,192766.0
2024-08-30,214816.0
2024-09-06,207199.0
2024-09-13,200237.0
2024-09-20,201613.0
2024-09-27,209526.0
2024-10-04,207041.0
2024-10-11,197324.0
2024-10-18,199425.0
2024-10-25,192812.0
2024-11-01,212839.0
2024-11-08,196550.0
2024-11-15,212024.0
2024-11-22,195821.0
2024-11-29,217993.0
2024-12-06,200561.0
2024-12-13,190604.0
2024-12-20,182336.0
2024-12-27,196258.0
2025-01-03,179866.0
2025-01-10,171236.0
2025-01-17,179764.0
2025-01-24,177098.0
2025-01-31,211182.0
2025-02-07,196328.0
2025-02-14,202427.0
2025-02-21,194544.0
2025-02-28,222096.0
2025-03-07,192748.0
2025-03-14,195651.0
2025-03-21,181138.0
2025-03-28,187590.0
2025-04-04,185683.0
2025-04-11,179794.0
2025-04-18,195743.0
2025-04-25,180669.0
2025-05-02,182969.0
2025-05-09,179543.0
2025-05-16,178409.0
2025-05-23,177031.0
2025-05-30,199226.0
2025-06-06,181811.0
2025-06-13,184996.0
2025-06-20,177045.0
2025-06-27,198420.0
2025-07-04,172784.0
2025-07-11,164100.0
2025-07-18,178213.0
2025-07-25,158868.0
2025-08-01,162295.0
2025-08-08,169845.0
2025-08-15,164178.0
2025-08-22,165036.0
2025-08-29,163431.0
2025-09-05,166082.0
2025-09-12,171050.0
2025-09-19,182015.0
2025-09-26,179275.0
2025-10-03,191710.0
2025-10-10,190330.0
2025-10-17,191366.0
2025-10-24,181216.0
2025-10-31,230007.0
2025-11-07,208505.0
2025-11-14,202461.0
2025-11-21,213889.0
2025-11-28,213219.0
2025-12-05,207643.0
2025-12-12,203232.0
2025-12-19,188657.0
2025-12-26,198347.0
2026-01-02,196647.0
2026-01-09,188350.0
2026-01-16,194802.0
2026-01-23,207615.0
2026-01-30,218078.0
2026-02-06,202795.0
2026-02-13,194741.0
2026-02-20,195810.0
2026-02-27,201696.0
2026-03-06,200570.0
2026-03-13,194973.0
2026-03-20,207926.0
2026-03-27,208957.0
2026-04-03,206239.0
2026-04-10,200918.0
2026-04-17,206309.0
2026-04-24,195197.0
2026-05-01,215590.0
2026-05-08,210862.0
2026-05-15,200462.0
2026-05-22,192996.0
2026-05-29,205719.0
2026-06-05,187447.0
2026-06-12,196714.0
2026-06-19,187115.0
2026-06-26,189763.0
2026-07-03,181999.0
2026-07-10,179709.0
2026-07-17,195924.0
2026-07-24,189286.0
2026-07-31,193762.0
2026-08-07,181349.0
2026-08-14,183748.0
2026-08-21,178625.0
2026-08-28,184842.0
2026-09-04,181821.0
